index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)"
"(0,)",(0.0014720761591708064+0.01819752370899029j),(-0.004544997295042305+0.0025819101689715154j),(0.002986746991943656-0.0020768575556739262j),(-0.0008443283587528973+0.0031589394814657066j),(-0.002199501871835325-0.002459573056299014j),(0.0031104930223807645-0.0015377263706462237j),(0.0019156223212161757+0.0031664171150062176j),(-0.0020422892438433696+0.0033538900147058633j),(-0.003832303841334663+0.0014297869893753474j),(-0.004113428616027554+0.0005495102696493418j),(-0.0038323038413346543+0.0014297869893753507j),(-0.002042289243843375+0.003353890014705862j),(0.0019156223212161807+0.003166417115006216j),(0.0031104930223807567-0.0015377263706462306j),(-0.002199501871835326-0.002459573056299012j),(-0.0008443283587528938+0.0031589394814657153j),(0.0029867469919436554-0.002076857555673927j),(-0.00029568793333689366+0.003254019163972508j)
"(1,)",(-0.004544997295042305+0.0025819101689715154j),(-0.0011163837271925534+0.01463432419769847j),(-0.0035467230423161275+0.002674438717536414j),(0.0019575445670506225-0.0014455033062705654j),(-0.0004553071267770672+0.002086791722948918j),(-0.0015290584940609215-0.0015498308736199404j),(0.0020137067093891252-0.0011271576577435013j),(0.0013879235864085934+0.002046711211669747j),(-0.0012503687545447843+0.0023129035438956423j),(-0.002515555290876397+0.0010864635120420372j),(-0.0027337320181482234+0.0005061246971615022j),(-0.002515555290876398+0.0010864635120420376j),(-0.0012503687545447864+0.0023129035438956423j),(0.0013879235864085882+0.0020467112116697487j),(0.002013706709389129-0.0011271576577434907j),(-0.0015290584940609144-0.0015498308736199516j),(-0.00045530712677708244+0.0020867917229489153j),(0.0019575445670506225-0.0014455033062705561j)
"(2,)",(0.002986746991943656-0.0020768575556739262j),(-0.0035467230423161275+0.002674438717536414j),(-0.0011163837271925489+0.014634324197698497j),(-0.003546723042316132+0.002674438717536409j),(0.001957544567050624-0.0014455033062705618j),(-0.00045530712677707095+0.0020867917229489188j),(-0.0015290584940609222-0.0015498308736199408j),(0.002013706709389127-0.0011271576577435028j),(0.001387923586408594+0.00204671121166975j),(-0.0012503687545447851+0.002312903543895644j),(-0.0025155552908763946+0.0010864635120420374j),(-0.00273373201814823+0.0005061246971615048j),(-0.002515555290876401+0.0010864635120420398j),(-0.0012503687545447858+0.0023129035438956423j),(0.0013879235864085876+0.0020467112116697526j),(0.0020137067093891343-0.001127157657743496j),(-0.0015290584940609142-0.0015498308736199495j),(-0.0004553071267770744+0.0020867917229489175j)
"(3,)",(-0.0008443283587528973+0.0031589394814657066j),(0.0019575445670506225-0.0014455033062705654j),(-0.003546723042316132+0.002674438717536409j),(-0.0011163837271925524+0.0146343241976985j),(-0.0035467230423161314+0.00267443871753641j),(0.001957544567050627-0.0014455033062705637j),(-0.00045530712677707057+0.002086791722948921j),(-0.0015290584940609205-0.0015498308736199417j),(0.0020137067093891317-0.0011271576577434994j),(0.0013879235864085902+0.0020467112116697517j),(-0.0012503687545447832+0.002312903543895641j),(-0.0025155552908764003+0.0010864635120420385j),(-0.0027337320181482316+0.0005061246971615037j),(-0.0025155552908763972+0.0010864635120420368j),(-0.0012503687545447908+0.0023129035438956367j),(0.0013879235864085898+0.002046711211669756j),(0.0020137067093891348-0.00112715765774349j),(-0.001529058494060914-0.001549830873619946j)
"(4,)",(-0.002199501871835325-0.002459573056299014j),(-0.0004553071267770672+0.002086791722948918j),(0.001957544567050624-0.0014455033062705618j),(-0.0035467230423161314+0.00267443871753641j),(-0.001116383727192554+0.014634324197698504j),(-0.0035467230423161327+0.002674438717536411j),(0.001957544567050623-0.0014455033062705644j),(-0.00045530712677706954+0.00208679172294892j),(-0.0015290584940609185-0.0015498308736199425j),(0.0020137067093891265-0.0011271576577434978j),(0.0013879235864085908+0.0020467112116697456j),(-0.0012503687545447866+0.002312903543895644j),(-0.0025155552908764003+0.0010864635120420402j),(-0.0027337320181482264+0.0005061246971615052j),(-0.0025155552908763964+0.0010864635120420353j),(-0.0012503687545447918+0.002312903543895644j),(0.0013879235864085882+0.0020467112116697543j),(0.0020137067093891274-0.0011271576577434926j)
"(5,)",(0.0031104930223807645-0.0015377263706462237j),(-0.0015290584940609215-0.0015498308736199404j),(-0.00045530712677707095+0.0020867917229489188j),(0.001957544567050627-0.0014455033062705637j),(-0.0035467230423161327+0.002674438717536411j),(-0.0011163837271925478+0.014634324197698502j),(-0.0035467230423161344+0.0026744387175364113j),(0.0019575445670506246-0.001445503306270565j),(-0.0004553071267770701+0.0020867917229489214j),(-0.001529058494060917-0.0015498308736199432j),(0.0020137067093891235-0.0011271576577434987j),(0.001387923586408593+0.0020467112116697526j),(-0.0012503687545447847+0.002312903543895646j),(-0.0025155552908763955+0.0010864635120420385j),(-0.0027337320181482264+0.0005061246971615002j),(-0.002515555290876401+0.0010864635120420394j),(-0.0012503687545447908+0.0023129035438956423j),(0.0013879235864085895+0.0020467112116697517j)
"(6,)",(0.0019156223212161757+0.0031664171150062176j),(0.0020137067093891252-0.0011271576577435013j),(-0.0015290584940609222-0.0015498308736199408j),(-0.00045530712677707057+0.002086791722948921j),(0.001957544567050623-0.0014455033062705644j),(-0.0035467230423161344+0.0026744387175364113j),(-0.001116383727192548+0.014634324197698502j),(-0.0035467230423161327+0.0026744387175364113j),(0.0019575445670506255-0.001445503306270563j),(-0.00045530712677707447+0.0020867917229489183j),(-0.0015290584940609172-0.0015498308736199365j),(0.00201370670938913-0.0011271576577435022j),(0.0013879235864085948+0.0020467112116697513j),(-0.0012503687545447819+0.002312903543895641j),(-0.0025155552908763955+0.0010864635120420366j),(-0.0027337320181482316+0.0005061246971615049j),(-0.0025155552908764007+0.0010864635120420374j),(-0.001250368754544786+0.0023129035438956423j)
"(7,)",(-0.0020422892438433696+0.0033538900147058633j),(0.0013879235864085934+0.002046711211669747j),(0.002013706709389127-0.0011271576577435028j),(-0.0015290584940609205-0.0015498308736199417j),(-0.00045530712677706954+0.00208679172294892j),(0.0019575445670506246-0.001445503306270565j),(-0.0035467230423161327+0.0026744387175364113j),(-0.0011163837271925515+0.014634324197698513j),(-0.003546723042316135+0.0026744387175364113j),(0.0019575445670506277-0.0014455033062705609j),(-0.0004553071267770675+0.002086791722948915j),(-0.001529058494060926-0.0015498308736199434j),(0.0020137067093891304-0.0011271576577435013j),(0.0013879235864085926+0.002046711211669747j),(-0.0012503687545447845+0.0023129035438956415j),(-0.002515555290876402+0.0010864635120420433j),(-0.00273373201814823+0.0005061246971615059j),(-0.0025155552908763972+0.0010864635120420385j)
"(8,)",(-0.003832303841334663+0.0014297869893753474j),(-0.0012503687545447843+0.0023129035438956423j),(0.001387923586408594+0.00204671121166975j),(0.0020137067093891317-0.0011271576577434994j),(-0.0015290584940609185-0.0015498308736199425j),(-0.0004553071267770701+0.0020867917229489214j),(0.0019575445670506255-0.001445503306270563j),(-0.003546723042316135+0.0026744387175364113j),(-0.001116383727192553+0.014634324197698514j),(-0.0035467230423161292+0.0026744387175364087j),(0.0019575445670506216-0.0014455033062705613j),(-0.00045530712677706986+0.0020867917229489266j),(-0.0015290584940609222-0.0015498308736199406j),(0.002013706709389125-0.0011271576577434974j),(0.001387923586408592+0.0020467112116697482j),(-0.0012503687545447845+0.002312903543895649j),(-0.0025155552908763994+0.0010864635120420407j),(-0.0027337320181482273+0.0005061246971615018j)
"(9,)",(-0.004113428616027554+0.0005495102696493418j),(-0.002515555290876397+0.0010864635120420372j),(-0.0012503687545447851+0.002312903543895644j),(0.0013879235864085902+0.0020467112116697517j),(0.0020137067093891265-0.0011271576577434978j),(-0.001529058494060917-0.0015498308736199432j),(-0.00045530712677707447+0.0020867917229489183j),(0.0019575445670506277-0.0014455033062705609j),(-0.0035467230423161292+0.0026744387175364087j),(-0.0011163837271925597+0.014634324197698495j),(-0.0035467230423161223+0.002674438717536419j),(0.0019575445670506277-0.0014455033062705726j),(-0.00045530712677706694+0.0020867917229489227j),(-0.0015290584940609157-0.0015498308736199371j),(0.002013706709389128-0.0011271576577434994j),(0.001387923586408596+0.002046711211669752j),(-0.001250368754544784+0.0023129035438956445j),(-0.0025155552908763964+0.0010864635120420383j)
