index,value
"(0,)",(-2.694437095221032+1.4393145542410737j)
"(1,)",(-5.794013678794103+6.100123844310444j)
"(2,)",(-6.80693792784302+4.14528017570057j)
"(3,)",(-0.9015137733949705+1.7546288569658144j)
"(4,)",(2.8671037860215898+2.9980554063912486j)
"(5,)",(0.1612140731247142-4.870339946808131j)
"(6,)",(-5.59406354704016+8.165894924331544j)
"(7,)",(9.198224772808537-7.056535869707804j)
"(8,)",(-11.86630886765005-3.7856061349765877j)
"(9,)",(7.377696412101939+14.027670149888518j)
"(10,)",(14.293854897162763+3.037355552347686j)
"(11,)",(14.215457881172378+2.4322771842675017j)
"(12,)",(7.01207713771701+12.901738050680352j)
"(13,)",(-12.31330843568875-3.912360791843938j)
"(14,)",(8.711810535676328-6.6070586376891365j)
"(15,)",(-5.351226757492462+8.587330241311752j)
"(16,)",(-0.6688244151947629-6.162158559977668j)
"(17,)",(3.0471638001503063+3.0949932543869787j)
