index,value
"(0,)",(-1.7218043014701199+1.6042148470591404j)
"(1,)",(-2.2082269644402626+4.629509341107029j)
"(2,)",(-7.146911494389709+3.6474169107196546j)
"(3,)",(-6.896123361164804+3.980599888516074j)
"(4,)",(-3.4166202172755975+3.3415855801913676j)
"(5,)",(0.23004538864339708+1.9137540685280392j)
"(6,)",(1.9314769842419053+1.1079298731552467j)
"(7,)",(3.4379103944759946+1.4220745826000512j)
"(8,)",(2.795534951516834-2.3290962744254626j)
"(9,)",(-5.818738788229978-3.1343584644010445j)
"(10,)",(-6.371764137423062+6.528209275411785j)
"(11,)",(6.8185568875476665+3.923359492267695j)
"(12,)",(4.697231362449731-10.544911912314365j)
"(13,)",(-7.939447357525976-6.632965574280519j)
"(14,)",(-5.332290559961432+7.251341993618864j)
"(15,)",(4.958208908447787+10.682069325728467j)
"(16,)",(10.021852554272941+7.243806710611824j)
"(17,)",(10.939377030939633+4.387911260938168j)
"(18,)",(10.92133008030049+4.24564442595746j)
"(19,)",(9.95741778346815+6.898518336895328j)
"(20,)",(4.8228473329426365+10.331901299675954j)
"(21,)",(-5.533907732299008+7.092991708074442j)
"(22,)",(-8.15260015892217-6.512682663993112j)
"(23,)",(4.526981285134963-10.2642743516173j)
"(24,)",(6.76395618764484+4.191577752043898j)
"(25,)",(-6.386320573732368+6.650143979036669j)
"(26,)",(-5.710717164580686-3.442615451927108j)
"(27,)",(2.7197049201374073-2.5142004266782845j)
"(28,)",(2.76882344381971+1.1066712221062156j)
"(29,)",(3.2845618532557355+1.75579077228261j)
