index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)","(18,)","(19,)","(20,)","(21,)","(22,)","(23,)","(24,)","(25,)","(26,)","(27,)","(28,)","(29,)","(30,)","(31,)","(32,)","(33,)","(34,)","(35,)","(36,)","(37,)","(38,)","(39,)"
"(0,)",(0.0033858478070153126+0.0054181683935753j),(-0.0002803216462102725+0.0036340233863728717j),(-0.0018868494907336+0.00027609588065707305j),(-0.0007422328234374886-0.0013183805342660612j),(0.0007888216490235826-0.0010623385203124196j),(0.0011785605189586863+0.00021765752657645102j),(0.00034185338603737295+0.0010567429543398006j),(-0.0006883921665421326+0.0007877774871619666j),(-0.000989332155092431-0.00012804120853719453j),(-0.00047387829943980624-0.0008353353237121677j),(0.0003189247271959148-0.0008753700826067972j),(0.0008296737159825085-0.0003723035789128519j),(0.0008503347278889082+0.00026978355756860137j),(0.0005030802487089281+0.0007205165897351165j),(2.9896283238628636e-05+0.0008680371552089931j),(-0.0003808108937668412+0.000772014765064837j),(-0.0006510975013745632+0.0005543306928090491j),(-0.0007884258149667802+0.00032035038685940026j),(-0.0008379361693026859+0.00013215767088704634j),(-0.0008465918196573234+1.5377102372771273e-05j),(-0.0008458907532195196-2.3709418089396833e-05j),(-0.0008465918196573229+1.5377102372770565e-05j),(-0.0008379361693026876+0.00013215767088704597j),(-0.0007884258149667817+0.00032035038685940156j),(-0.0006510975013745598+0.0005543306928090459j),(-0.0003808108937668436+0.0007720147650648369j),(2.9896283238625777e-05+0.0008680371552089922j),(0.0005030802487089256+0.000720516589735118j),(0.0008503347278889103+0.000269783557568602j),(0.0008296737159825052-0.0003723035789128503j),(0.0003189247271959133-0.0008753700826067926j),(-0.0004738782994398045-0.0008353353237121677j),(-0.0009893321550924318-0.00012804120853719849j),(-0.0006883921665421337+0.0007877774871619655j),(0.0003418533860373715+0.001056742954339799j),(0.0011785605189586798+0.00021765752657645015j),(0.0007888216490235884-0.0010623385203124198j),(-0.0007422328234374867-0.001318380534266068j),(-0.0018868494907336095+0.0002760958806570721j),(-3.1670014017601993e-05+0.0034299980720724137j)
"(1,)",(-0.0002803216462102725+0.0036340233863728717j),(0.002392864459933537+0.004607388980086612j),(-0.0001362744026969248+0.0033688962342331976j),(-0.0012976247221218762+0.00018156422318860952j),(-0.0004977036933246182-0.0008766837136560215j),(0.0005225141738057576-0.0007099759405977263j),(0.0007859141074579736+0.00014115319626292644j),(0.00023170569644729257+0.0007028542527908956j),(-0.0004554937441133872+0.0005278348858955964j),(-0.0006599905500234793-8.084777775225307e-05j),(-0.00032000625967151174-0.0005545211044283224j),(0.00020802330471321893-0.0005852991864273899j),(0.0005511427491069188-0.00025287377133392694j),(0.0005686254179808504+0.00017493042024537456j),(0.0003398911364413278+0.0004774455374088334j),(2.5404007327876193e-05+0.00057872840600517j),(-0.00024898662976157983+0.0005173527426248497j),(-0.0004305890038226893+0.0003740114743328971j),(-0.0005236929636810977+0.000218948577365595j),(-0.0005579656002973907+9.382725945066636e-05j),(-0.0005645283222840801+1.603646928281577e-05j),(-0.0005643272466172968-1.0024598720802543e-05j),(-0.0005645283222840788+1.6036469282814923e-05j),(-0.000557965600297392+9.382725945066705e-05j),(-0.0005236929636810972+0.00021894857736559452j),(-0.0004305890038226893+0.0003740114743328977j),(-0.0002489866297615796+0.0005173527426248492j),(2.540400732787636e-05+0.0005787284060051689j),(0.0003398911364413286+0.0004774455374088324j),(0.0005686254179808506+0.0001749304202453733j),(0.0005511427491069163-0.0002528737713339278j),(0.000208023304713218-0.0005852991864273893j),(-0.0003200062596715137-0.0005545211044283232j),(-0.0006599905500234789-8.084777775225047e-05j),(-0.000455493744113384+0.0005278348858955965j),(0.00023170569644729373+0.0007028542527908913j),(0.0007859141074579775+0.00014115319626292557j),(0.0005225141738057577-0.0007099759405977296j),(-0.0004977036933246239-0.0008766837136560247j),(-0.0012976247221218814+0.00018156422318861413j)
"(2,)",(-0.0018868494907336+0.00027609588065707305j),(-0.0001362744026969248+0.0033688962342331976j),(0.0023928644599335268+0.004607388980086588j),(-0.00013627440269691965+0.0033688962342331924j),(-0.0012976247221218736+0.00018156422318861082j),(-0.0004977036933246174-0.0008766837136560192j),(0.0005225141738057542-0.0007099759405977254j),(0.0007859141074579729+0.0001411531962629249j),(0.0002317056964472933+0.0007028542527908945j),(-0.0004554937441133856+0.0005278348858955956j),(-0.0006599905500234779-8.084777775225235e-05j),(-0.0003200062596715124-0.0005545211044283211j),(0.00020802330471321736-0.0005852991864273864j),(0.0005511427491069171-0.00025287377133392683j),(0.0005686254179808511+0.00017493042024537364j),(0.00033989113644132687+0.0004774455374088314j),(2.5404007327875742e-05+0.0005787284060051694j),(-0.00024898662976157826+0.0005173527426248484j),(-0.00043058900382268706+0.0003740114743328952j),(-0.0005236929636810978+0.00021894857736559485j),(-0.0005579656002973902+9.3827259450666e-05j),(-0.0005645283222840773+1.6036469282814587e-05j),(-0.0005643272466172954-1.0024598720802753e-05j),(-0.000564528322284079+1.6036469282815763e-05j),(-0.0005579656002973874+9.382725945066482e-05j),(-0.0005236929636810984+0.00021894857736559458j),(-0.000430589003822688+0.0003740114743328962j),(-0.00024898662976157777+0.0005173527426248469j),(2.5404007327877254e-05+0.0005787284060051686j),(0.00033989113644132535+0.00047744553740883055j),(0.0005686254179808471+0.00017493042024537293j),(0.0005511427491069183-0.00025287377133392694j),(0.00020802330471321896-0.0005852991864273886j),(-0.0003200062596715124-0.0005545211044283199j),(-0.0006599905500234758-8.084777775225163e-05j),(-0.00045549374411338214+0.0005278348858955925j),(0.00023170569644729251+0.0007028542527908963j),(0.0007859141074579749+0.00014115319626292655j),(0.0005225141738057573-0.0007099759405977298j),(-0.0004977036933246201-0.0008766837136560215j)
"(3,)",(-0.0007422328234374886-0.0013183805342660612j),(-0.0012976247221218762+0.00018156422318860952j),(-0.00013627440269691965+0.0033688962342331924j),(0.0023928644599335277+0.004607388980086588j),(-0.00013627440269692025+0.003368896234233191j),(-0.0012976247221218732+0.0001815642231886107j),(-0.000497703693324618-0.0008766837136560174j),(0.0005225141738057537-0.0007099759405977256j),(0.000785914107457973+0.0001411531962629239j),(0.00023170569644729333+0.0007028542527908938j),(-0.00045549374411338496+0.0005278348858955954j),(-0.0006599905500234784-8.084777775225213e-05j),(-0.0003200062596715115-0.0005545211044283187j),(0.00020802330471321633-0.000585299186427386j),(0.0005511427491069185-0.0002528737713339282j),(0.0005686254179808501+0.00017493042024537307j),(0.0003398911364413263+0.0004774455374088323j),(2.5404007327876867e-05+0.0005787284060051684j),(-0.0002489866297615772+0.0005173527426248465j),(-0.00043058900382268744+0.00037401147433289663j),(-0.0005236929636810985+0.00021894857736559476j),(-0.0005579656002973887+9.382725945066574e-05j),(-0.0005645283222840773+1.6036469282815814e-05j),(-0.0005643272466172969-1.0024598720802023e-05j),(-0.0005645283222840753+1.603646928281496e-05j),(-0.0005579656002973897+9.382725945066558e-05j),(-0.0005236929636810979+0.00021894857736559392j),(-0.0004305890038226868+0.0003740114743328955j),(-0.00024898662976157777+0.0005173527426248486j),(2.5404007327876007e-05+0.0005787284060051669j),(0.0003398911364413248+0.0004774455374088287j),(0.0005686254179808497+0.0001749304202453745j),(0.0005511427491069195-0.00025287377133392786j),(0.0002080233047132174-0.0005852991864273874j),(-0.0003200062596715115-0.0005545211044283185j),(-0.0006599905500234737-8.084777775225091e-05j),(-0.0004554937441133874+0.0005278348858955955j),(0.00023170569644729224+0.0007028542527908958j),(0.0007859141074579766+0.00014115319626292522j),(0.0005225141738057561-0.000709975940597728j)
"(4,)",(0.0007888216490235826-0.0010623385203124196j),(-0.0004977036933246182-0.0008766837136560215j),(-0.0012976247221218736+0.00018156422318861082j),(-0.00013627440269692025+0.003368896234233191j),(0.0023928644599335277+0.004607388980086587j),(-0.0001362744026969204+0.003368896234233193j),(-0.0012976247221218723+0.00018156422318861106j),(-0.000497703693324618-0.0008766837136560181j),(0.0005225141738057546-0.0007099759405977264j),(0.0007859141074579737+0.00014115319626292533j),(0.00023170569644729251+0.0007028542527908941j),(-0.00045549374411338615+0.0005278348858955957j),(-0.0006599905500234756-8.084777775225167e-05j),(-0.0003200062596715116-0.0005545211044283187j),(0.00020802330471321709-0.0005852991864273888j),(0.0005511427491069178-0.0002528737713339281j),(0.0005686254179808506+0.00017493042024537445j),(0.00033989113644132654+0.0004774455374088316j),(2.540400732787622e-05+0.0005787284060051667j),(-0.0002489866297615781+0.0005173527426248478j),(-0.00043058900382268847+0.0003740114743328969j),(-0.0005236929636810976+0.00021894857736559376j),(-0.0005579656002973887+9.38272594506657e-05j),(-0.0005645283222840787+1.6036469282815007e-05j),(-0.0005643272466172935-1.0024598720803242e-05j),(-0.0005645283222840779+1.603646928281483e-05j),(-0.0005579656002973893+9.382725945066564e-05j),(-0.0005236929636810966+0.00021894857736559417j),(-0.00043058900382268766+0.00037401147433289685j),(-0.00024898662976157815+0.0005173527426248466j),(2.540400732787649e-05+0.0005787284060051653j),(0.0003398911364413258+0.00047744553740883196j),(0.0005686254179808511+0.00017493042024537526j),(0.0005511427491069181-0.00025287377133392786j),(0.00020802330471321687-0.0005852991864273862j),(-0.00032000625967151043-0.0005545211044283168j),(-0.0006599905500234791-8.084777775225297e-05j),(-0.0004554937441133871+0.0005278348858955961j),(0.0002317056964472942+0.0007028542527908973j),(0.000785914107457975+0.00014115319626292516j)
"(5,)",(0.0011785605189586863+0.00021765752657645102j),(0.0005225141738057576-0.0007099759405977263j),(-0.0004977036933246174-0.0008766837136560192j),(-0.0012976247221218732+0.0001815642231886107j),(-0.0001362744026969204+0.003368896234233193j),(0.0023928644599335285+0.004607388980086591j),(-0.00013627440269692017+0.003368896234233193j),(-0.0012976247221218732+0.00018156422318861245j),(-0.0004977036933246196-0.0008766837136560187j),(0.0005225141738057546-0.0007099759405977269j),(0.0007859141074579732+0.0001411531962629245j),(0.00023170569644729354+0.0007028542527908952j),(-0.00045549374411338393+0.000527834885895594j),(-0.0006599905500234761-8.084777775225089e-05j),(-0.0003200062596715136-0.0005545211044283207j),(0.00020802330471321635-0.0005852991864273881j),(0.0005511427491069187-0.0002528737713339282j),(0.0005686254179808506+0.00017493042024537315j),(0.0003398911364413261+0.0004774455374088298j),(2.5404007327877294e-05+0.0005787284060051684j),(-0.00024898662976157826+0.0005173527426248491j),(-0.0004305890038226878+0.000374011474332896j),(-0.0005236929636810975+0.0002189485773655946j),(-0.0005579656002973907+9.382725945066621e-05j),(-0.0005645283222840755+1.6036469282814828e-05j),(-0.0005643272466172961-1.0024598720802524e-05j),(-0.0005645283222840777+1.6036469282815058e-05j),(-0.0005579656002973882+9.382725945066581e-05j),(-0.0005236929636810979+0.00021894857736559528j),(-0.00043058900382268695+0.00037401147433289555j),(-0.0002489866297615771+0.0005173527426248453j),(2.5404007327875763e-05+0.0005787284060051685j),(0.0003398911364413266+0.00047744553740883337j),(0.0005686254179808501+0.0001749304202453745j),(0.0005511427491069171-0.00025287377133392715j),(0.00020802330471321616-0.0005852991864273846j),(-0.00032000625967151195-0.0005545211044283222j),(-0.0006599905500234792-8.084777775225273e-05j),(-0.0004554937441133871+0.0005278348858955978j),(0.0002317056964472934+0.0007028542527908957j)
"(6,)",(0.00034185338603737295+0.0010567429543398006j),(0.0007859141074579736+0.00014115319626292644j),(0.0005225141738057542-0.0007099759405977254j),(-0.000497703693324618-0.0008766837136560174j),(-0.0012976247221218723+0.00018156422318861106j),(-0.00013627440269692017+0.003368896234233193j),(0.0023928644599335294+0.004607388980086588j),(-0.0001362744026969198+0.0033688962342331903j),(-0.0012976247221218734+0.00018156422318861163j),(-0.0004977036933246176-0.0008766837136560187j),(0.0005225141738057547-0.0007099759405977247j),(0.0007859141074579738+0.00014115319626292565j),(0.00023170569644729224+0.000702854252790892j),(-0.00045549374411338377+0.0005278348858955938j),(-0.0006599905500234779-8.084777775225109e-05j),(-0.00032000625967151217-0.0005545211044283193j),(0.00020802330471321787-0.0005852991864273879j),(0.000551142749106918-0.0002528737713339276j),(0.0005686254179808483+0.00017493042024537293j),(0.00033989113644132665+0.000477445537408831j),(2.5404007327876474e-05+0.000578728406005169j),(-0.00024898662976157864+0.0005173527426248468j),(-0.00043058900382268755+0.00037401147433289555j),(-0.0005236929636810988+0.0002189485773655946j),(-0.000557965600297387+9.382725945066478e-05j),(-0.0005645283222840775+1.6036469282814814e-05j),(-0.0005643272466172953-1.0024598720803032e-05j),(-0.0005645283222840762+1.603646928281501e-05j),(-0.0005579656002973892+9.382725945066646e-05j),(-0.0005236929636810964+0.00021894857736559376j),(-0.0004305890038226849+0.0003740114743328946j),(-0.000248986629761578+0.0005173527426248477j),(2.5404007327875776e-05+0.0005787284060051697j),(0.0003398911364413265+0.00047744553740883126j),(0.0005686254179808483+0.00017493042024537347j),(0.0005511427491069144-0.0002528737713339263j),(0.00020802330471321852-0.0005852991864273886j),(-0.00032000625967151136-0.0005545211044283216j),(-0.0006599905500234804-8.084777775225144e-05j),(-0.0004554937441133858+0.0005278348858955962j)
"(7,)",(-0.0006883921665421326+0.0007877774871619666j),(0.00023170569644729257+0.0007028542527908956j),(0.0007859141074579729+0.0001411531962629249j),(0.0005225141738057537-0.0007099759405977256j),(-0.000497703693324618-0.0008766837136560181j),(-0.0012976247221218732+0.00018156422318861245j),(-0.0001362744026969198+0.0033688962342331903j),(0.0023928644599335255+0.0046073889800865835j),(-0.00013627440269691857+0.003368896234233191j),(-0.0012976247221218743+0.00018156422318861125j),(-0.0004977036933246179-0.0008766837136560186j),(0.0005225141738057558-0.0007099759405977269j),(0.0007859141074579709+0.00014115319626292432j),(0.0002317056964472929+0.000702854252790892j),(-0.0004554937441133851+0.0005278348858955965j),(-0.0006599905500234773-8.084777775225062e-05j),(-0.0003200062596715126-0.0005545211044283205j),(0.00020802330471321709-0.0005852991864273876j),(0.0005511427491069163-0.00025287377133392694j),(0.0005686254179808499+0.00017493042024537353j),(0.00033989113644132746+0.00047744553740883185j),(2.540400732787661e-05+0.0005787284060051678j),(-0.00024898662976157826+0.0005173527426248474j),(-0.00043058900382268836+0.0003740114743328975j),(-0.0005236929636810955+0.00021894857736559365j),(-0.0005579656002973894+9.382725945066613e-05j),(-0.0005645283222840774+1.6036469282815414e-05j),(-0.0005643272466172943-1.0024598720801718e-05j),(-0.0005645283222840777+1.6036469282816437e-05j),(-0.0005579656002973879+9.382725945066596e-05j),(-0.0005236929636810945+0.00021894857736559433j),(-0.00043058900382268755+0.0003740114743328963j),(-0.00024898662976157945+0.000517352742624849j),(2.540400732787718e-05+0.0005787284060051683j),(0.00033989113644132557+0.0004774455374088301j),(0.000568625417980847+0.0001749304202453727j),(0.0005511427491069195-0.00025287377133392786j),(0.0002080233047132188-0.0005852991864273886j),(-0.00032000625967151396-0.0005545211044283224j),(-0.0006599905500234786-8.084777775225188e-05j)
"(8,)",(-0.000989332155092431-0.00012804120853719453j),(-0.0004554937441133872+0.0005278348858955964j),(0.0002317056964472933+0.0007028542527908945j),(0.000785914107457973+0.0001411531962629239j),(0.0005225141738057546-0.0007099759405977264j),(-0.0004977036933246196-0.0008766837136560187j),(-0.0012976247221218734+0.00018156422318861163j),(-0.00013627440269691857+0.003368896234233191j),(0.0023928644599335277+0.004607388980086587j),(-0.00013627440269692163+0.0033688962342331916j),(-0.001297624722121875+0.0001815642231886101j),(-0.0004977036933246185-0.0008766837136560218j),(0.0005225141738057546-0.0007099759405977244j),(0.0007859141074579714+0.00014115319626292478j),(0.0002317056964472936+0.0007028542527908956j),(-0.0004554937441133844+0.0005278348858955968j),(-0.000659990550023479-8.084777775225223e-05j),(-0.0003200062596715124-0.0005545211044283208j),(0.000208023304713217-0.0005852991864273867j),(0.0005511427491069182-0.000252873771333928j),(0.0005686254179808514+0.0001749304202453741j),(0.0003398911364413263+0.00047744553740883174j),(2.540400732787602e-05+0.0005787284060051685j),(-0.0002489866297615797+0.0005173527426248492j),(-0.0004305890038226866+0.00037401147433289506j),(-0.0005236929636810987+0.00021894857736559474j),(-0.0005579656002973897+9.382725945066597e-05j),(-0.0005645283222840768+1.6036469282815394e-05j),(-0.0005643272466172963-1.0024598720802009e-05j),(-0.0005645283222840767+1.603646928281515e-05j),(-0.0005579656002973867+9.382725945066602e-05j),(-0.0005236929636810982+0.00021894857736559485j),(-0.00043058900382268966+0.0003740114743328972j),(-0.00024898662976157804+0.0005173527426248488j),(2.5404007327876332e-05+0.0005787284060051675j),(0.0003398911364413254+0.000477445537408829j),(0.000568625417980852+0.00017493042024537459j),(0.00055114274910692-0.00025287377133392797j),(0.00020802330471321814-0.0005852991864273912j),(-0.00032000625967151336-0.000554521104428322j)
"(9,)",(-0.00047387829943980624-0.0008353353237121677j),(-0.0006599905500234793-8.084777775225307e-05j),(-0.0004554937441133856+0.0005278348858955956j),(0.00023170569644729333+0.0007028542527908938j),(0.0007859141074579737+0.00014115319626292533j),(0.0005225141738057546-0.0007099759405977269j),(-0.0004977036933246176-0.0008766837136560187j),(-0.0012976247221218743+0.00018156422318861125j),(-0.00013627440269692163+0.0033688962342331916j),(0.0023928644599335294+0.004607388980086589j),(-0.00013627440269692006+0.0033688962342331946j),(-0.0012976247221218773+0.00018156422318860982j),(-0.0004977036933246168-0.0008766837136560175j),(0.0005225141738057538-0.0007099759405977252j),(0.0007859141074579747+0.0001411531962629247j),(0.00023170569644729398+0.0007028542527908944j),(-0.00045549374411338605+0.0005278348858955964j),(-0.0006599905500234778-8.084777775225207e-05j),(-0.0003200062596715121-0.000554521104428319j),(0.00020802330471321725-0.0005852991864273881j),(0.0005511427491069194-0.0002528737713339285j),(0.0005686254179808495+0.00017493042024537434j),(0.00033989113644132595+0.00047744553740883174j),(2.5404007327876027e-05+0.0005787284060051702j),(-0.0002489866297615783+0.000517352742624846j),(-0.00043058900382268907+0.00037401147433289636j),(-0.0005236929636810982+0.0002189485773655944j),(-0.0005579656002973884+9.38272594506656e-05j),(-0.0005645283222840783+1.603646928281545e-05j),(-0.0005643272466172948-1.0024598720802483e-05j),(-0.0005645283222840751+1.6036469282815458e-05j),(-0.0005579656002973897+9.382725945066586e-05j),(-0.0005236929636810997+0.00021894857736559439j),(-0.00043058900382268836+0.0003740114743328967j),(-0.0002489866297615782+0.0005173527426248471j),(2.540400732787629e-05+0.0005787284060051655j),(0.0003398911364413268+0.0004774455374088336j),(0.0005686254179808518+0.00017493042024537483j),(0.0005511427491069212-0.0002528737713339294j),(0.00020802330471321858-0.0005852991864273894j)
