index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(-0.027206109599893096+0.2814421222190686j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.2028005464857932+0.27119909171944595j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.38477745599127783+0.07773751406905546j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.3845610436981801-0.2173146253412297j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(0.17160178738266482-0.45160270306368044j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.1546406832102698-0.4897286804973405j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.4301758340978531-0.30961112615857j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.5297042402906715-0.007600957455979126j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.43305117494662737+0.27107663055592685j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.2179961892244748+0.4194313245762404j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(0.001177677766130411+0.4160578780743864j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(0.14007112813789793+0.3141605088820845j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(0.17630657564387586+0.19438502389532625j)
"(-1.0, -3.0)","(-1.0, -3.0)",(0.140159912722079+0.11836432410570305j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.08246974105402823+0.10735066573535566j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.04439816777910923+0.14779308737717875j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.043179603362768645+0.21067346896362926j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.07398854752726018+0.2697288199615556j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.12003087711422872+0.310614142642895j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.16270340727772248+0.3308684303368615j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.1876997525434424+0.3346746611669427j)
"(0.23076923076923084, -3.0)","(0.23076923076923084, -3.0)",(0.1871181642004915+0.3266883458891409j)
"(0.384615384615385, -3.0)","(0.384615384615385, -3.0)",(0.1597359821668214+0.30774987935789727j)
"(0.5384615384615388, -3.0)","(0.5384615384615388, -3.0)",(0.11141021527801706+0.27394957368497425j)
"(0.6923076923076925, -3.0)","(0.6923076923076925, -3.0)",(0.05578614185975515+0.21967879308201715j)
"(0.8461538461538463, -3.0)","(0.8461538461538463, -3.0)",(0.013324818114010373+0.14416452981751163j)
"(1.0, -3.0)","(1.0, -3.0)",(0.005714031234608785+0.05875691682060083j)
"(1.1538461538461542, -3.0)","(1.1538461538461542, -3.0)",(0.04468209809663491-0.010388817234205457j)
"(1.3076923076923084, -3.0)","(1.3076923076923084, -3.0)",(0.11934394153219216-0.029957291521416744j)
"(1.4615384615384617, -3.0)","(1.4615384615384617, -3.0)",(0.19156432684744695+0.021653383239859998j)
"(1.6153846153846159, -3.0)","(1.6153846153846159, -3.0)",(0.20877063551544087+0.13286148033769968j)
"(1.7692307692307692, -3.0)","(1.7692307692307692, -3.0)",(0.13408811339969276+0.2513885571477592j)
"(1.9230769230769234, -3.0)","(1.9230769230769234, -3.0)",(-0.02196632873834736+0.3042476309454198j)
"(2.0769230769230775, -3.0)","(2.0769230769230775, -3.0)",(-0.19342372577033817+0.24119054317781935j)
"(2.230769230769231, -3.0)","(2.230769230769231, -3.0)",(-0.2899737235145765+0.07515162137263039j)
"(2.384615384615385, -3.0)","(2.384615384615385, -3.0)",(-0.2544943373850536-0.11412669675095195j)
"(2.5384615384615383, -3.0)","(2.5384615384615383, -3.0)",(-0.10727726257859463-0.2258882982298243j)
"(2.6923076923076925, -3.0)","(2.6923076923076925, -3.0)",(0.06171345476039458-0.20666777485442558j)
"(2.8461538461538467, -3.0)","(2.8461538461538467, -3.0)",(0.15435221400786367-0.08888382382576962j)
"(3.0, -3.0)","(3.0, -3.0)",(0.13475792249154572+0.0353459232617199j)
"(-3.0, -2.8461538461538463)","(-3.0, -2.8461538461538463)",(0.16237535215628657+0.16250853647232233j)
"(-2.8461538461538463, -2.8461538461538463)","(-2.8461538461538463, -2.8461538461538463)",(0.28894440096418406+0.0165462504431137j)
"(-2.6923076923076925, -2.8461538461538463)","(-2.6923076923076925, -2.8461538461538463)",(0.27308271930352557-0.2186525102867594j)
"(-2.5384615384615383, -2.8461538461538463)","(-2.5384615384615383, -2.8461538461538463)",(0.06972236384679156-0.4019024903582579j)
"(-2.3846153846153846, -2.8461538461538463)","(-2.3846153846153846, -2.8461538461538463)",(-0.2350809764230192-0.39570705996439265j)
"(-2.230769230769231, -2.8461538461538463)","(-2.230769230769231, -2.8461538461538463)",(-0.47304014853086324-0.1717733112636437j)
"(-2.0769230769230766, -2.8461538461538463)","(-2.0769230769230766, -2.8461538461538463)",(-0.5073109042954758+0.1638179821612028j)
"(-1.923076923076923, -2.8461538461538463)","(-1.923076923076923, -2.8461538461538463)",(-0.3207165433458075+0.4421283288771073j)
"(-1.7692307692307692, -2.8461538461538463)","(-1.7692307692307692, -2.8461538461538463)",(-0.01654992883433009+0.5393237476611409j)
"(-1.6153846153846154, -2.8461538461538463)","(-1.6153846153846154, -2.8461538461538463)",(0.25725362685713316+0.44196408435021556j)
"(-1.4615384615384615, -2.8461538461538463)","(-1.4615384615384615, -2.8461538461538463)",(0.3976355916636818+0.23410388110353j)
"(-1.3076923076923075, -2.8461538461538463)","(-1.3076923076923075, -2.8461538461538463)",(0.3905328925811501+0.03084425898577137j)
"(-1.1538461538461537, -2.8461538461538463)","(-1.1538461538461537, -2.8461538461538463)",(0.2943143665559734-0.08830821712980194j)
