index,value
"(0,)",(-4.181958299453953-0.872566699983742j)
"(1,)",(-6.7321749021311765+5.085877717768084j)
"(2,)",(-4.980685760141036+2.8592898073186417j)
"(3,)",(-1.1170686487294965+2.2761466901406995j)
"(4,)",(4.801759801372091+1.4431580991115363j)
"(5,)",(-6.062910093897127-3.160876562698501j)
"(6,)",(3.7398794866361826+8.125943871023635j)
"(7,)",(0.48087727585802653-12.826384708706613j)
"(8,)",(-8.120903481917281+10.021648148523191j)
"(9,)",(14.978651727963097+9.997142676769576j)
"(10,)",(12.481126583805459+0.44248092379192183j)
"(11,)",(14.724385542100162+10.894374083953192j)
"(12,)",(-11.10009257362418+4.170389021212748j)
"(13,)",(3.8001759591280573-11.747757828432974j)
"(14,)",(-1.414775499631301+9.979654719719406j)
"(15,)",(-2.380273981936312-6.891091862161519j)
"(16,)",(4.22062179324676+3.0746347100219027j)
