index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(0.049081073898644176+0.10296071524077505j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.10736062238804686+0.04514228861109938j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.115466012193928-0.03610333474591584j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.0714984914189903-0.10600912945877035j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(-0.007412317625148556-0.1370385539013846j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.09290731501766178-0.11648359270667896j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.15510906801668034-0.049486711483754824j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.17277145718805026+0.0433497896057118j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.14047484984517655+0.134112788985445j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.06916522191703804+0.1985896038449004j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(0.02039096438940429+0.22473846027640254j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(0.10732290994285609+0.2145589703642812j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(0.17809067518424906+0.17962223580801354j)
"(-1.0, -3.0)","(-1.0, -3.0)",(0.22853327318494399+0.13415473650627785j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.2612748090588771+0.08990326009766564j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.2814858945036676+0.0545710983650872j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.29358221181137617+0.03288642930066257j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.299607719769568+0.02822646745395884j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.29865501858948734+0.04322433497665152j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.2865911763759338+0.07884659467562233j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.2562200212196895+0.13220332035940266j)
"(0.23076923076923084, -3.0)","(0.23076923076923084, -3.0)",(0.1989126912029162+0.19385878014446728j)
"(0.384615384615385, -3.0)","(0.384615384615385, -3.0)",(0.10884990033512644+0.2461024595258846j)
"(0.5384615384615388, -3.0)","(0.5384615384615388, -3.0)",(-0.010193559979238657+0.26452660208408346j)
"(0.6923076923076925, -3.0)","(0.6923076923076925, -3.0)",(-0.1381521310600297+0.2253698250086353j)
"(0.8461538461538463, -3.0)","(0.8461538461538463, -3.0)",(-0.23752004444714805+0.11888268435443958j)
"(1.0, -3.0)","(1.0, -3.0)",(-0.26372067537169214-0.036133227941193745j)
"(1.1538461538461542, -3.0)","(1.1538461538461542, -3.0)",(-0.1881652844456379-0.18712943285991177j)
"(1.3076923076923084, -3.0)","(1.3076923076923084, -3.0)",(-0.024844016769953327-0.26311113989738205j)
"(1.4615384615384617, -3.0)","(1.4615384615384617, -3.0)",(0.1587381881500246-0.2118494802417032j)
"(1.6153846153846159, -3.0)","(1.6153846153846159, -3.0)",(0.2645053996168249-0.04191197862791601j)
"(1.7692307692307692, -3.0)","(1.7692307692307692, -3.0)",(0.21974097537246992+0.16221574078616366j)
"(1.9230769230769234, -3.0)","(1.9230769230769234, -3.0)",(0.03529758873677653+0.27680320956049215j)
"(2.0769230769230775, -3.0)","(2.0769230769230775, -3.0)",(-0.18126525071541844+0.21800095969432426j)
