index,xy,inc,scat,tot
"(-3.0, -3.0)",[-3. -3.],(0.7773494792181547+0.6290689844200426j),(0.07683625016307268+0.1663678786122733j),(0.8541857293812274+0.7954368630323159j)
"(-2.8461538461538463, -3.0)",[-2.84615385 -3.        ],(-0.10860406938749748+0.994085084946191j),(0.1535567198444131+0.0538132413573041j),(0.04495265045691563+1.047898326303495j)
"(-2.6923076923076925, -3.0)",[-2.69230769 -3.        ],(-0.8948427434723873+0.4463815234245378j),(0.12636691770147931-0.060203773751957235j),(-0.768475825770908+0.38617774967258056j)
"(-2.5384615384615383, -3.0)",[-2.53846154 -3.        ],(-0.8594811553903232-0.5111674319916275j),(0.041970933490375874-0.10850208562043057j),(-0.8175102218999474-0.6196695176120581j)
"(-2.3846153846153846, -3.0)",[-2.38461538 -3.        ],(-0.03498656293693535-0.9993877828019812j),(-0.032076510011478224-0.08779215074191367j),(-0.06706307294841357-1.0871799335438947j)
"(-2.230769230769231, -3.0)",[-2.23076923 -3.        ],(0.8216309578085959-0.5700197971742117j),(-0.061796592560055076-0.03966309198770672j),(0.7598343652485408-0.6096828891619184j)
"(-2.0769230769230766, -3.0)",[-2.07692308 -3.        ],(0.9238676498953127+0.38271211827810203j),(-0.05910070509223186-0.0031292021348644887j),(0.8647669448030808+0.3795829161432375j)
"(-1.923076923076923, -3.0)",[-1.92307692 -3.        ],(0.17785484909783048+0.9840567324358834j),(-0.05368206970179841+0.01594627817970848j),(0.12417277939603207+1.000003010615592j)
"(-1.7692307692307692, -3.0)",[-1.76923077 -3.        ],(-0.731455460353972+0.681889220855088j),(-0.05822760898766908+0.03831633371481486j),(-0.7896830693416411+0.7202055545699029j)
"(-1.6153846153846154, -3.0)",[-1.61538462 -3.        ],(-0.9691796141665602-0.24635518156506767j),(-0.05754025113962701+0.08267207351370677j),(-1.026719865306187-0.16368310805136088j)
"(-1.4615384615384615, -3.0)",[-1.46153846 -3.        ],(-0.3170510749839535-0.9484084646667381j),(-0.025162510461233176+0.14406676592763634j),(-0.3422135854451867-0.8043416987391018j)
"(-1.3076923076923075, -3.0)",[-1.30769231 -3.        ],(0.6261780494437382-0.7796800949074147j),(0.051905494755606525+0.1959654402759171j),(0.6780835441993448-0.5837146546314976j)
"(-1.1538461538461537, -3.0)",[-1.15384615 -3.        ],(0.9944815197952718+0.10491190011474566j),(0.16160283697508265+0.20999138343841442j),(1.1560843567703545+0.3149032835531601j)
"(-1.0, -3.0)",[-1. -3.],(0.44970134126633127+0.8931789874729827j),(0.2745459509400934+0.17542615089220995j),(0.7242472922064247+1.0686051383651927j)
"(-0.8461538461538458, -3.0)",[-0.84615385 -3.        ],(-0.5079723233823321+0.8613733909737143j),(0.36176297195411145+0.105082586978096j),(-0.14620935142822067+0.9664559779518104j)
"(-0.6923076923076921, -3.0)",[-0.69230769 -3.        ],(-0.9992509738132139+0.03869743316220923j),(0.40859746238696515+0.026924114804214867j),(-0.5906535114262488+0.0656215479664241j)
"(-0.5384615384615383, -3.0)",[-0.53846154 -3.        ],(-0.5730668990397428-0.8195085900861401j),(0.41724842939911505-0.030010668129723257j),(-0.1558184696406278-0.8495192582158634j)
"(-0.3846153846153846, -3.0)",[-0.38461538 -3.        ],(0.37927880348881066-0.9252824375422329j),(0.3995610110344762-0.04634721832611364j),(0.7788398145232869-0.9716296558683466j)
"(-0.23076923076923084, -3.0)",[-0.23076923 -3.        ],(0.9833895042207711-0.181507804208045j),(0.36673683574877736-0.016143756960380812j),(1.3501263399695485-0.1976515611684258j)
