index,value
"(0,)",(-4.82864286362145+3.6255132501910388j)
"(1,)",(-5.777432693558719+6.827338214112596j)
"(2,)",(-6.437737846436501+2.162775630913189j)
"(3,)",(6.0010040316165485+3.7826396637757687j)
"(4,)",(-5.346161014021443-1.8330516440332347j)
"(5,)",(5.336610769468123+3.459019740210901j)
"(6,)",(-6.228064542829977-10.115337800588438j)
"(7,)",(3.909359661277114+15.894013074581938j)
"(8,)",(19.292658364533118-2.3413390073193234j)
"(9,)",(11.4871151266817+10.998820094489389j)
"(10,)",(-9.659491661486157-1.0435931402920398j)
"(11,)",(5.464033102083934-4.35516024982566j)
"(12,)",(-6.265421433226065+4.016785192236051j)
"(13,)",(5.119319155880933-2.07620279949682j)
