index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)","(18,)","(19,)","(20,)","(21,)","(22,)","(23,)","(24,)","(25,)","(26,)","(27,)","(28,)","(29,)","(30,)","(31,)","(32,)","(33,)","(34,)","(35,)","(36,)","(37,)","(38,)","(39,)","(40,)","(41,)","(42,)","(43,)","(44,)","(45,)","(46,)","(47,)","(48,)","(49,)","(50,)","(51,)","(52,)","(53,)","(54,)","(55,)","(56,)","(57,)","(58,)","(59,)"
"(0,)",(0.0022768548183755245+0.0025595997396186424j),(0.0005738203777197767+0.0020969608373715893j),(-0.0006830258173781005+0.0008871524078864322j),(-0.0008827083248851646+8.169587064850228e-05j),(-0.0005903196898567043-0.0004958189834710225j),(-6.740396931347007e-05-0.0006893222734315199j),(0.00039094445484318547-0.0005009044104056621j),(0.0005837346369596474-9.589404722952539e-05j),(0.00046988944502551966+0.0002987270052959109j),(0.00015270638804015094+0.0005060527399482835j),(-0.00019631528044252052+0.00046556732985964525j),(-0.0004260981071361469+0.0002331485328347843j),(-0.0004640466158391864-6.902634677736489e-05j),(-0.00032615942040199687-0.0003172584874212141j),(-8.859491107466475e-05-0.0004339024523463873j),(0.00015583818183737564-0.0004033016081259143j),(0.0003340958822630935-0.0002598915054263368j),(0.0004106792501830862-6.24134607424463e-05j),(0.00038684534285339327+0.00013139955718271683j),(0.00028837465096905436+0.00028096440970984404j),(0.00015038230065425557+0.0003679355406549074j),(5.199663277929944e-06+0.00039301947194744443j),(-0.00012425094602588817+0.00036889801684112603j),(-0.00022600132939853626+0.0003129710694302582j),(-0.0002972932185465242+0.00024200895137871264j),(-0.00034147118890379+0.0001692735193922703j),(-0.00036490246440189374+0.00010370754567768574j),(-0.00037462324755417153+5.0429212733749515e-05j),(-0.0003768660893536404+1.1806528658561084e-05j),(-0.00037631307205486476-1.14014347828148e-05j),(-0.00037581199885410347-1.912374349916483e-05j),(-0.0003763130720548628-1.1401434782814757e-05j),(-0.00037686608935364125+1.1806528658561526e-05j),(-0.00037462324755417224+5.0429212733749685e-05j),(-0.0003649024644018943+0.00010370754567768608j),(-0.00034147118890378935+0.0001692735193922701j),(-0.0002972932185465227+0.00024200895137871218j),(-0.00022600132939853615+0.00031297106943025885j),(-0.0001242509460258884+0.00036889801684112744j),(5.1996632779298914e-06+0.0003930194719474438j),(0.00015038230065425617+0.0003679355406549071j),(0.00028837465096905594+0.0002809644097098447j),(0.000386845342853393+0.00013139955718271623j),(0.0004106792501830844-6.241346074244581e-05j),(0.0003340958822630935-0.0002598915054263369j),(0.00015583818183737612-0.00040330160812591476j),(-8.859491107466555e-05-0.00043390245234638854j),(-0.00032615942040199806-0.0003172584874212143j),(-0.0004640466158391843-6.902634677736369e-05j),(-0.000426098107136148+0.00023314853283478592j),(-0.00019631528044252092+0.00046556732985964867j),(0.0001527063880401533+0.0005060527399482842j),(0.0004698894450255195+0.00029872700529590986j),(0.0005837346369596478-9.589404722952666e-05j),(0.0003909444548431873-0.0005009044104056647j),(-6.740396931347168e-05-0.0006893222734315207j),(-0.000590319689856706-0.0004958189834710225j),(-0.0008827083248851656+8.169587064850388e-05j),(-0.0006830258173781015+0.0008871524078864327j),(0.0006257065125685569+0.0019035794936465458j)
"(1,)",(0.0005738203777197767+0.0020969608373715893j),(0.0017340359252404694+0.002193388172859784j),(0.0005828924692289348+0.0019424439201901436j),(-0.0004728845161448264+0.0006069226958408467j),(-0.000588482625812089+5.5004213832295455e-05j),(-0.00039393643723661503-0.00033008183367593165j),(-4.557986369266197e-05-0.00045946788038350446j),(0.000260075589084624-0.0003343431045028421j),(0.00038902192742540294-6.464114994280746e-05j),(0.000313657249865414+0.00019850347624264102j),(0.00010256327800543469+0.0003371335031838124j),(-0.00013011472668656473+0.00031070059784037276j),(-0.00028365968400696686+0.00015618937883225253j),(-0.00030950863497392615-4.514067464905099e-05j),(-0.00021809258395729905-0.00021086208603599907j),(-5.9992100710616087e-05-0.0002891035857823347j),(0.00010299984544632904-0.000269243496207768j),(0.0002221480314665-0.00017406314843812875j),(0.0002736695091031354-4.2615152562440136e-05j),(0.000258265167226192+8.663476306756101e-05j),(0.00019301158591033656+0.00018658541287197228j),(0.00010125826368893798+0.0002449252586721718j),(4.548862761984993e-06+0.0002620412376979539j),(-8.180965359049912e-05+0.0002463224865312929j),(-0.00014979527967054726+0.0002093306674783872j),(-0.00019752358999100607+0.00016223321477748992j),(-0.00022718592378050817+0.00011387707305068748j),(-0.00024299972300112805+7.02400683971454e-05j),(-0.00024963909540780157+3.475363874087053e-05j),(-0.0002512505773294678+9.014377871065634e-06j),(-0.0002509521933581074-6.4578076447481465e-06j),(-0.00025064160749344-1.1607046334836168e-05j),(-0.0002509521933581078-6.4578076447481414e-06j),(-0.0002512505773294682+9.014377871065691e-06j),(-0.00024963909540780195+3.4753638740870835e-05j),(-0.00024299972300112821+7.024006839714542e-05j),(-0.00022718592378050793+0.00011387707305068724j),(-0.00019752358999100577+0.0001622332147774899j),(-0.00014979527967054723+0.00020933066747838713j),(-8.180965359049936e-05+0.00024632248653129235j),(4.548862761985219e-06+0.00026204123769795444j),(0.00010125826368893855+0.0002449252586721729j),(0.00019301158591033643+0.00018658541287197198j),(0.0002582651672261909+8.663476306756074e-05j),(0.0002736695091031351-4.2615152562439865e-05j),(0.00022214803146650025-0.0001740631484381284j),(0.00010299984544632912-0.0002692434962077681j),(-5.999210071061629e-05-0.00028910358578233537j),(-0.0002180925839572988-0.0002108620860359988j),(-0.0003095086349739281-4.514067464905108e-05j),(-0.00028365968400696746+0.00015618937883225326j),(-0.0001301147266865642+0.0003107005978403729j),(0.00010256327800543471+0.00033713350318381215j),(0.0003136572498654147+0.00019850347624264162j),(0.00038902192742540527-6.464114994280667e-05j),(0.0002600755890846241-0.00033434310450284254j),(-4.557986369266218e-05-0.0004594678803835048j),(-0.00039393643723661546-0.00033008183367593224j),(-0.0005884826258120897+5.50042138322942e-05j),(-0.0004728845161448282+0.0006069226958408461j)
"(2,)",(-0.0006830258173781005+0.0008871524078864322j),(0.0005828924692289348+0.0019424439201901436j),(0.001734035925240462+0.002193388172859773j),(0.0005828924692289355+0.001942443920190139j),(-0.0004728845161448248+0.0006069226958408457j),(-0.0005884826258120878+5.5004213832295916e-05j),(-0.00039393643723661465-0.00033008183367593083j),(-4.557986369266228e-05-0.0004594678803835033j),(0.00026007558908462274-0.0003343431045028414j),(0.00038902192742540186-6.464114994280749e-05j),(0.0003136572498654133+0.00019850347624264034j),(0.00010256327800543534+0.00033713350318381253j),(-0.00013011472668656468+0.0003107005978403724j),(-0.0002836596840069652+0.00015618937883225215j),(-0.0003095086349739253-4.514067464905072e-05j),(-0.0002180925839572989-0.00021086208603599875j),(-5.9992100710616175e-05-0.00028910358578233467j),(0.00010299984544632883-0.0002692434962077677j),(0.0002221480314664995-0.0001740631484381285j),(0.00027366950910313447-4.2615152562440014e-05j),(0.0002582651672261916+8.66347630675608e-05j),(0.00019301158591033594+0.0001865854128719715j),(0.00010125826368893745+0.00024492525867217087j),(4.548862761984852e-06+0.00026204123769795373j),(-8.180965359049954e-05+0.0002463224865312928j),(-0.00014979527967054723+0.0002093306674783865j),(-0.00019752358999100526+0.00016223321477748894j),(-0.00022718592378050795+0.00011387707305068685j),(-0.0002429997230011276+7.024006839714489e-05j),(-0.000249639095407801+3.4753638740870353e-05j),(-0.00025125057732946744+9.014377871065237e-06j),(-0.00025095219335810533-6.457807644748234e-06j),(-0.0002506416074934412-1.1607046334836564e-05j),(-0.000250952193358107-6.4578076447484235e-06j),(-0.00025125057732946755+9.01437787106536e-06j),(-0.00024963909540780114+3.475363874087046e-05j),(-0.00024299972300112718+7.024006839714478e-05j),(-0.00022718592378050812+0.00011387707305068705j),(-0.00019752358999100547+0.00016223321477748938j),(-0.00014979527967054658+0.00020933066747838572j),(-8.18096535904993e-05+0.0002463224865312922j),(4.5488627619847475e-06+0.0002620412376979548j),(0.00010125826368893725+0.0002449252586721714j),(0.00019301158591033483+0.00018658541287197122j),(0.00025826516722619115+8.663476306756131e-05j),(0.00027366950910313463-4.261515256243901e-05j),(0.00022214803146649974-0.00017406314843812794j),(0.00010299984544632925-0.00026924349620776727j),(-5.999210071061573e-05-0.00028910358578233353j),(-0.0002180925839572997-0.00021086208603600024j),(-0.0003095086349739272-4.514067464905107e-05j),(-0.0002836596840069657+0.0001561893788322526j),(-0.00013011472668656454+0.00031070059784037054j),(0.00010256327800543423+0.00033713350318381274j),(0.00031365724986541423+0.0001985034762426428j),(0.00038902192742540283-6.464114994280669e-05j),(0.0002600755890846241-0.0003343431045028411j),(-4.557986369266121e-05-0.0004594678803835035j),(-0.0003939364372366131-0.0003300818336759327j),(-0.0005884826258120882+5.5004213832293266e-05j)
"(3,)",(-0.0008827083248851646+8.169587064850228e-05j),(-0.0004728845161448264+0.0006069226958408467j),(0.0005828924692289355+0.001942443920190139j),(0.001734035925240462+0.0021933881728597726j),(0.0005828924692289351+0.001942443920190139j),(-0.0004728845161448248+0.0006069226958408457j),(-0.000588482625812088+5.5004213832295726e-05j),(-0.00039393643723661454-0.0003300818336759306j),(-4.5579863692662364e-05-0.0004594678803835027j),(0.00026007558908462274-0.0003343431045028412j),(0.00038902192742540164-6.464114994280734e-05j),(0.00031365724986541423+0.00019850347624264078j),(0.000102563278005435+0.0003371335031838129j),(-0.0001301147266865641+0.0003107005978403714j),(-0.000283659684006965+0.00015618937883225175j),(-0.0003095086349739255-4.514067464905093e-05j),(-0.000218092583957299-0.00021086208603599913j),(-5.9992100710616195e-05-0.0002891035857823348j),(0.00010299984544632896-0.00026924349620776765j),(0.00022214803146649938-0.0001740631484381282j),(0.0002736695091031345-4.261515256244011e-05j),(0.0002582651672261912+8.663476306756078e-05j),(0.0001930115859103356+0.0001865854128719712j),(0.00010125826368893759+0.0002449252586721713j),(4.5488627619848415e-06+0.0002620412376979542j),(-8.180965359049962e-05+0.00024632248653129273j),(-0.00014979527967054666+0.0002093306674783862j),(-0.00019752358999100515+0.00016223321477748902j),(-0.00022718592378050776+0.00011387707305068698j),(-0.00024299972300112746+7.024006839714517e-05j),(-0.0002496390954078012+3.475363874087077e-05j),(-0.0002512505773294659+9.014377871065439e-06j),(-0.0002509521933581072-6.457807644748255e-06j),(-0.00025064160749344104-1.1607046334836434e-05j),(-0.00025095219335810696-6.457807644748181e-06j),(-0.00025125057732946734+9.014377871065301e-06j),(-0.00024963909540780054+3.4753638740870435e-05j),(-0.00024299972300112778+7.024006839714516e-05j),(-0.00022718592378050814+0.0001138770730506873j),(-0.0001975235899910048+0.00016223321477748875j),(-0.00014979527967054677+0.00020933066747838626j),(-8.180965359049988e-05+0.0002463224865312931j),(4.54886276198488e-06+0.00026204123769795357j),(0.00010125826368893679+0.00024492525867217055j),(0.0001930115859103357+0.00018658541287197195j),(0.00025826516722619115+8.66347630675613e-05j),(0.0002736695091031345-4.261515256243952e-05j),(0.0002221480314664994-0.00017406314843812813j),(0.0001029998454463288-0.00026924349620776613j),(-5.999210071061611e-05-0.00028910358578233575j),(-0.00021809258395729953-0.00021086208603600016j),(-0.0003095086349739261-4.514067464905063e-05j),(-0.0002836596840069649+0.00015618937883225134j),(-0.000130114726686565+0.0003107005978403716j),(0.000102563278005434+0.0003371335031838141j),(0.0003136572498654137+0.00019850347624264134j),(0.00038902192742540283-6.464114994280664e-05j),(0.000260075589084624-0.00033434310450284113j),(-4.557986369266038e-05-0.0004594678803835036j),(-0.00039393643723661335-0.0003300818336759325j)
"(4,)",(-0.0005903196898567043-0.0004958189834710225j),(-0.000588482625812089+5.5004213832295455e-05j),(-0.0004728845161448248+0.0006069226958408457j),(0.0005828924692289351+0.001942443920190139j),(0.0017340359252404627+0.0021933881728597726j),(0.000582892469228936+0.001942443920190139j),(-0.00047288451614482504+0.0006069226958408456j),(-0.0005884826258120876+5.5004213832295834e-05j),(-0.000393936437236614-0.0003300818336759301j),(-4.557986369266235e-05-0.0004594678803835025j),(0.0002600755890846224-0.00033434310450284086j),(0.00038902192742540256-6.464114994280777e-05j),(0.0003136572498654142+0.00019850347624264118j),(0.00010256327800543463+0.00033713350318381177j),(-0.00013011472668656397+0.0003107005978403709j),(-0.0002836596840069651+0.00015618937883225213j),(-0.000309508634973926-4.5140674649050646e-05j),(-0.00021809258395729918-0.00021086208603599924j),(-5.999210071061603e-05-0.00028910358578233483j),(0.00010299984544632887-0.0002692434962077673j),(0.00022214803146649936-0.00017406314843812842j),(0.0002736695091031342-4.2615152562440184e-05j),(0.0002582651672261907+8.663476306756048e-05j),(0.00019301158591033589+0.00018658541287197155j),(0.00010125826368893774+0.0002449252586721718j),(4.548862761984881e-06+0.0002620412376979542j),(-8.180965359049911e-05+0.00024632248653129213j),(-0.0001497952796705465+0.0002093306674783862j),(-0.000197523589991005+0.00016223321477748905j),(-0.00022718592378050736+0.00011387707305068743j),(-0.00024299972300112756+7.024006839714525e-05j),(-0.0002496390954077996+3.475363874087054e-05j),(-0.00025125057732946766+9.014377871065657e-06j),(-0.00025095219335810685-6.457807644748178e-06j),(-0.0002506416074934409-1.160704633483621e-05j),(-0.00025095219335810663-6.457807644748033e-06j),(-0.00025125057732946674+9.014377871065539e-06j),(-0.00024963909540780114+3.475363874087068e-05j),(-0.00024299972300112783+7.024006839714525e-05j),(-0.00022718592378050728+0.00011387707305068674j),(-0.00019752358999100507+0.0001622332147774892j),(-0.00014979527967054726+0.00020933066747838694j),(-8.180965359049927e-05+0.0002463224865312921j),(4.5488627619845645e-06+0.00026204123769795254j),(0.0001012582636889373+0.00024492525867217147j),(0.00019301158591033562+0.00018658541287197206j),(0.00025826516722619115+8.663476306756107e-05j),(0.00027366950910313436-4.261515256243979e-05j),(0.0002221480314664986-0.00017406314843812726j),(0.00010299984544632925-0.00026924349620776824j),(-5.9992100710616087e-05-0.0002891035857823355j),(-0.00021809258395729896-0.00021086208603599905j),(-0.0003095086349739249-4.514067464905092e-05j),(-0.0002836596840069658+0.0001561893788322519j),(-0.0001301147266865658+0.00031070059784037266j),(0.00010256327800543446+0.0003371335031838126j),(0.00031365724986541336+0.00019850347624264143j),(0.00038902192742540267-6.464114994280671e-05j),(0.0002600755890846246-0.0003343431045028405j),(-4.55798636926605e-05-0.00045946788038350343j)
"(5,)",(-6.740396931347007e-05-0.0006893222734315199j),(-0.00039393643723661503-0.00033008183367593165j),(-0.0005884826258120878+5.5004213832295916e-05j),(-0.0004728845161448248+0.0006069226958408457j),(0.000582892469228936+0.001942443920190139j),(0.0017340359252404616+0.002193388172859773j),(0.0005828924692289348+0.0019424439201901392j),(-0.0004728845161448248+0.0006069226958408457j),(-0.0005884826258120871+5.500421383229576e-05j),(-0.00039393643723661394-0.0003300818336759302j),(-4.557986369266205e-05-0.0004594678803835024j),(0.0002600755890846233-0.000334343104502842j),(0.00038902192742540305-6.464114994280707e-05j),(0.0003136572498654132+0.0001985034762426407j),(0.00010256327800543459+0.0003371335031838115j),(-0.00013011472668656443+0.00031070059784037135j),(-0.0002836596840069658+0.0001561893788322525j),(-0.0003095086349739263-4.514067464905097e-05j),(-0.00021809258395729937-0.00021086208603599932j),(-5.999210071061594e-05-0.0002891035857823346j),(0.00010299984544632897-0.00026924349620776765j),(0.00022214803146649914-0.00017406314843812823j),(0.0002736695091031339-4.2615152562439953e-05j),(0.0002582651672261913+8.663476306756081e-05j),(0.00019301158591033637+0.000186585412871972j),(0.00010125826368893741+0.0002449252586721721j),(4.54886276198477e-06+0.00026204123769795357j),(-8.180965359049962e-05+0.00024632248653129213j),(-0.00014979527967054696+0.000209330667478386j),(-0.00019752358999100526+0.00016223321477748894j),(-0.00022718592378050785+0.00011387707305068728j),(-0.00024299972300112632+7.02400683971445e-05j),(-0.00024963909540780157+3.475363874087053e-05j),(-0.0002512505773294676+9.01437787106547e-06j),(-0.00025095219335810696-6.457807644748427e-06j),(-0.0002506416074934407-1.1607046334836646e-05j),(-0.0002509521933581062-6.457807644748441e-06j),(-0.0002512505773294675+9.01437787106523e-06j),(-0.0002496390954078014+3.4753638740870353e-05j),(-0.00024299972300112708+7.024006839714479e-05j),(-0.00022718592378050793+0.00011387707305068698j),(-0.00019752358999100612+0.00016223321477748954j),(-0.00014979527967054658+0.00020933066747838618j),(-8.180965359049916e-05+0.00024632248653129105j),(4.548862761984404e-06+0.0002620412376979537j),(0.0001012582636889368+0.0002449252586721717j),(0.00019301158591033572+0.0001865854128719719j),(0.0002582651672261912+8.663476306756104e-05j),(0.00027366950910313333-4.261515256243939e-05j),(0.00022214803146650022-0.00017406314843812864j),(0.00010299984544632948-0.00026924349620776814j),(-5.9992100710616087e-05-0.00028910358578233456j),(-0.0002180925839572979-0.00021086208603599875j),(-0.00030950863497392604-4.514067464905115e-05j),(-0.0002836596840069673+0.00015618937883225188j),(-0.00013011472668656508+0.00031070059784037173j),(0.0001025632780054342+0.00033713350318381274j),(0.00031365724986541325+0.00019850347624264153j),(0.00038902192742540283-6.464114994280574e-05j),(0.0002600755890846246-0.00033434310450284065j)
"(6,)",(0.00039094445484318547-0.0005009044104056621j),(-4.557986369266197e-05-0.00045946788038350446j),(-0.00039393643723661465-0.00033008183367593083j),(-0.000588482625812088+5.5004213832295726e-05j),(-0.00047288451614482504+0.0006069226958408456j),(0.0005828924692289348+0.0019424439201901392j),(0.0017340359252404622+0.0021933881728597743j),(0.0005828924692289358+0.0019424439201901388j),(-0.0004728845161448244+0.0006069226958408454j),(-0.0005884826258120871+5.5004213832295895e-05j),(-0.0003939364372366141-0.00033008183367593j),(-4.557986369266268e-05-0.0004594678803835038j),(0.00026007558908462366-0.0003343431045028424j),(0.0003890219274254022-6.464114994280721e-05j),(0.00031365724986541315+0.00019850347624264045j),(0.0001025632780054349+0.00033713350318381193j),(-0.00013011472668656432+0.00031070059784037206j),(-0.0002836596840069659+0.00015618937883225272j),(-0.0003095086349739266-4.5140674649050816e-05j),(-0.00021809258395729926-0.0002108620860359991j),(-5.999210071061621e-05-0.00028910358578233483j),(0.00010299984544632865-0.00026924349620776743j),(0.00022214803146649881-0.00017406314843812804j),(0.0002736695091031344-4.261515256243987e-05j),(0.0002582651672261919+8.663476306756108e-05j),(0.0001930115859103362+0.0001865854128719723j),(0.00010125826368893746+0.0002449252586721714j),(4.548862761984655e-06+0.00026204123769795373j),(-8.180965359049926e-05+0.0002463224865312922j),(-0.0001497952796705467+0.00020933066747838631j),(-0.00019752358999100517+0.00016223321477748948j),(-0.00022718592378050652+0.00011387707305068666j),(-0.0002429997230011282+7.024006839714514e-05j),(-0.00024963909540780146+3.4753638740870624e-05j),(-0.00025125057732946766+9.01437787106543e-06j),(-0.0002509521933581068-6.45780764474834e-06j),(-0.0002506416074934403-1.1607046334836518e-05j),(-0.00025095219335810696-6.457807644748414e-06j),(-0.00025125057732946766+9.014377871065445e-06j),(-0.0002496390954078005+3.475363874087049e-05j),(-0.00024299972300112775+7.024006839714485e-05j),(-0.00022718592378050885+0.00011387707305068727j),(-0.00019752358999100523+0.0001622332147774889j),(-0.00014979527967054634+0.00020933066747838528j),(-8.180965359049969e-05+0.0002463224865312922j),(4.548862761984401e-06+0.00026204123769795384j),(0.00010125826368893746+0.0002449252586721716j),(0.00019301158591033589+0.00018658541287197176j),(0.00025826516722619023+8.663476306756082e-05j),(0.00027366950910313556-4.2615152562439716e-05j),(0.00022214803146650047-0.0001740631484381286j),(0.00010299984544632881-0.00026924349620776743j),(-5.999210071061537e-05-0.00028910358578233375j),(-0.0002180925839572987-0.0002108620860359996j),(-0.00030950863497392723-4.514067464905164e-05j),(-0.0002836596840069661+0.00015618937883225194j),(-0.0001301147266865651+0.0003107005978403716j),(0.0001025632780054341+0.00033713350318381285j),(0.00031365724986541304+0.0001985034762426423j),(0.00038902192742540305-6.464114994280586e-05j)
"(7,)",(0.0005837346369596474-9.589404722952539e-05j),(0.000260075589084624-0.0003343431045028421j),(-4.557986369266228e-05-0.0004594678803835033j),(-0.00039393643723661454-0.0003300818336759306j),(-0.0005884826258120876+5.5004213832295834e-05j),(-0.0004728845161448248+0.0006069226958408457j),(0.0005828924692289358+0.0019424439201901388j),(0.0017340359252404607+0.0021933881728597704j),(0.0005828924692289337+0.001942443920190137j),(-0.0004728845161448243+0.000606922695840845j),(-0.0005884826258120866+5.500421383229558e-05j),(-0.00039393643723661503-0.000330081833675931j),(-4.557986369266208e-05-0.00045946788038350413j),(0.00026007558908462295-0.00033434310450284124j),(0.00038902192742540164-6.464114994280686e-05j),(0.0003136572498654134+0.00019850347624264072j),(0.00010256327800543489+0.0003371335031838125j),(-0.00013011472668656451+0.0003107005978403723j),(-0.00028365968400696616+0.0001561893788322523j),(-0.0003095086349739261-4.5140674649050856e-05j),(-0.00021809258395729913-0.0002108620860359994j),(-5.9992100710616087e-05-0.00028910358578233445j),(0.00010299984544632864-0.0002692434962077668j),(0.00022214803146649925-0.00017406314843812818j),(0.0002736695091031349-4.261515256243991e-05j),(0.0002582651672261917+8.663476306756143e-05j),(0.00019301158591033548+0.00018658541287197195j),(0.00010125826368893718+0.00024492525867217147j),(4.548862761984409e-06+0.00026204123769795357j),(-8.180965359049939e-05+0.00024632248653129213j),(-0.0001497952796705467+0.00020933066747838642j),(-0.0001975235899910041+0.0001622332147774883j),(-0.00022718592378050836+0.0001138770730506871j),(-0.00024299972300112797+7.0240068397145e-05j),(-0.0002496390954078013+3.475363874087055e-05j),(-0.00025125057732946723+9.014377871065244e-06j),(-0.00025095219335810614-6.45780764474845e-06j),(-0.0002506416074934409-1.1607046334836771e-05j),(-0.00025095219335810696-6.457807644748303e-06j),(-0.0002512505773294667+9.014377871065183e-06j),(-0.000249639095407801+3.4753638740870306e-05j),(-0.00024299972300112862+7.024006839714501e-05j),(-0.00022718592378050793+0.00011387707305068666j),(-0.00019752358999100455+0.0001622332147774882j),(-0.00014979527967054712+0.000209330667478386j),(-8.180965359049949e-05+0.00024632248653129213j),(4.548862761984587e-06+0.0002620412376979537j),(0.00010125826368893737+0.00024492525867217147j),(0.000193011585910335+0.0001865854128719711j),(0.00025826516722619213+8.663476306756169e-05j),(0.00027366950910313534-4.2615152562439696e-05j),(0.00022214803146649906-0.00017406314843812845j),(0.00010299984544632888-0.0002692434962077662j),(-5.999210071061539e-05-0.0002891035857823346j),(-0.0002180925839572991-0.00021086208603600078j),(-0.00030950863497392615-4.5140674649050924e-05j),(-0.0002836596840069661+0.00015618937883225156j),(-0.0001301147266865651+0.00031070059784037146j),(0.00010256327800543345+0.00033713350318381307j),(0.00031365724986541315+0.00019850347624264202j)
"(8,)",(0.00046988944502551966+0.0002987270052959109j),(0.00038902192742540294-6.464114994280746e-05j),(0.00026007558908462274-0.0003343431045028414j),(-4.5579863692662364e-05-0.0004594678803835027j),(-0.000393936437236614-0.0003300818336759301j),(-0.0005884826258120871+5.500421383229576e-05j),(-0.0004728845161448244+0.0006069226958408454j),(0.0005828924692289337+0.001942443920190137j),(0.0017340359252404607+0.0021933881728597713j),(0.0005828924692289362+0.0019424439201901373j),(-0.00047288451614482346+0.000606922695840844j),(-0.0005884826258120878+5.5004213832296146e-05j),(-0.00039393643723661476-0.000330081833675931j),(-4.557986369266202e-05-0.00045946788038350224j),(0.00026007558908462225-0.0003343431045028407j),(0.0003890219274254017-6.464114994280721e-05j),(0.0003136572498654138+0.0001985034762426404j),(0.00010256327800543501+0.0003371335031838123j),(-0.00013011472668656424+0.00031070059784037206j),(-0.0002836596840069652+0.00015618937883225253j),(-0.000309508634973926-4.514067464905058e-05j),(-0.0002180925839572991-0.00021086208603599859j),(-5.9992100710615985e-05-0.0002891035857823337j),(0.00010299984544632853-0.00026924349620776705j),(0.00022214803146649952-0.00017406314843812834j),(0.0002736695091031347-4.2615152562439865e-05j),(0.0002582651672261909+8.66347630675608e-05j),(0.00019301158591033553+0.0001865854128719716j),(0.00010125826368893744+0.000244925258672171j),(4.54886276198502e-06+0.0002620412376979533j),(-8.180965359049886e-05+0.0002463224865312922j),(-0.00014979527967054528+0.00020933066747838515j),(-0.00019752358999100536+0.0001622332147774894j),(-0.00022718592378050793+0.0001138770730506872j),(-0.00024299972300112754+7.024006839714518e-05j),(-0.0002496390954078008+3.475363874087084e-05j),(-0.0002512505773294666+9.01437787106551e-06j),(-0.00025095219335810663-6.457807644748181e-06j),(-0.0002506416074934407-1.1607046334836097e-05j),(-0.0002509521933581058-6.457807644748121e-06j),(-0.00025125057732946706+9.014377871065676e-06j),(-0.0002496390954078018+3.4753638740870624e-05j),(-0.00024299972300112716+7.024006839714491e-05j),(-0.0002271859237805067+0.00011387707305068637j),(-0.00019752358999100507+0.00016223321477748897j),(-0.00014979527967054655+0.00020933066747838604j),(-8.180965359049918e-05+0.00024632248653129197j),(4.5488627619850024e-06+0.00026204123769795346j),(0.00010125826368893687+0.0002449252586721702j),(0.00019301158591033646+0.0001865854128719723j),(0.0002582651672261919+8.663476306756103e-05j),(0.00027366950910313404-4.261515256244011e-05j),(0.00022214803146649835-0.0001740631484381273j),(0.00010299984544632906-0.00026924349620776684j),(-5.9992100710615483e-05-0.00028910358578233537j),(-0.00021809258395729883-0.00021086208603599907j),(-0.0003095086349739256-4.514067464905122e-05j),(-0.0002836596840069655+0.00015618937883225188j),(-0.0001301147266865655+0.000310700597840371j),(0.0001025632780054336+0.0003371335031838125j)
