index,xy,inc,scat,tot
"(-3.0, -3.0)",[-3. -3.],(0.7773494792181547+0.6290689844200426j),(0.024148200810682023+0.23518315720487978j),(0.8014976800288367+0.8642521416249224j)
"(-2.8461538461538463, -3.0)",[-2.84615385 -3.        ],(-0.10860406938749748+0.994085084946191j),(0.18476782780836914+0.1574874236083439j),(0.07616375842087167+1.1515725085545347j)
"(-2.6923076923076925, -3.0)",[-2.69230769 -3.        ],(-0.8948427434723873+0.4463815234245378j),(0.24965964175932354-0.0072221068366755976j),(-0.6451831017130638+0.4391594165878622j)
"(-2.5384615384615383, -3.0)",[-2.53846154 -3.        ],(-0.8594811553903232-0.5111674319916275j),(0.19116952483226118-0.17241964836758028j),(-0.6683116305580621-0.6835870803592078j)
"(-2.3846153846153846, -3.0)",[-2.38461538 -3.        ],(-0.03498656293693535-0.9993877828019812j),(0.04336285791355301-0.2622859150283982j),(0.008376294976617661-1.2616736978303793j)
"(-2.230769230769231, -3.0)",[-2.23076923 -3.        ],(0.8216309578085959-0.5700197971742117j),(-0.1258241222975399-0.24453177551641986j),(0.6958068355110559-0.8145515726906316j)
"(-2.0769230769230766, -3.0)",[-2.07692308 -3.        ],(0.9238676498953127+0.38271211827810203j),(-0.25098924969687847-0.13476184715855136j),(0.6728784001984343+0.24795027111955067j)
"(-1.923076923076923, -3.0)",[-1.92307692 -3.        ],(0.17785484909783048+0.9840567324358834j),(-0.2946123712725065+0.02110002408817528j),(-0.11675752217467603+1.0051567565240587j)
"(-1.7692307692307692, -3.0)",[-1.76923077 -3.        ],(-0.731455460353972+0.681889220855088j),(-0.25369380762136184+0.17157949989997587j),(-0.9851492679753339+0.8534687207550639j)
"(-1.6153846153846154, -3.0)",[-1.61538462 -3.        ],(-0.9691796141665602-0.24635518156506767j),(-0.15120232877631148+0.27892047085387905j),(-1.1203819429428716+0.03256528928881139j)
"(-1.4615384615384615, -3.0)",[-1.46153846 -3.        ],(-0.3170510749839535-0.9484084646667381j),(-0.021003912309412173+0.3272482651884281j),(-0.3380549872933657-0.62116019947831j)
"(-1.3076923076923075, -3.0)",[-1.30769231 -3.        ],(0.6261780494437382-0.7796800949074147j),(0.10577727490159905+0.3206608198386224j),(0.7319553243453373-0.45901927506879237j)
"(-1.1538461538461537, -3.0)",[-1.15384615 -3.        ],(0.9944815197952718+0.10491190011474566j),(0.20869729519182478+0.2757181024035286j),(1.2031788149870966+0.3806300025182743j)
"(-1.0, -3.0)",[-1. -3.],(0.44970134126633127+0.8931789874729827j),(0.27973081670991+0.21303083898927735j),(0.7294321579762413+1.1062098264622602j)
"(-0.8461538461538458, -3.0)",[-0.84615385 -3.        ],(-0.5079723233823321+0.8613733909737143j),(0.32063158145693377+0.15102718956090916j),(-0.18734074192539835+1.0124005805346235j)
"(-0.6923076923076921, -3.0)",[-0.69230769 -3.        ],(-0.9992509738132139+0.03869743316220923j),(0.3383918753154914+0.10293257499584618j),(-0.6608590984977225+0.1416300081580554j)
"(-0.5384615384615383, -3.0)",[-0.53846154 -3.        ],(-0.5730668990397428-0.8195085900861401j),(0.3407865065422601+0.07643760683934643j),(-0.23228039249748272-0.7430709832467937j)
"(-0.3846153846153846, -3.0)",[-0.38461538 -3.        ],(0.37927880348881066-0.9252824375422329j),(0.3330672177299147+0.07476117326955492j),(0.7123460212187254-0.850521264272678j)
"(-0.23076923076923084, -3.0)",[-0.23076923 -3.        ],(0.9833895042207711-0.181507804208045j),(0.31610936942941065+0.0977456783031934j),(1.2994988736501818-0.08376212590485159j)
"(-0.07692307692307665, -3.0)",[-0.07692308 -3.        ],(0.6846006950960638+0.7289183001365697j),(0.28600684729332254+0.14200974898942606j),(0.9706075423893863+0.8709280491259958j)
"(0.0769230769230771, -3.0)",[ 0.07692308 -3.        ],(-0.24275454614606543+0.9700877436218941j),(0.2352506809751386+0.1998555505685425j),(-0.007503865170926827+1.1699432941904366j)
"(0.23076923076923084, -3.0)",[ 0.23076923 -3.        ],(-0.9472245930780933+0.3205706946494653j),(0.15589957654841455+0.25753504451305276j),(-0.7913250165296787+0.5781057391625181j)
"(0.384615384615385, -3.0)",[ 0.38461538 -3.        ],(-0.7819999593738021-0.6232784799264066j),(0.045008683709152675+0.2945486775948529j),(-0.7369912756646494-0.3287298023315537j)
"(0.5384615384615388, -3.0)",[ 0.53846154 -3.        ],(0.10121828418299657-0.9948642414656635j),(-0.08854098604973794+0.28646596134351454j),(0.01267729813325863-0.708398280122149j)
"(0.6923076923076925, -3.0)",[ 0.69230769 -3.        ],(0.8915029151833175-0.4530149580528735j),(-0.21885475240220295+0.21335696367532894j),(0.6726481627811145-0.23965799437754456j)
"(0.8461538461538463, -3.0)",[ 0.84615385 -3.        ],(0.8632537488429478+0.5047702102032139j),(-0.30466275921449+0.07318162474821491j),(0.5585909896284578+0.5779518349514288j)
"(1.0, -3.0)",[ 1. -3.],(0.04240776977795813+0.999100385878446j),(-0.3025839373747279-0.10560353253088357j),(-0.26017616759676976+0.8934968533475623j)
"(1.1538461538461542, -3.0)",[ 1.15384615 -3.        ],(-0.8173749219347579+0.5761060987284793j),(-0.19136594356616052-0.2627130120352799j),(-1.0087408655009185+0.3133930866931994j)
"(1.3076923076923084, -3.0)",[ 1.30769231 -3.        ],(-0.9266844662156044-0.37584025871997856j),(0.0035694525078852086-0.32557484055044944j),(-0.9231150137077192-0.701415099270428j)
"(1.4615384615384617, -3.0)",[ 1.46153846 -3.        ],(-0.18515825645731304-0.9827087157778178j),(0.20434282230587894-0.24849135752748835j),(0.0191845658485659-1.2312000733053061j)
"(1.6153846153846159, -3.0)",[ 1.61538462 -3.        ],(0.7263710886646181-0.6873027291901128j),(0.3093551853345902-0.052167158566487265j),(1.0357262739992084-0.7394698877566j)
