index,xy,inc,scat,tot
"(-3.0, -3.0)",[-3. -3.],(0.7773494792181547+0.6290689844200426j),(0.08650353657070098+0.19705682329422824j),(0.8638530157888556+0.8261258077142708j)
"(-2.8461538461538463, -3.0)",[-2.84615385 -3.        ],(-0.10860406938749748+0.994085084946191j),(0.2007306465290471+0.0864427268005255j),(0.09212657714154962+1.0805278117467165j)
"(-2.6923076923076925, -3.0)",[-2.69230769 -3.        ],(-0.8948427434723873+0.4463815234245378j),(0.21158429568794965-0.06828305008067004j),(-0.6832584477844377+0.37809847334386776j)
"(-2.5384615384615383, -3.0)",[-2.53846154 -3.        ],(-0.8594811553903232-0.5111674319916275j),(0.12293616029161852-0.19050975755153293j),(-0.7365449950987046-0.7016771895431604j)
"(-2.3846153846153846, -3.0)",[-2.38461538 -3.        ],(-0.03498656293693535-0.9993877828019812j),(-0.018096644926102124-0.2312671215166358j),(-0.05308320786303747-1.230654904318617j)
"(-2.230769230769231, -3.0)",[-2.23076923 -3.        ],(0.8216309578085959-0.5700197971742117j),(-0.1524020558775374-0.1831361852062364j),(0.6692289019310584-0.7531559823804481j)
"(-2.0769230769230766, -3.0)",[-2.07692308 -3.        ],(0.9238676498953127+0.38271211827810203j),(-0.23497192786536547-0.07179707205576816j),(0.6888957220299472+0.3109150462223339j)
"(-1.923076923076923, -3.0)",[-1.92307692 -3.        ],(0.17785484909783048+0.9840567324358834j),(-0.2465587492654638+0.0622136187187194j),(-0.06870390016763334+1.0462703511546028j)
"(-1.7692307692307692, -3.0)",[-1.76923077 -3.        ],(-0.731455460353972+0.681889220855088j),(-0.19247842050095457+0.18044530722093993j),(-0.9239338808549266+0.862334528076028j)
"(-1.6153846153846154, -3.0)",[-1.61538462 -3.        ],(-0.9691796141665602-0.24635518156506767j),(-0.09436189464444951+0.2571916687903031j),(-1.0635415088110096+0.01083648722523542j)
"(-1.4615384615384615, -3.0)",[-1.46153846 -3.        ],(-0.3170510749839535-0.9484084646667381j),(0.020144018912489767+0.2833991245779171j),(-0.2969070560714637-0.6650093400888211j)
"(-1.3076923076923075, -3.0)",[-1.30769231 -3.        ],(0.6261780494437382-0.7796800949074147j),(0.12656287637031094+0.26503622092574397j),(0.7527409258140492-0.5146438739816708j)
"(-1.1538461538461537, -3.0)",[-1.15384615 -3.        ],(0.9944815197952718+0.10491190011474566j),(0.20959035620709285+0.21768814429261502j),(1.2040718760023645+0.3226000444073607j)
"(-1.0, -3.0)",[-1. -3.],(0.44970134126633127+0.8931789874729827j),(0.26476985427692007+0.15974937755456828j),(0.7144711955432513+1.052928365027551j)
"(-0.8461538461538458, -3.0)",[-0.84615385 -3.        ],(-0.5079723233823321+0.8613733909737143j),(0.2961487883660837+0.10682010532985813j),(-0.2118235350162484+0.9681934963035724j)
"(-0.6923076923076921, -3.0)",[-0.69230769 -3.        ],(-0.9992509738132139+0.03869743316220923j),(0.31168659968802076+0.06904260864430656j),(-0.6875643741251931+0.10774004180651578j)
"(-0.5384615384615383, -3.0)",[-0.53846154 -3.        ],(-0.5730668990397428-0.8195085900861401j),(0.3186718458426626+0.05140993177975668j),(-0.2543950531970802-0.7680986583063834j)
"(-0.3846153846153846, -3.0)",[-0.38461538 -3.        ],(0.37927880348881066-0.9252824375422329j),(0.3206678034819435+0.05560930439405859j),(0.6999466069707542-0.8696731331481744j)
"(-0.23076923076923084, -3.0)",[-0.23076923 -3.        ],(0.9833895042207711-0.181507804208045j),(0.31629712128727133+0.08154160845820778j),(1.2996866255080424-0.09996619574983721j)
"(-0.07692307692307665, -3.0)",[-0.07692308 -3.        ],(0.6846006950960638+0.7289183001365697j),(0.29947540760979047+0.12725713782137257j),(0.9840761027058542+0.8561754379579423j)
"(0.0769230769230771, -3.0)",[ 0.07692308 -3.        ],(-0.24275454614606543+0.9700877436218941j),(0.2608800983283753+0.1871244056206232j),(0.01812555218230985+1.1572121492425174j)
"(0.23076923076923084, -3.0)",[ 0.23076923 -3.        ],(-0.9472245930780933+0.3205706946494653j),(0.1910529553667648+0.24917947584323685j),(-0.7561716377113284+0.5697501704927022j)
"(0.384615384615385, -3.0)",[ 0.38461538 -3.        ],(-0.7819999593738021-0.6232784799264066j),(0.08568942368700758+0.29365726144610727j),(-0.6963105356867945-0.32962121848029935j)
"(0.5384615384615388, -3.0)",[ 0.53846154 -3.        ],(0.10121828418299657-0.9948642414656635j),(-0.04742652943474479+0.2954224578753173j),(0.05379175474825178-0.6994417835903463j)
"(0.6923076923076925, -3.0)",[ 0.69230769 -3.        ],(0.8915029151833175-0.4530149580528735j),(-0.18280431127165217+0.23253833572639823j),(0.7086986039116653-0.22047662232647527j)
"(0.8461538461538463, -3.0)",[ 0.84615385 -3.        ],(0.8632537488429478+0.5047702102032139j),(-0.27838453134102203+0.10036065467415631j),(0.5848692175019258+0.6051308648773702j)
"(1.0, -3.0)",[ 1. -3.],(0.04240776977795813+0.999100385878446j),(-0.2886832374990356-0.07477288636162949j),(-0.2462754677210775+0.9243274995168165j)
"(1.1538461538461542, -3.0)",[ 1.15384615 -3.        ],(-0.8173749219347579+0.5761060987284793j),(-0.18960992673636437-0.23323244823475361j),(-1.0069848486711224+0.34287365049372565j)
"(1.3076923076923084, -3.0)",[ 1.30769231 -3.        ],(-0.9266844662156044-0.37584025871997856j),(-0.004140201516714327-0.3013590319633535j),(-0.9308246677323188-0.6771992906833321j)
"(1.4615384615384617, -3.0)",[ 1.46153846 -3.        ],(-0.18515825645731304-0.9827087157778178j),(0.19087732455687248-0.23132394255181116j),(0.005719068099559438-1.214032658329629j)
"(1.6153846153846159, -3.0)",[ 1.61538462 -3.        ],(0.7263710886646181-0.6873027291901128j),(0.2932860504293061-0.04195108294692415j),(1.0196571390939242-0.729253812137037j)
"(1.7692307692307692, -3.0)",[ 1.76923077 -3.        ],(0.9709824962710165+0.23915056331797652j),(0.23498940555251355+0.17176224901453827j),(1.20597190182353+0.41091281233251475j)
"(1.9230769230769234, -3.0)",[ 1.92307692 -3.        ],(0.3240858938776612+0.946027659949495j),(0.03806263872772543+0.28242791582012433j),(0.3621485326053866+1.2284555757696194j)
"(2.0769230769230775, -3.0)",[ 2.07692308 -3.        ],(-0.6203703158510077+0.7843090406280684j),(-0.17967727202029998+0.2128009658300511j),(-0.8000475878713076+0.9971100064581195j)
"(2.230769230769231, -3.0)",[ 2.23076923 -3.        ],(-0.9952332446799114-0.0975232725245396j),(-0.2719221723432054+0.0021701560076965425j),(-1.2671554170231167-0.09535311651684306j)
"(2.384615384615385, -3.0)",[ 2.38461538 -3.        ],(-0.45632232809179374-0.8898145497152119j),(-0.16960211644604425-0.2040431330273054j),(-0.625924444537838-1.0938576827425173j)
"(2.5384615384615383, -3.0)",[ 2.53846154 -3.        ],(0.5015611366090934-0.865122203069251j),(0.05475389962594032-0.2528363585539461j),(0.5563150362350338-1.117958561623197j)
"(2.6923076923076925, -3.0)",[ 2.69230769 -3.        ],(0.9989360210741761-0.04611752162132389j),(0.22898803603483614-0.1052997628712245j),(1.2279240571090122-0.15141728449254838j)
"(2.8461538461538467, -3.0)",[ 2.84615385 -3.        ],(0.5791373543320645+0.8152299827761837j),(0.21369243293421203+0.12065150661491965j),(0.7928297872662765+0.9358814893911034j)
"(3.0, -3.0)",[ 3. -3.],(-0.3723965313866303+0.9280737165824741j),(0.022522515405117478+0.2378265962880322j),(-0.34987401598151285+1.1659003128705063j)
"(-3.0, -2.8461538461538463)",[-3.         -2.84615385],(0.3084073358240364+0.9512543903761601j),(0.20942063372613082+0.06579314841448392j),(0.5178279695501672+1.017047538790644j)
"(-2.8461538461538463, -2.8461538461538463)",[-2.84615385 -2.84615385],(-0.6332472876405948+0.7739495285196767j),(0.1981644209248733-0.10170641997195018j),(-0.4350828667157215+0.6722431085477265j)
"(-2.6923076923076925, -2.8461538461538463)",[-2.69230769 -2.84615385],(-0.9934856328403785-0.11395743652676912j),(0.07756683080007455-0.21250201568062116j),(-0.915918802040304-0.32645945220739025j)
"(-2.5384615384615383, -2.8461538461538463)",[-2.53846154 -2.84615385],(-0.4415547032094214-0.897234330637008j),(-0.08160891474704728-0.21516412103354626j),(-0.5231636179564687-1.1123984516705543j)
"(-2.3846153846153846, -2.8461538461538463)",[-2.38461538 -2.84615385],(0.5157898731927637-0.8567151257633968j),(-0.20231288861120086-0.1189795942725145j),(0.3134769845815628-0.9756947200359113j)
"(-2.230769230769231, -2.8461538461538463)",[-2.23076923 -2.84615385],(0.9995617485482756-0.0296025478483502j),(-0.23886518871671486+0.02587501785258204j),(0.7606965598315607-0.003727529995768159j)
"(-2.0769230769230766, -2.8461538461538463)",[-2.07692308 -2.84615385],(0.5655855607384725+0.82468962251513j),(-0.18744681708348904+0.1609565326512591j),(0.3781387436549835+0.9856461551663891j)
"(-1.923076923076923, -2.8461538461538463)",[-1.92307692 -2.84615385],(-0.38768326074390597+0.9217926498616555j),(-0.07499473300286985+0.24404149467018155j),(-0.4626779937467758+1.165834144531837j)
"(-1.7692307692307692, -2.8461538461538463)",[-1.76923077 -2.84615385],(-0.985000524269936+0.1725513465260451j),(0.05931607269222607+0.25823289264093213j),(-0.92568445157771+0.4307842391669772j)
"(-1.6153846153846154, -2.8461538461538463)",[-1.61538462 -2.84615385],(-0.6779391191659766-0.7351180522232192j),(0.17953333990091674+0.209314770654113j),(-0.49840577926505986-0.5258032815691063j)
"(-1.4615384615384615, -2.8461538461538463)",[-1.46153846 -2.84615385],(0.25157238915791963-0.9678384849825803j),(0.26195737795737556+0.11769214894685075j),(0.5135297671152952-0.8501463360357295j)
"(-1.3076923076923075, -2.8461538461538463)",[-1.30769231 -2.84615385],(0.9501025966958736-0.3119375831023863j),(0.29832604672742163+0.009150954721056337j),(1.2484286434232952-0.30278662838132997j)
