index,xy,inc,scat,tot
"(-3.0, -3.0)",[-3. -3.],(0.7773494792181547+0.6290689844200426j),(0.031889360972000375+0.21745930621275691j),(0.809238840190155+0.8465282906327994j)
"(-2.8461538461538463, -3.0)",[-2.84615385 -3.        ],(-0.10860406938749748+0.994085084946191j),(0.17730135983147657+0.13919682888480023j),(0.0686972904439791+1.133281913830991j)
"(-2.6923076923076925, -3.0)",[-2.69230769 -3.        ],(-0.8948427434723873+0.4463815234245378j),(0.23114884875216507-0.015235015700733032j),(-0.6636938947202222+0.43114650772380475j)
"(-2.5384615384615383, -3.0)",[-2.53846154 -3.        ],(-0.8594811553903232-0.5111674319916275j),(0.17177057460311668-0.1655741278484112j),(-0.6877105807872066-0.6767415598400387j)
"(-2.3846153846153846, -3.0)",[-2.38461538 -3.        ],(-0.03498656293693535-0.9993877828019812j),(0.03308170373060352-0.24404458021668474j),(-0.0019048592063318284-1.2434323630186659j)
"(-2.230769230769231, -3.0)",[-2.23076923 -3.        ],(0.8216309578085959-0.5700197971742117j),(-0.12216835077170315-0.22359902674001164j),(0.6994626070368927-0.7936188239142233j)
"(-2.0769230769230766, -3.0)",[-2.07692308 -3.        ],(0.9238676498953127+0.38271211827810203j),(-0.23523378655808597-0.12017426445185378j),(0.6886338633372266+0.2625378538262483j)
"(-1.923076923076923, -3.0)",[-1.92307692 -3.        ],(0.17785484909783048+0.9840567324358834j),(-0.2732390190548141+0.02399018683068462j),(-0.09538416995698365+1.008046919266568j)
"(-1.7692307692307692, -3.0)",[-1.76923077 -3.        ],(-0.731455460353972+0.681889220855088j),(-0.23421036030069994+0.16250097998579036j),(-0.965665820654672+0.8443902008408783j)
"(-1.6153846153846154, -3.0)",[-1.61538462 -3.        ],(-0.9691796141665602-0.24635518156506767j),(-0.1390478003515492+0.261544981030373j),(-1.1082274145181095+0.015189799465305326j)
"(-1.4615384615384615, -3.0)",[-1.46153846 -3.        ],(-0.3170510749839535-0.9484084646667381j),(-0.01818795219645732+0.30679137773495374j),(-0.3352390271804108-0.6416170869317843j)
"(-1.3076923076923075, -3.0)",[-1.30769231 -3.        ],(0.6261780494437382-0.7796800949074147j),(0.10029719616815147+0.30164714618787497j),(0.7264752456118897-0.4780329487195398j)
"(-1.1538461538461537, -3.0)",[-1.15384615 -3.        ],(0.9944815197952718+0.10491190011474566j),(0.1976693287691603+0.26075092000349087j),(1.192150848564432+0.36566282011823653j)
"(-1.0, -3.0)",[-1. -3.],(0.44970134126633127+0.8931789874729827j),(0.2661829464186506+0.20265794107407945j),(0.7158842876849818+1.0958369285470622j)
"(-0.8461538461538458, -3.0)",[-0.84615385 -3.        ],(-0.5079723233823321+0.8613733909737143j),(0.3069334446142006+0.14431006499331642j),(-0.20103887876813153+1.0056834559670307j)
"(-0.6923076923076921, -3.0)",[-0.69230769 -3.        ],(-0.9992509738132139+0.03869743316220923j),(0.32594306029548614+0.098220264604966j),(-0.6733079135177278+0.13691769776717522j)
"(-0.5384615384615383, -3.0)",[-0.53846154 -3.        ],(-0.5730668990397428-0.8195085900861401j),(0.33017684613488224+0.07200040887961259j),(-0.2428900529048606-0.7475081812065275j)
"(-0.3846153846153846, -3.0)",[-0.38461538 -3.        ],(0.37927880348881066-0.9252824375422329j),(0.32445842428530636+0.06916624521495753j),(0.703737227774117-0.8561161923272754j)
