index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(0.0665172003284838+0.19220259613313392j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.18368900262881147+0.0960254386594865j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.20527989139468114-0.05132691919899709j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.1276160988325382-0.17486152318219136j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(-0.006960999010424856-0.22192527129110406j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.13958848476053082-0.18078000489407697j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.22336200989730925-0.0752186046087148j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.23788601265984877+0.054157879268230125j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.18860516422122806+0.1690283163038744j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.09702371918857272+0.24494581199831056j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(0.010861783378033419+0.2741178711461394j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(0.11317609809033961+0.26209141327292246j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(0.19632301441803+0.22199676821961026j)
"(-1.0, -3.0)","(-1.0, -3.0)",(0.2553206253285224+0.1691006282685863j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.2917554745405564+0.1170539800136537j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.3107546700622639+0.07611510881394022j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.31797630928400766+0.052932943135948714j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.3171699222248158+0.051124425011100386j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.30854183858197587+0.07179159856877224j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.28809079667144943+0.11326817960643479j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.24826654828493414+0.16979122122219556j)
"(0.23076923076923084, -3.0)","(0.23076923076923084, -3.0)",(0.18055687578926444+0.22953118466014147j)
"(0.384615384615385, -3.0)","(0.384615384615385, -3.0)",(0.08047930438012832+0.27345820258017217j)
"(0.5384615384615388, -3.0)","(0.5384615384615388, -3.0)",(-0.04561795900425514+0.2774754118622507j)
