index,cp
"(0, (0,))",(-0.200508025707978-0.024022396277144694j)
"(0, (1,))",(-0.17244452615615863+0.03670295554660136j)
"(0, (2,))",(-0.35555555555555535+1.2249219016525028e-16j)
"(0, (3,))",(-0.3555555555555554+1.7226599682272512e-17j)
"(0, (4,))",(-0.35555555555555574+6.985939492376154e-17j)
"(0, (5,))",(-0.35555555555555585-9.089797938471868e-18j)
"(0, (6,))",(-0.35555555555555574-6.172259317996081e-17j)
"(0, (7,))",(-0.35555555555555535-9.089797938471819e-18j)
"(0, (8,))",(-0.35555555555555546-9.08979793847219e-18j)
"(0, (9,))",(-0.35555555555555574+1.722659968227244e-17j)
"(0, (10,))",(-0.17244452615615827+0.03670295554660149j)
"(0, (11,))",(-0.1724445261561584-0.036702955546601475j)
"(0, (12,))",(-0.35555555555555535-1.7226599682272398e-17j)
"(0, (13,))",(-0.35555555555555535+3.5406195559216765e-17j)
"(0, (14,))",(-0.35555555555555585+9.089797938472002e-18j)
"(0, (15,))",(-0.3555555555555562+3.540619555921635e-17j)
"(0, (16,))",(-0.3555555555555562+8.803899080070545e-17j)
"(0, (17,))",(-0.3555555555555558+3.5406195559216303e-17j)
"(0, (18,))",(-0.35555555555555535+6.172259317996076e-17j)
"(0, (19,))",(-0.3555555555555562+8.803899080070545e-17j)
"(1, (0,))",(-0.200508025707978-0.024022396277144694j)
"(1, (1,))",(-0.17244452615615863+0.03670295554660136j)
"(1, (2,))",(-0.35555555555555535+1.2249219016525028e-16j)
"(1, (3,))",(-0.3555555555555554+1.7226599682272512e-17j)
"(1, (4,))",(-0.35555555555555574+6.985939492376154e-17j)
"(1, (5,))",(-0.35555555555555585-9.089797938471868e-18j)
"(1, (6,))",(-0.35555555555555574-6.172259317996081e-17j)
"(1, (7,))",(-0.35555555555555535-9.089797938471819e-18j)
"(1, (8,))",(-0.35555555555555546-9.08979793847219e-18j)
"(1, (9,))",(-0.35555555555555574+1.722659968227244e-17j)
"(1, (10,))",(-0.17244452615615827+0.03670295554660149j)
"(1, (11,))",(-0.1724445261561584-0.036702955546601475j)
"(1, (12,))",(-0.35555555555555535-1.7226599682272398e-17j)
"(1, (13,))",(-0.35555555555555535+3.5406195559216765e-17j)
"(1, (14,))",(-0.35555555555555585+9.089797938472002e-18j)
"(1, (15,))",(-0.3555555555555562+3.540619555921635e-17j)
"(1, (16,))",(-0.3555555555555562+8.803899080070545e-17j)
"(1, (17,))",(-0.3555555555555558+3.5406195559216303e-17j)
"(1, (18,))",(-0.35555555555555535+6.172259317996076e-17j)
"(1, (19,))",(-0.3555555555555562+8.803899080070545e-17j)
"(2, (0,))",(-0.200508025707978-0.024022396277144694j)
"(2, (1,))",(-0.17244452615615863+0.03670295554660136j)
"(2, (2,))",(-0.35555555555555535+1.2249219016525028e-16j)
"(2, (3,))",(-0.3555555555555554+1.7226599682272512e-17j)
"(2, (4,))",(-0.35555555555555574+6.985939492376154e-17j)
"(2, (5,))",(-0.35555555555555585-9.089797938471868e-18j)
"(2, (6,))",(-0.35555555555555574-6.172259317996081e-17j)
"(2, (7,))",(-0.35555555555555535-9.089797938471819e-18j)
"(2, (8,))",(-0.35555555555555546-9.08979793847219e-18j)
"(2, (9,))",(-0.35555555555555574+1.722659968227244e-17j)
"(2, (10,))",(-0.17244452615615827+0.03670295554660149j)
"(2, (11,))",(-0.1724445261561584-0.036702955546601475j)
"(2, (12,))",(-0.35555555555555535-1.7226599682272398e-17j)
"(2, (13,))",(-0.35555555555555535+3.5406195559216765e-17j)
"(2, (14,))",(-0.35555555555555585+9.089797938472002e-18j)
"(2, (15,))",(-0.3555555555555562+3.540619555921635e-17j)
"(2, (16,))",(-0.3555555555555562+8.803899080070545e-17j)
"(2, (17,))",(-0.3555555555555558+3.5406195559216303e-17j)
"(2, (18,))",(-0.35555555555555535+6.172259317996076e-17j)
"(2, (19,))",(-0.3555555555555562+8.803899080070545e-17j)
