index,x,value,0,1,2
"(2.727272727272727, -7.0)","(2.727272727272727, -7.0)",(0.2932426456148728+0.78513793677437j),(-0.10218427987531063+0.5005566075036494j),(0.11121722356638888-0.10562263358849569j),(0.2842097019237945+0.3902039628592163j)
"(2.7696969696969695, -7.0)","(2.7696969696969695, -7.0)",(-0.3867908117213312+0.8374509504803183j),(-0.24900944728573046+0.4498907545278382j),(0.14874483860100193-0.04552199928189645j),(-0.28652620303660264+0.43308219523437647j)
"(2.812121212121212, -7.0)","(2.812121212121212, -7.0)",(-0.7613094331555702+0.2729956947910125j),(-0.37573370440742415+0.35486130101038393j),(0.15356715822300848+0.02872400680570985j),(-0.5391428869711545-0.11058961302508127j)
"(2.8545454545454545, -7.0)","(2.8545454545454545, -7.0)",(-0.4580070058272343-0.23900880549773384j),(-0.46837703280112086+0.22286453060117664j),(0.12018641718703439+0.09831932261882258j),(-0.10981639021314779-0.560192658717733j)
"(2.896969696969697, -7.0)","(2.896969696969697, -7.0)",(0.018813539292929227-0.1147433818173805j),(-0.515615228056595+0.06591690233421296j),(0.054548276133868104+0.1425929374769455j),(0.4798804912156561-0.323253221628539j)
"(2.9393939393939394, -7.0)","(2.9393939393939394, -7.0)",(-0.05736499166746034+0.362541481302611j),(-0.5103826745325063-0.1002964861467836j),(-0.02574698737903168+0.14623046617560168j),(0.47876467024407765+0.3166075012737929j)
"(2.981818181818182, -7.0)","(2.981818181818182, -7.0)",(-0.6600904623296445+0.39593755638957867j),(-0.4511314532853168-0.25795607454836256j),(-0.09586910156060405+0.10596315279356198j),(-0.1130899074837237+0.5479304781443792j)
"(3.0242424242424244, -7.0)","(3.0242424242424244, -7.0)",(-1.0070184653331455-0.2703668805415614j),(-0.3425254961273813-0.389099000695735j),(-0.13199287555523764+0.03374915109236587j),(-0.5325000936505266+0.08498296906180774j)
"(3.066666666666667, -7.0)","(3.066666666666667, -7.0)",(-0.5635985182425305-0.9790903717853428j),(-0.19539504704347999-0.4778540771008735j),(-0.12064570975779304-0.04565469415325785j),(-0.24755776144125752-0.4555816005312114j)
"(3.109090909090909, -7.0)","(3.109090909090909, -7.0)",(0.25308182952381125-0.9816080587620716j),(-0.025859159482743522-0.5126373437034841j),(-0.06538174559355053-0.10280996957621831j),(0.3443227346001053-0.3661607454823691j)
"(3.1515151515151514, -7.0)","(3.1515151515151514, -7.0)",(0.6052839256893747-0.38716685643392806j),(0.1463642445212973-0.4879875828333513j),(0.012608711848139942-0.11496288016313246j),(0.44631096931993747+0.21578360656255574j)
"(3.193939393939394, -7.0)","(3.193939393939394, -7.0)",(0.3076972743543117+0.011823934133718017j),(0.30031337039299566-0.40572926397355236j),(0.08130514489524074-0.07626856998681043j),(-0.07392124093392471+0.4938217680940808j)
"(3.2363636363636363, -7.0)","(3.2363636363636363, -7.0)",(0.02177844792627559-0.19491377609774774j),(0.4165303198429356-0.275211177997651j),(0.11032933830303633-0.0021514927674352903j),(-0.5050812102196963+0.08244889466733858j)
"(3.278787878787879, -7.0)","(3.278787878787879, -7.0)",(0.31643221463403437-0.5049312020874351j),(0.479829843464418-0.11248160235057755j),(0.08441764345314923+0.07511429458390416j),(-0.2478152722835328-0.46756389432076173j)
"(3.3212121212121213, -7.0)","(3.3212121212121213, -7.0)",(0.8631399594763711-0.222590519405804j),(0.4816654208905433+0.06158555443014336j),(0.011928264571987488+0.1189842419582754j),(0.36954627401384027-0.40316031579422273j)
"(3.3636363636363638, -7.0)","(3.3636363636363638, -7.0)",(0.8645647154031861+0.5409152241008566j),(0.42168239770707877+0.22402519569762308j),(-0.07629358374158401+0.10484251037495289j),(0.5191759014376914+0.21204751802828065j)
"(3.4060606060606062, -7.0)","(3.4060606060606062, -7.0)",(0.15465696809901955+0.9536411280578961j),(0.30813499391772453+0.35302177776658955j),(-0.1386021493393255+0.03281443112651431j),(-0.014875876479379484+0.5678049191647923j)
"(3.4484848484848487, -7.0)","(3.4484848484848487, -7.0)",(-0.5190319423797309+0.5492496057820471j),(0.15700042984709894+0.431176532256145j),(-0.14081788282794874-0.06933483793740522j),(-0.5352144893988812+0.1874079114633073j)
"(3.4909090909090907, -7.0)","(3.4909090909090907, -7.0)",(-0.4410584776916416-0.13633838346805205j),(-0.010169666165110641+0.4482661423400629j),(-0.07331689941043-0.15599640123674868j),(-0.35757191211610095-0.42860812457136627j)
"(3.533333333333333, -7.0)","(3.533333333333333, -7.0)",(0.14516120309403557-0.24942044515196196j),(-0.16939526417087641+0.4029939986569299j),(0.041415415467624-0.18325239374029365j),(0.273141051797288-0.46916205006859824j)
"(3.5757575757575757, -7.0)","(3.5757575757575757, -7.0)",(0.371926993820208+0.2743555843416911j),(-0.2979440544196201+0.3033685890746156j),(0.15567929036236008-0.13000362633451043j),(0.514191757877468+0.10099062160158594j)
"(3.618181818181818, -7.0)","(3.618181818181818, -7.0)",(-0.10038408469409682+0.6565431760402314j),(-0.3779347420483829+0.16556097354325272j),(0.21638876088552125-0.01062651551761054j),(0.061161896468764826+0.5016087180145892j)
"(3.6606060606060606, -7.0)","(3.6606060606060606, -7.0)",(-0.6579288352752414+0.33904434070902456j),(-0.3992311612460282+0.011361615293352011j),(0.189711251851409+0.1280414172580885j),(-0.4484089258806222+0.19964130815758402j)
"(3.703030303030303, -7.0)","(3.703030303030303, -7.0)",(-0.5951603004128714-0.27879019610665556j),(-0.3610789590382487-0.13537274090261048j),(0.0789843560866787+0.22568135594546132j),(-0.3130656974613013-0.36909881114950643j)
"(3.7454545454545456, -7.0)","(3.7454545454545456, -7.0)",(-0.07623493688912153-0.4219677599092145j),(-0.2721417533589953-0.2526750897625589j),(-0.07360518338342976+0.2357704600166275j),(0.26951199985330354-0.40506313016328305j)
"(3.787878787878788, -7.0)","(3.787878787878788, -7.0)",(0.12273228988143936-0.02770319481542219j),(-0.14888488379695575-0.32410943533401954j),(-0.203947828002268+0.1484841568279521j),(0.47556500168066307+0.14792208369064525j)
"(3.83030303030303, -7.0)","(3.83030303030303, -7.0)",(-0.26927931581297065+0.1722441724364011j),(-0.012577807346324927-0.34140926792189696j),(-0.2547287984009964-0.0024797526386406326j),(-0.0019727100656493496+0.5161331929969387j)
"(3.872727272727273, -7.0)","(3.872727272727273, -7.0)",(-0.6000283240066243-0.2960437291027739j),(0.11452731333273737-0.30560140545431796j),(-0.2025269011039806-0.1537060943149853j),(-0.512028736235381+0.16326377066652942j)
"(3.915151515151515, -7.0)","(3.915151515151515, -7.0)",(-0.18772758307637968-0.9169481340915571j),(0.21310057622083045-0.22639894534890376j),(-0.06968717788146941-0.24084093414467445j),(-0.3311409814157407-0.4497082545979788j)
"(3.957575757575758, -7.0)","(3.957575757575758, -7.0)",(0.6810711148360553-0.8244274173854282j),(0.26995341976356885-0.12000346054913831j),(0.08567803943146966-0.22861246295441093j),(0.3254396556410168-0.47581149388187904j)
"(4.0, -7.0)","(4.0, -7.0)",(1.0472023214692499+0.017479243662388372j),(0.27994394595290734-0.005794542079249659j),(0.19720396124294065-0.1270038441378198j),(0.5700544142734018+0.1502776298794578j)
"(-0.2, -6.714285714285714)","(-0.2, -6.714285714285714)",(0.11340348434506206+1.4069211046104726j),(0.05471572325238182-0.030762360435881014j),(0.03586027967444782+0.17492336739212774j),(0.02282748141823243+1.262760097654226j)
"(-0.1575757575757576, -6.714285714285714)","(-0.1575757575757576, -6.714285714285714)",(0.35968739614814865+1.5726321109007313j),(0.052253923144768955-0.028578001664894468j),(0.04291394621778371+0.17998407192916138j),(0.264519526785596+1.4212260406364643j)
"(-0.11515151515151516, -6.714285714285714)","(-0.11515151515151516, -6.714285714285714)",(0.6032879292080195+1.6375224301532707j),(0.049898870613948335-0.025937162116100036j),(0.04895970007635241+0.1852231631494943j),(0.5044293585177188+1.4782364291198764j)
"(-0.07272727272727272, -6.714285714285714)","(-0.07272727272727272, -6.714285714285714)",(0.7860752607310155+1.6237472065308944j),(0.04761371731987623-0.022869487067406782j),(0.053864202597864015+0.19079796655233874j),(0.6845973408132753+1.4558187270459626j)
"(-0.030303030303030304, -6.714285714285714)","(-0.030303030303030304, -6.714285714285714)",(0.8827947403442955+1.557431841167058j),(0.04535301745226035-0.019404160693924307j),(0.057487096530881236+0.1968453824138512j),(0.7799546263611539+1.3799906194471312j)
"(0.012121212121212116, -6.714285714285714)","(0.012121212121212116, -6.714285714285714)",(0.9001200517333754+1.4522010380569679j),(0.04306336832181301-0.015571062612689328j),(0.05967448404416286+0.20347571463214684j),(0.7973821993673995+1.2642963860375103j)
"(0.054545454545454564, -6.714285714285714)","(0.054545454545454564, -6.714285714285714)",(0.8736970676802478+1.3106351678068644j),(0.040684086249556516-0.011402165110326634j),(0.060253378572961355+0.21076583699462353j),(0.7727596028577299+1.1112714959225676j)
"(0.09696969696969698, -6.714285714285714)","(0.09696969696969698, -6.714285714285714)",(0.8617600523047931+1.1426274390655249j),(0.03814796977856714-0.006933148754959812j),(0.05902757822662285+0.21875130810318627j),(0.7645845042996031+0.9308092797172983j)
"(0.1393939393939394, -6.714285714285714)","(0.1393939393939394, -6.714285714285714)",(0.9252380479014853+0.9908053614940335j),(0.03538221091732886-0.002205210074514576j),(0.05577548752138092+0.22741713995350216j),(0.8340803494627755+0.7655934316150459j)
"(0.18181818181818182, -6.714285714285714)","(0.18181818181818182, -6.714285714285714)",(1.0876787618254373+0.9413571627860862j),(0.03230952260025252+0.0027329719886269067j),(0.05025051935486335+0.2366870660553553j),(1.0051187198703215+0.701937124742104j)
"(0.22424242424242424, -6.714285714285714)","(0.22424242424242424, -6.714285714285714)",(1.2895422588687837+1.0942750306093183j),(0.028849556429985115+0.007823154422449309j),(0.042184826423955046+0.24641135304545464j),(1.2185078760148436+0.8400405231414144j)
"(0.26666666666666666, -6.714285714285714)","(0.26666666666666666, -6.714285714285714)",(1.3785023295449046+1.488177497134354j),(0.024920688464904292+0.012995390727367086j),(0.031297220282985524+0.25635346599387704j),(1.3222844207970148+1.21882864041311j)
"(0.30909090909090914, -6.714285714285714)","(0.30909090909090914, -6.714285714285714)",(1.1771384852547586+2.023158766930432j),(0.020442251539732156+0.018165908740278312j),(0.01730620892714288+0.2661762413927381j),(1.1393900247878836+1.7388166167974157j)
"(0.3515151515151515, -6.714285714285714)","(0.3515151515151515, -6.714285714285714)",(0.6147193009155179+2.4622776471817325j),(0.015337289346935429+0.02323510192190858j),(-5.091626645704894e-05+0.27542864722925026j),(0.5994329278350394+2.1636138980305737j)
"(0.393939393939394, -6.714285714285714)","(0.393939393939394, -6.714285714285714)",(-0.17252517864453737+2.558669484521488j),(0.009535899050734764+0.028085754878700978j),(-0.02099213098161183+0.2835347107426089j),(-0.16106894671366032+2.247049018900178j)
"(0.43636363636363634, -6.714285714285714)","(0.43636363636363634, -6.714285714285714)",(-0.8896704918398712+2.2414501720187316j),(0.002979214162542307+0.032581651126787056j),(-0.04565733912133668+0.28978675008706584j),(-0.8469923668810768+1.9190817708048786j)
"(0.4787878787878788, -6.714285714285714)","(0.4787878787878788, -6.714285714285714)",(-1.2892306239368185+1.6947586769248977j),(-0.004375943728196073+0.036566739949335354j),(-0.0740676278197325+0.29334561316125984j),(-1.21078705238889+1.3648463238143025j)
"(0.5212121212121212, -6.714285714285714)","(0.5212121212121212, -6.714285714285714)",(-1.37239250808933+1.2157082655234868j),(-0.012551748547259024+0.039865068046925085j),(-0.10607788221005587+0.2932511347744648j),(-1.253762877332015+0.8825920627020969j)
"(0.5636363636363637, -6.714285714285714)","(0.5636363636363637, -6.714285714285714)",(-1.3733563947837746+0.9468682442766865j),(-0.02154343669095201+0.04228170831149287j),(-0.1413246158692939+0.2884463697039587j),(-1.2104883422235286+0.6161401662612349j)
"(0.6060606060606062, -6.714285714285714)","(0.6060606060606062, -6.714285714285714)",(-1.5027332907052777+0.7486458946689973j),(-0.03131286151161719+0.04360493954463579j),(-0.17917227394767965+0.2778192089093731j),(-1.2922481552459808+0.42722174621498843j)
