index,x,value,0,1
"(-3.0, 0.037974683544304)","(-3.0, 0.037974683544304)",(-0.27176772567840796+0.12363169888757528j),(-0.23240643584608395+0.27029125836532386j),(-0.039361289832324-0.14665955947774859j)
"(-2.9240506329113924, 0.037974683544304)","(-2.9240506329113924, 0.037974683544304)",(-0.17249409026928658+0.2535470210685444j),(-0.06276579506436246+0.36333931311568124j),(-0.10972829520492412-0.10979229204713686j)
"(-2.848101265822785, 0.037974683544304)","(-2.848101265822785, 0.037974683544304)",(-0.017158661267657666+0.31581441497050394j),(0.13613630194480708+0.3572794552849763j),(-0.15329496321246475-0.04146504031447233j)
"(-2.7721518987341773, 0.037974683544304)","(-2.7721518987341773, 0.037974683544304)",(0.15251453408869112+0.28996684813110485j),(0.3098219110837718+0.2488081837447759j),(-0.15730737699508066+0.04115866438632896j)
"(-2.6962025316455698, 0.037974683544304)","(-2.6962025316455698, 0.037974683544304)",(0.28982622676720876+0.17937382509266156j),(0.4089355309359501+0.06283751338481453j),(-0.11910930416874133+0.11653631170784703j)
"(-2.620253164556962, 0.037974683544304)","(-2.620253164556962, 0.037974683544304)",(0.35579456276211036+0.010481505261490609j),(0.4029187900042552-0.15381617531723457j),(-0.04712422724214483+0.16429768057872518j)
"(-2.5443037974683547, 0.037974683544304)","(-2.5443037974683547, 0.037974683544304)",(0.329633966765579-0.17422043897491712j),(0.2886025003358499-0.34483381606734503j),(0.041031466429729095+0.1706133770924279j)
"(-2.4683544303797467, 0.037974683544304)","(-2.4683544303797467, 0.037974683544304)",(0.21419157164223593-0.3274479809008064j),(0.0913288689457967-0.4594369659183374j),(0.12286270269643923+0.131988985017531j)
"(-2.392405063291139, 0.037974683544304)","(-2.392405063291139, 0.037974683544304)",(0.03498900807247854-0.409420771017584j),(-0.1416791836332193-0.4659036984432023j),(0.17666819170569784+0.05648292742561829j)
"(-2.3164556962025316, 0.037974683544304)","(-2.3164556962025316, 0.037974683544304)",(-0.1666790619640393-0.3978576000402726j),(-0.35382306129649604-0.35985077740400195j),(0.18714399933245673-0.038006822636270615j)
"(-2.240506329113924, 0.037974683544304)","(-2.240506329113924, 0.037974683544304)",(-0.344531860039625-0.2930754860712025j),(-0.4940251684379439-0.16507355913717417j),(0.1494933083983189-0.12800192693402834j)
"(-2.1645569620253164, 0.037974683544304)","(-2.1645569620253164, 0.037974683544304)",(-0.45895213756800946-0.1170420786470186j),(-0.5299312761570473+0.07317492206444909j),(0.07097913858903783-0.1902170007114677j)
"(-2.088607594936709, 0.037974683544304)","(-2.088607594936709, 0.037974683544304)",(-0.4863877329504172+0.093086460667408j),(-0.45587469884224785+0.3005110307172906j),(-0.030513034108169378-0.20742457004988257j)
"(-2.0126582278481013, 0.037974683544304)","(-2.0126582278481013, 0.037974683544304)",(-0.42414426353157686+0.2949992065146154j),(-0.29354962030875853+0.4679508548691564j),(-0.13059464322281833-0.17295164835454094j)
"(-1.9367088607594936, 0.037974683544304)","(-1.9367088607594936, 0.037974683544304)",(-0.289509031726079+0.45218443782008727j),(-0.08530966041282131+0.5448571675216738j),(-0.20419937131325766-0.09267272970158652j)
"(-1.860759493670886, 0.037974683544304)","(-1.860759493670886, 0.037974683544304)",(-0.11361479632067119+0.5432958731183098j),(0.11809426819370737+0.5272663939255421j),(-0.23170906451437856+0.0160294791927678j)
"(-1.7848101265822784, 0.037974683544304)","(-1.7848101265822784, 0.037974683544304)",(0.06808936492269829+0.5679004609800014j),(0.2719789040141014+0.43977466752492644j),(-0.20388953909140312+0.12812579345507485j)
"(-1.7088607594936709, 0.037974683544304)","(-1.7088607594936709, 0.037974683544304)",(0.22530754613290227+0.5457862988392435j),(0.3497324202242458+0.32906026024811164j),(-0.12442487409134351+0.2167260385911318j)
"(-1.6329113924050633, 0.037974683544304)","(-1.6329113924050633, 0.037974683544304)",(0.3377789078970458+0.5039094028646324j),(0.34719246389316416+0.24449070217809657j),(-0.009413555996118365+0.25941870068653583j)
"(-1.5569620253164556, 0.037974683544304)","(-1.5569620253164556, 0.037974683544304)",(0.3972596315688194+0.45753723159491344j),(0.28117868681954067+0.21388065021832509j),(0.11608094474927873+0.24365658137658835j)
"(-1.481012658227848, 0.037974683544304)","(-1.481012658227848, 0.037974683544304)",(0.4339316028144284+0.4609638747690773j),(0.21030462475284534+0.29105735691085044j),(0.22362697806158305+0.16990651785822689j)
"(-1.4050632911392404, 0.037974683544304)","(-1.4050632911392404, 0.037974683544304)",(0.4947588450856518+0.594710012361856j),(0.20689887603226+0.5428945559286706j),(0.2878599690533918+0.05181545643318543j)
"(-1.3291139240506329, 0.037974683544304)","(-1.3291139240506329, 0.037974683544304)",(0.30565351171263944+0.6941284632131485j),(0.013399595120225045+0.7807726195762937j),(0.2922539165924144-0.0866441563631453j)
"(-0.6455696202531644, 0.037974683544304)","(-0.6455696202531644, 0.037974683544304)",(0.43347422481951153-0.39994009342276726j),(0.684603431322224-0.771729299111179j),(-0.2511292065027125+0.3717892056884118j)
"(-0.5696202531645569, 0.037974683544304)","(-0.5696202531645569, 0.037974683544304)",(0.5896467616402282-0.05865632429397116j),(0.6969068440450537-0.5139776959996046j),(-0.10726008240482547+0.45532137170563347j)
"(-0.49367088607594933, 0.037974683544304)","(-0.49367088607594933, 0.037974683544304)",(0.7793079546221443+0.46425761142737076j),(0.7248563700713068-0.01998056231819505j),(0.05445158455083755+0.4842381737455658j)
"(-0.4177215189873418, 0.037974683544304)","(-0.4177215189873418, 0.037974683544304)",(0.7752862564789256+0.7875998792693046j),(0.5624397540310068+0.32736208672799627j),(0.2128465024479188+0.4602377925413084j)
"(-0.3417721518987342, 0.037974683544304)","(-0.3417721518987342, 0.037974683544304)",(0.6367567137148507+0.8703759625572876j),(0.28562272614036566+0.4773537298701196j),(0.35113398757448494+0.3930222326871679j)
"(-0.26582278481012667, 0.037974683544304)","(-0.26582278481012667, 0.037974683544304)",(0.4566492599959643+0.7419387230975836j),(-0.0026815854272211267+0.4447955166083936j),(0.4593308454231854+0.29714320648919j)
"(-0.1898734177215191, 0.037974683544304)","(-0.1898734177215191, 0.037974683544304)",(0.31788179776840125+0.4702929525485524j),(-0.21691797978026456+0.2818098218919097j),(0.5347997775486658+0.1884831306566427j)
"(-0.11392405063291111, 0.037974683544304)","(-0.11392405063291111, 0.037974683544304)",(0.27202237784020333+0.14287045981067487j),(-0.3090328791764503+0.06152569540053939j),(0.5810552570166536+0.08134476441013548j)
"(-0.037974683544303556, 0.037974683544304)","(-0.037974683544303556, 0.037974683544304)",(0.33012605482675855-0.15558955003978583j),(-0.2752892739321929-0.1424293193948877j),(0.6054153287589514-0.01316023064489812j)
"(0.037974683544304, 0.037974683544304)","(0.037974683544304, 0.037974683544304)",(0.4671267956897096-0.3605537531626364j),(-0.1491494835859579-0.27337379222844616j),(0.6162762792756675-0.08717996093419024j)
"(0.11392405063291156, 0.037974683544304)","(0.11392405063291156, 0.037974683544304)",(0.6350098062970224-0.4384984720812355j),(0.014252646811279947-0.3036501674179859j),(0.6207571594857425-0.1348483046632496j)
"(0.1898734177215191, 0.037974683544304)","(0.1898734177215191, 0.037974683544304)",(0.7801102823747426-0.38879131574081405j),(0.15688729934918-0.23857157646230878j),(0.6232229830255626-0.1502197392785053j)
"(0.26582278481012667, 0.037974683544304)","(0.26582278481012667, 0.037974683544304)",(0.8596894874731951-0.23664788849517113j),(0.2350307011133321-0.11106888596787576j),(0.6246587863598629-0.12557900252729537j)
"(0.3417721518987342, 0.037974683544304)","(0.3417721518987342, 0.037974683544304)",(0.8527704999201253-0.021434621994873136j),(0.23049655985251266+0.03099719746090089j),(0.6222739400676127-0.05243181945577403j)
"(0.4177215189873418, 0.037974683544304)","(0.4177215189873418, 0.037974683544304)",(0.7630872599345053+0.2142742109453406j),(0.1532816960566033+0.1406811783447222j),(0.6098055638779021+0.0735930326006184j)
"(0.49367088607594933, 0.037974683544304)","(0.49367088607594933, 0.037974683544304)",(0.6132809352849298+0.4326959916210747j),(0.03560638976390314+0.18610237359800927j),(0.5776745455210266+0.24659361802306543j)
"(0.5696202531645569, 0.037974683544304)","(0.5696202531645569, 0.037974683544304)",(0.41545785436365457+0.6000812050133946j),(-0.08018939847780654+0.15886263965858322j),(0.4956472528414611+0.4412185653548114j)
"(0.6455696202531644, 0.037974683544304)","(0.6455696202531644, 0.037974683544304)",(0.16020817138992174+0.6812112403528865j),(-0.1558101385795919+0.07465160848985833j),(0.31601830996951363+0.6065596318630282j)
"(0.7215189873417724, 0.037974683544304)","(0.7215189873417724, 0.037974683544304)",(-0.10061016460199156+0.6454882911992851j),(-0.16881401026623408-0.03358229886344398j),(0.06820384566424252+0.6790705900627291j)
"(0.79746835443038, 0.037974683544304)","(0.79746835443038, 0.037974683544304)",(-0.3636820957523456+0.5037949561812453j),(-0.11864597020584172-0.12731123139187403j),(-0.2450361255465039+0.6311061875731193j)
"(0.8734177215189876, 0.037974683544304)","(0.8734177215189876, 0.037974683544304)",(-0.671034326471053+0.300649875950064j),(-0.02543067343385863-0.17506743370136216j),(-0.6456036530371944+0.4757173096514261j)
"(0.9493670886075951, 0.037974683544304)","(0.9493670886075951, 0.037974683544304)",(-0.7645447177026851-0.0217471237472823j),(0.07765126468356143-0.16209135215826118j),(-0.8421959823862465+0.14034422841097888j)
"(1.0253164556962027, 0.037974683544304)","(1.0253164556962027, 0.037974683544304)",(-0.6873906127111049-0.3307671071708684j),(0.15566676049830636-0.09417568727405261j),(-0.8430573732094113-0.23659141989681579j)
"(1.1012658227848107, 0.037974683544304)","(1.1012658227848107, 0.037974683544304)",(-0.47139494046868086-0.5589955273912942j),(0.18319641084773602+0.005172068613559233j),(-0.6545913513164169-0.5641675960048534j)
"(1.1772151898734178, 0.037974683544304)","(1.1772151898734178, 0.037974683544304)",(-0.10800827664074963-0.7214860005090742j),(0.15205121521846982+0.10302073625630152j),(-0.26005949185921945-0.8245067367653757j)
"(1.2531645569620258, 0.037974683544304)","(1.2531645569620258, 0.037974683544304)",(0.27322126316861645-0.698028381056902j),(0.07319957461009487+0.16790621244973214j),(0.2000216885585216-0.8659345935066342j)
"(1.3291139240506329, 0.037974683544304)","(1.3291139240506329, 0.037974683544304)",(0.5813994648355841-0.5047053876509607j),(-0.027434674540978934+0.17979604329457632j),(0.608834139376563-0.6845014309455371j)
"(1.4050632911392409, 0.037974683544304)","(1.4050632911392409, 0.037974683544304)",(0.7516900499528674-0.191737650907746j),(-0.11772269180647507+0.13604793591583345j),(0.8694127417593425-0.32778558682357944j)
"(1.481012658227848, 0.037974683544304)","(1.481012658227848, 0.037974683544304)",(0.7544943772467707+0.17325621562575277j),(-0.1697013387779486+0.05166105589005938j),(0.9241957160247193+0.12159515973569339j)
"(1.556962025316456, 0.037974683544304)","(1.556962025316456, 0.037974683544304)",(0.5876949765200569+0.506707729516147j),(-0.16825163305179294-0.04603308363502501j),(0.7559466095718498+0.552740813151172j)
"(1.6329113924050631, 0.037974683544304)","(1.6329113924050631, 0.037974683544304)",(0.28738745928632836+0.7288827070675934j),(-0.11543123895169162-0.12636545465264787j),(0.40281869823801997+0.8552481617202413j)
"(1.708860759493671, 0.037974683544304)","(1.708860759493671, 0.037974683544304)",(-0.0787420149759891+0.7861340044931633j),(-0.029264776971981266-0.16505720807496035j),(-0.04947723800400782+0.9511912125681237j)
"(1.7848101265822782, 0.037974683544304)","(1.7848101265822782, 0.037974683544304)",(-0.4271802816913437+0.6644036334171747j),(0.06242978851886535-0.15160823317284364j),(-0.4896100702102091+0.8160118665900183j)
"(1.8607594936708862, 0.037974683544304)","(1.8607594936708862, 0.037974683544304)",(-0.6768510896376231+0.39136050109299536j),(0.13107103390920516-0.09211615846350635j),(-0.8079221235468282+0.4834766595565017j)
"(1.9367088607594942, 0.037974683544304)","(1.9367088607594942, 0.037974683544304)",(-0.7678339384038265+0.030334558201491273j),(0.15627451634348954-0.006801886235849201j),(-0.9241084547473161+0.037136444437340474j)
"(2.0126582278481013, 0.037974683544304)","(2.0126582278481013, 0.037974683544304)",(-0.6763491960051774-0.3334783462937952j),(0.13194089544616824+0.07680242866489546j),(-0.8082900914513457-0.41028077495869064j)
"(2.0886075949367093, 0.037974683544304)","(2.0886075949367093, 0.037974683544304)",(-0.42169456676856476-0.6125802225039351j),(0.06766238203303442+0.1327227607753255j),(-0.4893569488015992-0.7453029832792606j)
"(2.1645569620253164, 0.037974683544304)","(2.1645569620253164, 0.037974683544304)",(-0.06286390315324601-0.7381373592879978j),(-0.014836185396652553+0.14462191398698043j),(-0.04802771775659346-0.8827592732749783j)
"(2.2405063291139244, 0.037974683544304)","(2.2405063291139244, 0.037974683544304)",(0.31468080156165407-0.67713448350689j),(-0.08894078558588903+0.11058068463183303j),(0.4036215871475431-0.787715168138723j)
"(2.3164556962025316, 0.037974683544304)","(2.3164556962025316, 0.037974683544304)",(0.6191222467448101-0.4412830503138589j),(-0.13168173254815269+0.04318943087661311j),(0.7508039792929627-0.484472481190472j)
"(2.3924050632911396, 0.037974683544304)","(2.3924050632911396, 0.037974683544304)",(0.7745317600345539-0.0852031036427451j),(-0.1308342948895783-0.03492616907035975j),(0.9053660549241322-0.05027693457238534j)
"(2.4683544303797467, 0.037974683544304)","(2.4683544303797467, 0.037974683544304)",(0.7397997633023791+0.30599317752042987j),(-0.08839890901668539-0.09859110888397332j),(0.8281986723190644+0.4045842864044032j)
"(2.5443037974683547, 0.037974683544304)","(2.5443037974683547, 0.037974683544304)",(0.5194549822516062+0.6369321815757542j),(-0.019479420172164783-0.1281255601051405j),(0.538934402423771+0.7650577416808947j)
"(2.620253164556962, 0.037974683544304)","(2.620253164556962, 0.037974683544304)",(0.1634618926347643+0.8251956663137805j),(0.05294358046697261-0.1153930938300334j),(0.11051831216779168+0.9405887601438139j)
"(2.6962025316455698, 0.037974683544304)","(2.6962025316455698, 0.037974683544304)",(-0.2442227049048928+0.8218087498404825j),(0.10556796319746672-0.06600298375635907j),(-0.34979066810235954+0.8878117335968415j)
"(2.7721518987341778, 0.037974683544304)","(2.7721518987341778, 0.037974683544304)",(-0.6057243289189744+0.6238245310861514j),(0.12219404357255574+0.002915321507665828j),(-0.7279183724915301+0.6209092095784856j)
"(2.848101265822785, 0.037974683544304)","(2.848101265822785, 0.037974683544304)",(-0.833106843761598+0.27570488991185593j),(0.0986688431990295+0.06853144009040557j),(-0.9317756869606275+0.20717344982145036j)
"(2.924050632911393, 0.037974683544304)","(2.924050632911393, 0.037974683544304)",(-0.8701033830033539-0.14104045554522382j),(0.04385187557924952+0.10977857648247563j),(-0.9139552585826034-0.25081903202769945j)
"(3.0, 0.037974683544304)","(3.0, 0.037974683544304)",(-0.706245465926694-0.5275342438852333j),(-0.023595197839014724+0.11404586089824581j),(-0.6826502680876793-0.641580104783479j)
"(-3.0, 0.11392405063291156)","(-3.0, 0.11392405063291156)",(-0.18399186168134327+0.13235460769508095j),(-0.17916668297212196+0.2897728248845467j),(-0.004825178709221317-0.15741821718946575j)
"(-2.9240506329113924, 0.11392405063291156)","(-2.9240506329113924, 0.11392405063291156)",(-0.08694280271910783+0.21485028500156017j),(-0.002621437642878033+0.35213864089891767j),(-0.0843213650762298-0.1372883558973575j)
"(-2.848101265822785, 0.11392405063291156)","(-2.848101265822785, 0.11392405063291156)",(0.04178430571842326+0.23465239754481904j),(0.18643508789044103+0.3139232626162199j),(-0.14465078217201777-0.07927086507140085j)
"(-2.7721518987341773, 0.11392405063291156)","(-2.7721518987341773, 0.11392405063291156)",(0.16510316529209834+0.1832271650278365j),(0.33408450264490697+0.18054977511644582j),(-0.16898133735280862+0.002677389911390694j)
"(-2.6962025316455698, 0.11392405063291156)","(-2.6962025316455698, 0.11392405063291156)",(0.24647964181776283+0.07240885529765238j),(0.39587687966940627-0.015406892439424388j),(-0.14939723785164344+0.08781574773707677j)
"(-2.620253164556962, 0.11392405063291156)","(-2.620253164556962, 0.11392405063291156)",(0.2603154990528279-0.06874477090121317j),(0.34953211440226944-0.22258770020465277j),(-0.0892166153494415+0.1538429293034396j)
"(-2.5443037974683547, 0.11392405063291156)","(-2.5443037974683547, 0.11392405063291156)",(0.19919279200897672-0.20194729011362467j),(0.2016458685663035-0.38458673388429016j),(-0.0024530765573268012+0.1826394437706655j)
"(-2.4683544303797467, 0.11392405063291156)","(-2.4683544303797467, 0.11392405063291156)",(0.07597433006730181-0.29017608938148254j),(-0.013511778917597937-0.45523850982902997j),(0.08948610898489975+0.1650624204475474j)
"(-2.392405063291139, 0.11392405063291156)","(-2.392405063291139, 0.11392405063291156)",(-0.07971952759122056-0.3076505239844346j),(-0.24278556811035187-0.4112038244859437j),(0.16306604051913132+0.10355330050150914j)
"(-2.3164556962025316, 0.11392405063291156)","(-2.3164556962025316, 0.11392405063291156)",(-0.22951980290270474-0.2465188979372652j),(-0.428068583295359-0.2583808667173936j),(0.19854878039265428+0.011861968780128376j)
"(-2.240506329113924, 0.11392405063291156)","(-2.240506329113924, 0.11392405063291156)",(-0.3364355012300543-0.1185101210827483j),(-0.5215277816782793-0.030422406608448145j),(0.18509228044822498-0.08808771447430017j)
"(-2.1645569620253164, 0.11392405063291156)","(-2.1645569620253164, 0.11392405063291156)",(-0.37423689673430127+0.04869246278134548j),(-0.49797030406920967+0.22014076549560146j),(0.12373340733490838-0.17144830271425598j)
"(-2.088607594936709, 0.11392405063291156)","(-2.088607594936709, 0.11392405063291156)",(-0.33359377315803396+0.21908275898579488j),(-0.36107597595911545+0.43562106111659776j),(0.02748220280108149-0.21653830213080288j)
"(-2.0126582278481013, 0.11392405063291156)","(-2.0126582278481013, 0.11392405063291156)",(-0.22351657707580316+0.3576329326710159j),(-0.14198200116282456+0.5679095305858145j),(-0.08153457591297861-0.21027659791479858j)
"(-1.9367088607594936, 0.11392405063291156)","(-1.9367088607594936, 0.11392405063291156)",(-0.06795892350423344+0.4387379784235725j),(0.10925650243199442+0.5903577956237467j),(-0.17721542593622785-0.1516198172001742j)
"(-1.860759493670886, 0.11392405063291156)","(-1.860759493670886, 0.11392405063291156)",(0.10159522380738542+0.4523629198601235j),(0.33727830719906554+0.5045066548368317j),(-0.23568308339168012-0.052143734976708156j)
"(-1.7848101265822784, 0.11392405063291156)","(-1.7848101265822784, 0.11392405063291156)",(0.2563088357176702+0.4086375785082501j),(0.49735965640018837+0.34224048119144135j),(-0.24105082068251815+0.06639709731680875j)
"(-1.7088607594936709, 0.11392405063291156)","(-1.7088607594936709, 0.11392405063291156)",(0.3802410504127514+0.3422979419440184j),(0.5696106928190268+0.16533206384590632j),(-0.18936964240627535+0.1769658780981121j)
"(-1.6329113924050633, 0.11392405063291156)","(-1.6329113924050633, 0.11392405063291156)",(0.47248796723143693+0.30435623612240975j),(0.5622976793811754+0.050915892524352316j),(-0.08980971214973843+0.25344034359805745j)
"(-1.5569620253164556, 0.11392405063291156)","(-1.5569620253164556, 0.11392405063291156)",(0.5172491025572201+0.2644837393679689j),(0.480044084043579-0.012164029834490817j),(0.03720501851364112+0.2766477692024597j)
"(-1.481012658227848, 0.11392405063291156)","(-1.481012658227848, 0.11392405063291156)",(0.45915020877070023+0.012085852170265587j),(0.2946869304165636-0.22673968280819695j),(0.16446327835413665+0.23882553497846254j)
"(-0.49367088607594933, 0.11392405063291156)","(-0.49367088607594933, 0.11392405063291156)",(0.5009819372444874+0.44936509760044063j),(0.6693622591979626-0.004809602704759294j),(-0.16838032195347516+0.4541747003051999j)
"(-0.4177215189873418, 0.11392405063291156)","(-0.4177215189873418, 0.11392405063291156)",(0.48474126076526464+0.8119694453671402j),(0.5093752270165258+0.3102700467683237j),(-0.024633966251261172+0.5016993985988165j)
"(-0.3417721518987342, 0.11392405063291156)","(-0.3417721518987342, 0.11392405063291156)",(0.3547068416946658+0.9261778869286857j),(0.23506725781312524+0.41990815363249023j),(0.11963958388154061+0.5062697332961955j)
"(-0.26582278481012667, 0.11392405063291156)","(-0.26582278481012667, 0.11392405063291156)",(0.2097533937081427+0.832781901414049j),(-0.04123847269956791+0.3570360560259548j),(0.2509918664077106+0.47574584538809417j)
"(-0.1898734177215191, 0.11392405063291156)","(-0.1898734177215191, 0.11392405063291156)",(0.12875848725721287+0.6082234919992726j),(-0.23222727167348914+0.18665809383923926j),(0.360985758930702+0.4215653981600334j)
"(-0.11392405063291111, 0.11392405063291156)","(-0.11392405063291111, 0.11392405063291156)",(0.1487045573408305+0.33873017355805257j),(-0.2974711401806086-0.01755932951221864j),(0.4461756975214391+0.3562895030702712j)
"(-0.037974683544303556, 0.11392405063291156)","(-0.037974683544303556, 0.11392405063291156)",(0.26286020806106597+0.10107944339887531j),(-0.244105101258898-0.19069338637810956j),(0.506965309319964+0.2917728297769849j)
"(0.037974683544304, 0.11392405063291156)","(0.037974683544304, 0.11392405063291156)",(0.43385107651984556-0.04800178652923309j),(-0.11201740049764242-0.2862502910953203j),(0.545868477017488+0.2382485045660872j)
"(0.11392405063291156, 0.11392405063291156)","(0.11392405063291156, 0.11392405063291156)",(0.6086639889602781-0.0813099845600865j),(0.042927587288818236-0.285549190007186j),(0.5657364016714598+0.20423920544709948j)
"(0.1898734177215191, 0.11392405063291156)","(0.1898734177215191, 0.11392405063291156)",(0.7347348095892172-0.003681082184260581j),(0.16637278432343766-0.2005061955541374j),(0.5683620252657796+0.19682511336987682j)
"(0.26582278481012667, 0.11392405063291156)","(0.26582278481012667, 0.11392405063291156)",(0.7744777872809046+0.15419454572537175j),(0.22089017640838354-0.06723878995835034j),(0.5535876108725211+0.2214333356837221j)
"(0.3417721518987342, 0.11392405063291156)","(0.3417721518987342, 0.11392405063291156)",(0.7139990103957014+0.3471954948025718j),(0.19517850613668286+0.06697595057226396j),(0.5188205042590185+0.2802195442303078j)
"(0.4177215189873418, 0.11392405063291156)","(0.4177215189873418, 0.11392405063291156)",(0.5635966277346608+0.5278968299350819j),(0.10480793318434496+0.15899786502671398j),(0.45878869455031585+0.3688989649083679j)
"(0.49367088607594933, 0.11392405063291156)","(0.49367088607594933, 0.11392405063291156)",(0.34956895375749836+0.6557520224055815j),(-0.015072311854935662+0.18270086740436345j),(0.36464126561243404+0.473051155001218j)
"(0.5696202531645569, 0.11392405063291156)","(0.5696202531645569, 0.11392405063291156)",(0.10071172248492775+0.7013004360872223j),(-0.12233601734585327+0.1357603941875208j),(0.22304773983078102+0.5655400418997014j)
"(0.6455696202531644, 0.11392405063291156)","(0.6455696202531644, 0.11392405063291156)",(-0.15504576781206222+0.6477424820719413j),(-0.18167167652327534+0.03870250262856484j),(0.026625908711213127+0.6090399794433765j)
"(0.7215189873417724, 0.11392405063291156)","(0.7215189873417724, 0.11392405063291156)",(-0.385053565975337+0.4951884102655424j),(-0.1753308969370168-0.07302004567995303j),(-0.2097226690383202+0.5682084559454954j)
"(0.79746835443038, 0.11392405063291156)","(0.79746835443038, 0.11392405063291156)",(-0.5682725031872459+0.2660853746645278j),(-0.10775323488765925-0.1610969040730308j),(-0.4605192682995866+0.4271822787375586j)
"(0.8734177215189876, 0.11392405063291156)","(0.8734177215189876, 0.11392405063291156)",(-0.6740763727782243-0.006758579642345386j),(-0.0030066992163840303-0.19664108565256658j),(-0.6710696735618402+0.1898825060102212j)
"(0.9493670886075951, 0.11392405063291156)","(0.9493670886075951, 0.11392405063291156)",(-0.643906732766392-0.28973252807017974j),(0.10377641095128057-0.16888835992332382j),(-0.7476831437176725-0.12084416814685593j)
"(1.0253164556962027, 0.11392405063291156)","(1.0253164556962027, 0.11392405063291156)",(-0.47254573059585-0.5235970975855594j),(0.17801382092651435-0.0878073499132334j),(-0.6505595515223643-0.435789747672326j)
"(1.1012658227848107, 0.11392405063291156)","(1.1012658227848107, 0.11392405063291156)",(-0.19270677968826677-0.6591618836304105j),(0.19659096952831462+0.019897770389457614j),(-0.3892977492165814-0.6790596540198681j)
"(1.1772151898734178, 0.11392405063291156)","(1.1772151898734178, 0.11392405063291156)",(0.14348949855086549-0.6698129691399344j),(0.15472349220492732+0.11985236085260041j),(-0.011233993654061823-0.7896653299925348j)
"(1.2531645569620258, 0.11392405063291156)","(1.2531645569620258, 0.11392405063291156)",(0.4558229711677374-0.5356246245477856j),(0.06680594084241688+0.1811090451227084j),(0.38901703032532053-0.716733669670494j)
"(1.3291139240506329, 0.11392405063291156)","(1.3291139240506329, 0.11392405063291156)",(0.6684221386742829-0.27595344157159585j),(-0.03876979282085646+0.18574332502001253j),(0.7071919314951394-0.46169676659160835j)
"(1.4050632911392409, 0.11392405063291156)","(1.4050632911392409, 0.11392405063291156)",(0.731839039573555+0.05439705402616697j),(-0.12897559620978194+0.13402137784069817j),(0.860814635783337-0.0796243238145312j)
"(1.481012658227848, 0.11392405063291156)","(1.481012658227848, 0.11392405063291156)",(0.6315783546372182+0.3835091344457743j),(-0.1766147477604428+0.04370152516365419j),(0.8081931023976611+0.33980760928212006j)
"(1.556962025316456, 0.11392405063291156)","(1.556962025316456, 0.11392405063291156)",(0.3880241265513755+0.6369996813540346j),(-0.16859696796095588-0.05609481692174351j),(0.5566210945123314+0.6930944982757782j)
"(1.6329113924050631, 0.11392405063291156)","(1.6329113924050631, 0.11392405063291156)",(0.05335621917282356+0.7547776959719363j),(-0.10952475360886192-0.13433738247738056j),(0.16288097278168548+0.8891150784493169j)
"(1.708860759493671, 0.11392405063291156)","(1.708860759493671, 0.11392405063291156)",(-0.29845043137704075+0.70649129228193j),(-0.019641619294078497-0.16780433760982877j),(-0.27880881208296227+0.8742956298917588j)
"(1.7848101265822782, 0.11392405063291156)","(1.7848101265822782, 0.11392405063291156)",(-0.5877298446509296+0.5000278008784177j),(0.072020786661716-0.14802693559570299j),(-0.6597506313126456+0.6480547364741207j)
"(1.8607594936708862, 0.11392405063291156)","(1.8607594936708862, 0.11392405063291156)",(-0.7471105901279356+0.1805511235217252j),(0.13699497476777406-0.08339371128893967j),(-0.8841055648957096+0.2639448348106649j)
"(1.9367088607594942, 0.11392405063291156)","(1.9367088607594942, 0.11392405063291156)",(-0.7374667412893685-0.17916875223379253j),(0.15622762972374268+0.00407600225679482j),(-0.8936943710131112-0.18324475449058736j)
"(2.0126582278481013, 0.11392405063291156)","(2.0126582278481013, 0.11392405063291156)",(-0.5581195214632136-0.4950216773458571j),(0.12568261717754414+0.08610162392759989j),(-0.6838021386407578-0.581123301273457j)
"(2.0886075949367093, 0.11392405063291156)","(2.0886075949367093, 0.11392405063291156)",(-0.24843497129516395-0.6910981297823013j),(0.05705559959142538+0.1372128284108402j),(-0.3054905708865893-0.8283109581931416j)
"(2.1645569620253164, 0.11392405063291156)","(2.1645569620253164, 0.11392405063291156)",(0.12012882437932208-0.7180938697345003j),(-0.026461182000507576+0.14262935588980694j),(0.14659000637982966-0.8607232256243073j)
"(2.2405063291139244, 0.11392405063291156)","(2.2405063291139244, 0.11392405063291156)",(0.4600843244400491-0.5660514605178213j),(-0.09787561894731854+0.10252026530201913j),(0.5579599433873677-0.6685717258198404j)
"(2.3164556962025316, 0.11392405063291156)","(2.3164556962025316, 0.11392405063291156)",(0.6885156518738834-0.26803586318300454j),(-0.13502836390481754+0.03142335940608584j),(0.823544015778701-0.29945922258909036j)
"(2.3924050632911396, 0.11392405063291156)","(2.3924050632911396, 0.11392405063291156)",(0.7473351488026082+0.10656190306424178j),(-0.12741990588136332-0.046839670578383744j),(0.8747550546839715+0.15340157364262552j)
"(2.4683544303797467, 0.11392405063291156)","(2.4683544303797467, 0.11392405063291156)",(0.6181724803343671+0.4678597214941343j),(-0.0791399315362791-0.10701277065879837j),(0.6973124118706462+0.5748724921529327j)
"(2.5443037974683547, 0.11392405063291156)","(2.5443037974683547, 0.11392405063291156)",(0.32799773395175186+0.7268790159612274j),(-0.007093788135327621-0.13046203433691794j),(0.3350915220870795+0.8573410502981453j)
