index,x,value,0,1,2
"(2.1578947368421053, -6.428571428571429)","(2.1578947368421053, -6.428571428571429)",(-0.36950817872016045-0.2482279156640428j),(0.30195448178219525-0.8667191300795828j),(-0.7117806247300374-0.48147117723354305j),(-0.6986983932126392+0.6035065603209975j)
"(2.4210526315789473, -6.428571428571429)","(2.4210526315789473, -6.428571428571429)",(0.15332721058997723+0.4087366713963832j),(0.8216908551628074+0.36153328375468746j),(1.4716200299369842+0.26793779207996987j),(-1.83332925332986+0.5967389383544923j)
"(2.6842105263157894, -6.428571428571429)","(2.6842105263157894, -6.428571428571429)",(-1.3825193875966595-0.07122447687406397j),(-0.49332738459984526+0.6304649859273102j),(-1.4567351129418584-0.2802728538565258j),(-2.1974956652482756-0.5638655626929763j)
"(2.9473684210526314, -6.428571428571429)","(2.9473684210526314, -6.428571428571429)",(-0.3532347017266962-0.7156529885058678j),(-0.3175117309868616-0.548065743128521j),(0.7685206619989396+0.4673557205243539j),(-1.5107130361921668-2.066248942913436j)
"(3.2105263157894735, -6.428571428571429)","(3.2105263157894735, -6.428571428571429)",(-0.021242513036146583-0.7905274424412796j),(0.4282613024940707-0.047634673931578574j),(0.05505219509367219-0.20961201290156808j),(-0.5470410366961826-2.114335640490692j)
"(3.473684210526316, -6.428571428571429)","(3.473684210526316, -6.428571428571429)",(-0.013871219813598044-0.5471904736910814j),(-0.023897466753711592+0.28975133684155213j),(-0.13218116398380098-0.35947222044415905j),(0.11446497129671844-1.5718505374706375j)
"(3.7368421052631575, -6.428571428571429)","(3.7368421052631575, -6.428571428571429)",(0.10386915176393903-0.43378982578997205j),(-0.32748125095059544-0.10861812507944008j),(-0.28722344391260296+0.2501826312043409j),(0.9263121501550156-1.4429339834948172j)
"(4.0, -6.428571428571429)","(4.0, -6.428571428571429)",(0.8345621275137131-0.2909849647904489j),(0.4373304883260017-0.17869498592580157j),(0.03744117000607271+0.12781289908409482j),(2.028914724209065-0.8220728075296401j)
"(-1.0, -6.142857142857143)","(-1.0, -6.142857142857143)",(0.6435875014670233-0.5399000338091225j),(0.1487371851137137-0.3660374785176682j),(0.6231664843317221+0.02985877708691409j),(1.1588588349556341-1.2835213999966135j)
"(-0.736842105263158, -6.142857142857143)","(-0.736842105263158, -6.142857142857143)",(0.3022840686515647-0.8805846633617798j),(-0.06891447168304715-0.43108206292628726j),(0.44334906632882065-0.22790187759148783j),(0.5324176113089206-1.9827700495675642j)
"(-0.4736842105263158, -6.142857142857143)","(-0.4736842105263158, -6.142857142857143)",(-0.5493078402869274-0.849803011330852j),(-0.2472772168104459-0.38152835765707205j),(0.33899912847545977-0.6191486851513868j),(-1.739645432525796-1.548731991184097j)
"(-0.21052631578947367, -6.142857142857143)","(-0.21052631578947367, -6.142857142857143)",(0.34251443398174325-0.5382800365616294j),(-0.3391484702835481-0.2969653259430114j),(-0.02072640363739192-0.991415631382491j),(1.38741817586617-0.3264591523593857j)
"(0.3157894736842104, -6.142857142857143)","(0.3157894736842104, -6.142857142857143)",(0.4922720453597945+0.32374552068848145j),(-0.35340822125354976-0.2148668657462863j),(0.16957385167217065-1.6973093861730244j),(1.6606505056607628+2.883412813984755j)
"(0.5789473684210527, -6.142857142857143)","(0.5789473684210527, -6.142857142857143)",(0.04660078106030374+0.219422447653186j),(-0.3357882826808059-0.24852201279022207j),(1.4968080457407251-1.4362524521212539j),(-1.021217419879008+2.343041807871034j)
"(0.8421052631578947, -6.142857142857143)","(0.8421052631578947, -6.142857142857143)",(0.434063467486048+0.5254441618958274j),(-0.2876528934009627-0.3673019664969871j),(2.2130404513799977+0.7743474890091675j),(-0.623197155520891+1.169286963175302j)
"(1.1052631578947367, -6.142857142857143)","(1.1052631578947367, -6.142857142857143)",(-0.42363462488274484+0.7161991131186527j),(-0.07871656195361622-0.5563552768189296j),(-0.5286377447627415+2.3008047109501684j),(-0.6635495679318769+0.4041479052247192j)
"(1.3684210526315788, -6.142857142857143)","(1.3684210526315788, -6.142857142857143)",(-0.64822350433835-0.16836906676724867j),(0.41937001672352237-0.540831190286594j),(-1.7721022819704122-0.8201936903893702j),(-0.5919382477681603+0.8559176803742181j)
"(1.6315789473684208, -6.142857142857143)","(1.6315789473684208, -6.142857142857143)",(-0.12574655379044075-0.23955779047450987j),(0.7973354777388496+0.1175217659639615j),(0.8134284616751689-0.7079718595563491j),(-1.9880036007853408-0.128223277831142j)
"(1.8947368421052628, -6.142857142857143)","(1.8947368421052628, -6.142857142857143)",(-0.2754099040781598-0.2433158688421552j),(0.12015341351942566+0.8894925076964437j),(0.3794786081327144+0.013700430191825819j),(-1.3258617338866194-1.633140544414735j)
"(2.1578947368421053, -6.142857142857143)","(2.1578947368421053, -6.142857142857143)",(-0.4936122120506993-0.3112689510251341j),(-0.9134750243386391+0.18823979692906567j),(-0.44581299362009086+1.156195687447571j),(-0.12154861819336804-2.278242337452039j)
"(2.4210526315789473, -6.142857142857143)","(2.4210526315789473, -6.142857142857143)",(0.24356165692215107-1.3228941447054483j),(-0.0713553701472904-0.888718647017344j),(0.28361500678153934-1.600712269129937j),(0.5184253341322043-1.479251517969064j)
"(2.6842105263157894, -6.142857142857143)","(2.6842105263157894, -6.142857142857143)",(0.38835811520999797-0.1122616727018281j),(0.751071814938841+0.15942659529876474j),(-0.42857892173688245+1.1865988830482157j),(0.8425814524280354-1.6828104964524648j)
"(2.9473684210526314, -6.142857142857143)","(2.9473684210526314, -6.142857142857143)",(0.5648797093834504-0.549595360707969j),(-0.33078761012003566+0.47190449913103816j),(0.3881336227392992-0.2745905729598099j),(1.637293115531088-1.8461000082951353j)
"(3.2105263157894735, -6.142857142857143)","(3.2105263157894735, -6.142857142857143)",(0.8092904409638316-0.23936483262097874j),(-0.2095507724904888-0.3064083233208253j),(0.18350456767222723-0.1898460330891299j),(2.4539175277097565-0.221840141452981j)
"(3.473684210526316, -6.142857142857143)","(3.473684210526316, -6.142857142857143)",(0.5204177909405745+0.5079995272705902j),(0.25685054663204254-0.14627215182771902j),(-0.3914904436644394-0.18406396851067297j),(1.6958932698541205+1.8543347021501624j)
"(3.7368421052631575, -6.142857142857143)","(3.7368421052631575, -6.142857142857143)",(-0.04994058455268036+0.9078151097668525j),(0.01625014017625842+0.4083384349711934j),(-0.07348116401547505+0.19145901234557663j),(-0.09259072981882446+2.123647881983788j)
"(4.0, -6.142857142857143)","(4.0, -6.142857142857143)",(-0.45507152779579046+0.22554757503202216j),(-0.2788350313895989-0.44444525613346436j),(-0.10876112285794137+0.19436064808335707j),(-0.9776184291398311+0.9267273331461738j)
"(-1.0, -5.857142857142858)","(-1.0, -5.857142857142858)",(-0.25802584252100125+0.3500409405723464j),(-0.3748939217980932+0.11750382616183536j),(-0.44833155362945526-0.5842663570037073j),(0.04914794786454463+1.5168853525589112j)
"(-0.736842105263158, -5.857142857142858)","(-0.736842105263158, -5.857142857142858)",(0.3582566171219176+0.5988814684613184j),(-0.2874903674765774+0.33093593220507844j),(-0.45545480720170894-0.15613120514109513j),(1.8177150260440393+1.621839678319972j)
"(-0.4736842105263158, -5.857142857142858)","(-0.4736842105263158, -5.857142857142858)",(0.935733304055281+0.13621360711700659j),(-0.13131468428417192+0.4396261015591512j),(-0.6724412448005682+0.1327585510092706j),(3.610955841250583-0.16374383121740202j)
"(-0.21052631578947367, -5.857142857142858)","(-0.21052631578947367, -5.857142857142858)",(0.6635973695702304-0.708182414492279j),(-0.0032734916432088923+0.45534104893356875j),(-0.7444120787632187+0.6697423567517443j),(2.738477679117119-3.24963064916215j)
"(0.3157894736842104, -5.857142857142858)","(0.3157894736842104, -5.857142857142858)",(-0.4151576901390035+1.321723177473537j),(0.07263664299435904+0.41043489500210695j),(-1.4755613036531496+1.0088658219289588j),(0.15745159024178024+2.5458688154895452j)
"(0.5789473684210527, -5.857142857142858)","(0.5789473684210527, -5.857142857142858)",(-1.567808777641798+0.408766203467572j),(0.036589504524117286+0.4220246692198324j),(-2.154720952781805-0.33136377122832084j),(-2.585294884667707+1.1356377124112045j)
"(0.8421052631578947, -5.857142857142858)","(0.8421052631578947, -5.857142857142858)",(-0.6888152750451836-1.2625771246182131j),(-0.09168008333927866+0.4707305989135458j),(-0.6054625087446444-2.359484474905188j),(-1.369303233051628-1.8989774978629974j)
"(1.1052631578947367, -5.857142857142858)","(1.1052631578947367, -5.857142857142858)",(0.720920174075506-0.5197766001531973j),(-0.39441998792951294+0.4310478359656552j),(2.2679931876542203-0.6590601190367424j),(0.28918732250181056-1.3313175173885048j)
"(1.3684210526315788, -5.857142857142858)","(1.3684210526315788, -5.857142857142858)",(-0.04229734639429346+0.28566688982341815j),(-0.7142813367950088-0.0034194181619408015j),(-0.0069791771275614645+1.7739809045181456j),(0.5943684747396899-0.9135608168859504j)
"(1.6315789473684208, -5.857142857142858)","(1.6315789473684208, -5.857142857142858)",(-0.2678153093774065-0.6824355391018032j),(-0.3788526231274874-0.7476630682488585j),(-0.6702257027604036-0.25873077942536593j),(0.24563239775567153-1.0409127696311853j)
"(1.8947368421052628, -5.857142857142858)","(1.8947368421052628, -5.857142857142858)",(0.6121050144911676-0.9929956065862948j),(0.7026258171179807-0.6001125812789694j),(-0.5162582780127779-0.5363030489465186j),(1.6499475043683-1.8425711895333967j)
"(2.1578947368421053, -5.857142857142858)","(2.1578947368421053, -5.857142857142858)",(1.6381738673608321+0.2209802329801156j),(0.6299234217712372+0.702537208509307j),(1.504969737655933+0.4062974724571133j),(2.779628442655327-0.44589398202607344j)
"(2.4210526315789473, -5.857142857142858)","(2.4210526315789473, -5.857142857142858)",(0.09361127286133082+0.555958166159246j),(-0.7422600536964811+0.4687675442710386j),(-1.5245513036484961-0.39144989945450515j),(2.5476451759289698+1.5905568536612047j)
"(2.6842105263157894, -5.857142857142858)","(2.6842105263157894, -5.857142857142858)",(0.5005038910627776+0.560970402251543j),(-0.1701644602194068-0.7048083266846981j),(0.7153613027157382+0.4843224937392823j),(0.9563148306920014+1.903397039700045j)
"(2.9473684210526314, -5.857142857142858)","(2.9473684210526314, -5.857142857142858)",(0.09671388985432308+0.4792510506590405j),(0.5042252871860369+0.08623557903953662j),(0.08875004697836672-0.05303221867534691j),(-0.30283366460143435+1.404549791612932j)
"(3.2105263157894735, -5.857142857142858)","(3.2105263157894735, -5.857142857142858)",(-0.33674534183616844+0.3531859675010758j),(-0.13140603753928626+0.2956724579518769j),(0.03595631282658882-0.4327456338325916j),(-0.9147863007958079+1.196631078383942j)
"(3.473684210526316, -5.857142857142858)","(3.473684210526316, -5.857142857142858)",(-0.6897506395448245+0.2037352185245103j),(-0.291840358455215-0.16635571912752953j),(-0.29638402755132376+0.07333526459815419j),(-1.4810275326279352+0.7042261101029063j)
"(3.7368421052631575, -5.857142857142858)","(3.7368421052631575, -5.857142857142858)",(-0.38752162617309166-0.2275987549649342j),(0.45383789542460334-0.14528870860891252j),(-0.15252574073088276+0.03574405489369748j),(-1.4638770332129956-0.5732516111795876j)
"(4.0, -5.857142857142858)","(4.0, -5.857142857142858)",(-0.2845262473698207-0.30291735650933244j),(-0.4394868739600087+0.3512231275333145j),(-0.08255705959165158+0.37605018416748387j),(-0.33153480855780176-1.6360253812287957j)
"(-1.0, -5.571428571428571)","(-1.0, -5.571428571428571)",(-0.9218515724681646-0.06622559544184906j),(0.32666578915880295+0.21288892586660987j),(-0.2325711593169053+0.8674128677180242j),(-2.8596493472463917-1.2789785799101812j)
"(-0.736842105263158, -5.571428571428571)","(-0.736842105263158, -5.571428571428571)",(-0.7457345501499586+0.4436771982631369j),(0.4398096866162048+0.00842194712535263j),(0.21888678806894712+0.4253127318303441j),(-2.895900125135028+0.897296915833714j)
"(-0.4736842105263158, -5.571428571428571)","(-0.4736842105263158, -5.571428571428571)",(0.1153558590822464+0.7390812064651502j),(0.42379996521271546-0.18649428400757678j),(0.5131244515713717+0.4118735162760795j),(-0.5908568395373479+1.991864387126948j)
"(-0.21052631578947367, -5.571428571428571)","(-0.21052631578947367, -5.571428571428571)",(-1.108542215000498+1.0949731821253543j),(0.3505375122425816-0.2979287179762309j),(1.0012454257205945+0.12793615554701632j),(-4.67740958296467+3.454912108805278j)
"(0.3157894736842104, -5.571428571428571)","(0.3157894736842104, -5.571428571428571)",(0.8235934852263426-0.06426037665456799j),(0.26207939612766623-0.3283321863379873j),(1.8094942992540297+0.510327003171664j),(0.3992067602973317-0.37477594679738074j)
"(0.5789473684210527, -5.571428571428571)","(0.5789473684210527, -5.571428571428571)",(1.4084844461422414-0.21364234996292156j),(0.29628262520458903-0.31172852476351254j),(1.0839758581709977+2.024473909251627j),(2.8451948550511386-2.353672434376879j)
"(0.8421052631578947, -5.571428571428571)","(0.8421052631578947, -5.571428571428571)",(0.5699511543584302+0.21227803730490385j),(0.4286714944330865-0.2458766075666891j),(-1.717730281765006+1.8476957877944984j),(2.9989122504072103-0.9649850683130976j)
"(1.1052631578947367, -5.571428571428571)","(1.1052631578947367, -5.571428571428571)",(0.5331499740375364-0.08071127657469675j),(0.6080020365995222+0.033655197632848965j),(-1.6100390184454085-1.670343849850899j),(2.6014869039584956+1.3945548224939597j)
"(1.3684210526315788, -5.571428571428571)","(1.3684210526315788, -5.571428571428571)",(0.8065213607028318+0.4668920624614986j),(0.4483431924087685+0.5968165789918081j),(1.384054390890017-0.5971473869918924j),(0.58716649880971+1.4010069953845803j)
"(1.6315789473684208, -5.571428571428571)","(1.6315789473684208, -5.571428571428571)",(0.29192763738545735+0.6389486919498847j),(-0.4134049038263863+0.7671689043609254j),(0.21585542693693918+0.3228064982191027j),(1.0733323890458193+0.8268706732696259j)
"(1.8947368421052628, -5.571428571428571)","(1.8947368421052628, -5.571428571428571)",(-0.011215070697351354+0.8243590523771778j),(-0.906288899598878-0.2814657064056617j),(-0.5774174700363087+1.060510777590544j),(1.4500611575431326+1.6940320859466513j)
"(2.1578947368421053, -5.571428571428571)","(2.1578947368421053, -5.571428571428571)",(0.1680031687136815+0.24378359988168663j),(0.30176593546787667-0.9000522278145646j),(0.43577719621279326-1.678073919774662j),(-0.2335336255396254+3.309476947234286j)
"(2.4210526315789473, -5.571428571428571)","(2.4210526315789473, -5.571428571428571)",(-0.6944125933434748+1.1383057162153496j),(0.7352456920707194+0.4365588225596914j),(-0.5145143140739037+1.1883946531008662j),(-2.3039691580272406+1.789963672985491j)
"(2.6842105263157894, -5.571428571428571)","(2.6842105263157894, -5.571428571428571)",(-0.7833567794748102-0.2700107932640289j),(-0.5233359833378616+0.42068162856184205j),(0.28686217176748874-0.19666513555143506j),(-2.113596526854058-1.0340488728024937j)
"(2.9473684210526314, -5.571428571428571)","(2.9473684210526314, -5.571428571428571)",(-0.08253004014729189-0.6678119047986867j),(-0.12928581759428792-0.42317108248696017j),(0.3462142257966626-0.0745801133303616j),(-0.46451852864425036-1.5056845185787386j)
"(3.2105263157894735, -5.571428571428571)","(3.2105263157894735, -5.571428571428571)",(-0.0017000183127648485-0.3171299421135159j),(0.2988145099666078-0.060203762033634964j),(-0.2587724784139982-0.3093495511175067j),(-0.04514208649090415-0.5818365131894061j)
"(3.473684210526316, -5.571428571428571)","(3.473684210526316, -5.571428571428571)",(-0.0762165554264522-0.15268375180113442j),(-0.03905608933492012+0.3996098310115236j),(-0.1154442475116587-0.014011478839495956j),(-0.0741493294327778-0.843649607575431j)
