index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)","(18,)","(19,)","(20,)","(21,)","(22,)","(23,)","(24,)","(25,)","(26,)","(27,)","(28,)","(29,)","(30,)","(31,)","(32,)","(33,)","(34,)","(35,)","(36,)","(37,)","(38,)","(39,)"
"(0,)",(0.0036323924590416124+0.005476248653956357j),(-0.00018967273958813726+0.0037638905205865146j),(-0.002131596490659255+0.00034721988621826203j),(-0.0008755468051825543-0.0015139471621971004j),(0.0009033255731643944-0.001237092392304939j),(0.001368526205546853+0.00024431272268147646j),(0.0004031390781597826+0.001226757846769899j),(-0.0007990653012716067+0.0009212877206544988j),(-0.0011570466104718687-0.00014618893563373033j),(-0.0005581557475929169-0.0009781222645298942j),(0.0003729117980836124-0.001030487532131011j),(0.0009781327731689597-0.00044116215340568577j),(0.0010069538128315576+0.0003175680370133749j),(0.0005985043422715773+0.000854275227955073j),(3.7148808749468536e-05+0.0010330298815612246j),(-0.00045294168204012414+0.0009216629329226044j),(-0.0007773635277576366+0.0006637768905031583j),(-0.0009434776045675404+0.0003849351461203024j),(-0.0010042872186779004+0.00015987607620264504j),(-0.001015607397247786+1.9910535555728844e-05j),(-0.0010150833406673092-2.6987662004193445e-05j),(-0.0010156073972477887+1.991053555572847e-05j),(-0.0010042872186779056+0.0001598760762026459j),(-0.0009434776045675391+0.00038493514612030193j),(-0.0007773635277576355+0.0006637768905031568j),(-0.00045294168204012446+0.0009216629329226015j),(3.7148808749466266e-05+0.001033029881561222j),(0.0005985043422715775+0.0008542752279550767j),(0.0010069538128315634+0.00031756803701337745j),(0.0009781327731689618-0.00044116215340568544j),(0.0003729117980836134-0.0010304875321310103j),(-0.000558155747592913-0.000978122264529893j),(-0.0011570466104718678-0.00014618893563373434j),(-0.0007990653012716125+0.0009212877206545028j),(0.0004031390781597825+0.0012267578467699027j),(0.001368526205546852+0.00024431272268147814j),(0.0009033255731643992-0.0012370923923049348j),(-0.0008755468051825479-0.0015139471621971024j),(-0.0021315964906592597+0.0003472198862182599j),(2.2812612063023837e-06+0.0036382916496847367j)
"(1,)",(-0.00018967273958813726+0.0037638905205865146j),(0.0030985329034593934+0.005112382110675398j),(-0.00011091812904681982+0.003646210172679921j),(-0.0017121606164771216+0.0002815775864677685j),(-0.0006996811581382549-0.0011968355696986884j),(0.000712176128070158-0.0009838539097695694j),(0.0010864020914870634+0.00018950110134433628j),(0.0003238694987929202+0.0009725151729928116j),(-0.000631778812778085+0.0007344094046988958j),(-0.0009203196565363721-0.00011236181167085058j),(-0.0004474736074127434-0.0007762908867013782j),(0.0002932316671034085-0.0008219048037519236j),(0.0007778501253301498-0.00035523364762399907j),(0.0008043188663438468+0.0002493724331115171j),(0.0004810916592522008+0.0006794178356751351j),(3.391370678995791e-05+0.0008248623385860556j),(-0.00035806539307888977+0.0007383988626534421j),(-0.0006186378900793566+0.0005340061762101735j),(-0.0007529006805421629+0.0003119683832793244j),(-0.0008027289457551292+0.0001323163790053884j),(-0.0008125360006052497+2.0424179463757246e-05j),(-0.0008123699753437569-1.709490829784981e-05j),(-0.000812536000605252+2.042417946375802e-05j),(-0.0008027289457551286+0.0001323163790053891j),(-0.0007529006805421645+0.00031196838327932514j),(-0.0006186378900793548+0.0005340061762101722j),(-0.00035806539307888733+0.0007383988626534392j),(3.3913706789958055e-05+0.0008248623385860569j),(0.0004810916592522041+0.0006794178356751378j),(0.0008043188663438497+0.0002493724331115164j),(0.0007778501253301498-0.0003552336476240011j),(0.0002932316671034063-0.0008219048037519211j),(-0.00044747360741274363-0.0007762908867013776j),(-0.0009203196565363773-0.00011236181167084874j),(-0.0006317788127780847+0.0007344094046988996j),(0.00032386949879292294+0.0009725151729928113j),(0.0010864020914870644+0.00018950110134433477j),(0.0007121761280701561-0.0009838539097695703j),(-0.0006996811581382608-0.001196835569698689j),(-0.0017121606164771216+0.0002815775864677742j)
"(2,)",(-0.002131596490659255+0.00034721988621826203j),(-0.00011091812904681982+0.003646210172679921j),(0.00309853290345938+0.005112382110675372j),(-0.00011091812904681555+0.0036462101726799146j),(-0.0017121606164771166+0.0002815775864677703j),(-0.0006996811581382553-0.0011968355696986858j),(0.0007121761280701548-0.0009838539097695672j),(0.0010864020914870614+0.0001895011013443336j),(0.00032386949879292104+0.0009725151729928096j),(-0.0006317788127780822+0.0007344094046988947j),(-0.0009203196565363706-0.0001123618116708495j),(-0.00044747360741274336-0.000776290886701376j),(0.0002932316671034064-0.0008219048037519203j),(0.0007778501253301478-0.00035523364762399907j),(0.0008043188663438462+0.000249372433111515j),(0.00048109165925220036+0.0006794178356751336j),(3.391370678995784e-05+0.0008248623385860547j),(-0.0003580653930788871+0.0007383988626534404j),(-0.000618637890079353+0.0005340061762101712j),(-0.0007529006805421625+0.0003119683832793248j),(-0.0008027289457551273+0.00013231637900538865j),(-0.0008125360006052497+2.0424179463757358e-05j),(-0.0008123699753437552-1.7094908297849093e-05j),(-0.0008125360006052467+2.042417946375757e-05j),(-0.0008027289457551269+0.00013231637900538865j),(-0.000752900680542161+0.0003119683832793235j),(-0.000618637890079353+0.0005340061762101702j),(-0.00035806539307888815+0.0007383988626534407j),(3.391370678995906e-05+0.0008248623385860566j),(0.00048109165925220107+0.0006794178356751344j),(0.0008043188663438455+0.000249372433111515j),(0.0007778501253301466-0.00035523364762399815j),(0.0002932316671034076-0.0008219048037519206j),(-0.0004474736074127463-0.0007762908867013788j),(-0.0009203196565363723-0.00011236181167084928j),(-0.0006317788127780823+0.0007344094046988948j),(0.00032386949879291914+0.00097251517299281j),(0.0010864020914870616+0.00018950110134433563j),(0.000712176128070155-0.0009838539097695707j),(-0.0006996811581382556-0.0011968355696986845j)
"(3,)",(-0.0008755468051825543-0.0015139471621971004j),(-0.0017121606164771216+0.0002815775864677685j),(-0.00011091812904681555+0.0036462101726799146j),(0.0030985329034593804+0.005112382110675373j),(-0.00011091812904681479+0.0036462101726799146j),(-0.001712160616477119+0.0002815775864677696j),(-0.0006996811581382544-0.0011968355696986854j),(0.0007121761280701543-0.0009838539097695677j),(0.0010864020914870623+0.00018950110134433417j),(0.0003238694987929207+0.0009725151729928095j),(-0.0006317788127780835+0.0007344094046988952j),(-0.0009203196565363714-0.00011236181167085012j),(-0.0004474736074127426-0.0007762908867013749j),(0.00029323166710340634-0.0008219048037519209j),(0.0007778501253301491-0.00035523364762399956j),(0.0008043188663438465+0.000249372433111516j),(0.0004810916592522002+0.0006794178356751353j),(3.3913706789957736e-05+0.0008248623385860542j),(-0.0003580653930788869+0.000738398862653438j),(-0.0006186378900793553+0.0005340061762101721j),(-0.000752900680542163+0.00031196838327932465j),(-0.0008027289457551296+0.00013231637900538824j),(-0.00081253600060525+2.0424179463756884e-05j),(-0.0008123699753437521-1.709490829784945e-05j),(-0.0008125360006052476+2.0424179463757375e-05j),(-0.0008027289457551254+0.00013231637900538765j),(-0.0007529006805421606+0.0003119683832793233j),(-0.0006186378900793563+0.0005340061762101723j),(-0.00035806539307888907+0.0007383988626534428j),(3.3913706789957695e-05+0.0008248623385860548j),(0.0004810916592521991+0.0006794178356751331j),(0.0008043188663438433+0.00024937243311151625j),(0.0007778501253301491-0.0003552336476239984j),(0.00029323166710340813-0.0008219048037519253j),(-0.00044747360741274493-0.0007762908867013773j),(-0.00092031965653637-0.00011236181167084947j),(-0.0006317788127780843+0.0007344094046988935j),(0.0003238694987929187+0.00097251517299281j),(0.0010864020914870644+0.00018950110134433368j),(0.0007121761280701543-0.0009838539097695683j)
"(4,)",(0.0009033255731643944-0.001237092392304939j),(-0.0006996811581382549-0.0011968355696986884j),(-0.0017121606164771166+0.0002815775864677703j),(-0.00011091812904681479+0.0036462101726799146j),(0.0030985329034593796+0.005112382110675373j),(-0.00011091812904681678+0.003646210172679915j),(-0.0017121606164771164+0.0002815775864677688j),(-0.0006996811581382547-0.0011968355696986843j),(0.0007121761280701544-0.000983853909769568j),(0.0010864020914870616+0.0001895011013443339j),(0.00032386949879292055+0.00097251517299281j),(-0.0006317788127780839+0.0007344094046988948j),(-0.000920319656536369-0.00011236181167085054j),(-0.0004474736074127426-0.0007762908867013748j),(0.0002932316671034068-0.0008219048037519214j),(0.0007778501253301493-0.0003552336476239998j),(0.0008043188663438472+0.0002493724331115171j),(0.00048109165925219977+0.0006794178356751342j),(3.391370678995771e-05+0.0008248623385860515j),(-0.00035806539307888755+0.0007383988626534397j),(-0.0006186378900793553+0.0005340061762101721j),(-0.0007529006805421651+0.00031196838327932465j),(-0.0008027289457551296+0.00013231637900538797j),(-0.000812536000605247+2.0424179463756972e-05j),(-0.0008123699753437526-1.7094908297849713e-05j),(-0.0008125360006052458+2.042417946375675e-05j),(-0.0008027289457551249+0.0001323163790053873j),(-0.0007529006805421641+0.0003119683832793245j),(-0.0006186378900793579+0.0005340061762101738j),(-0.0003580653930788882+0.0007383988626534406j),(3.391370678995735e-05+0.0008248623385860525j),(0.00048109165925219754+0.0006794178356751322j),(0.0008043188663438451+0.00024937243311151707j),(0.0007778501253301523-0.00035523364762400135j),(0.000293231667103407-0.0008219048037519233j),(-0.0004474736074127429-0.0007762908867013752j),(-0.0009203196565363698-0.0001123618116708515j),(-0.0006317788127780839+0.0007344094046988934j),(0.0003238694987929218+0.0009725151729928115j),(0.0010864020914870614+0.000189501101344334j)
"(5,)",(0.001368526205546853+0.00024431272268147646j),(0.000712176128070158-0.0009838539097695694j),(-0.0006996811581382553-0.0011968355696986858j),(-0.001712160616477119+0.0002815775864677696j),(-0.00011091812904681678+0.003646210172679915j),(0.0030985329034593817+0.0051123821106753755j),(-0.00011091812904681441+0.003646210172679916j),(-0.001712160616477118+0.0002815775864677707j),(-0.0006996811581382561-0.001196835569698686j),(0.0007121761280701545-0.0009838539097695687j),(0.001086402091487063+0.00018950110134433441j),(0.0003238694987929201+0.0009725151729928111j),(-0.0006317788127780833+0.0007344094046988939j),(-0.0009203196565363704-0.00011236181167085014j),(-0.0004474736074127438-0.0007762908867013764j),(0.00029323166710340715-0.0008219048037519227j),(0.0007778501253301511-0.00035523364762399956j),(0.0008043188663438472+0.0002493724331115165j),(0.00048109165925219846+0.0006794178356751329j),(3.391370678995741e-05+0.0008248623385860542j),(-0.00035806539307888825+0.0007383988626534401j),(-0.0006186378900793579+0.0005340061762101728j),(-0.000752900680542166+0.00031196838327932476j),(-0.0008027289457551272+0.00013231637900538727j),(-0.0008125360006052477+2.0424179463756474e-05j),(-0.0008123699753437516-1.7094908297850713e-05j),(-0.0008125360006052458+2.0424179463756704e-05j),(-0.0008027289457551288+0.00013231637900538743j),(-0.0007529006805421664+0.0003119683832793253j),(-0.0006186378900793565+0.0005340061762101725j),(-0.0003580653930788876+0.0007383988626534388j),(3.3913706789956354e-05+0.0008248623385860515j),(0.00048109165925219836+0.0006794178356751346j),(0.00080431886634385+0.00024937243311151745j),(0.0007778501253301511-0.00035523364762399983j),(0.00029323166710340683-0.0008219048037519214j),(-0.00044747360741274113-0.0007762908867013773j),(-0.0009203196565363704-0.00011236181167085155j),(-0.000631778812778085+0.0007344094046988964j),(0.0003238694987929203+0.00097251517299281j)
"(6,)",(0.0004031390781597826+0.001226757846769899j),(0.0010864020914870634+0.00018950110134433628j),(0.0007121761280701548-0.0009838539097695672j),(-0.0006996811581382544-0.0011968355696986854j),(-0.0017121606164771164+0.0002815775864677688j),(-0.00011091812904681441+0.003646210172679916j),(0.00309853290345938+0.00511238211067537j),(-0.0001109181290468148+0.0036462101726799116j),(-0.0017121606164771177+0.0002815775864677716j),(-0.0006996811581382557-0.0011968355696986845j),(0.0007121761280701543-0.0009838539097695683j),(0.0010864020914870623+0.0001895011013443345j),(0.0003238694987929199+0.0009725151729928084j),(-0.0006317788127780822+0.0007344094046988941j),(-0.0009203196565363706-0.0001123618116708485j),(-0.000447473607412744-0.0007762908867013757j),(0.000293231667103408-0.0008219048037519225j),(0.0007778501253301492-0.00035523364762400026j),(0.0008043188663438443+0.000249372433111515j),(0.00048109165925219977+0.0006794178356751336j),(3.391370678995769e-05+0.0008248623385860536j),(-0.0003580653930788888+0.0007383988626534413j),(-0.0006186378900793569+0.0005340061762101729j),(-0.0007529006805421622+0.00031196838327932357j),(-0.0008027289457551269+0.0001323163790053876j),(-0.0008125360006052453+2.042417946375684e-05j),(-0.0008123699753437503-1.7094908297849734e-05j),(-0.0008125360006052486+2.042417946375746e-05j),(-0.0008027289457551304+0.00013231637900538822j),(-0.0007529006805421637+0.0003119683832793243j),(-0.0006186378900793542+0.0005340061762101704j),(-0.0003580653930788867+0.0007383988626534372j),(3.391370678995642e-05+0.000824862338586053j),(0.00048109165925220107+0.000679417835675137j),(0.0008043188663438471+0.0002493724331115168j),(0.000777850125330148-0.00035523364762399885j),(0.0002932316671034086-0.0008219048037519206j),(-0.00044747360741274173-0.0007762908867013761j),(-0.0009203196565363721-0.00011236181167085015j),(-0.0006317788127780831+0.0007344094046988943j)
"(7,)",(-0.0007990653012716067+0.0009212877206544988j),(0.0003238694987929202+0.0009725151729928116j),(0.0010864020914870614+0.0001895011013443336j),(0.0007121761280701543-0.0009838539097695677j),(-0.0006996811581382547-0.0011968355696986843j),(-0.001712160616477118+0.0002815775864677707j),(-0.0001109181290468148+0.0036462101726799116j),(0.0030985329034593783+0.005112382110675366j),(-0.00011091812904681356+0.0036462101726799146j),(-0.0017121606164771164+0.00028157758646777043j),(-0.0006996811581382548-0.0011968355696986852j),(0.0007121761280701554-0.0009838539097695679j),(0.0010864020914870603+0.00018950110134433447j),(0.00032386949879291985+0.0009725151729928083j),(-0.0006317788127780825+0.0007344094046988953j),(-0.0009203196565363711-0.00011236181167084923j),(-0.00044747360741274325-0.0007762908867013772j),(0.0002932316671034066-0.000821904803751922j),(0.0007778501253301472-0.0003552336476239981j),(0.0008043188663438459+0.0002493724331115157j),(0.00048109165925219993+0.0006794178356751336j),(3.391370678995761e-05+0.0008248623385860553j),(-0.000358065393078889+0.0007383988626534413j),(-0.0006186378900793546+0.0005340061762101708j),(-0.0007529006805421624+0.0003119683832793236j),(-0.0008027289457551251+0.00013231637900538748j),(-0.0008125360006052448+2.0424179463757243e-05j),(-0.0008123699753437537-1.7094908297849215e-05j),(-0.0008125360006052506+2.0424179463757175e-05j),(-0.0008027289457551279+0.00013231637900538835j),(-0.0007529006805421614+0.0003119683832793238j),(-0.0006186378900793529+0.00053400617621017j),(-0.0003580653930788878+0.0007383988626534385j),(3.3913706789958326e-05+0.0008248623385860566j),(0.00048109165925220063+0.0006794178356751344j),(0.0008043188663438449+0.00024937243311151566j),(0.0007778501253301488-0.0003552336476239979j),(0.0002932316671034073-0.0008219048037519205j),(-0.0004474736074127443-0.0007762908867013768j),(-0.0009203196565363698-0.00011236181167084899j)
"(8,)",(-0.0011570466104718687-0.00014618893563373033j),(-0.000631778812778085+0.0007344094046988958j),(0.00032386949879292104+0.0009725151729928096j),(0.0010864020914870623+0.00018950110134433417j),(0.0007121761280701544-0.000983853909769568j),(-0.0006996811581382561-0.001196835569698686j),(-0.0017121606164771177+0.0002815775864677716j),(-0.00011091812904681356+0.0036462101726799146j),(0.0030985329034593813+0.005112382110675374j),(-0.00011091812904681665+0.003646210172679914j),(-0.0017121606164771188+0.00028157758646776956j),(-0.0006996811581382549-0.001196835569698687j),(0.0007121761280701552-0.0009838539097695664j),(0.0010864020914870612+0.000189501101344334j),(0.0003238694987929212+0.0009725151729928101j),(-0.0006317788127780839+0.0007344094046988956j),(-0.0009203196565363724-0.00011236181167085099j),(-0.0004474736074127436-0.0007762908867013768j),(0.00029323166710340634-0.0008219048037519203j),(0.0007778501253301495-0.00035523364762400005j),(0.0008043188663438469+0.0002493724331115159j),(0.00048109165925220085+0.0006794178356751362j),(3.391370678995726e-05+0.0008248623385860565j),(-0.0003580653930788882+0.0007383988626534388j),(-0.0006186378900793554+0.0005340061762101715j),(-0.0007529006805421614+0.00031196838327932313j),(-0.0008027289457551251+0.00013231637900538786j),(-0.0008125360006052491+2.0424179463757382e-05j),(-0.0008123699753437566-1.709490829784984e-05j),(-0.0008125360006052488+2.04241794637574e-05j),(-0.0008027289457551264+0.000132316379005388j),(-0.0007529006805421609+0.0003119683832793231j),(-0.0006186378900793552+0.0005340061762101709j),(-0.0003580653930788891+0.000738398862653443j),(3.3913706789958515e-05+0.0008248623385860549j),(0.00048109165925219906+0.000679417835675133j),(0.0008043188663438457+0.0002493724331115171j),(0.0007778501253301489-0.00035523364762399864j),(0.00029323166710340694-0.0008219048037519236j),(-0.0004474736074127436-0.0007762908867013755j)
"(9,)",(-0.0005581557475929169-0.0009781222645298942j),(-0.0009203196565363721-0.00011236181167085058j),(-0.0006317788127780822+0.0007344094046988947j),(0.0003238694987929207+0.0009725151729928095j),(0.0010864020914870616+0.0001895011013443339j),(0.0007121761280701545-0.0009838539097695687j),(-0.0006996811581382557-0.0011968355696986845j),(-0.0017121606164771164+0.00028157758646777043j),(-0.00011091812904681665+0.003646210172679914j),(0.0030985329034593787+0.005112382110675371j),(-0.00011091812904681597+0.003646210172679914j),(-0.0017121606164771186+0.0002815775864677687j),(-0.0006996811581382532-0.001196835569698684j),(0.0007121761280701541-0.0009838539097695664j),(0.001086402091487062+0.00018950110134433355j),(0.00032386949879292104+0.0009725151729928104j),(-0.000631778812778085+0.0007344094046988958j),(-0.0009203196565363711-0.0001123618116708502j),(-0.00044747360741274254-0.0007762908867013742j),(0.0002932316671034063-0.000821904803751922j),(0.0007778501253301489-0.0003552336476240001j),(0.000804318866343848+0.0002493724331115176j),(0.0004810916592522004+0.0006794178356751364j),(3.391370678995671e-05+0.0008248623385860528j),(-0.00035806539307888815+0.0007383988626534392j),(-0.0006186378900793539+0.0005340061762101698j),(-0.0007529006805421603+0.0003119683832793232j),(-0.0008027289457551283+0.0001323163790053879j),(-0.0008125360006052509+2.0424179463757297e-05j),(-0.0008123699753437537-1.709490829784954e-05j),(-0.0008125360006052463+2.0424179463757236e-05j),(-0.0008027289457551248+0.0001323163790053875j),(-0.0007529006805421624+0.00031196838327932357j),(-0.0006186378900793574+0.0005340061762101742j),(-0.0003580653930788879+0.0007383988626534407j),(3.391370678995772e-05+0.0008248623385860523j),(0.00048109165925219846+0.0006794178356751338j),(0.0008043188663438456+0.0002493724331115164j),(0.00077785012533015-0.0003552336476240005j),(0.00029323166710340656-0.000821904803751921j)
