index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(0.031889360972000375+0.21745930621275691j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.17730135983147657+0.13919682888480023j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.23114884875216507-0.015235015700733032j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.17177057460311668-0.1655741278484112j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(0.03308170373060352-0.24404458021668474j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.12216835077170315-0.22359902674001164j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.23523378655808597-0.12017426445185378j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.2732390190548141+0.02399018683068462j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.23421036030069994+0.16250097998579036j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.1390478003515492+0.261544981030373j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(-0.01818795219645732+0.30679137773495374j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(0.10029719616815147+0.30164714618787497j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(0.1976693287691603+0.26075092000349087j)
"(-1.0, -3.0)","(-1.0, -3.0)",(0.2661829464186506+0.20265794107407945j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.3069334446142006+0.14431006499331642j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.32594306029548614+0.098220264604966j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.33017684613488224+0.07200040887961259j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.32445842428530636+0.06916624521495753j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.3096268061471354+0.09002514360188515j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.28201134831357083+0.13173817468029986j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.23442136654538206+0.18723190295323183j)
"(0.23076923076923084, -3.0)","(0.23076923076923084, -3.0)",(0.15909007462540464+0.24348741285111417j)
"(0.384615384615385, -3.0)","(0.384615384615385, -3.0)",(0.05287181030642079+0.2807824387203557j)
"(0.5384615384615388, -3.0)","(0.5384615384615388, -3.0)",(-0.07608997410450172+0.27530036488054654j)
"(0.6923076923076925, -3.0)","(0.6923076923076925, -3.0)",(-0.20313739040102152+0.2072018356331808j)
"(0.8461538461538463, -3.0)","(0.8461538461538463, -3.0)",(-0.28837473117833984+0.0736533455424554j)
"(1.0, -3.0)","(1.0, -3.0)",(-0.2892531876249758-0.09864579175842274j)
"(1.1538461538461542, -3.0)","(1.1538461538461542, -3.0)",(-0.18408062017930435-0.2516534888180153j)
"(1.3076923076923084, -3.0)","(1.3076923076923084, -3.0)",(0.003709435661353509-0.31448116162143164j)
"(1.4615384615384617, -3.0)","(1.4615384615384617, -3.0)",(0.19913641479214966-0.2414018920022134j)
