index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(0.08200395656169285+0.3949746063491559j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.297543101085541+0.2259005438622578j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.33945829660749444-0.0070128800635280136j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.24452926325614333-0.17904280230775946j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(0.1047026265378629-0.24617878092947926j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.010379426690759218-0.23804013216374084j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.08609731840129817-0.2050110823722307j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.14435019796061338-0.17280753366598128j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.20590277399792573-0.1339003391383672j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.2679096076771188-0.06854861248528746j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(-0.3079291964099112+0.030336023968215265j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(-0.30302207508490625+0.14793841451696507j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(-0.24601088501826807+0.2558296184054154j)
"(-1.0, -3.0)","(-1.0, -3.0)",(-0.14899235661465593+0.3273974637432905j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(-0.03563763731374378+0.34914472922865264j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.07013972957866574+0.3230877358681799j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.15241718946785618+0.2621892681861004j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.2058472322296308+0.18354142944547494j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.233628830856078+0.10304749286244962j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.24327496095112036+0.03289284386895826j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.24226321872822004-0.018905235544003272j)
"(0.23076923076923084, -3.0)","(0.23076923076923084, -3.0)",(0.23486704845904754-0.04835678009225472j)
"(0.384615384615385, -3.0)","(0.384615384615385, -3.0)",(0.22097528926539695-0.055892489259905025j)
"(0.5384615384615388, -3.0)","(0.5384615384615388, -3.0)",(0.1974698256094295-0.04729761821619736j)
"(0.6923076923076925, -3.0)","(0.6923076923076925, -3.0)",(0.16216055846987004-0.033863103529611j)
"(0.8461538461538463, -3.0)","(0.8461538461538463, -3.0)",(0.11889747144297534-0.0297355349518557j)
"(1.0, -3.0)","(1.0, -3.0)",(0.08066306068267566-0.04539782615158645j)
"(1.1538461538461542, -3.0)","(1.1538461538461542, -3.0)",(0.06672980767798632-0.0791767396993272j)
"(1.3076923076923084, -3.0)","(1.3076923076923084, -3.0)",(0.0922500130513362-0.11228145139268622j)
"(1.4615384615384617, -3.0)","(1.4615384615384617, -3.0)",(0.15422194491306765-0.11390602399642126j)
"(1.6153846153846159, -3.0)","(1.6153846153846159, -3.0)",(0.2235555835227957-0.05835497001196674j)
"(1.7692307692307692, -3.0)","(1.7692307692307692, -3.0)",(0.25329790949214026+0.05329005906430874j)
"(1.9230769230769234, -3.0)","(1.9230769230769234, -3.0)",(0.20424598049451778+0.1824027765860072j)
"(2.0769230769230775, -3.0)","(2.0769230769230775, -3.0)",(0.07469505594673874+0.26623057523885424j)
"(2.230769230769231, -3.0)","(2.230769230769231, -3.0)",(-0.08789135494411035+0.25357981805987334j)
"(2.384615384615385, -3.0)","(2.384615384615385, -3.0)",(-0.20800279924395065+0.1413901023497794j)
"(2.5384615384615383, -3.0)","(2.5384615384615383, -3.0)",(-0.227569498045058-0.016164259372970516j)
"(2.6923076923076925, -3.0)","(2.6923076923076925, -3.0)",(-0.1451240244777905-0.13830079484350002j)
"(2.8461538461538467, -3.0)","(2.8461538461538467, -3.0)",(-0.017483596193717747-0.16957243930256394j)
"(3.0, -3.0)","(3.0, -3.0)",(0.08033974367198837-0.11450366344401738j)
"(-3.0, -2.8461538461538463)","(-3.0, -2.8461538461538463)",(0.388210930210937+0.21219235149186869j)
"(-2.8461538461538463, -2.8461538461538463)","(-2.8461538461538463, -2.8461538461538463)",(0.40224139056701824-0.103589884133059j)
"(-2.6923076923076925, -2.8461538461538463)","(-2.6923076923076925, -2.8461538461538463)",(0.2182885636359417-0.3139754094855808j)
"(-2.5384615384615383, -2.8461538461538463)","(-2.5384615384615383, -2.8461538461538463)",(-0.018142859232403302-0.34409189528225925j)
"(-2.3846153846153846, -2.8461538461538463)","(-2.3846153846153846, -2.8461538461538463)",(-0.18344783519369537-0.24263171961494026j)
"(-2.230769230769231, -2.8461538461538463)","(-2.230769230769231, -2.8461538461538463)",(-0.2431097225611328-0.10677490637602532j)
"(-2.0769230769230766, -2.8461538461538463)","(-2.0769230769230766, -2.8461538461538463)",(-0.23562963630079395-0.0018279135546714516j)
"(-1.923076923076923, -2.8461538461538463)","(-1.923076923076923, -2.8461538461538463)",(-0.2130678027656639+0.06642057806836703j)
"(-1.7692307692307692, -2.8461538461538463)","(-1.7692307692307692, -2.8461538461538463)",(-0.19591808334120867+0.12597707060625488j)
"(-1.6153846153846154, -2.8461538461538463)","(-1.6153846153846154, -2.8461538461538463)",(-0.16967875998145138+0.1976070065279267j)
"(-1.4615384615384615, -2.8461538461538463)","(-1.4615384615384615, -2.8461538461538463)",(-0.11069033647336618+0.27414580497528096j)
"(-1.3076923076923075, -2.8461538461538463)","(-1.3076923076923075, -2.8461538461538463)",(-0.012143796029623713+0.32849918087084135j)
"(-1.1538461538461537, -2.8461538461538463)","(-1.1538461538461537, -2.8461538461538463)",(0.1086865214879135+0.33532637218806466j)
"(-1.0, -2.8461538461538463)","(-1.0, -2.8461538461538463)",(0.22130051440787957+0.2872081822782148j)
"(-0.8461538461538458, -2.8461538461538463)","(-0.8461538461538458, -2.8461538461538463)",(0.2985361435751931+0.19655376700142457j)
"(-0.6923076923076921, -2.8461538461538463)","(-0.6923076923076921, -2.8461538461538463)",(0.3274438113230439+0.08660472156456792j)
"(-0.5384615384615383, -2.8461538461538463)","(-0.5384615384615383, -2.8461538461538463)",(0.3107732400212735-0.019968604479165365j)
"(-0.3846153846153846, -2.8461538461538463)","(-0.3846153846153846, -2.8461538461538463)",(0.2619536121760672-0.10838688197296313j)
"(-0.23076923076923084, -2.8461538461538463)","(-0.23076923076923084, -2.8461538461538463)",(0.19839095130372883-0.17317808673026025j)
"(-0.07692307692307665, -2.8461538461538463)","(-0.07692307692307665, -2.8461538461538463)",(0.13626114199442263-0.2153268443868267j)
"(0.0769230769230771, -2.8461538461538463)","(0.0769230769230771, -2.8461538461538463)",(0.08744740350070254-0.23793650677305148j)
"(0.23076923076923084, -2.8461538461538463)","(0.23076923076923084, -2.8461538461538463)",(0.057797078657414305-0.24284537060069927j)
"(0.384615384615385, -2.8461538461538463)","(0.384615384615385, -2.8461538461538463)",(0.04597960920936149-0.22982665635332353j)
"(0.5384615384615388, -2.8461538461538463)","(0.5384615384615388, -2.8461538461538463)",(0.04340058344343778-0.19894893032070698j)
"(0.6923076923076925, -2.8461538461538463)","(0.6923076923076925, -2.8461538461538463)",(0.03673648025806919-0.15507318287654193j)
"(0.8461538461538463, -2.8461538461538463)","(0.8461538461538463, -2.8461538461538463)",(0.014332680443943188-0.11141854864937627j)
"(1.0, -2.8461538461538463)","(1.0, -2.8461538461538463)",(-0.02485528373763933-0.08792901291481364j)
"(1.1538461538461542, -2.8461538461538463)","(1.1538461538461542, -2.8461538461538463)",(-0.06492833789884357-0.10188353223311747j)
"(1.3076923076923084, -2.8461538461538463)","(1.3076923076923084, -2.8461538461538463)",(-0.0763315399797455-0.15366669091238383j)
"(1.4615384615384617, -2.8461538461538463)","(1.4615384615384617, -2.8461538461538463)",(-0.03198027222717188-0.21719268390337532j)
"(1.6153846153846159, -2.8461538461538463)","(1.6153846153846159, -2.8461538461538463)",(0.0701947590068723-0.24613619566746797j)
"(1.7692307692307692, -2.8461538461538463)","(1.7692307692307692, -2.8461538461538463)",(0.19405307062962163-0.19897496241643114j)
"(1.9230769230769234, -2.8461538461538463)","(1.9230769230769234, -2.8461538461538463)",(0.2765513236715197-0.07045611248240659j)
"(2.0769230769230775, -2.8461538461538463)","(2.0769230769230775, -2.8461538461538463)",(0.26357416655620164+0.09389353432546699j)
"(2.230769230769231, -2.8461538461538463)","(2.230769230769231, -2.8461538461538463)",(0.14899026611349378+0.21738034133805942j)
"(2.384615384615385, -2.8461538461538463)","(2.384615384615385, -2.8461538461538463)",(-0.013608609081262532+0.23891713090108646j)
"(2.5384615384615383, -2.8461538461538463)","(2.5384615384615383, -2.8461538461538463)",(-0.1412451308615213+0.15509886001847079j)
"(2.6923076923076925, -2.8461538461538463)","(2.6923076923076925, -2.8461538461538463)",(-0.17581953716651716+0.02357778194052485j)
"(2.8461538461538467, -2.8461538461538463)","(2.8461538461538467, -2.8461538461538463)",(-0.12125087258073247-0.07820026633844977j)
"(3.0, -2.8461538461538463)","(3.0, -2.8461538461538463)",(-0.033224044643415995-0.10726681079560714j)
"(-3.0, -2.6923076923076925)","(-3.0, -2.6923076923076925)",(0.454201765840537-0.15732196984897012j)
"(-2.8461538461538463, -2.6923076923076925)","(-2.8461538461538463, -2.6923076923076925)",(0.19992347754511458-0.4122321127687081j)
"(-2.6923076923076925, -2.6923076923076925)","(-2.6923076923076925, -2.6923076923076925)",(-0.1257337230419567-0.40952430689397323j)
"(-2.5384615384615383, -2.6923076923076925)","(-2.5384615384615383, -2.6923076923076925)",(-0.3302428741610667-0.21063830061013702j)
"(-2.3846153846153846, -2.6923076923076925)","(-2.3846153846153846, -2.6923076923076925)",(-0.34821884249413604+0.028357350906433643j)
"(-2.230769230769231, -2.6923076923076925)","(-2.230769230769231, -2.6923076923076925)",(-0.2411098076512865+0.18574512934862025j)
"(-2.0769230769230766, -2.6923076923076925)","(-2.0769230769230766, -2.6923076923076925)",(-0.11114484426855392+0.2376322526592423j)
"(-1.923076923076923, -2.6923076923076925)","(-1.923076923076923, -2.6923076923076925)",(-0.018320345981617185+0.23186710015881967j)
"(-1.7692307692307692, -2.6923076923076925)","(-1.7692307692307692, -2.6923076923076925)",(0.041230860283805605+0.22170749676916343j)
"(-1.6153846153846154, -2.6923076923076925)","(-1.6153846153846154, -2.6923076923076925)",(0.10164992346812131+0.22161149987769305j)
"(-1.4615384615384615, -2.6923076923076925)","(-1.4615384615384615, -2.6923076923076925)",(0.18311005664481153+0.20971737060060097j)
"(-1.3076923076923075, -2.6923076923076925)","(-1.3076923076923075, -2.6923076923076925)",(0.2735694811149726+0.15866953049167085j)
"(-1.1538461538461537, -2.6923076923076925)","(-1.1538461538461537, -2.6923076923076925)",(0.3411885020184469+0.06233542870669432j)
"(-1.0, -2.6923076923076925)","(-1.0, -2.6923076923076925)",(0.35849174878026685-0.05952052963593876j)
"(-0.8461538461538458, -2.6923076923076925)","(-0.8461538461538458, -2.6923076923076925)",(0.318070447809734-0.17485524833829963j)
"(-0.6923076923076921, -2.6923076923076925)","(-0.6923076923076921, -2.6923076923076925)",(0.23270174631563353-0.2568662810756201j)
"(-0.5384615384615383, -2.6923076923076925)","(-0.5384615384615383, -2.6923076923076925)",(0.12527292539036192-0.29414481264812714j)
"(-0.3846153846153846, -2.6923076923076925)","(-0.3846153846153846, -2.6923076923076925)",(0.017776552574583056-0.2909802390733245j)
"(-0.23076923076923084, -2.6923076923076925)","(-0.23076923076923084, -2.6923076923076925)",(-0.07470375825274428-0.26152307269648667j)
"(-0.07692307692307665, -2.6923076923076925)","(-0.07692307692307665, -2.6923076923076925)",(-0.14430839725644443-0.22253924521242865j)
"(0.0769230769230771, -2.6923076923076925)","(0.0769230769230771, -2.6923076923076925)",(-0.18763592326607836-0.18746989553299773j)
"(0.23076923076923084, -2.6923076923076925)","(0.23076923076923084, -2.6923076923076925)",(-0.20325559477676908-0.1625225705325101j)
"(0.384615384615385, -2.6923076923076925)","(0.384615384615385, -2.6923076923076925)",(-0.19181330517481918-0.1450867775452929j)
"(0.5384615384615388, -2.6923076923076925)","(0.5384615384615388, -2.6923076923076925)",(-0.15892756807047564-0.1254284509055123j)
"(0.6923076923076925, -2.6923076923076925)","(0.6923076923076925, -2.6923076923076925)",(-0.11841132613147955-0.09270321655743682j)
"(0.8461538461538463, -2.6923076923076925)","(0.8461538461538463, -2.6923076923076925)",(-0.09139624910392449-0.04430538636981904j)
"(1.0, -2.6923076923076925)","(1.0, -2.6923076923076925)",(-0.09785090150407469+0.00629298256355372j)
"(1.1538461538461542, -2.6923076923076925)","(1.1538461538461542, -2.6923076923076925)",(-0.14218041798719805+0.030712921714170196j)
"(1.3076923076923084, -2.6923076923076925)","(1.3076923076923084, -2.6923076923076925)",(-0.20194389355541437+0.0004504601031090419j)
"(1.4615384615384617, -2.6923076923076925)","(1.4615384615384617, -2.6923076923076925)",(-0.23189331109174405-0.08986925313123553j)
"(1.6153846153846159, -2.6923076923076925)","(1.6153846153846159, -2.6923076923076925)",(-0.18829999254880017-0.20676491650496634j)
"(1.7692307692307692, -2.6923076923076925)","(1.7692307692307692, -2.6923076923076925)",(-0.06223964037829007-0.2868838996248411j)
"(1.9230769230769234, -2.6923076923076925)","(1.9230769230769234, -2.6923076923076925)",(0.10277565371750366-0.2729521529544199j)
"(2.0769230769230775, -2.6923076923076925)","(2.0769230769230775, -2.6923076923076925)",(0.22874156091903067-0.15554273696183318j)
"(2.230769230769231, -2.6923076923076925)","(2.230769230769231, -2.6923076923076925)",(0.2513735404872497+0.01232453771221216j)
"(2.384615384615385, -2.6923076923076925)","(2.384615384615385, -2.6923076923076925)",(0.1653725278238921+0.14531847579462828j)
"(2.5384615384615383, -2.6923076923076925)","(2.5384615384615383, -2.6923076923076925)",(0.02950571054296299+0.18270929445925566j)
"(2.6923076923076925, -2.6923076923076925)","(2.6923076923076925, -2.6923076923076925)",(-0.07617582050285555+0.12816966864765333j)
"(2.8461538461538467, -2.6923076923076925)","(2.8461538461538467, -2.6923076923076925)",(-0.10755968610070152+0.03929269758728657j)
"(3.0, -2.6923076923076925)","(3.0, -2.6923076923076925)",(-0.08019986504308116-0.023607966847690634j)
"(-3.0, -2.5384615384615383)","(-3.0, -2.5384615384615383)",(0.21827992845038952-0.4678216244580996j)
"(-2.8461538461538463, -2.5384615384615383)","(-2.8461538461538463, -2.5384615384615383)",(-0.18598078917832248-0.4641051811564115j)
"(-2.6923076923076925, -2.5384615384615383)","(-2.6923076923076925, -2.5384615384615383)",(-0.43720254090278915-0.18714656780036407j)
"(-2.5384615384615383, -2.5384615384615383)","(-2.5384615384615383, -2.5384615384615383)",(-0.4170001451264173+0.14842170413991143j)
"(-2.3846153846153846, -2.5384615384615383)","(-2.3846153846153846, -2.5384615384615383)",(-0.20311998437992307+0.346303377581914j)
"(-2.230769230769231, -2.5384615384615383)","(-2.230769230769231, -2.5384615384615383)",(0.03734245194408639+0.35176137031940796j)
"(-2.0769230769230766, -2.5384615384615383)","(-2.0769230769230766, -2.5384615384615383)",(0.18537518071766496+0.2400089429927132j)
"(-1.923076923076923, -2.5384615384615383)","(-1.923076923076923, -2.5384615384615383)",(0.22898929673546448+0.11817028678041522j)
"(-1.7692307692307692, -2.5384615384615383)","(-1.7692307692307692, -2.5384615384615383)",(0.22591099524256422+0.03985793190489229j)
"(-1.6153846153846154, -2.5384615384615383)","(-1.6153846153846154, -2.5384615384615383)",(0.2300356802053305-0.00934721898538269j)
"(-1.4615384615384615, -2.5384615384615383)","(-1.4615384615384615, -2.5384615384615383)",(0.24884954643748158-0.06968920373202926j)
"(-1.3076923076923075, -2.5384615384615383)","(-1.3076923076923075, -2.5384615384615383)",(0.25269361612741315-0.1600305404189183j)
"(-1.1538461538461537, -2.5384615384615383)","(-1.1538461538461537, -2.5384615384615383)",(0.21073926281298394-0.262840061436062j)
"(-1.0, -2.5384615384615383)","(-1.0, -2.5384615384615383)",(0.11785567411525572-0.341528915721109j)
"(-0.8461538461538458, -2.5384615384615383)","(-0.8461538461538458, -2.5384615384615383)",(-0.003893065427905639-0.36697885148996956j)
"(-0.6923076923076921, -2.5384615384615383)","(-0.6923076923076921, -2.5384615384615383)",(-0.12175309038914355-0.3324244529165793j)
"(-0.5384615384615383, -2.5384615384615383)","(-0.5384615384615383, -2.5384615384615383)",(-0.21036197072047197-0.25171138866149584j)
"(-0.3846153846153846, -2.5384615384615383)","(-0.3846153846153846, -2.5384615384615383)",(-0.26053157536698346-0.14844933586489706j)
"(-0.23076923076923084, -2.5384615384615383)","(-0.23076923076923084, -2.5384615384615383)",(-0.277631426388702-0.045680593020960426j)
"(-0.07692307692307665, -2.5384615384615383)","(-0.07692307692307665, -2.5384615384615383)",(-0.27416937357173954+0.03923773917493034j)
"(0.0769230769230771, -2.5384615384615383)","(0.0769230769230771, -2.5384615384615383)",(-0.26158952333624214+0.09541545614922532j)
"(0.23076923076923084, -2.5384615384615383)","(0.23076923076923084, -2.5384615384615383)",(-0.24454006164286338+0.11826134588776427j)
"(0.384615384615385, -2.5384615384615383)","(0.384615384615385, -2.5384615384615383)",(-0.21956606765991737+0.11080403455302867j)
"(0.5384615384615388, -2.5384615384615383)","(0.5384615384615388, -2.5384615384615383)",(-0.17938763657308507+0.08584061462788009j)
"(0.6923076923076925, -2.5384615384615383)","(0.6923076923076925, -2.5384615384615383)",(-0.12195901599885842+0.06511614036136937j)
"(0.8461538461538463, -2.5384615384615383)","(0.8461538461538463, -2.5384615384615383)",(-0.05962348501236937+0.0713558148792103j)
"(1.0, -2.5384615384615383)","(1.0, -2.5384615384615383)",(-0.02027006266421491+0.11349807320653968j)
