index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)"
"(1.4615384615384617, -3.0)",(-0.0005657608156122481-0.009104934825015207j),(-0.0020177776231542557+0.005388884275690012j),(0.002010551791509249-0.007918763338318447j),(0.008426085887764143+0.0076546979813454505j),(-0.0005512260338112836+0.01325980699131999j),(0.004331132236201951+0.011581764802574454j),(0.008574343313778071-0.0038267329150746834j),(-0.006457426013469194-0.00014374961535947383j),(0.005153046774064478-0.0015138841901545022j),(-0.006562033896678888+0.004284264564190709j),(0.014169137813715944+0.004108742785247815j),(0.016893971885229016-0.0018218821896437297j),(0.0005258773983227968+0.010047469303883151j)
"(1.6153846153846159, -3.0)",(0.0012991839125982728-0.009141369502404467j),(-0.0030307873903285564+0.004669919832404414j),(0.004025671067586192-0.0066923475991278476j),(0.004706425698047896+0.009967658211742733j),(-0.006765645550650096+0.011222577384047925j),(-0.0030668170976049856+0.012051965918204859j),(0.009186747822618777+0.0026426169062567593j),(-0.0046024328830041915-0.004681891095079099j),(0.004587821236592851+0.0026451627896965915j),(-0.0072604873649410534-0.0013985812185172701j),(0.008360233880987802+0.011195885425303271j),(0.01590758016653875+0.006169225346569415j),(-0.002710178151238681+0.010211233434347317j)
"(1.7692307692307692, -3.0)",(0.0036578502921970762-0.008619098582577683j),(-0.004025381755706686+0.003606270040600698j),(0.00573526945691078-0.004781463304706558j),(0.0001298909810154103+0.010659045422440575j),(-0.011366170786154916+0.006130922729503853j),(-0.009660856846256014+0.00789903470931735j),(0.0051938330432007105+0.008205146132304136j),(0.00013130647113342273-0.006665810004486249j),(0.0011054313763458757+0.0051182110008712286j),(-0.0038216492474526438-0.005869737694949227j),(-0.0006859605557976942+0.01320436969142541j),(0.010524354313529508+0.013368853642107742j),(-0.006528062224974914+0.008906685837070919j)
"(1.9230769230769234, -3.0)",(0.006246270533566291-0.007169119241180737j),(-0.004807765632006465+0.0021472193576633795j),(0.006778820244325376-0.0022515109092156745j),(-0.0044985824808662315+0.009263945891803883j),(-0.012674183604952729-0.0008890083293991329j),(-0.012493272241488355+0.0002705115987847255j),(-0.0018281388481996934+0.009673167793627745j),(0.005032560484422577-0.00451878769292083j),(-0.0031242759346122536+0.004143161739127084j),(0.0016943328132212818-0.00644204125846809j),(-0.008859358578819542+0.008833882205465179j),(0.0013633574037685496+0.016810388221507544j),(-0.010038002981377013+0.0055823148637768735j)
"(2.0769230769230775, -3.0)",(0.00854777994311261-0.004511619976113464j),(-0.005137994306768335+0.0003346743744797687j),(0.0068097033753820235+0.000628766870514514j),(-0.008087570887394575+0.005782169124812694j),(-0.009827100279897272-0.007694591645394529j),(-0.009804823217305029-0.007736778237728381j),(-0.00816512137483011+0.005704496138966512j),(0.0068133927444229084+0.000744938217100836j),(-0.005146727342243138+0.00022877411378785233j),(0.005721119899995472-0.0027754530123205584j),(-0.011844373835619+0.0001371945842666415j),(-0.00873280568951173+0.014156861692632083j),(-0.011883052051327404+0.0002710293796632135j)
"(2.230769230769231, -3.0)",(0.009807892023607885-0.0006537010875401232j),(-0.004775873408465649-0.0016512586174854845j),(0.005616049335087536+0.0033796167582888447j),(-0.009553863370007654+0.0008655640060286843j),(-0.0034333508055750827-0.011753968369226972j),(-0.002336831009207433-0.012240751325909162j),(-0.009886331044726538-0.0018592676189812059j),(0.003928047764174587+0.0057187870828725096j),(-0.0033602855379800257-0.003865898530492221j),(0.005524762015376016+0.0025665573367347266j),(-0.007866938857007297-0.008009740768170511j),(-0.015396157829385904+0.005462501164530759j),(-0.01066887226878647-0.0059968601650855395j)
"(2.384615384615385, -3.0)",(0.009206024102327773+0.0038987677077409327j),(-0.003565726965464044-0.003472104236430988j),(0.0032563372995656195+0.005382025351057726j),(-0.008247143388461619-0.004197083209784533j),(0.004280299498429474-0.011211245980777603j),(0.006472585448865642-0.010594089902967903j),(-0.005466132172218181-0.00854390707933081j),(-0.0019126104687509683+0.006749200396349457j),(0.0010215286338563201-0.004995084271335826j),(0.0013197597567952606+0.005704711384686898j),(0.0006356408965695148-0.010637401564411291j),(-0.014875187763124862-0.0058677110389343465j),(-0.005762303326445504-0.011138627809893215j)
"(2.5384615384615383, -3.0)",(0.006214377419219545+0.00804490140278486j),(-0.0015467740202995844-0.0046684331498049805j),(0.0001540558871785178+0.006044109675154126j),(-0.004354750218922417-0.007791258598892952j),(0.010126050689196685-0.005960616482598276j),(0.011924168289057116-0.003219378767740997j),(0.0026771087112948916-0.009853749137695059j),(-0.006525686566575617+0.0027595995400738977j),(0.004604475398570984-0.0021442627102221906j),(-0.0036405348718338945+0.0043146319854343845j),(0.008077717345166609-0.006115895494235805j),(-0.006685191896700894-0.014106982866733845j),(0.001869953371163236-0.012654330306679264j)
"(2.6923076923076925, -3.0)",(0.0010593067661830687+0.010276131033829749j),(0.0009519788168594903-0.004780698311684895j),(-0.0029184730094789463+0.005036148020424229j),(0.0009322617554753854-0.008559460765303846j),(0.011338743509797475+0.0018976556497523939j),(0.010679507848150754+0.006047103571882876j),(0.009226571423478066-0.0044989201489602434j),(-0.00623957020053043-0.0034885691596425027j),(0.004414263778582041+0.0024805195934277j),(-0.005442278482770628-0.000413655403469132j),(0.009376013354925813+0.0022862760020984857j),(0.005107446468414239-0.014326253427088985j),(0.009412127948585161-0.00895632017494946j)
"(2.8461538461538467, -3.0)",(-0.004955536015996617+0.009245646391469341j),(0.003298657350646782-0.0035482221262302023j),(-0.005018830843572439+0.002514275569010205j),(0.005681022283882872-0.006061686158660386j),(0.007109281610756184+0.008708135632325451j),(0.0031036941566803798+0.011779645403256447j),(0.009433814366907945+0.004149309302255664j),(-0.0009838148558081066-0.007137817931087117j),(0.0004931129337545814+0.005026003911197149j),(-0.002689781402139611-0.0045554241754287884j),(0.003778521164692064+0.008399303391334812j),(0.013546897271946856-0.005951536994355204j),(0.013120937646559337-0.0008008140946709198j)
"(3.0, -3.0)",(-0.009595891853118283+0.004600196288828797j),(0.0046934533652038465-0.0011255980373744495j),(-0.005365819251342453-0.0007870362819112179j),(0.007930923437973714-0.001185315382167854j),(-0.0006243750839582632+0.010969683835698376j),(-0.006398103738861377+0.01024635533909958j),(0.002789156136105757+0.0099515508718642j),(0.005205447848120258-0.0050543121045342225j),(-0.003868434832402818+0.003228370172031561j),(0.0022000376635560727-0.004644792852564858j),(-0.004265102093094236+0.0077048554399890695j),(0.013089011547742694+0.005955707826580209j),(0.010373942270036851+0.008248877388235406j)
"(-3.0, -2.8461538461538463)",(0.011542348757451186-0.0025399054941029594j),(0.005144690477331203+0.010551132630107872j),(0.004203656215487842+0.011185102643105396j),(0.009551119364940908-8.257606540657704e-05j),(-0.00481962841789392-0.004377744772349002j),(0.004013631878749492+0.002696172962553994j),(-0.005786751922752191-0.0010773589907149678j),(0.008897087577060751+0.006012202638708116j),(0.013347859424776497-0.0074889288909210545j),(0.011014640328135296+0.0037342794574753858j),(-0.00609719088770213+0.0017202488816781324j),(0.004769855050781779+0.0004015493962241603j),(-0.005847353804421739-0.0019292446977102915j)
"(-2.8461538461538463, -2.8461538461538463)",(0.004861882276942193-0.010752000549195j),(0.011416004274010396+0.0029005288501882764j),(0.011120012577908145+0.00489713423892401j),(0.0073373704226044716-0.006575909652845756j),(-0.006743625099505598-0.0005565118362405236j),(0.004943463002795244-8.882547788639463e-05j),(-0.0052387565284573966+0.0024689549459428243j),(0.010456406354636408-0.0011774162633068164j),(0.003757977095050693-0.015051827536354569j),(0.010097627885917424-0.006734752047123852j),(-0.0020415541522703006+0.0062680703586277895j),(0.0029550962209146012-0.0038469203241445343j),(-0.004856453878104437+0.0037445602993445627j)
"(-2.6923076923076925, -2.8461538461538463)",(-0.005556138540091391-0.0103786339590555j),(0.00972051363679989-0.006701096313874087j),(0.011545119388347505-0.004378065601713488j),(0.0014276946582445302-0.010063107689269777j),(-0.006017596532966532+0.0036542658422637772j),(0.004195900472990431-0.00284503073228825j),(-0.002942974515332522+0.0048824928479523355j),(0.007281570342992979-0.007251603690724548j),(-0.0080760892453248-0.013447186231348674j),(0.0011289055170024375-0.012629787093734456j),(0.004167247887621586+0.005471203538327884j),(-0.0016099710754423934-0.004651649719363662j),(0.0003049296053695676+0.006096503081198458j)
"(-2.5384615384615383, -2.8461538461538463)",(-0.011549864296907453-0.0020717802352489692j),(0.001555151313787756-0.011717458213756873j),(0.005469839307764156-0.011281021182993392j),(-0.005334633055142811-0.009024427602162174j),(-0.0030269273153926287+0.006678792009839073j),(0.002175126698584006-0.004737012981849124j),(3.591116340522909e-05+0.005616966187597179j),(0.0015402937596893818-0.009881494518905534j),(-0.015209142298504244-0.00432217662612812j),(-0.009324985833337-0.00942480094203617j),(0.007192356514498154-0.0002082032722590434j),(-0.004831688997250378-0.0012964334793266932j),(0.005114010582142875+0.0032744852046947236j)
"(-2.3846153846153846, -2.8461538461538463)",(-0.008871294401903446+0.0076055630507645315j),(-0.007477173508583907-0.009152049664557533j),(-0.003559082144111465-0.012209452486569756j),(-0.010006379207939514-0.004088617305101972j),(0.0010956546788000304+0.0075653090663584475j),(-0.0004234020559941549-0.005358337528895j),(0.0027231664467326443+0.004827801116788095j),(-0.004098951659842101-0.00878826296712833j),(-0.014364213649373007+0.0067679310989672775j),(-0.013852080436264796+0.0007122025745686364j),(0.004338798719891829-0.006179399889876178j),(-0.003898627284605657+0.0032776315618234272j),(0.005633598289854665-0.0021719335242700775j)
"(-2.230769230769231, -2.8461538461538463)",(8.511320393888395e-05+0.011624388641653239j),(-0.011752284206324225-0.0010422338799227714j),(-0.010812524006296084-0.0070099155389151j),(-0.010837309132476441+0.002581351032251393j),(0.005022794339210586+0.006194334006980118j),(-0.0029109586913934104-0.00473546562161331j),(0.004541645821558971+0.0030688190928910815j),(-0.0077915885141744716-0.00520210283243772j),(-0.006946943444244851+0.014275851576569859j),(-0.009434915280625927+0.011027226590576837j),(-0.002318472295265267-0.007602607047503921j),(0.0003822904356931648+0.005182735252695579j),(0.00166061640061824-0.005765866150551885j)
"(-2.0769230769230766, -2.8461538461538463)",(0.008743367402488872+0.007550120630804464j),(-0.009085538597482005+0.00746533796774354j),(-0.012957496339685626+0.0014593874410527938j),(-0.007771146510885689+0.00844150416261098j),(0.007713272718440925+0.0031299517020478957j),(-0.004802560294024323-0.003188672860027771j),(0.005349744677118568+0.0009617615548800768j),(-0.008981350877416777-0.0008293081975533356j),(0.0028437887253612917+0.015534356188170473j),(0.001060058282736423+0.015141355092786938j),(-0.0077612194400374646-0.0031988587802146847j),(0.004476447075919611+0.002866649816830277j),(-0.0034896427164679226-0.004832042628629131j)
