index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)"
"(2.5384615384615383, -1.4615384615384615)",(-0.008168460176243057-0.014415866321761143j),(0.004042256261019265+0.005197486816298482j),(-0.0012955880434905366-0.00579988877529587j),(0.0016434739659453967+0.00795468247280735j),(-0.010106012296320932-0.005256313968049431j),(0.000537177575962908-0.013739994914054763j),(-0.0008334919240512653-0.013491209040494046j),(-0.010677631791555302-0.002018746732492623j),(0.004696025058801416+0.006041243117089056j),(-0.0041255426602104595-0.004080918180425571j),(0.006663410099841979+0.0024896789075459893j),(-0.009788546008517526-0.00974883535055206j),(-0.0191749704966503+0.0021649707975390274j)
"(2.6923076923076925, -1.4615384615384615)",(0.0058555731535300404-0.015619368466096375j),(-0.0007895643482849437+0.0065968477469255694j),(0.003013370745566266-0.0048726259221753j),(-0.0045373628136636136+0.006271153546390887j),(-0.0020566818748735337-0.010780769029524146j),(0.011421205853962516-0.007091135967669648j),(0.011084537835996989-0.007456291940909622j),(-0.003131143161513603-0.010322501824429042j),(-0.0033704099189884383+0.006783064625768747j),(0.0019395232560893622-0.005342329057673238j),(0.0005305501540126378+0.006813821382478793j),(0.003929386827469218-0.012485474623710467j),(-0.01185967958559644-0.014508252519160214j)
"(2.8461538461538467, -1.4615384615384615)",(0.015957874089218983-0.0050410029215358695j),(-0.005399174635875158+0.003979887273002272j),(0.0054199667786198336-0.0011741565656370927j),(-0.007362602928662951+0.0006719865683565336j),(0.007070895568284626-0.007874849384240691j),(0.01193236865309311+0.005512103915992748j),(0.011848359728829897+0.005814351835832119j),(0.007675685322948739-0.007459350836808873j),(-0.007496338913733818-0.00011110653911186526j),(0.005553197079867939-0.0004570169119228228j),(-0.005745473194608171+0.003219612139496435j),(0.012280389219504735-0.002051600796017477j),(0.005923914347302235-0.017189454648778024j)
"(3.0, -1.4615384615384615)",(0.013553357787450577+0.009826782723880267j),(-0.0066175778320746795-0.0014331749621189177j),(0.0043930105340669+0.0031191733739889625j),(-0.005013381304717182-0.004995720235480736j),(0.010167458638498664+0.0009886661852329165j),(0.001775007224774055+0.012729884597996795j),(0.0007687706734328212+0.01301306512830481j),(0.010052712338691875+0.003413807010102538j),(-0.003088441096203595-0.006747456741391581j),(0.00267529949048171+0.004768126489025405j),(-0.005146084230767014-0.0037425938657685356j),(0.006995929129427863+0.009607736101632606j),(0.017265368783889547-0.0036015742318552695j)
"(-3.0, -1.3076923076923075)",(0.011349430502527121+0.010556246055234303j),(0.0056207840394723796+0.012156187187729886j),(0.011031793358500444+0.0035855717918347255j),(-0.0010466026440033426-0.008323338345355254j),(-0.00014302519786399049+0.005883879769972926j),(-0.002220188461859802-0.005298582662101891j),(0.004091878617587133+0.00898054925719381j),(0.014413193371423771-0.0090840936026501j),(0.014722521537720745-0.0037676368554972815j),(-0.003202310485452059+0.007416806546023169j),(0.003434134617594926-0.0042171954490850564j),(-0.00544809238120987+0.003463575865667621j),(0.005213148234332403-0.007778792897294433j)
"(-2.8461538461538463, -1.3076923076923075)",(0.014773048756665394-0.0052784227221063j),(0.013580724224370923+0.0012545458754437354j),(0.009342716190136794-0.007454896275314595j),(-0.007593280135282699-0.004337589615807516j),(0.0045996783341307945+0.004044277235527589j),(-0.0055018113295894795-0.0017916094007851666j),(0.009500453250373249+0.002144842353189283j),(-0.00014680572546178745-0.017317918899024398j),(0.003493450632723159-0.015499747480830377j),(0.005628704933822961+0.00623994814861599j),(-0.002513350654241256-0.004978582177932913j),(0.0009096875949019428+0.006491804125491814j),(-0.004820323748466461-0.008142068521464133j)
"(-2.6923076923076925, -1.3076923076923075)",(0.0022151279453133505-0.015721506633167053j),(0.00813136224800618-0.011260854329236632j),(-0.0009604645574040603-0.012286660549226057j),(-0.00844550742332357+0.0034735333905803437j),(0.006341178885092455-0.0008262844362070962j),(-0.005083692635592468+0.0028777742705134095j),(0.007501440915832179-0.005957475908883504j),(-0.014848644950417357-0.009386438081657811j),(-0.012721497896202633-0.010758142262627316j),(0.008369873255961837-0.0026155251209628414j),(-0.005720892238005234+0.00027080508318358897j),(0.006383330542198245+0.0018960005803015136j),(-0.009524591401364713+0.0008246679337590438j)
"(-2.5384615384615383, -1.3076923076923075)",(-0.012997140140672516-0.009444037609462847j),(-0.0055497780027697705-0.013011211693883274j),(-0.010963154263526674-0.0064406930448621625j),(-0.002738438905806134+0.009151900552922273j),(0.00387110716518974-0.005468943000122679j),(-0.001513416346441794+0.005719814571683064j),(0.00036755163713764465-0.009379512639664137j),(-0.016269531189492262+0.007129636200239058j),(-0.016283811651361148+0.006478770971317098j),(0.0011941750698685998-0.009105843192068391j),(-0.0021484308456031264+0.005485552799646354j),(0.00445042269282035-0.005098091025218662j),(-0.003442378994933245+0.009024096140191286j)
"(-2.3846153846153846, -1.3076923076923075)",(-0.014648866896624282+0.007042803699879813j),(-0.014244271695551251-0.002138097569971646j),(-0.012009576320992834+0.005295144017546938j),(0.005466558971267295+0.008385786740988157j),(-0.0012682283789469402-0.006931850348450261j),(0.002892761295237585+0.005276547913319361j),(-0.006461698224327363-0.006495479140291907j),(-0.003682267629077639+0.017500546137076765j),(-0.0022819957242864626+0.018355067741500492j),(-0.00815070084810088-0.005183529606393911j),(0.00425448409489231+0.00433126933529037j),(-0.0028246880523265855-0.006274142168588565j),(0.006668523641830797+0.007120804763836929j)
"(-2.230769230769231, -1.3076923076923075)",(-0.0008663863750358516+0.016416131888487215j),(-0.0095826795798083+0.011098645083892984j),(-0.003036147556385148+0.01320900662129919j),(0.010391145921641146+0.001553292131167311j),(-0.006036639226755379-0.0043495036573709105j),(0.005778356089834825+0.0021119971315176657j),(-0.008908179004969163-0.00010130523624120416j),(0.011680247305447167+0.01356019965400236j),(0.015695700418103174+0.011717762450427913j),(-0.008625089578080258+0.005465335358735685j),(0.005879699517719584-0.0021785933972464787j),(-0.006999103316725604-5.866837050594427e-05j),(0.00942459957430426-0.0028688445769782306j)
"(-2.0769230769230766, -1.3076923076923075)",(0.014071246973134936+0.008842489156654823j),(0.00416572562465531+0.014327216596568326j),(0.008856043893910379+0.010841080743387401j),(0.00865621699988274-0.006858336499034286j),(-0.007842621012967404+0.0008362282002681278j),(0.006004257752565073-0.0020064052462797763j),(-0.006537114207279387+0.005640043654056748j),(0.017761222180496295-0.0003480836347396865j),(0.019225692032279095-0.007961422933460227j),(0.0013075607354480951+0.010780199394647288j),(0.00043760558640777464-0.006477513623334867j),(-0.0030427806049148987+0.006441216463980621j),(0.0016380416006612946-0.009808865628825601j)
"(-1.923076923076923, -1.3076923076923075)",(0.014791541642129943-0.007946886732801271j),(0.014465228782745157+0.004578259994063491j),(0.014457495282993744-6.12753876373523e-05j),(0.0012934692138852285-0.01155086579165429j),(-0.005859016086820693+0.0060101139688162235j),(0.003848125975536525-0.005317738688815343j),(-0.0016463596657638904+0.008186710091086003j),(0.011501885952205738-0.013111883940148514j),(0.003727610509296927-0.021848339185895706j),(0.011007811418713006+0.003762981793255662j),(-0.005946911891629059-0.0031767335661594997j),(0.00464424579625164+0.00557281760028103j),(-0.008102730428513278-0.00591804661611161j)
"(-1.7692307692307692, -1.3076923076923075)",(0.0005644832331537586-0.0169427804106021j),(0.012184585758610653-0.00944112752007969j),(0.009612203313218251-0.011419724899359635j),(-0.007365048233578169-0.009781002980050874j),(-0.0011052461432736343+0.00889700314987351j),(0.0004177607567262218-0.006852454844325122j),(0.0030626580187868963+0.007476346420016851j),(-0.0008625922974418284-0.016861293271341424j),(-0.017090671207565217-0.01632659025436586j),(0.00891077582070469-0.008871499419343756j),(-0.005568885863223506+0.0042856618613912115j),(0.007147075262412913-0.0018856383115932265j),(-0.009022267224396655+0.00457786329246417j)
"(-1.6153846153846154, -1.3076923076923075)",(-0.014389669026481072-0.00923437719689906j),(-0.0005723649572332123-0.015629515608159148j),(-0.002169911024420281-0.015245939835212125j),(-0.01263565488418883-0.0026171295982506276j),(0.004421242695081801+0.008530012517362828j),(-0.003104991398302001-0.006548682295252562j),(0.006107449066492148+0.004929510220467854j),(-0.01091216032286977-0.011776237258180786j),(-0.0247911559436327+0.004331069901665732j),(-0.004240098125449931-0.01307061526037126j),(0.0016784660947650417+0.007162403878463008j),(0.001359130994508662-0.007412770423952047j),(-6.895843116547087e-05+0.010192521331968098j)
"(-1.4615384615384615, -1.3076923076923075)",(-0.01550474984595315+0.007498903129669824j),(-0.01302289872401583-0.009021093241777972j),(-0.012940528315366625-0.009183778356910055j),(-0.012077688592586414+0.006247337716381593j),(0.008838961117071005+0.005332314575220281j),(-0.005947345157315415-0.004928134739249661j),(0.007413198362203392+0.0020614251899406964j),(-0.014585874160969391-0.0032833106218017783j),(-0.013165053897983503+0.023141152298338723j),(-0.014998216799338918-0.002605221548526837j),(0.007593820696643991+0.0015195679020613658j),(-0.006242003046528223-0.004490313231052242j),(0.009050938313870611+0.004827179830532637j)
"(-1.3076923076923075, -1.3076923076923075)",(-0.0019655034174547556+0.017209411651561077j),(-0.015295921949748034+0.004733831215309508j),(-0.016105373768646902+0.0026465263782293686j),(-0.006297187594140379+0.012857428965023605j),(0.01109540197507297+0.0005544062040033287j),(-0.007859006393400059-0.002683323254894468j),(0.007652592565338405-0.0002482530600474117j),(-0.013153677601036237+0.0035372941906641584j),(0.007961789971484988+0.02658537258482955j),(-0.01080487042745389+0.013317840253671743j),(0.004824379354659435-0.0066452846695790125j),(-0.00688573160988141+0.003773264977593273j),(0.008568651501347224-0.00573151129432903j)
"(-1.1538461538461537, -1.3076923076923075)",(0.013356962175900995+0.011128323645490018j),(-0.006137279184658755+0.014924573789788953j),(-0.010315247712489472+0.013190489398932382j),(0.0020206921752459668+0.014910690534139768j),(0.01110152460427209-0.00444951668541881j),(-0.008985643031331045-0.00040115624497813327j),(0.007574731272790514-0.0017383611749435435j),(-0.010049790881429415+0.0068981622931502135j),(0.023733676053029427+0.015113145271385423j),(0.006629163528532127+0.018561405713228497j),(-0.004279092779281454-0.007680605628276435j),(0.0004086140391771752+0.008015325766121177j),(-0.0009153774398306981-0.010301371717425614j)
"(-1.0, -1.3076923076923075)",(0.016748242305938445-0.004740352814315102j),(0.0072161048310444564+0.014510162785261337j),(0.0006965338186846722+0.01710712859586983j),(0.00982368272734975+0.012336073342340907j),(0.009446803059739372-0.00872721728708152j),(-0.009671483011953428+0.0015260606658757277j),(0.007691165982560118-0.0024236796525559487j),(-0.0077994378580024375+0.007541490683298526j),(0.027249416848468568-0.0005435099516729827j),(0.022360009360470046+0.005954700839224766j),(-0.009519476764735236+0.0006422499688125316j),(0.007549716171348156+0.0032367421970967425j),(-0.009436360487377341-0.0042572242428538494j)
"(-0.8461538461538458, -1.3076923076923075)",(0.005912435941922998-0.01633701617855513j),(0.015522477435722904+0.004640660317647689j),(0.011239131313833204+0.01332181958737381j),(0.015047571688671546+0.006671820802985836j),(0.0069852916665637255-0.011889807075159015j),(-0.01029161340721999+0.002854315890314371j),(0.008225422201422335-0.0022892558820031576j),(-0.007194724267962251+0.006666082941101268j),(0.022356270135247856-0.010536089405350293j),(0.022495298548044697-0.01599168856272711j),(-0.003958803815142898+0.00978827355912127j),(0.006428022557797801-0.005443466637772648j),(-0.008406948615299508+0.0060095907137541985j)
"(-0.6923076923076921, -1.3076923076923075)",(-0.009379248793209784-0.014510588341656642j),(0.014205804468907497-0.00759412910420341j),(0.01705821144602176+0.004517151750137958j),(0.01708932724039009-3.923136489067747e-05j),(0.004516496491890986-0.01400567871180322j),(-0.011132034824405529+0.0033842287440046235j),(0.009101096519428383-0.0011561891570205447j),(-0.007890548540505473+0.004733690695238624j),(0.016611551674985688-0.012379366558669216j),(0.00675632777967867-0.03204034185873577j),(0.007891329362184684+0.009088458942739486j),(-0.0019759130888915345-0.008435151848254633j),(0.0007930886510525076+0.010250580240333465j)
"(-0.5384615384615383, -1.3076923076923075)",(-0.017008828438118455-0.001833196631867367j),(0.005319317156835441-0.014993755752569041j),(0.01696278742686112-0.005215517172699314j),(0.01651683416401507-0.0061479003323087105j),(0.0026421765254182787-0.015376100535887791j),(-0.012287487013590325+0.0028710070405939567j),(0.009853041100092818+0.0012452152149674141j),(-0.008905034075119946+0.0015224016559358534j),(0.01383458824634116-0.008687884629651487j),(-0.012875328104801406-0.03467333242470805j),(0.014068488287873425-0.0029060080161481183j),(-0.00866691299131744-0.002262320324093556j),(0.009002647197055449+0.004769794470256963j)
"(-0.3846153846153846, -1.3076923076923075)",(-0.01238796883165876+0.011426176617991212j),(-0.005342786135110476-0.014645153021348655j),(0.012382944688944653-0.0126569360270145j),(0.014452891934656233-0.010780307529789496j),(0.001764463002726122-0.016310437533245733j),(-0.013547112027283608+0.001015184433875545j),(0.009546077643510741+0.0049525126109403635j),(-0.008686361194372447-0.003045102514983269j),(0.012707656787745642-0.00226657739311414j),(-0.023979061091208613-0.028887153041075888j),(0.007031466778798871-0.016920810014484013j),(-0.006438366132016859+0.006783470619062402j),(0.00885542163004907-0.00475564373186066j)
"(-0.23076923076923084, -1.3076923076923075)",(-0.00028884071169036143+0.016506628158400306j),(-0.01262106639832775-0.008356335146865753j),(0.005850433755402065-0.016501808634810683j),(0.012028998739340503-0.013763534995507158j),(0.0021389580362604355-0.01695425686282079j),(-0.01428858862572882-0.0023997423276929703j),(0.006977787434708273+0.009246788683146356j),(-0.005544610533842751-0.007806704408882415j),(0.009770055347397626+0.004861327548736975j),(-0.022439316404261014-0.023743116326277618j),(-0.009724754766069852-0.0229934944423446j),(0.0027382073103873073+0.009572776422499587j),(0.0012922851940528294-0.0097899302140689j)
"(-0.07692307692307665, -1.3076923076923075)",(0.010822394959946701+0.011890205404083589j),(-0.014546846994024516-0.0001475558666163948j),(-0.00040628634095771525-0.017134109994699637j),(0.010086705203546684-0.015326360958853655j),(0.003896801228394828-0.017181148968532515j),(-0.013489470126023695-0.0071947924871095985j),(0.0014406616639992447+0.012284660068269787j),(0.0008734374374852138-0.009989140617208878j),(0.0030035221301575057+0.009501404826179297j),(-0.011473543509624928-0.02159876204112692j),(-0.026428452888083556-0.020778878232780105j),(0.010513396411125843+0.0033091475797227482j),(-0.006754190441394648-0.00692863031813949j)
"(0.0769230769230771, -1.3076923076923075)",(0.015423457326251598+0.0021485876548872655j),(-0.012163511153327968+0.00657888070316896j),(-0.005128621342431831-0.01578680393620778j),(0.009105671867585216-0.015787378857425035j),(0.006980013555983842-0.016559143614301178j),(-0.010030311112188394-0.012405799180516193j),(-0.006122710395979307+0.01154668996003183j),(0.007968346083059769-0.006805167545699722j),(-0.005349933612979049+0.007923347005798713j),(0.0024361719042768526-0.017270019935277586j),(-0.035203441642435475-0.01858760554606963j),(0.010952427816790766-0.0072058392164410685j),(-0.009491100404270944+0.0004728103198058799j)
"(0.23076923076923084, -1.3076923076923075)",(0.013304629742991424-0.006971940927264352j),(-0.007817237862245948+0.010387052731897726j),(-0.007989864906143541-0.013748594482504211j),(0.009246451769755174-0.015343649636287785j),(0.010987228321050788-0.014431481262815344j),(-0.003390966059700522-0.01611417867574355j),(-0.012511741486748962+0.0054895779458056905j),(0.010793993935025874+0.0013926550520271268j),(-0.009390127920516973+0.00015675593808138453j),(0.011468045716596278-0.00688349995920867j),(-0.0323287926722007-0.022496089481528654j),(0.00512591910716982-0.01635894764038425j),(-0.0064324039296900755+0.0069328671848445916j)
"(0.384615384615385, -1.3076923076923075)",(0.007584769820403183-0.01232095745491927j),(-0.0035575934877388827+0.011560342693617439j),(-0.00921174675913862-0.01193125879622917j),(0.010402154724232279-0.013988388858799489j),(0.015004726069807744-0.01016943348840701j),(0.0054632143762228975-0.01591389350563225j),(-0.013451822277079358-0.004358224017779287j),(0.005959441761512327+0.009506908572601063j),(-0.005156106219827366-0.0077528630866105525j),(0.009955620398319645+0.00516522009360054j),(-0.017662564890736164-0.028297898599441804j),(-0.0013925315937080168-0.023285061465459573j),(-0.000761943273439674+0.009693185824638129j)
"(0.5384615384615388, -1.3076923076923075)",(0.0015722156596797762-0.013887769431988984j),(-0.00046223932039527653+0.011150256662455742j),(-0.009172348803147734-0.010777190829430633j),(0.012208906508827255-0.011549880812284427j),(0.017584704860796895-0.003609599799409306j),(0.013639514818144474-0.010207054536341435j),(-0.006714041095724141-0.012855026510095936j),(-0.0040591229725389895+0.010743161398218024j),(0.0039635275008268215-0.008363648872344344j),(0.0001673588100625312+0.00996783687450695j),(0.002702253819347175-0.02592120187030741j),(-0.002188508067786683-0.029429945957416926j),(0.004536917661420209+0.009536427831565927j)
"(0.6923076923076925, -1.3076923076923075)",(-0.002928331083923194-0.013295322177487703j),(0.001239074932948157+0.01016854442726105j),(-0.008170046402051696-0.01034274149559725j),(0.014031385217821928-0.007838769601063963j),(0.01706716852039845+0.0044508395607954915j),(0.017112169459652507+0.00015300216654332471j),(0.004887519529749345-0.01392674120965978j),(-0.011296649667379925+0.002965538659917136j),(0.009171902590930817-0.0007109974209236558j),(-0.00810154080714442+0.00427657750127616j),(0.016727013828236752-0.01160997481731433j),(0.006469571577728992-0.032372972859092554j),(0.00844120975365333+0.008788536453185418j)
"(0.8461538461538463, -1.3076923076923075)",(-0.0055441359406688635-0.012249052130529493j),(0.001741578044760333+0.009232180591328566j),(-0.006360837010822029-0.010412679799749061j),(0.014993879287095767-0.00288037900318829j),(0.012329405480028189+0.012013657760147215j),(0.012965976202303293+0.01111125866833084j),(0.013871676248838607-0.005501743020999028j),(-0.008864181873722964-0.007808696941216097j),(0.005012663760268455+0.00763647093302141j),(-0.006932665294872008-0.0050595306527950875j),(0.015387687244016304+0.006078972534840427j),(0.02106888064797225-0.025665257510192142j),(0.010881885197095435+0.009633655413582753j)
"(1.0, -1.3076923076923075)",(-0.006497625882979682-0.011848037231937641j),(0.0013200588239117535+0.00855025561885576j),(-0.003821792220824387-0.01058555384925617j),(0.014147833615408749+0.0028338278827575824j),(0.0037441045539261596+0.016285347982444413j),(0.002022119267528712+0.016823560688125135j),(0.013097455005480846+0.007325554606181595j),(0.0018001423635829767-0.011757584110374709j),(-0.004337443944309384+0.007953615638758313j),(0.0014925318711027482-0.007999043135152567j),(0.0020105152831227835+0.013873239802524265j),(0.030378247208452402-0.0069546679603867895j),(0.010912152438172503+0.013260932408840248j)
"(1.1538461538461542, -1.3076923076923075)",(-0.005877286129651515-0.012506395306035926j),(0.0001806287576897503+0.008034753743348133j),(-0.0006839186870705158-0.010344439740227949j),(0.010825359809241717+0.008208977863199527j),(-0.006242353704459611+0.014896652268818372j),(-0.010282589324333496+0.013209521107756472j),(0.0021814117888378907+0.014865973057446831j),(0.010989764809020317-0.0046493909044703075j),(-0.008973155571124044-0.0001688824654624832j),(0.007522661614571289-0.001967111678353074j),(-0.009941282707398191+0.007203573953217534j),(0.02389882486531179+0.015032635296580228j),(0.006270208525477637+0.018524314792335045j)
"(1.3076923076923084, -1.3076923076923075)",(-0.0033557860112716767-0.013918362839144244j),(-0.0015233718416670673+0.007403457440067211j),(0.0027228186488278783-0.009162733949896437j),(0.005107675753517287+0.011696818037359823j),(-0.013617587818176728+0.0075329949925935285j),(-0.016406418588895563+0.0015482224574286825j),(-0.010683907231742078+0.010514804176905783j),(0.009618766306914679+0.0070670535824518006j),(-0.0038903875573631196-0.00798525133755434j),(0.004766744435149639+0.00575301566218273j),(-0.0097628157899737-0.005104627089363939j),(0.003224832012817575+0.02506879471494978j),(-0.004192828962517685+0.020901762332117206j)
"(1.4615384615384617, -1.3076923076923075)",(0.0014989962802469193-0.01485337312164956j),(-0.0035771022450157212+0.006261699538534705j),(0.005783511859165698-0.006683871512321023j),(-0.0018272745768162652+0.011838596419640524j),(-0.014647444160098905-0.0030462994138710253j),(-0.011819984870018436-0.011046877414813108j),(-0.01466545002858124-0.0027064176465870665j),(-0.001303371084659583+0.011839122576959552j),(0.005330778438023702-0.006982520828939628j),(-0.0031076821655192633+0.006503704453965575j),(0.0003281004017146494-0.010058628862771946j),(-0.016589247145622713+0.015423841243116654j),(-0.016763495929097736+0.014799241367146145j)
"(1.6153846153846159, -1.3076923076923075)",(0.008265058721359643-0.013191531291735956j),(-0.005556793941025501+0.0042248126318925605j),(0.0076569837064990685-0.00295809624676712j),(-0.00781053915361903+0.008087262500516895j),(-0.008318652818059255-0.011707586184077592j),(0.0008487263287804865-0.015827808479216332j),(-0.005903345094716575-0.013575064710385977j),(-0.010911292181247546+0.004655992102714825j),(0.008523336400642248+0.0016593668676848654j),(-0.006975272913915613-0.00010439845916861643j),(0.008550444581634323-0.0036997552102556487j),(-0.019809411301766586-0.005045063087819926j),(-0.022768346566348456-0.000519309260398447j)
"(1.7692307692307692, -1.3076923076923075)",(0.014580739791407872-0.006972282474667801j),(-0.006748599449469952+0.0011490752221936112j),(0.007541410276964595+0.001366132484404159j),(-0.010455427631856425+0.0014988968894136974j),(0.0022518359569664807-0.013591120755736819j),(0.012616622500635201-0.009013802658958162j),(0.008085650821707722-0.012238252432396724j),(-0.009291628356208158-0.007270721527795784j),(0.0022287240654064308+0.008285164962981036j),(-0.0027227246777321084-0.006196793836218987j),(0.006510122495518579+0.0057901457586481955j),(-0.005291202228372912-0.017843575147711538j),(-0.015101109223819546-0.016969293197380175j)
"(1.9230769230769234, -1.3076923076923075)",(0.016310998495397456+0.003447810899554941j),(-0.006286916917960492-0.00255369709023699j),(0.005112912255855974+0.005067034326285388j),(-0.00842354625349138-0.00527371139194867j),(0.010948127262099447-0.0073945578626653415j),(0.014484420545485327+0.004449072364800153j),(0.014511165548060739+0.0003065172263457886j),(0.001967445711171866-0.011553445026440092j),(-0.006405756834116483+0.005549052516043121j),(0.004385400418444454-0.004906785200366426j),(-0.002389764628279094+0.007856876731506543j),(0.011901796894535974-0.01227395797328037j),(0.003380667317361757-0.022085424930595985j)
"(2.0769230769230775, -1.3076923076923075)",(0.010116422134140117+0.013757123872266446j),(-0.003627141174171035-0.005728743028835972j),(0.0009451801104097069+0.00673638734351446j),(-0.002519687069093989-0.009024811232067735j),(0.01228991397545321+0.0030871058030853002j),(0.004867871729252423+0.0139729320055368j),(0.007243680217418073+0.012384355943372994j),(0.011042361683634722-0.0036534189713643738j),(-0.007678980563339676-0.00333075491241457j),(0.006117484889785328+0.0019131584556482228j),(-0.007720313386046394+0.0010377666995499627j),(0.01523572652128874+0.004314786381026352j),(0.019177510957146888-0.010325969165629154j)
"(2.230769230769231, -1.3076923076923075)",(-0.0026879824471337894+0.017165579266829566j),(0.0007817892689812901-0.006767429386462666j),(-0.0034091056375823783+0.005495330211993183j),(0.004250587993866519-0.007767952197314606j),(0.005395571680205139+0.010897431903139295j),(-0.008385925645043077+0.011759432317381557j),(-0.006820273741671928+0.012421475408291239j),(0.008286414962510917+0.00802391153707234j),(-0.00029339186594190905-0.008260865003996764j),(0.0007617168321145321+0.006205720497184642j),(-0.003947898446231772-0.0062907409005593645j),(0.0029957682882440395+0.014466393049679267j),(0.018853831196298017+0.009515988423295464j)
"(2.384615384615385, -1.3076923076923075)",(-0.014739695572955867+0.009571119655849602j),(0.005143697182479175-0.0045505861707422724j),(-0.005940499143113697+0.0017148479567539725j),(0.0080926742533484-0.002210846504672913j),(-0.004842346755590909+0.010626197713166741j),(-0.014093325961042957-0.0002644942002959994j),(-0.013982811117987335+0.00038554020771994983j),(-0.003299770746121482+0.010946061300475785j),(0.0072491456872137644-0.003753118376324683j),(-0.005217305612002911+0.003173780868314187j),(0.00392729711288374-0.005928221825401607j),(-0.010839458692453516+0.008654733040747719j),(0.002301285628105439+0.02028676331064791j)
"(2.5384615384615383, -1.3076923076923075)",(-0.01687154771857956-0.005311987545971576j),(0.0069259262424745715+0.00036626630578286384j),(-0.005245217462132701-0.0027936460124093083j),(0.0067337281863778355+0.004261423651196337j),(-0.010913858269839306+0.0026214750322858275j),(-0.007402051503418019-0.011595477863383484j),(-0.007197593783544838-0.011776723968421821j),(-0.011145880778710935+0.0020155496535908973j),(0.0064029363013702635+0.0048982548593664065j),(-0.004926495253173263-0.003374950575034861j),(0.0067444700600229135+0.0010958100123345314j),(-0.011872316404744069-0.00552596396762143j),(-0.015450984870193129+0.01223816675342305j)
"(2.6923076923076925, -1.3076923076923075)",(-0.0060877463768899505-0.016650851009463206j),(0.004520201083061071+0.005355798340078034j),(-0.0015784419278178953-0.005517604911479771j),(0.00114075979667632+0.0075032206476440665j),(-0.0083295703092056-0.0068739427129831665j),(0.005575019998132301-0.012215400840469048j),(0.006633533696631179-0.011889118432825625j),(-0.006756145582442869-0.008955428403716891j),(-0.0016981571987096894+0.00777890128174681j),(0.001032714927783948-0.005753603283782489j),(0.0017056289301211852+0.006360781613503446j),(-0.00023923107934778975-0.012420217051711924j),(-0.017781996985005915-0.006755385730264636j)
"(2.8461538461538467, -1.3076923076923075)",(0.009903053068072244-0.014682592914493546j),(-0.0010629973639276463+0.007000248412850647j),(0.0029244156094453905-0.004735082787768812j),(-0.004817420556864083+0.005413685241923607j),(0.0006369748694082422-0.010383040404306588j),(0.012989803035207052-0.0017661482211339219j),(0.013427028984453282+3.4942165379026756e-05j),(0.004939813020807129-0.009949095293240395j),(-0.0076724941609447915+0.0017275838915198057j),(0.005556572737615902-0.001388631426585421j),(-0.004931065564314416+0.0040223481533421725j),(0.01055587507077227-0.005348024692567019j),(-0.0029099552564094476-0.018131006836170045j)
"(3.0, -1.3076923076923075)",(0.01764299951798602-0.00016641818740824148j),(-0.006138083199426686+0.0036640164661313522j),(0.0053481502622528525-0.000859857516209229j),(-0.0069265008320156-0.00037902388307425405j),(0.008538884356993265-0.005264907796845461j),(0.008132739875621938+0.009887915753189733j),(0.006318575548255233+0.011636072730713503j),(0.010997076433850275+6.8663603855774645e-06j),(-0.004741165208570092-0.006154895374050163j),(0.0034741712502914125+0.004413093423205288j),(-0.005508802801456-0.0027631925968203j),(0.008962226172050499+0.006903899846801518j),(0.013922545165665809-0.01099351231458001j)
"(-3.0, -1.1538461538461537)",(0.014555537715688655+0.006241612895637931j),(0.010465259495826915+0.008422138480951082j),(0.011060047957420669-0.002888499304647754j),(-0.005805698267485467-0.005782787891756254j),(0.0037697053664631913+0.004431641095516953j),(-0.005403809380806121-0.0024926573121525865j),(0.00934449479316285+0.004941778326324971j),(0.00866195560568139-0.015355084931726737j),(0.012464444378457984-0.007716948453697727j),(-0.001978826555149975+0.00741228754021905j),(0.0030628337847881126-0.004523613508283686j),(-0.005137238362226782+0.004368942436267373j),(0.0034251596774268847-0.00914106098290499j)
"(-2.8461538461538463, -1.1538461538461537)",(0.012279817807095536-0.010340179794444142j),(0.012700786279558557-0.005130588980947227j),(0.003578003937620643-0.011233992587549604j),(-0.008428426852699983+0.0014091459553681538j),(0.006044272963204193-0.00020312835250358303j),(-0.005365250589874336+0.002648400355381333j),(0.009335574650011003-0.00473752496298611j),(-0.009167030619184465-0.015517130638361838j),(-0.001568452291630208-0.015248124136132551j),(0.006182898272016317+0.005005846261672513j),(-0.0029760768853147293-0.004743504547468301j),(0.0019197688823509255+0.006585806453338041j),(-0.006919547569483747-0.007057184057434234j)
"(-2.6923076923076925, -1.1538461538461537)",(-0.0037132209697081173-0.01584447674089986j),(0.0018440152264596998-0.013848820930628065j),(-0.007722227424519698-0.009407267965307647j),(-0.004063192374218738+0.007951119657187769j),(0.003865554405466834-0.004984980507500901j),(-0.0014871547719444568+0.0058409907315578255j),(0.0017497661990272305-0.010181874523114223j),(-0.01840192491558291-9.026513736830029e-05j),(-0.015080690191556445-0.005585799353018559j),(0.007375030631904347-0.003746538327593343j),(-0.005687234438453595+0.0008317069542337355j),(0.0069157476775955256+0.0009592089162071716j),(-0.00944439739232536+0.0033111141421235083j)
