index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(0.06398614989988007+0.1919843611979009j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.18171715246376535+0.09721211658288087j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.2053544702630043-0.05027712206453573j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.1283413508612237-0.17684274468634256j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(-0.010121660599025977-0.22710737951378077j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.1501701950436662-0.18424357863723612j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.2392011037569272-0.06968320577180753j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.2508223515118537+0.07234418499305476j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.18953492941067837+0.1959410335377385j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.0823117328383947+0.2708160714325629j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(0.0367573299445524+0.28946014140435977j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(0.1406812607616943+0.26346348203246j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(0.21670674705713056+0.21338816281238765j)
"(-1.0, -3.0)","(-1.0, -3.0)",(0.2652556387783138+0.15866942473999726j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.2938822332727261+0.11215732943152612j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.3108387124361381+0.08000985760614185j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.3211914763103592+0.06457537640156945j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.3257637677391154+0.06720975776608022j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.32156524067279935+0.08916384952406443j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.3024989980424271+0.13027338136662012j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.2603247844452257+0.18620888771153346j)
"(0.23076923076923084, -3.0)","(0.23076923076923084, -3.0)",(0.18693171780132978+0.24556102530127033j)
"(0.384615384615385, -3.0)","(0.384615384615385, -3.0)",(0.0790086223986904+0.28857098376646456j)
"(0.5384615384615388, -3.0)","(0.5384615384615388, -3.0)",(-0.055248608791995044+0.2898878054337455j)
"(0.6923076923076925, -3.0)","(0.6923076923076925, -3.0)",(-0.19045376585715207+0.22737561500476564j)
"(0.8461538461538463, -3.0)","(0.8461538461538463, -3.0)",(-0.2850052469046265+0.09629491068148374j)
"(1.0, -3.0)","(1.0, -3.0)",(-0.2941004857744332-0.07707167399823495j)
"(1.1538461538461542, -3.0)","(1.1538461538461542, -3.0)",(-0.19444105554047927-0.2333050663592941j)
"(1.3076923076923084, -3.0)","(1.3076923076923084, -3.0)",(-0.009681167211222731-0.2993463379301627j)
"(1.4615384615384617, -3.0)","(1.4615384615384617, -3.0)",(0.18317326543683798-0.22840351053969898j)
"(1.6153846153846159, -3.0)","(1.6153846153846159, -3.0)",(0.28274275174821856-0.040391963549494404j)
"(1.7692307692307692, -3.0)","(1.7692307692307692, -3.0)",(0.22263448700711266+0.16933335694863536j)
"(1.9230769230769234, -3.0)","(1.9230769230769234, -3.0)",(0.026792604145366695+0.2744678351304071j)
"(2.0769230769230775, -3.0)","(2.0769230769230775, -3.0)",(-0.1862142256162873+0.2001893750480778j)
"(2.230769230769231, -3.0)","(2.230769230769231, -3.0)",(-0.2713524773398622-0.011674421466453179j)
"(2.384615384615385, -3.0)","(2.384615384615385, -3.0)",(-0.16244859416225396-0.21474651411640172j)
"(2.5384615384615383, -3.0)","(2.5384615384615383, -3.0)",(0.06519790646738292-0.25748874663982935j)
"(2.6923076923076925, -3.0)","(2.6923076923076925, -3.0)",(0.2386424281765886-0.10394518375599728j)
"(2.8461538461538467, -3.0)","(2.8461538461538467, -3.0)",(0.22003434654165951+0.12565066754731738j)
"(3.0, -3.0)","(3.0, -3.0)",(0.025361150885328396+0.24392485131607494j)
"(-3.0, -2.8461538461538463)","(-3.0, -2.8461538461538463)",(0.19005154503446092+0.07854936654937103j)
"(-2.8461538461538463, -2.8461538461538463)","(-2.8461538461538463, -2.8461538461538463)",(0.1925348630531505-0.07895120720830057j)
"(-2.6923076923076925, -2.8461538461538463)","(-2.6923076923076925, -2.8461538461538463)",(0.08797344788887944-0.19305258094155212j)
"(-2.5384615384615383, -2.8461538461538463)","(-2.5384615384615383, -2.8461538461538463)",(-0.06392034759714023-0.20853666243863997j)
"(-2.3846153846153846, -2.8461538461538463)","(-2.3846153846153846, -2.8461538461538463)",(-0.18921733021176373-0.12384614806893526j)
"(-2.230769230769231, -2.8461538461538463)","(-2.230769230769231, -2.8461538461538463)",(-0.23544350996544422+0.019071773976976045j)
