index,xy,inc,scat,tot
"(-3.0, -3.0)",[-3. -3.],(0.7773494792181547+0.6290689844200426j),(0.02400421442481164+0.2885169958186204j),(0.8013536936429663+0.917585980238663j)
"(-2.8461538461538463, -3.0)",[-2.84615385 -3.        ],(-0.10860406938749748+0.994085084946191j),(0.22436723086331717+0.19493782588985042j),(0.11576316147581969+1.1890229108360413j)
"(-2.6923076923076925, -3.0)",[-2.69230769 -3.        ],(-0.8948427434723873+0.4463815234245378j),(0.30532976348685537-0.009177986579629982j),(-0.589512979985532+0.4372035368449078j)
"(-2.5384615384615383, -3.0)",[-2.53846154 -3.        ],(-0.8594811553903232-0.5111674319916275j),(0.230731849264071-0.2133146396402111j),(-0.6287493061262522-0.7244820716318386j)
"(-2.3846153846153846, -3.0)",[-2.38461538 -3.        ],(-0.03498656293693535-0.9993877828019812j),(0.04513099435667238-0.32029386345728833j),(0.010144431419737032-1.3196816462592695j)
"(-2.230769230769231, -3.0)",[-2.23076923 -3.        ],(0.8216309578085959-0.5700197971742117j),(-0.16278288812867894-0.2905652415531083j),(0.6588480696799169-0.86058503872732j)
"(-2.0769230769230766, -3.0)",[-2.07692308 -3.        ],(0.9238676498953127+0.38271211827810203j),(-0.3093198466659713-0.14792439370901883j),(0.6145478032293414+0.2347877245690832j)
"(-1.923076923076923, -3.0)",[-1.92307692 -3.        ],(0.17785484909783048+0.9840567324358834j),(-0.34976352527586796+0.04522812466427997j),(-0.17190867617803748+1.0292848571001634j)
"(-1.7692307692307692, -3.0)",[-1.76923077 -3.        ],(-0.731455460353972+0.681889220855088j),(-0.28590760186897907+0.22230061090267292j),(-1.017363062222951+0.9041898317577609j)
"(-1.6153846153846154, -3.0)",[-1.61538462 -3.        ],(-0.9691796141665602-0.24635518156506767j),(-0.15234162652511643+0.33820198922183214j),(-1.1215212406916766+0.09184680765676448j)
"(-1.4615384615384615, -3.0)",[-1.46153846 -3.        ],(-0.3170510749839535-0.9484084646667381j),(0.0054489492103025+0.37846068890172163j),(-0.31160212577365104-0.5699477757650164j)
"(-1.3076923076923075, -3.0)",[-1.30769231 -3.        ],(0.6261780494437382-0.7796800949074147j),(0.14939726529681238+0.35411080384478016j),(0.7755753147405506-0.4255692910626346j)
"(-1.1538461538461537, -3.0)",[-1.15384615 -3.        ],(0.9944815197952718+0.10491190011474566j),(0.2578980212335846+0.2897406339040126j),(1.2523795410288563+0.39465253401875827j)
"(-1.0, -3.0)",[-1. -3.],(0.44970134126633127+0.8931789874729827j),(0.3259031221091017+0.21184005134398565j),(0.775604463375433+1.1050190388169683j)
"(-0.8461538461538458, -3.0)",[-0.84615385 -3.        ],(-0.5079723233823321+0.8613733909737143j),(0.3596636715369644+0.14144412089486855j),(-0.14830865184536773+1.002817511868583j)
"(-0.6923076923076921, -3.0)",[-0.69230769 -3.        ],(-0.9992509738132139+0.03869743316220923j),(0.3700600859287175+0.09168956171615274j),(-0.6291908878844965+0.13038699487836197j)
