index,value
"(0,)",(5.34387222807932+3.3666829725208496j)
"(1,)",(1.1398740185684968-4.485258214655986j)
"(2,)",(-0.24632370559130257+2.3734525804442095j)
"(3,)",(2.7638076277059693+0.02272555549267108j)
"(4,)",(-1.4447545542704643+0.6934764257868001j)
"(5,)",(-0.11970104151921168+3.0753772910205153j)
"(6,)",(-1.1523569859604215+1.6883863183420198j)
"(7,)",(-2.662150604264492+3.545818694005862j)
"(8,)",(-2.2574976229555084+3.708689866376335j)
"(9,)",(-3.7016578401113245+3.8389419798250564j)
"(10,)",(-3.9999634829987114+4.830538956381055j)
"(11,)",(-4.412132170156933+4.706807019304502j)
"(12,)",(-5.169334339772167+5.221318293248566j)
"(13,)",(-5.267982653264957+5.485226331498743j)
"(14,)",(-5.709939124986111+5.519162717566848j)
"(15,)",(-5.904307930870283+5.8045936468399715j)
"(16,)",(-5.9495339112560615+5.777907371618372j)
"(17,)",(-6.062729885569713+5.811809150802668j)
"(18,)",(-5.935776150685456+5.79987156279072j)
"(19,)",(-5.797881762169233+5.65246081948413j)
"(20,)",(-5.563528718241388+5.53309903985498j)
"(21,)",(-5.205271607099773+5.305527274595467j)
"(22,)",(-4.811227769376293+5.033403169114441j)
"(23,)",(-4.307627434910083+4.722124489609767j)
"(24,)",(-3.7447321607822257+4.331051033593006j)
"(25,)",(-3.1272905785448266+3.9068314298602265j)
"(26,)",(-2.446667837427089+3.4242294215767513j)
"(27,)",(-1.7405423365574664+2.8935273398177204j)
"(28,)",(-1.0059884178867406+2.328694834848468j)
"(29,)",(-0.26458437629943976+1.7235796367011122j)
"(30,)",(0.463832251984613+1.0979825541303678j)
"(31,)",(1.1695674978584354+0.45884234279133707j)
"(32,)",(1.8303772990998748-0.18131780866755154j)
"(33,)",(2.4348807240472103-0.8037554647200233j)
"(34,)",(2.970962556499851-1.3955521911910722j)
"(35,)",(3.4280735831835494-1.937591504940115j)
"(36,)",(3.8032618758080305-2.41353050023009j)
"(37,)",(4.094535343506363-2.80894814135372j)
"(38,)",(4.305901949801634-3.110248712864451j)
"(39,)",(4.445295829298098-3.309655620546901j)
"(40,)",(4.52294624545165-3.4033030394600536j)
"(41,)",(4.552161629200525-3.393379389324307j)
"(42,)",(4.546036063055342-3.2887840705677256j)
"(43,)",(4.516598491615411-3.1040579867231437j)
"(44,)",(4.472954108651774-2.8597057733901803j)
"(45,)",(4.419119616536089-2.580266851480533j)
"(46,)",(4.35325324642681-2.292481884467028j)
"(47,)",(4.26651388127769-2.0230627533421224j)
"(48,)",(4.143166363045494-1.7956258865707682j)
"(49,)",(3.9615468285487303-1.6281049015821474j)
"(50,)",(3.6957045904954198-1.5300882977689532j)
"(51,)",(3.3182082584678305-1.5007899765629404j)
"(52,)",(2.8034370514627067-1.5280126014325193j)
"(53,)",(2.1313346035396927-1.5880812321865765j)
"(54,)",(1.2912321705784446-1.6471904591451496j)
"(55,)",(0.28517553675539453-1.6640196375616654j)
"(56,)",(-0.8695307917926978-1.5935271875584678j)
"(57,)",(-2.139075120761744-1.3917041450917975j)
"(58,)",(-3.473460638066852-1.0207821201272296j)
"(59,)",(-4.808537953574712-0.4544384886575483j)
"(60,)",(-6.069776268975527+0.31760398106425347j)
"(61,)",(-7.1775194231056965+1.2861554624118279j)
"(62,)",(-8.053341442511067+2.4207772656094977j)
"(63,)",(-8.626940041150197+3.670003256824362j)
"(64,)",(-8.842890883165232+4.9636965771499595j)
"(65,)",(-8.66657695931211+6.217461774247703j)
"(66,)",(-8.088633104170455+7.3388056647409785j)
"(67,)",(-7.127380116437772+8.234521702162706j)
"(68,)",(-5.8289130446755095+8.81862904350919j)
"(69,)",(-4.264736916648982+9.020106272400149j)
"(70,)",(-2.5271023158394783+8.789659571049402j)
"(71,)",(-0.7224288032258572+8.10485156231224j)
"(72,)",(1.0365956746158602+6.973072454254634j)
"(73,)",(2.6395154355947206+5.4320536176008325j)
"(74,)",(3.986430591949989+3.5478694300464992j)
"(75,)",(4.995393746786245+1.410621232819464j)
"(76,)",(5.608238594267979-0.8717800666314983j)
"(77,)",(5.7943705327095465-3.181146488366924j)
"(78,)",(5.552261609493137-5.397171040841355j)
"(79,)",(4.908620945705984-7.405494814914919j)
"(80,)",(3.915429204748026-9.105013854089433j)
"(81,)",(2.6452099352028267-10.413867062238248j)
"(82,)",(1.1850441436081809-11.273704322564356j)
"(83,)",(-0.37009293251915487-11.652017710726433j)
"(84,)",(-1.9240835873985862-11.542506686279218j)
"(85,)",(-3.3859658558900563-10.96362055101001j)
"(86,)",(-4.675329382582998-9.955561990868897j)
"(87,)",(-5.726484681666219-8.576133880846543j)
"(88,)",(-6.491220981598342-6.895862999004667j)
"(89,)",(-6.940106312818188-4.992839979000912j)
"(90,)",(-7.062407618728356-2.9476806266920335j)
"(91,)",(-6.864808526628593-0.8389487165593632j)
"(92,)",(-6.369172161067189+1.260704444638601j)
"(93,)",(-5.609634300134701+3.287521892063554j)
"(94,)",(-4.629320005929095+5.188674548609544j)
"(95,)",(-3.4769590958248253+6.923359030785169j)
"(96,)",(-2.2036386511426898+8.463039287015343j)
"(97,)",(-0.8598810749476735+9.790960121256145j)
"(98,)",(0.5068192289965694+10.901089910555998j)
"(99,)",(1.8539227606976136+11.796661116602959j)
"(100,)",(3.1452080598628678+12.488473189856258j)
"(101,)",(4.351586111206402+12.993106692707554j)
"(102,)",(5.4514136251117975+13.331173738615323j)
"(103,)",(6.430375058100116+13.525701823565672j)
"(104,)",(7.281015730193809+13.600719014434802j)
"(105,)",(8.002012396120119+13.580080788514286j)
"(106,)",(8.597264834831947+13.486554388826402j)
"(107,)",(9.07488430090649+13.341156448955424j)
"(108,)",(9.44614384983918+13.16272429574478j)
"(109,)",(9.724443221974404+12.967690704877814j)
"(110,)",(9.924328475181666+12.770025540407183j)
"(111,)",(10.06059489982502+12.58130501831068j)
"(112,)",(10.14749160258053+12.410869553496838j)
"(113,)",(10.198037904625636+12.266033529209896j)
"(114,)",(10.223455504382384+12.152314203017662j)
"(115,)",(10.232716152801727+12.073651752656659j)
"(116,)",(10.23220221688202+12.03259774598233j)
"(117,)",(10.225476657206723+12.030454802649121j)
