index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(0.061369787958988474+0.2348554844567143j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.23983934042840824+0.09989295863308421j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.249170716634953-0.13022355552658227j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.0790749310057427-0.29395399394891814j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(-0.15978882991268117-0.28482876924630995j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.32469155228572294-0.11467403131280707j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.3357765633996376+0.11287121718554569j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.21183449778701174+0.2825126144912056j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.03695885165568565+0.33664599427451053j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(0.10346345685638739+0.2927309303927436j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(0.1696606859532338+0.21235128275474233j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(0.1743901579951871+0.15488718627254222j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(0.15866406902104235+0.14761217571409596j)
"(-1.0, -3.0)","(-1.0, -3.0)",(0.1605541262975723+0.18339767996982959j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.1964622527787908+0.23719307729117736j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.25979057965482366+0.28527951852696093j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.33056647207355166+0.3161537899664068j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.38673890995997257+0.33083534323409164j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.4114353181647858+0.3365393600878022j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.3954883372094692+0.33905779988364165j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.3375122200908851+0.3376022419422673j)
"(0.23076923076923084, -3.0)","(0.23076923076923084, -3.0)",(0.24395425735972734+0.3237596800288648j)
"(0.384615384615385, -3.0)","(0.384615384615385, -3.0)",(0.1298470997046338+0.28479133772529j)
"(0.5384615384615388, -3.0)","(0.5384615384615388, -3.0)",(0.018887208768036894+0.21051717128858555j)
"(0.6923076923076925, -3.0)","(0.6923076923076925, -3.0)",(-0.05973503736884346+0.10174167559558928j)
"(0.8461538461538463, -3.0)","(0.8461538461538463, -3.0)",(-0.0796224543044112-0.02351397601567952j)
"(1.0, -3.0)","(1.0, -3.0)",(-0.029481213001077554-0.1307174090426859j)
"(1.1538461538461542, -3.0)","(1.1538461538461542, -3.0)",(0.07585525774976809-0.17971964461328532j)
"(1.3076923076923084, -3.0)","(1.3076923076923084, -3.0)",(0.19375046660924744-0.14407447064833595j)
"(1.4615384615384617, -3.0)","(1.4615384615384617, -3.0)",(0.2674322288452432-0.030089725402770766j)
"(1.6153846153846159, -3.0)","(1.6153846153846159, -3.0)",(0.25282936992970356+0.11724150260209582j)
"(1.7692307692307692, -3.0)","(1.7692307692307692, -3.0)",(0.14563569612956587+0.23041709636914753j)
"(1.9230769230769234, -3.0)","(1.9230769230769234, -3.0)",(-0.00974910740356838+0.2538348527186946j)
"(2.0769230769230775, -3.0)","(2.0769230769230775, -3.0)",(-0.1405427851794743+0.1775235946739345j)
"(2.230769230769231, -3.0)","(2.230769230769231, -3.0)",(-0.18739310325365371+0.04621021231880442j)
"(2.384615384615385, -3.0)","(2.384615384615385, -3.0)",(-0.14141936232859093-0.06721443654788439j)
"(2.5384615384615383, -3.0)","(2.5384615384615383, -3.0)",(-0.04857405972525064-0.10909844366988815j)
"(2.6923076923076925, -3.0)","(2.6923076923076925, -3.0)",(0.025076063174913316-0.07942189699752536j)
"(2.8461538461538467, -3.0)","(2.8461538461538467, -3.0)",(0.04237088858758914-0.025496677645619734j)
"(3.0, -3.0)","(3.0, -3.0)",(0.018992601424338257+0.0012723054022698022j)
"(-3.0, -2.8461538461538463)","(-3.0, -2.8461538461538463)",(0.19012471858952587+0.1428399391977708j)
"(-2.8461538461538463, -2.8461538461538463)","(-2.8461538461538463, -2.8461538461538463)",(0.23908110226415852-0.07822002440689543j)
"(-2.6923076923076925, -2.8461538461538463)","(-2.6923076923076925, -2.8461538461538463)",(0.08885622121812205-0.2567767529536195j)
"(-2.5384615384615383, -2.8461538461538463)","(-2.5384615384615383, -2.8461538461538463)",(-0.1521998737595171-0.25437438564170695j)
"(-2.3846153846153846, -2.8461538461538463)","(-2.3846153846153846, -2.8461538461538463)",(-0.3153977228252289-0.06839349598239584j)
"(-2.230769230769231, -2.8461538461538463)","(-2.230769230769231, -2.8461538461538463)",(-0.29610507410610903+0.18075373053672014j)
"(-2.0769230769230766, -2.8461538461538463)","(-2.0769230769230766, -2.8461538461538463)",(-0.11451086688873874+0.3464793402054122j)
