index,xy,inc,scat,tot
"(-3.0, -3.0)",[-3. -3.],(0.7773494792181547+0.6290689844200426j),(0.2039218605979616+0.14006144239134352j),(0.9812713398161163+0.7691304268113861j)
"(-2.8461538461538463, -3.0)",[-2.84615385 -3.        ],(-0.10860406938749748+0.994085084946191j),(0.2395236745489443-0.02564346036840487j),(0.13091960516144682+0.968441624577786j)
"(-2.6923076923076925, -3.0)",[-2.69230769 -3.        ],(-0.8948427434723873+0.4463815234245378j),(0.16952325150154282-0.1591034765861749j),(-0.7253194919708446+0.2872780468383629j)
"(-2.5384615384615383, -3.0)",[-2.53846154 -3.        ],(-0.8594811553903232-0.5111674319916275j),(0.053604648047753126-0.2186339110843981j),(-0.8058765073425701-0.7298013430760256j)
"(-2.3846153846153846, -3.0)",[-2.38461538 -3.        ],(-0.03498656293693535-0.9993877828019812j),(-0.05835226981511588-0.21552117833943615j),(-0.09333883275205124-1.2149089611414172j)
"(-2.230769230769231, -3.0)",[-2.23076923 -3.        ],(0.8216309578085959-0.5700197971742117j),(-0.15178320470865145-0.17543777549198777j),(0.6698477530999444-0.7454575726661995j)
"(-2.0769230769230766, -3.0)",[-2.07692308 -3.        ],(0.9238676498953127+0.38271211827810203j),(-0.23049752924160055-0.10668934443150159j),(0.6933701206537122+0.27602277384660046j)
"(-1.923076923076923, -3.0)",[-1.92307692 -3.        ],(0.17785484909783048+0.9840567324358834j),(-0.28789999774765573-0.0021533121616393036j),(-0.11004514864982526+0.9819034202742442j)
"(-1.7692307692307692, -3.0)",[-1.76923077 -3.        ],(-0.731455460353972+0.681889220855088j),(-0.299205699170298+0.13659264770073173j),(-1.03066115952427+0.8184818685558197j)
"(-1.6153846153846154, -3.0)",[-1.61538462 -3.        ],(-0.9691796141665602-0.24635518156506767j),(-0.23988288685897277+0.2827037377879729j),(-1.209062501025533+0.036348556222905254j)
"(-1.4615384615384615, -3.0)",[-1.46153846 -3.        ],(-0.3170510749839535-0.9484084646667381j),(-0.1098089645411529+0.3921902670834076j),(-0.4268600395251064-0.5562181975833305j)
"(-1.3076923076923075, -3.0)",[-1.30769231 -3.        ],(0.6261780494437382-0.7796800949074147j),(0.05951969420060667+0.4289407138198729j),(0.6856977436443449-0.3507393810875418j)
"(-1.1538461538461537, -3.0)",[-1.15384615 -3.        ],(0.9944815197952718+0.10491190011474566j),(0.21991457190809074+0.38571471112330435j),(1.2143960917033625+0.49062661123805j)
