index,xy,inc,scat,tot
"(-3.0, -3.0)",[-3. -3.],(0.7773494792181547+0.6290689844200426j),(0.08612834298388736+0.21718417609832513j),(0.8634778222020421+0.8462531605183676j)
"(-2.8461538461538463, -3.0)",[-2.84615385 -3.        ],(-0.10860406938749748+0.994085084946191j),(0.22717795215950817+0.09084367205222307j),(0.1185738827720107+1.084928756998414j)
"(-2.6923076923076925, -3.0)",[-2.69230769 -3.        ],(-0.8948427434723873+0.4463815234245378j),(0.23539297483542937-0.09918026668371481j),(-0.659449768636958+0.34720125674082297j)
"(-2.5384615384615383, -3.0)",[-2.53846154 -3.        ],(-0.8594811553903232-0.5111674319916275j),(0.11066499990039302-0.2407383712007407j),(-0.7488161554899302-0.7519058031923682j)
"(-2.3846153846153846, -3.0)",[-2.38461538 -3.        ],(-0.03498656293693535-0.9993877828019812j),(-0.07198177645646658-0.26249712489454763j),(-0.10696833939340193-1.2618849076965288j)
"(-2.230769230769231, -3.0)",[-2.23076923 -3.        ],(0.8216309578085959-0.5700197971742117j),(-0.21948796721229255-0.16771081935062557j),(0.6021429905963033-0.7377306165248373j)
"(-2.0769230769230766, -3.0)",[-2.07692308 -3.        ],(0.9238676498953127+0.38271211827810203j),(-0.27619689211065546-0.015406681928732902j),(0.6476707577846572+0.36730543634936913j)
"(-1.923076923076923, -3.0)",[-1.92307692 -3.        ],(0.17785484909783048+0.9840567324358834j),(-0.24282882732457153+0.1264304631191118j),(-0.06497397822674106+1.1104871955549953j)
"(-1.7692307692307692, -3.0)",[-1.76923077 -3.        ],(-0.731455460353972+0.681889220855088j),(-0.15710799806144946+0.2187002518225732j),(-0.8885634584154215+0.9005894726776611j)
"(-1.6153846153846154, -3.0)",[-1.61538462 -3.        ],(-0.9691796141665602-0.24635518156506767j),(-0.059913597255154674+0.2593329662054069j),(-1.0290932114217148+0.012977784640339246j)
"(-1.4615384615384615, -3.0)",[-1.46153846 -3.        ],(-0.3170510749839535-0.9484084646667381j),(0.02703034232953017+0.26688288479235867j),(-0.29002073265442335-0.6815255798743795j)
