index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)"
"(0.5384615384615388, -1.4615384615384615)",(0.011239190373353247-0.0037893473434881426j),(-0.010183815254189333-0.0010172165858155441j),(0.013815789107489698-0.008101236444151137j),(0.015582045253623687+0.01267188300528274j),(0.017053358339778196+0.009232874049787705j),(0.0069118683218715345-0.01274007829412702j),(-0.0064390256062717395+0.006121978641424837j),(-2.8112935057961776e-05-0.005842367302492838j),(0.012561000832074072+0.007085590665213982j),(0.027170294410060525-0.023531437177276095j),(0.0012239142327609837+0.009427608231758786j)
"(0.6923076923076925, -1.4615384615384615)",(0.00924583389231117-0.00684232794708918j),(-0.00908042099794527+5.6387659926127125e-05j),(0.013531804159269708-0.005981032947799568j),(0.010059914286850552+0.01665454449304656j),(0.009534269921955767+0.017111217568497393j),(0.014341880824946873-0.004661012671571091j),(-0.009216717584431372-0.0014391252451480035j),(0.005003865101889098-0.002928367666930963j),(0.0015607639193232453+0.011238841194737932j),(0.03396354675933779-0.01063739251781962j),(0.003681874514800912+0.011681453244934022j)
"(0.8461538461538463, -1.4615384615384615)",(0.007539572722769802-0.008494572647250842j),(-0.008024529817438803+0.00020669346229588992j),(0.013212250454324361-0.003050414696884774j),(0.002529730763094997+0.01852515791678934j),(-0.002140774899761876+0.019500058348381855j),(0.01374669597845491+0.00725547300371345j),(-0.004412283142975663-0.00864673521719542j),(0.004999126342107334+0.002941489290060572j),(-0.00710908929102252+0.0060535552233011245j),(0.03181412279056855+0.00853890244883785j),(0.003815379520672339+0.015034050322589474j)
"(1.0, -1.4615384615384615)",(0.006783886660388011-0.009247893674873386j),(-0.007098668776741152-0.0002809876526738693j),(0.01234834600513657+0.0004339264894755815j),(-0.005803126929486429+0.016876945533067133j),(-0.013631739360522963+0.013949534688670572j),(0.00393010103329619+0.01540121391813159j),(0.004777684006269398-0.008812194395281196j),(-0.0001992681716285063+0.005816175875064406j),(-0.0075062141267788415-0.0027379841355351063j),(0.01684161837259352+0.023965953044727064j),(-0.0001932651658018152+0.01878143218448668j)
"(1.1538461538461542, -1.4615384615384615)",(0.007308231176231531-0.009324132220604471j),(-0.006217443771518296-0.001174825318113106j),(0.010471822291022505+0.004021689025824229j),(-0.0127679177679832+0.011140819308699396j),(-0.01919745752431894+0.0017311711344115274j),(-0.009335785796430653+0.013172167455825496j),(0.010246371029889005-0.0008673528460220911j),(-0.005250243917367772+0.002559662927870686j),(-0.0009427435432665026-0.00698764573831115j),(-0.004801230750355265+0.025151945400579807j),(-0.009066485108812987+0.019587567059073444j)
"(1.3076923076923084, -1.4615384615384615)",(0.009169895186086687-0.008429297548344806j),(-0.005223415604262632-0.002282070417460644j),(0.007342675935427972+0.007032916307280236j),(-0.015859321463250996+0.0023010719743739648j),(-0.015028197448924646-0.01155366637014999j),(-0.01627836999094347+0.0009854032322444437j),(0.006331099537132909+0.008364660671639147j),(-0.004707430453261559-0.003486317517108615j),(0.005263902032630695-0.0035864980343365714j),(-0.019614278533762304+0.010704651336260465j),(-0.019729982411807963+0.01301915842127608j)
"(1.4615384615384617, -1.4615384615384615)",(0.011895248073492418-0.005767343650243961j),(-0.003952569525366526-0.0034038169157835393j),(0.0031480758115960553+0.00866371941913994j),(-0.013430786948062197-0.0069313847359705185j),(-0.002506656472063572-0.018399585392337145j),(-0.010731021040436182-0.012398172125438185j),(-0.003899005895385244+0.009913639666805621j),(0.0009617872851300979-0.005788235396619265j),(0.0050778906774122815+0.0029175152992408186j),(-0.017723474872413-0.008435496968346837j),(-0.0248217914909669-0.0018568075037896064j)
"(1.6153846153846159, -1.4615384615384615)",(0.014038168398747608-0.0005528138741092477j),(-0.0022908894878930107-0.00428971764130156j),(-0.0013874569289588055+0.00825684119597567j),(-0.005940263761533606-0.012931028266637666j),(0.011343574343556729-0.01415012557229622j),(0.0036736860255547595-0.01600843513359348j),(-0.010637918201701495+0.0017204567133790732j),(0.005603571055940518-0.0017471136071140455j),(-0.0004292754199724985+0.0054398371586164476j),(-0.0023848343090841027-0.01725355316070298j),(-0.017435354607914937-0.01852528058709002j)
"(1.7692307692307692, -1.4615384615384615)",(0.013190311838201952+0.006853785257823207j),(-0.0002488853816988687-0.004617793864071758j),(-0.0051066052333117425+0.005667431640285837j),(0.0036040354174928274-0.012893307237925393j),(0.017643626391537305-0.0009858955979005148j),(0.015185371138131502-0.006196922966739327j),(-0.006866590316750898-0.008421553895359086j),(0.004057185787858097+0.004234195630304332j),(-0.004810484897091336+0.0018009395135359918j),(0.012098970601482042-0.009889126427105202j),(0.0013427517440804742-0.025409870573005647j)
"(1.9230769230769234, -1.4615384615384615)",(0.007233647005981544+0.013834992470935182j),(0.001938902235588167-0.004040766489808879j),(-0.006806429399158796+0.001544883636032311j),(0.010676399503131848-0.006680375547750528j),(0.011868571998954284+0.01243433694902198j),(0.013602842022020962+0.009047011181922953j),(0.003981571587819534-0.010176634172891476j),(-0.002002869358223988+0.00549875895708242j),(-0.003465878439018971-0.003426281256085525j),(0.013244911718223958+0.005029110367980651j),(0.019868521305396583-0.015293263916309252j)
"(2.0769230769230775, -1.4615384615384615)",(-0.0033067089472272344+0.015921348133813584j),(0.00374011177170028-0.002348380659865527j),(-0.005821569762512637-0.0026978017824748537j),(0.011587256360953178+0.002501448619833833j),(-0.002084269989969829+0.016570414492016874j),(-8.469454058517939e-05+0.016239092430448063j),(0.010869816644463938-0.0014461037920899947j),(-0.005802577722281155+0.0006076256075414476j),(0.0015940453223419876-0.004371424830507695j),(0.0018187459237556304+0.012840286213687598j),(0.023699863261133932+0.006050872048375753j)
"(2.230769230769231, -1.4615384615384615)",(-0.013717391931908317+0.009701683654205762j),(0.0044017741555100725+0.0002636049824415601j),(-0.00252994470407779-0.005362470546491887j),(0.0059031110367694095+0.009481333182061008j),(-0.01392412648619327+0.008307198533578378j),(-0.01362579835927728+0.008606258198274373j),(0.006469824282073184+0.008875495761334133j),(-0.0030606947361239193-0.00494024235393793j),(0.004450989202656033-0.00034852793810853937j),(-0.00967596310587925+0.007049623463238478j),(0.008771508593918287+0.022028952658742666j)
"(2.384615384615385, -1.4615384615384615)",(-0.01693095146713823-0.0032201500045171442j),(0.0033024393814545176+0.002976889169059392j),(0.001577208634530824-0.005278482218769505j),(-0.0028230717987318024+0.010151946292942774j),(-0.01456264389512491-0.005957573527842275j),(-0.014378451000528213-0.006956668463476491j),(-0.004777138335902802+0.00989101611727757j),(0.003115246983561102-0.004874155758850958j),(0.0020783507040130775+0.003765790626656884j),(-0.009958223858661602-0.0049789612872608285j),(-0.01278515338439645+0.01899588238444927j)
"(2.5384615384615383, -1.4615384615384615)",(-0.008959155073162481-0.01511200329121435j),(0.0005179411524956012+0.004482478648766675j),(0.004472885251573747-0.0025459180869393614j),(-0.008977869141652876+0.004305749237477397j),(-0.0036216867517972974-0.014830137351358191j),(-0.0015111686246429246-0.015742179836932792j),(-0.010964364524681854+0.0003852829049713436j),(0.005710346376128726+0.0007106843279538554j),(-0.0024883445959189786+0.003330849425278753j),(-5.0589412029768356e-05-0.010420820745098158j),(-0.02206402067967355-0.00038066030402579884j)
"(2.6923076923076925, -1.4615384615384615)",(0.006099348929820959-0.01673679227684265j),(-0.002784052419397767+0.0036588302787461356j),(0.004653316275360577+0.0013095597465325954j),(-0.008578291981632465-0.0039048787427164756j),(0.00975060848914865-0.011150339510993581j),(0.01261752235074476-0.009249896960643045j),(-0.005390924406989603-0.009526869497875037j),(0.0017933025458378537+0.005433115121925743j),(-0.0039349474722428866-0.0008706627940075838j),(0.008762292735862532-0.004408212939113541j),(-0.01088415023251031-0.018250286639212323j)
"(2.8461538461538467, -1.4615384615384615)",(0.017148842407702702-0.005411965908920765j),(-0.004662154157531605+0.0005451891541362008j),(0.002101780102482804+0.004051392347906183j),(-0.0022055581941632634-0.008662057283855055j),(0.014272632102957086+0.0017132310247540425j),(0.014186536601058694+0.006162487005344403j),(0.005986562472678731-0.009123178854678282j),(-0.00412379893818045+0.00391508177616699j),(-0.0007981962629106398-0.003833418362216216j),(0.007389725358679156+0.005609327987746155j),(0.009717103665828607-0.018006749996005527j)
"(3.0, -1.4615384615384615)",(0.014548578609662634+0.010745443866178327j),(-0.0036004993779381565-0.003167158855616826j),(-0.0015380885754097701+0.00404830646744627j),(0.0052276611173731466-0.0066934217328140444j),(0.006285191042616641+0.012459950612747848j),(0.0016921254843614204+0.015190122628761304j),(0.010804193931320665+0.0011907389150939082j),(-0.005261948163268621-0.002056089312322695j),(0.0030854729623256355-0.002238626906254639j),(-0.0017394979084688+0.008639296703600297j),(0.019703843913068543-0.0005757859306606259j)
"(-3.0, -1.3076923076923075)",(0.013511390067592612+0.011146436069966802j),(0.00854593174902193+0.012847893849131809j),(0.010434042049239827-0.003686044875135645j),(-0.005780554528118295+0.0002852696493761989j),(0.0019786097472098644-0.003284822410966774j),(0.002032837003737094+0.008483487785662524j),(0.017416373364194708-0.009592967903643826j),(0.013472904534738197+0.0031253311507695326j),(-0.004769801972495869-0.0009766135902469747j),(0.0006769661973022129+0.0043094867627158214j),(0.0012882599997564184-0.008429851073333466j)
"(-2.8461538461538463, -1.3076923076923075)",(0.016291384599835135-0.006907241965037697j),(0.01574299518939484-0.0008209681630417131j),(0.0029922670032392134-0.011143954914459183j),(-0.0035672811556394673+0.00498578293696054j),(-0.0011655945244739563-0.0037176420031758105j),(0.007765863354605529+0.0033883926975920007j),(0.0008060018863307738-0.020204158222795737j),(0.009245532737144038-0.011237939810635172j),(-0.00294559203793206+0.004110306757287179j),(0.0042717145033974195+0.0011601262155623237j),(-0.007112915198598114-0.0048072615536122855j)
"(-2.6923076923076925, -1.3076923076923075)",(0.001496906711258134-0.017808329488932545j),(0.00760316110558816-0.014198923528852402j),(-0.007690706282559148-0.009272379114149729j),(0.0016725691274739063+0.006298053140078849j),(-0.0035861460680803193-0.001730562748002928j),(0.007241826044234776-0.00381587643690821j),(-0.01693375265124188-0.011575829399467682j),(-0.0062040836233122326-0.014063851900453776j),(0.0026565383879505722+0.004549224631228855j),(0.002847900566203075-0.003475614427252698j),(-0.0074465667483718835+0.004380078677890149j)
"(-2.5384615384615383, -1.3076923076923075)",(-0.015148843540074626-0.009798715172665074j),(-0.008256328526927295-0.014233751366517243j),(-0.012568936143635764+0.000764230025324513j),(0.006251419161639335+0.003039768961153395j),(-0.0038693488156316125+0.0013528888554897353j),(0.0017329342882601948-0.007668123736704179j),(-0.019163448174123875+0.007919248109670832j),(-0.016278717299093734-0.0009663512168226643j),(0.005475968463158065-0.0005898329427523042j),(-0.002037269620052577-0.0040833683772858904j),(0.0007342193174530701+0.008658220478710656j)
"(-2.3846153846153846, -1.3076923076923075)",(-0.015973214643271012+0.008732619307394222j),(-0.016794923498374626-0.0006527502703369037j),(-0.007312413233301128+0.010961233059667437j),(0.006906998644354734-0.002771463650068925j),(-0.0019760862267978727+0.0037695371159986927j),(-0.004251206485175802-0.006181336769691443j),(-0.004364246057726811+0.020395212902666885j),(-0.008993714758182834+0.014876406029196746j),(0.0017911714935896785-0.005497673869097347j),(-0.004632860163934868+0.00018964487245635192j),(0.00815827385016158+0.003118759530126492j)
"(-2.230769230769231, -1.3076923076923075)",(-5.214218374396734e-05+0.018356459177897813j),(-0.009907899972787607+0.014011853722713656j),(0.004264996986441285+0.01312508376090464j),(0.002982919683340912-0.007419783131769816j),(0.0010230047006087575+0.004344336148777458j),(-0.006984561949427317-0.0013429123238172822j),(0.013880066619501674+0.015538175217244894j),(0.0094236064056289+0.016069953302803416j),(-0.004510766730465381-0.004106949015841329j),(-0.0017541309650301457+0.004375336222225162j),(0.006400942400530031-0.005998233123647813j)
"(-2.0769230769230766, -1.3076923076923075)",(0.016107664328305023+0.009087535405190927j),(0.006251952916821087+0.016356445277377903j),(0.013456536211076385+0.005304746203394614j),(-0.0033135237522510935-0.007961183494740832j),(0.003720050569886726+0.002924824399550733j),(-0.0057726549519646906+0.0034059362489245217j),(0.020574027061717716-0.0013158662206733177j),(0.020073929834161907-0.00036619714858399674j),(-0.005946174958299994+0.002561672002251869j),(0.0033276015929298774+0.0034527652297065255j),(-0.0025741934878053528-0.008416985687694322j)
"(-1.923076923076923, -1.3076923076923075)",(0.015987504903204112-0.009532084020902165j),(0.017337478239083156+0.004248889350896357j),(0.01343949001289813-0.007027353143916178j),(-0.008466166995140566-0.003918624524965389j),(0.005073234500469112+0.00019100527011795652j),(-0.0023384951914324054+0.005838124354148983j),(0.012082554678582061-0.016110483924010217j),(0.010696140729675981-0.018954479531645634j),(-0.00014659438945206681+0.00692016485766871j),(0.004595611504188845-0.001646362196920337j),(-0.008703684484591396-0.0014334654734972998j)
"(-1.7692307692307692, -1.3076923076923075)",(-0.0001548164823874593-0.018707981907803387j),(0.013805829291861492-0.011817814413573529j),(0.004060160494442829-0.015373840276359416j),(-0.009749933322901553+0.002717936506798056j),(0.004721767031960729-0.0028448664685385j),(0.0011553481063311648+0.005783838949749954j),(-0.003227049634186745-0.019062138256570226j),(-0.011356637351031842-0.02082759216030062j),(0.006714575980828382+0.0032659050927668944j),(0.000394142870877373-0.004958281635482998j),(-0.0051842883532891735+0.007144057136967375j)
"(-1.6153846153846154, -1.3076923076923075)",(-0.016175611408316-0.009528422478357548j),(-0.0012231724704754765-0.018427898973961285j),(-0.00861124716212784-0.01426465785423412j),(-0.0065309426157118345+0.008859239246732256j),(0.0029150420846125675-0.005308298748204201j),(0.003516266066389744+0.004315716414050006j),(-0.01436153003243174-0.011087068474508315j),(-0.025854140065208538-0.0023986923356217956j),(0.006327093270785411-0.005131308583701595j),(-0.004445140068686235-0.0024460044780828956j),(0.0040189829843418744+0.007847300704890437j)
"(-1.4615384615384615, -1.3076923076923075)",(-0.0166325219947311+0.008764029047769477j),(-0.015484935437381784-0.010526684017168912j),(-0.016856427738158805-0.0044690414529129216j),(-0.00021189355799815823+0.011982998153528839j),(0.00023357576131370408-0.006720103334653483j),(0.004679878692842531+0.002578838580341831j),(-0.016538479163274514+8.316548574305812e-05j),(-0.018948454321261163+0.021220175533099864j),(-0.0021173843477646738-0.008765283299776478j),(-0.0041461383126117045+0.003110521555149758j),(0.008786133879605588+2.1709361651739512e-05j)
"(-1.3076923076923075, -1.3076923076923075)",(-0.0015644306794322105+0.01871488791396722j),(-0.018156152817319315+0.00533932508583566j),(-0.016214860510535917+0.008295921045699704j),(0.006813071238695719+0.011134605549937612j),(-0.002709302649377876-0.007028111276925654j),(0.0051432550069107005+0.0012032786036259807j),(-0.01232660127557709+0.007738343721475556j),(0.004532423442639536+0.030674769242962308j),(-0.009927315941612625-0.002212573818262468j),(0.0011537386257736552+0.005179472236680216j),(0.004073400249246382-0.007722572725373497j)
"(-1.1538461538461537, -1.3076923076923075)",(0.014672358601577111+0.011598361067280138j),(-0.007930913460091551+0.017323319514279508j),(-0.007494416743552919+0.01742144705342508j),(0.012390616732245908+0.006938505526264448j),(-0.005468718309859568-0.0064951273464606335j),(0.005421229985097226+0.0003547267472067239j),(-0.006885545595069776+0.01022034749451196j),(0.026963022465072015+0.019460675684114016j),(-0.00752691763695104+0.009032175939548968j),(0.00533508848925846+0.001112769803113445j),(-0.004839569610425467-0.007164333040870504j)
"(-1.0, -1.3076923076923075)",(0.017747858589150442-0.005420572152741483j),(0.007341741948986588+0.017616657761172768j),(0.0046869494767526575+0.019096555525216042j),(0.015377946205025732+0.000918173582878446j),(-0.007838157271579169-0.00554504238171703j),(0.0058272777708627144+2.918874872637748e-05j),(-0.003485515724896586+0.00947304358216156j),(0.03438462995262967-0.0025906311043544404j),(0.0050575157372809145+0.013088180335478853j),(0.003317892810839446-0.0045431493838298835j),(-0.008487495139662156+0.0007896841954433424j)
"(-0.8461538461538458, -1.3076923076923075)",(0.005979879396882845-0.01732796917567118j),(0.017593505528010884+0.007172668743976248j),(0.01507368693599308+0.013556410723532591j),(0.015755457615188158-0.005329953757876118j),(-0.009808320525556486-0.004641778831201698j),(0.0064658067140949405+0.0002832874875532444j),(-0.0026446079807167485+0.007752033037452077j),(0.026862453234674614-0.020425965620177164j),(0.017090821946295104+0.0033423156183870766j),(-0.0028809456805020946-0.00509919287278583j),(-0.0034127568829525243+0.007631089382919971j)
"(-0.6923076923076921, -1.3076923076923075)",(-0.009908659083171059-0.01504141740977251j),(0.017555582828266043-0.006641133212595518j),(0.02038407333565248+0.0038949267643753416j),(0.014276791240066639-0.010692031539751281j),(-0.011455109297380897-0.004228614600959362j),(0.0072289040216075625+0.0013128181883589746j),(-0.0035547235373892053+0.005921685999165356j),(0.014678979366218089-0.026443642280552418j),(0.016879433477887732-0.014876952250086997j),(-0.006165877106089577+0.0005367413285781733j),(0.0047491753257312445+0.00661724200555591j)
"(-0.5384615384615383, -1.3076923076923075)",(-0.017492317792719567-0.0018527881978865372j),(0.008898877117310494-0.01607286618704205j),(0.020143605951007608-0.00614233232893305j),(0.01198647771712104-0.014691776008312405j),(-0.012792626315356439-0.004707138043197037j),(0.007705660525176943+0.003368781160802273j),(-0.005212701673752712+0.003644602367193248j),(0.007269056837596015-0.022991369447741952j),(0.0024289773239856015-0.02953498315396195j),(-0.002280919469601187+0.0063227539293881085j),(0.007852959271749959-0.0006080367024487323j)
"(-0.3846153846153846, -1.3076923076923075)",(-0.012604261805552632+0.01149654045630228j),(-0.002601315781138533-0.0175947214634638j),(0.01594233679715001-0.0138987558467959j),(0.009850584318649751-0.017341670901198245j),(-0.013621560166566328-0.0063982397615171705j),(0.007090844409827407+0.006468755002198779j),(-0.006434854895761586+0.00028646358644362883j),(0.0065767211737367-0.015726592539944528j),(-0.01745307927385912-0.03332676374581827j),(0.005361566060721306+0.005493561474166574j),(0.0035496960575165104-0.006668853162558805j)
"(-0.23076923076923084, -1.3076923076923075)",(-0.0005068214335477153+0.016414486605312514j),(-0.011486459182023607-0.012533427292153919j),(0.010084299735415537-0.018410753495259752j),(0.008579266611075491-0.018866691393781183j),(-0.013421504096761174-0.009416290744397123j),(0.00435321509508742+0.009926101218941092j),(-0.00564339222893017-0.004004111819827696j),(0.008571003686540624-0.0076399248460315115j),(-0.03148273616240478-0.029300410112576884j),(0.009229369861158257-0.002519005164414021j),(-0.0033838511448118598-0.006349676838319368j)
"(-0.07692307692307665, -1.3076923076923075)",(0.010312890114056695+0.011825261754341542j),(-0.015312723564784568-0.004703365578468981j),(0.004510173467428067-0.020062917994699777j),(0.008590191028047887-0.019443525799070372j),(-0.011382419956477204-0.013426295354964111j),(-0.0010646867652532289+0.012011127649386711j),(-0.0016516726144619293-0.007405645364811432j),(0.008382178993528012+0.00034569845045760077j),(-0.033565763798096865-0.025421672118031462j),(0.005059416781534981-0.012486425646869378j),(-0.006783148757703704-0.0009105018336855674j)
"(0.0769230769230771, -1.3076923076923075)",(0.014685711702039176+0.002473462692247291j),(-0.014666379825118378+0.0023952950938725594j),(0.0003490008389215101-0.019863323134268376j),(0.010013124014749093-0.019032175853919194j),(-0.006703256983201889-0.017366829932813074j),(-0.008149526874157601+0.010376725634446981j),(0.004524478274237202-0.006964920316886264j),(0.003805331931017434+0.005938709535074342j),(-0.02416827533901414-0.024945657178815032j),(-0.0051409795328121784-0.020056541452746286j),(-0.004726553070520352+0.004628371969423292j)
"(0.23076923076923084, -1.3076923076923075)",(0.012679212123884521-0.006107798106937921j),(-0.011609540669815692+0.007020492442769785j),(-0.002013431607218731-0.01881557383022639j),(0.012657906298597914-0.0173347625041744j),(0.0007868519501210725-0.019386427338427135j),(-0.01372320514886694+0.0036594265883643355j),(0.008895154163828977-0.0013159874447119832j),(-0.002962030174260225+0.005868304922871599j),(-0.008069282706244654-0.023503288019177972j),(-0.015100547661273332-0.026124835046645135j),(0.0003511067834556338+0.00674456821964512j)
"(0.384615384615385, -1.3076923076923075)",(0.0073641663060285195-0.011069244857628537j),(-0.008125651969933905+0.009096034630952616j),(-0.0026461464272947172-0.017579965513532816j),(0.015933428291664598-0.013905969452609449j),(0.009880889801023503-0.01733076548572247j),(-0.013606679125593359-0.006450996727699008j),(0.007061557932556015+0.006511788600086632j),(-0.006437862941935844+0.0002410033560140529j),(0.006629247965748881-0.015646376718540845j),(-0.0175169823516757-0.03335291220783883j),(0.005409501905161901+0.005462854939336887j)
"(0.5384615384615388, -1.3076923076923075)",(0.0018001587606330414-0.012501048067997757j),(-0.005381507752467857+0.009385964021572145j),(-0.0018098885252713591-0.016392205317012586j),(0.01878858158518347-0.008428305251396262j),(0.017665855433384905-0.009927077166856906j),(-0.005747734189514293-0.014667775911751148j),(-0.0010366407600371122+0.010076999664989891j),(-0.0032448069333391597-0.005559817210403477j),(0.011985436713449801-0.0027493230627726453j),(-0.008031118657471257-0.03943624236438521j),(0.009494543370081052+0.0027800878317612264j)
"(0.6923076923076925, -1.3076923076923075)",(-0.002417762514757311-0.011915997326425001j),(-0.003741641061926658+0.008736660663477296j),(0.00017109129897769642-0.015130994888608215j),(0.01981364243309754-0.0011094919244844497j),(0.02029112514954118+0.001752596579993004j),(0.006728139152026527-0.014839497502403494j),(-0.009221635445987619+0.0051528626729678215j),(0.0034438187598230673-0.005475935880510393j),(0.006490543696519992+0.0071436726807819866j),(0.010557554874662593-0.03662868035583151j),(0.013405204362838192+0.0010598889853616336j)
"(0.8461538461538463, -1.3076923076923075)",(-0.0049998120456804344-0.01086908941680262j),(-0.003098694424894727+0.007711163688522477j),(0.002906356264679972-0.013453205155640798j),(0.017636671424355356+0.0069553453899748935j),(0.01503223504435065+0.013624278149040521j),(0.015908594688515895-0.005049759380421527j),(-0.009707168703665794-0.004984061072550351j),(0.006476536143424259+0.0005732598575635396j),(-0.0029577263692177128+0.007523322984156705j),(0.02681426462017091-0.02004216947178991j),(0.017491808311088052+0.0029081560173954794j)
"(1.0, -1.3076923076923075)",(-0.006184186856504367-0.010415731560425502j),(-0.0031745738900116637+0.006549873326557382j),(0.00587242810115149-0.01096852178804539j),(0.011616221128635138+0.013732234428385002j),(0.0027487987189658432+0.01987135011618276j),(0.014336742189612535+0.009066205089834078j),(-0.001022758805925277-0.01113746824260159j),(0.002407978410476903+0.006063524798840301j),(-0.007067484436250789+0.0004238967156493168j),(0.028114049727243632+0.004043441825847413j),(0.01926462345548839+0.01016494425967315j)
"(1.1538461538461542, -1.3076923076923075)",(-0.006047589781739608-0.011081126996449467j),(-0.0036750359237790347+0.005274466093978115j),(0.008373230433185705-0.007448173527731761j),(0.0025732975910341222+0.016777981331219893j),(-0.011161330924933483+0.016255845698736494j),(0.001822082888476445+0.017030922117673118j),(0.00913743999323529-0.006801974597735188j),(-0.004367450282917507+0.00485791969386687j),(-0.002969677999155457-0.005658068901755479j),(0.012313354383190778+0.0205856888257956j),(0.013804812505649057+0.020695120750672688j)
"(1.3076923076923084, -1.3076923076923075)",(-0.004150442324712083-0.012774289241277315j),(-0.004325140845557564+0.0038072198457781256j),(0.00961481825969459-0.003037255211326503j),(-0.0069418750626694834+0.014370455956504623j),(-0.018937036071682015+0.0036865688479310677j),(-0.012567916517376038+0.011749303029037468j),(0.010643245724636256+0.0044668842018180215j),(-0.006278970499377316-0.0017835976540171257j),(0.003651217225228747-0.004616884538042227j),(-0.008431376283469415+0.01866713920963964j),(-0.0010874066199253651+0.026751868367689974j)
"(1.4615384615384617, -1.3076923076923075)",(0.00024390220254803113-0.014405713543763268j),(-0.004846935911005866+0.0020652443085208685j),(0.008937973420641322+0.0016139402346109124j),(-0.013340814290761243+0.006791094637460226j),(-0.015326206563406783-0.010902231782286493j),(-0.01687946194316955-0.003350560382329447j),(0.001435723958231926+0.01155882343511126j),(-0.0011302786573497406-0.006411532218611774j),(0.005324774564623602+0.0013773846765623217j),(-0.017627154404717724+0.0023392415067858886j),(-0.01920670220617588+0.019803844828788435j)
"(1.6153846153846159, -1.3076923076923075)",(0.007109917064267664-0.013676989466328572j),(-0.0049288670456728995+4.455765583534373e-05j),(0.006160851381011028+0.005419348689700605j),(-0.013679491753393596-0.0030941216851208433j),(-0.0020401964397490013-0.018173378891502338j),(-0.0068042126877930886-0.01574801185817969j),(-0.009439324614072889+0.006937196094111304j),(0.005268859528563832-0.003778375555311699j),(0.0008368521120376426+0.005124594606188987j),(-0.009536653199847745-0.012469541861288999j),(-0.027586213388687688-0.00018773323792738546j)
"(1.7692307692307692, -1.3076923076923075)",(0.014213050190443933-0.008079470139340711j),(-0.004236800658757355-0.0020803134265434415j),(0.0018687429115640667+0.0072063411034892595j),(-0.007587882472027732-0.010723820220102346j),(0.012172789433773631-0.012914962169383967j),(0.009291238649389733-0.014302948057628417j),(-0.010650137813563504-0.004962352540365469j),(0.005646467436286118+0.0031153841843012163j),(-0.004141411757203213+0.002692681355853148j),(0.005754980236196718-0.012839568194091796j),(-0.01732633240908191-0.020772105893879504j)
"(1.9230769230769234, -1.3076923076923075)",(0.016961006841552974+0.0025641995039338474j),(-0.0025305059443333578-0.003860410997748047j),(-0.0025786984420278717+0.006281848067673961j),(0.0018666472393946386-0.012168974408685444j),(0.017150690933000666+0.0013180535165700628j),(0.016921164880403204+7.013359606376192e-05j),(-0.0006696124652027708-0.011739780853190631j),(-0.0003994580992024553+0.006395516113626061j),(-0.003954758833421587-0.0025894249785771125j),(0.01275455671717943-0.0007383757709833652j),(0.005770864910607305-0.025557677938375267j)
"(2.0769230769230775, -1.3076923076923075)",(0.011179585063888886+0.013862665791211728j),(8.596732002240244e-05-0.004591037941185141j),(-0.005482157859330391+0.002960709395972699j),(0.009409547883646435-0.006698658858938763j),(0.009142011434642754+0.013926063043186561j),(0.008826490254198864+0.014247479955580974j),(0.010057221987946108-0.006070459136558252j),(-0.005915279311097421+0.002342665073902241j),(0.0007466385538739543-0.004482564101520587j),(0.005873029839050439+0.010151582272388706j),(0.02327961406501458-0.009647605034741567j)
"(2.230769230769231, -1.3076923076923075)",(-0.0022699148649155503+0.01817583911883089j),(0.002899857203273173-0.0036036538057668114j),(-0.005601838173509082-0.0013078381416361052j),(0.010614705746378026+0.0022622153310782847j),(-0.005553200569886065+0.015140495427100808j),(-0.007493919561412568+0.01478843456294768j),(0.010004437386543313+0.00610232531665248j),(-0.004591999227884487-0.004332109889262167j),(0.004248691889887421-0.001083823172375297j),(-0.006035393572059654+0.009034765872922207j),(0.020012722935215384+0.013510823130041046j)
"(2.384615384615385, -1.3076923076923075)",(-0.01548707891412264+0.010466325320174323j),(0.00462223735735761-0.0008416059474110309j),(-0.002939672939028016-0.00446366077439575j),(0.004954719102383544+0.008934680952336788j),(-0.015046808022541167+0.004156666966348867j),(-0.016345701209297188+0.0011088650614929872j),(-0.0008516061174418256+0.011645262094323273j),(0.0019732941736949816-0.00594192298555192j),(0.0026177283060199496+0.0033399433066202463j),(-0.010046386390480005-0.0014012712920288663j),(-0.0007986728113619266+0.023088512151146184j)
"(2.5384615384615383, -1.3076923076923075)",(-0.018115654523496415-0.0055682499255119665j),(0.00400793870088991+0.002632691270691404j),(0.001030378728670025-0.004889424522851533j),(-0.0034974630954586732+0.008979758217285938j),(-0.011600459047692743-0.009686280730803989j),(-0.009071224379769387-0.0133953674140984j),(-0.010718951793271233+0.00449437160545889j),(0.006167287250347626-0.0007026632959767721j),(-0.0019408019137152105+0.003631066636433398j),(-0.0028746518775708938-0.009087932036555994j),(-0.019346780250528273+0.01068322742854496j)
