index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)"
"(0.0769230769230771, -3.0)",(0.005945585562074563-0.006042320751767406j),(-0.007620190750401082+0.003998232995358784j),(0.0007665639409088305-0.014210221874071591j),(0.008438706515050198-0.013704828624478358j),(-0.0070729404422220045-0.009754315573975107j),(0.0012383566168541293+0.0063993026765192685j),(-0.003450253185919603-0.001976548277676775j),(0.007453688827236223-0.0032993894743046683j),(-0.016139470230114628-0.0125559992207546j),(-0.005468221250740954-0.014395979635414296j),(0.0024638574000912217+0.004671797189933079j)
"(0.23076923076923084, -3.0)",(0.003676227579600787-0.00746438336959793j),(-0.006270414422352221+0.005127029510270644j),(-0.00018306532009516071-0.013779281206120042j),(0.009599668574546236-0.013019514181115603j),(-0.004857640585531734-0.01156471542781379j),(-0.0011315228866892297+0.006827999899421204j),(-0.0022409069751594037-0.00331157224316031j),(0.0073471573728491075-0.00044405273396074847j),(-0.013583912175394565-0.014030333959504957j),(-0.007395734902535339-0.014890896284561982j),(0.004059503210698633+0.004071736418639564j)
"(0.384615384615385, -3.0)",(0.0015405712736926086-0.008046005135251319j),(-0.005076506209602843+0.005658538381902791j),(-0.0004549108572611825-0.013281370677989655j),(0.011194255618066121-0.011691901090771683j),(-0.0015999224378163335-0.012903145960135346j),(-0.0039184452322053465+0.006193888859590939j),(-0.0003716888592002538-0.004042674475651304j),(0.006224416720636759+0.0023874910504200616j),(-0.009645314202532838-0.015717583967735427j),(-0.008189471809548885-0.01576641159070079j),(0.005325220124586665+0.0033559662712690543j)
"(0.5384615384615388, -3.0)",(-0.00020999111837483563-0.008093139527881639j),(-0.004169488502336994+0.005769808365239579j),(-0.00011314869491915776-0.012764691125425514j),(0.012989212256307912-0.009560699353769098j),(0.0025902411028717394-0.0131659942345583j),(-0.00653821601836808+0.004136887257490231j),(0.0018258531897248076-0.0037299743611280615j),(0.003962953362038352+0.004594104751659608j),(-0.004361879629098073-0.016688157033798653j),(-0.0076125726864162-0.017152605887217683j),(0.006329810726630845+0.0027793375238056267j)
"(0.6923076923076925, -3.0)",(-0.0014843498236847665-0.00789686888965118j),(-0.0035873892003793094+0.005605752778259018j),(0.0007657232292203098-0.012193387251602319j),(0.01462401529556948-0.006501494187614603j),(0.007251583245027798-0.011727303844334378j),(-0.008112786689244837+0.0006557012988909662j),(0.003688740848735472-0.002153342588084329j),(0.0008717216445878037+0.00548786897153292j),(0.0017847266574651645-0.01591227241281137j),(-0.0053778540132132825-0.018825574482021806j),(0.007158801569338647+0.0025481756233653166j)
"(0.8461538461538463, -3.0)",(-0.0022810481863855935-0.007681251682694476j),(-0.0033117430883219676+0.005261313836808214j),(0.002088276012612081-0.011466072827985976j),(0.015617597179557534-0.002512846079825609j),(0.011506755373285767-0.00816337757452854j),(-0.007712051317673616-0.0036473902517780684j),(0.0043883672819367975+0.00042301712197170165j),(-0.002244982298415008+0.004609631711057187j),(0.007696926343555287-0.012620030412277864j),(-0.001270185796882348-0.020131506567617048j),(0.007844334171275825+0.0028345577585911683j)
"(1.0, -3.0)",(-0.0026258205144189233-0.007589006812910157j),(-0.0032932719939630247+0.004782696420460491j),(0.0037269402698159953-0.010440339101595867j),(0.015423235677960266+0.0021864385276935887j),(0.014149236295805825-0.0025494029191663586j),(-0.004804906817132303-0.007501453087087225j),(0.0033199928351779653+0.003125585904480011j),(-0.0042837435081338575+0.0020984100831368756j),(0.011780054855958762-0.0067915937198235014j),(0.004580663703161707-0.0200113909433208j),(0.008305769520567162+0.00377775279487748j)
"(1.1538461538461542, -3.0)",(-0.0025294585288314657-0.007682861152985908j),(-0.0034652553384920417+0.004178278111336681j),(0.005498651979554297-0.008966362727131775j),(0.01354941279327647+0.007080343003469497j),(0.013952208266259232+0.004280031686823434j),(0.00022726044041286507-0.009264797479939926j),(0.000584512785036034+0.004683484170344088j),(-0.004333864990230306-0.001119610326783386j),(0.012476933359377277+0.00045689457062668274j),(0.011357203849736437-0.01724979720731078j),(0.008306883685176064+0.005445298218683643j)
"(1.3076923076923084, -3.0)",(-0.001968937010673707-0.007945819028910063j),(-0.0037475239789120413+0.0034337735395081974j),(0.0071504422806537085-0.006932395199974622j),(0.009743971364804031+0.01134747110960327j),(0.010187261454695661+0.010680311883068564j),(0.005825534878072042-0.007637846715173349j),(-0.0027470303329520437+0.004039273489019584j),(-0.002280538464262875-0.0035704577883733596j),(0.009117800554988462+0.006942903908943885j),(0.0173526281148479-0.011028356982326078j),(0.0074544301312511885+0.007738969017147906j)
"(1.4615384615384617, -3.0)",(-0.0008933995386137426-0.00827272258355273j),(-0.004045699356037042+0.002529499843182532j),(0.008365197152203983-0.004320463062128589j),(0.004202333550216098+0.013974054155649202j),(0.0031979175333942036+0.014528476329027947j),(0.00958453610501434-0.002562718773264781j),(-0.004925156635027295+0.0011234463401347378j),(0.0008735904689037003-0.003947838682495341j),(0.0026659048519790413+0.010185945594305714j),(0.020210900442886814-0.0016789164880925815j),(0.005284638201453835+0.010261638254319503j)
"(1.6153846153846159, -3.0)",(0.0007411048343286125-0.008456524254144022j),(-0.004250688282205355+0.0014591824505796268j),(0.008800230685518547-0.0012622726518903094j),(-0.0022830697435575723+0.014016412104004897j),(-0.005272168831788449+0.01398547119521286j),(0.009301062353792942+0.004216322841289694j),(-0.0044454705135543345-0.002731424982544861j),(0.0033464368103881792-0.0019810557094659905j),(-0.004243604434652136+0.00871313760103668j),(0.017811967240765482+0.008754732171306576j),(0.0014838642348120558+0.012215244054685865j)
"(1.7692307692307692, -3.0)",(0.0029045669591208183-0.008185693869552582j),(-0.004243320046152009+0.00024954269548774764j),(0.008164952362048351+0.0019248070424839347j),(-0.008343081886379772+0.01098060517547603j),(-0.012334116772784733+0.00848850233284603j),(0.0043794846712250065+0.009518548010118219j),(-0.0011769983669401329-0.005250107377104706j),(0.003584187800795375+0.0011580076628846083j),(-0.008346458010714809+0.0032138966293402795j),(0.009625774076757215+0.016724713768807204j),(-0.0037656666493339447+0.012459408127517516j)
"(1.9230769230769234, -3.0)",(0.005400064589556485-0.007081840109691382j),(-0.003908409781773175-0.0010218338941842095j),(0.0063296034570672335+0.004748973446461736j),(-0.012313952211397684+0.00520064272705552j),(-0.014951380832473847-0.0005006731531241532j),(-0.003249831715126721+0.010213225185179779j),(0.003132238042476573-0.0045678511145233625j),(0.0013826181011952214+0.0034005598905020927j),(-0.007562492589580838-0.0033697404480754873j),(-0.002181622095113971+0.018536221054132933j),(-0.009447815247576352+0.009868343961585134j)
"(2.0769230769230775, -3.0)",(0.007775613652810443-0.004810390615748538j),(-0.0031608688251720833-0.002215659214992094j),(0.0034361177654009304+0.006627021847926683j),(-0.012784515999298618-0.0019773231710576047j),(-0.011434791261550267-0.009569902755066868j),(-0.00959531236170442+0.0052393583070469854j),(0.005644706227797459-0.0007232533357815976j),(-0.0017499847713980717+0.003142370079535988j),(-0.0025058043838780864-0.007270469718868774j),(-0.012898346808773926+0.012525561577633206j),(-0.013657443171633645+0.0040053838755633574j)
"(2.230769230769231, -3.0)",(0.009305264764054133-0.0012770756682881166j),(-0.0019828301652026147-0.003135394346896578j),(-3.822729355026879e-05+0.007044891530800359j),(-0.009262276271111702-0.008399831329976253j),(-0.0027279172926016142-0.0145774576808934j),(-0.010673243569582585-0.003129428572169588j),(0.004333428622090867+0.003909353893140485j),(-0.003501103967046786+0.0005246358930027083j),(0.003545521253383084-0.0062303550332227665j),(-0.017247751192665046+0.0008331646711059777j),(-0.014131021732092524-0.004132241638736412j)
"(2.384615384615385, -3.0)",(0.009124786366184186+0.0031336086475117477j),(-0.0004643568884309903-0.003556563194252846j),(-0.0033206348085317097+0.005765684228689451j),(-0.0026636503799562306-0.011776030430754503j),(0.007418093118602116-0.01271683133518994j),(-0.005212921188548275-0.010012998050994001j),(-0.0002529092552783632+0.005968764210056413j),(-0.002480002219453205-0.0024663793239348697j),(0.00660103805151447-0.0011853741950701698j),(-0.012549808250610018-0.010788760042890562j),(-0.009424188975337016-0.011836740923751067j)
"(2.5384615384615383, -3.0)",(0.0065767414802615515+0.0074057028980864005j),(0.0011684181674715467-0.003287337021290988j),(-0.0055217099094990296+0.003012643713564644j),(0.004711640465371713-0.010653690253700793j),(0.013908168965465036-0.0044087181187389465j),(0.0038638169356015203-0.010759318469382852j),(-0.004921805862611263+0.003610520473725698j),(0.0005482165964187547-0.0034226292433358787j),(0.0047268782844620775+0.0041606567497045836j),(-0.001105939599081945-0.015801569529012155j),(-0.0002773428121639051-0.01545359321753625j)
"(2.6923076923076925, -3.0)",(0.0017059248881881265+0.010013628005848041j),(0.0025618186276020485-0.00225601278664337j),(-0.005935001487294066-0.0004723185408071075j),(0.009912151306131354-0.005285718919025203j),(0.012999670039433073+0.00628175683530172j),(0.010715263638334152-0.004321592977204855j),(-0.005987249601592846-0.0017074622523961763j),(0.0030993802130933365-0.001501009750782521j),(-0.00042487208214194626+0.005918412936112412j),(0.010330547540348643-0.01108171684510318j),(0.0097978474443797-0.012272726168161375j)
"(2.8461538461538467, -3.0)",(-0.004331035678706296+0.009460340335890357j),(0.003304311535975461-0.000601663942248794j),(-0.0043640529970340285-0.0035781134430025808j),(0.010615410495694356+0.0021394132281341615j),(0.004805221217920469+0.013435195772176433j),(0.010359965984529894+0.005340871008511703j),(-0.00228203206332281-0.005914675961448092j),(0.002970576955791955+0.0017110121719750798j),(-0.004754997396005257+0.0029772739513258795j),(0.014481655628395384+0.000380635992361033j),(0.015647230260123882-0.0027070674674850013j)
"(3.0, -3.0)",(-0.009309713534749+0.005155005209195767j),(0.003065793783539751+0.0012782553727610055j),(-0.0013242652807694622-0.005191352506369683j),(0.0064010214589742325+0.008243780820497487j),(-0.0061592475023781665+0.012667680699677943j),(0.0025604421602791875+0.011455975582582047j),(0.0034755404257757853-0.005427824214610613j),(0.00021594917707397368+0.0034110333331642015j),(-0.0049070091517676336-0.0020594512837243946j),(0.008644718071229214+0.010826701780599864j),(0.013325164291314815+0.008837764117772349j)
"(-3.0, -2.8461538461538463)",(0.012223236623717913-0.0028280480125841075j),(0.005870302241837479+0.012618601910873276j),(0.008657030879188198+0.009443961396603423j),(0.0027890774237234717-0.007046169603588428j),(-8.994782013139179e-05+0.0037863768287661054j),(-0.004093030780451129-0.0016854395365097816j),(0.010705532645990353+0.005313298018347285j),(0.01626190603065165-0.006087727784970613j),(0.0024342624602641753+0.008245764973226398j),(0.0009492569160568604-0.0034058570113287296j),(-0.004610584428441929+0.0009332167943353033j)
"(-2.8461538461538463, -2.8461538461538463)",(0.00505392237854727-0.011398460273263446j),(0.013420045638807913+0.003869554015051382j),(0.013133047103478495+0.0007573906328105475j),(-0.0024461386885014837-0.007568306277079045j),(0.002207435617677115+0.0032850829118307007j),(-0.004178233645754428+0.0009734267820598335j),(0.011205544189170328-0.003031346941785024j),(0.0064431843845169845-0.016602035312318186j),(0.008575284459469836+0.0030378581716778777j),(-0.0024413767512685043-0.0027067771838444037j),(-0.0017655520527334032+0.004295439888232654j)
"(-2.6923076923076925, -2.8461538461538463)",(-0.005882505947032988-0.010890656018495603j),(0.01187944791641372-0.007402408642169099j),(0.01038513581423741-0.008624315341339357j),(-0.006924581377812384-0.004673341134640875j),(0.0038352000627332513+0.0015888927487539809j),(-0.0028684022749529076+0.0030146860212842065j),(0.006478769294928817-0.009161661890725325j),(-0.00785086244084089-0.016449185339413537j),(0.008052493440333494-0.005319670775474281j),(-0.0037251012273958575+0.0005868586649644828j),(0.0025106804335446814+0.00383140374830924j)
"(-2.5384615384615383, -2.8461538461538463)",(-0.012080016987217633-0.0021674872397523144j),(0.0026919029018352683-0.013744180225321293j),(0.0020553070605370946-0.013688217846006594j),(-0.008770505381392363+0.0003888413957500632j),(0.004312131705205686-0.0007089158894875246j),(-0.0008826644020956817+0.003945718369574425j),(-0.00041616630477185455-0.010782531732684855j),(-0.0175408885490006-0.006199837780777174j),(0.0008611026306474876-0.010227847159012038j),(-0.001652353304564857+0.003550899984179093j),(0.004511834920481602+0.00014737169002069562j)
"(-2.3846153846153846, -2.8461538461538463)",(-0.009258105095202236+0.007873482828527512j),(-0.007986376603097985-0.011484979848354813j),(-0.0074880268352541714-0.012040039343434221j),(-0.007323575814483182+0.005615840250026996j),(0.003571126743050265-0.002925107944136276j),(0.0010766016927679365+0.003789967681856613j),(-0.006263721145898563-0.008201252185829493j),(-0.01733275387438494+0.007596343551146874j),(-0.007812719381737663-0.007661703730552754j),(0.0020562896740108283+0.0035300486860992994j),(0.002719948920549756-0.0035158699477171942j)
"(-2.230769230769231, -2.8461538461538463)",(-8.84687087236366e-06+0.01201860482245293j),(-0.01371274261833232-0.0025324644319977656j),(-0.013705659926305385-0.004751861507105926j),(-0.003203533411068074+0.009158496967119631j),(0.001883960580992594-0.004514677419284104j),(0.0025639033630056275+0.0028794832596582814j),(-0.009220967523599832-0.003355451806110767j),(-0.008187759524027574+0.017329900249518006j),(-0.011657833730566398+0.0008967421990404143j),(0.004261030729194845+0.00042107276355305405j),(-0.00117656702993201-0.0042130492288337835j)
"(-2.0769230769230766, -2.8461538461538463)",(0.008886886453698135+0.007866407008926463j),(-0.011631719574968613+0.007554786841356992j),(-0.014063905169980528+0.004670929887270474j),(0.0021484368835599814+0.009969978816526393j),(-0.00030083390251507935-0.005190766452221664j),(0.0034315563446795584+0.001619633990358461j),(-0.009137675974364746+0.0015922915825334343j),(0.004491733202841754+0.018780084304248778j),(-0.007789066213716021+0.009799094419864462j),(0.0030587933661919676-0.003316001416168939j),(-0.003990506990318307-0.0016086944328751814j)
"(-1.923076923076923, -2.8461538461538463)",(0.011640839781723006-0.0011985928489001057j),(-0.0035322622570268785+0.013300426275944188j),(-0.008825276686919589+0.01226861439015276j),(0.007128801673515455+0.007999807640466698j),(-0.0025254126370758334-0.0049313948712641584j),(0.0037468510067619073+0.00033392801813545466j),(-0.006981371062076923+0.005218576977780757j),(0.014732182118494029+0.012514906790168404j),(0.001569165710010594+0.013329273521615682j),(-0.0007414182587024065-0.004722373522447118j),(-0.0036823970285499107+0.0020846134836908095j)
"(-1.7692307692307692, -2.8461538461538463)",(0.007085682253194385-0.009084316871900821j),(0.005929253279356816+0.012258202312595315j),(-0.0004077966914763982+0.01537615517397071j),(0.010519395469408397+0.003984099700615244j),(-0.0044409248107599615-0.0039090097162886046j),(0.0036774572579220902-0.0007900759323668073j),(-0.004018127140935279+0.007084763243057351j),(0.019065489700629205+0.0023190146319268558j),(0.010992665019961595+0.009305410446307581j),(-0.004368499290920153-0.002623816452634383j),(-0.0007284489697278768+0.004098751246274939j)
"(-1.6153846153846154, -2.8461538461538463)",(-0.001358580983970797-0.011242617115116524j),(0.012171266770563814+0.005685220354718745j),(0.008022100858345607+0.013400919839021813j),(0.011754465721699298-0.0009703296565639173j),(-0.005858572818413072-0.002391326744591692j),(0.0034033446878617853-0.0016849543776465048j),(-0.001233502339765771+0.007471246886859796j),(0.01735838512704522-0.007521154061159507j),(0.015454476754727595-0.00010246030530686259j),(-0.0052178372011045275+0.0016318071657662277j),(0.002589055045432552+0.003178410440217044j)
"(-1.4615384615384615, -2.8461538461538463)",(-0.00855170987098644-0.007098011606494427j),(0.01289784671899427-0.002852872636101632j),(0.01389380158755981+0.007559943654533482j),(0.01090212805738392-0.005796484535473859j),(-0.006743668437992608-0.0006527931493680997j),(0.0030721249177228815-0.0023595873868916387j),(0.0008654163436383551+0.006957149679321284j),(0.011745830905432884-0.014231205082602082j),(0.012995189170562822-0.010272339082014833j),(-0.002610106662658265+0.005295323367489823j),(0.004039029463469909+0.0002027409052432992j)
"(-1.3076923076923075, -2.8461538461538463)",(-0.010882043060187136+0.00041513090054768123j),(0.008621521871188368-0.009654157876317824j),(0.015971487104739907-2.8605120498034886e-06j),(0.008462551705716326-0.009736809658123074j),(-0.007176316171844459+0.0010824653792054293j),(0.002788982057599857-0.0028561530751252443j),(0.0021721651528345295+0.006096985070795275j),(0.004936039112050806-0.01710817868619479j),(0.005089507290012857-0.01696187771947123j),(0.0019764142535385167+0.006104990041874415j),(0.002894038619585126-0.0027627441549640565j)
"(-1.1538461538461537, -2.8461538461538463)",(-0.007867582520154579+0.00718545890437518j),(0.0017289133987578133-0.012515741751898386j),(0.014386234594792878-0.007170550055422131j),(0.005112546466443958-0.012436020199602103j),(-0.007302404770432584+0.0026626820284156986j),(0.002624714002164491-0.003219328488777378j),(0.0028004593932724146+0.005271493479546749j),(-0.0010304429097387302-0.016954868248706043j),(-0.004877300367216271-0.018209329405102437j),(0.00605539747179701+0.003549669734100248j),(9.439455553168651e-05-0.003974132642410266j)
"(-1.0, -2.8461538461538463)",(-0.001656503694503736+0.010278500812952254j),(-0.005007840741118277-0.011216076628437814j),(0.010188046121178506-0.01249167618257482j),(0.001494711289905364-0.01389488089079962j),(-0.00729098982037311+0.004002755366023809j),(0.002628229434664527-0.0034773923741793725j),(0.0029243315547531922+0.004672624756969275j),(-0.005192738631942939-0.015147885049337406j),(-0.013628094359912505-0.014559178017338168j),(0.007637738726192933-0.0011427406154038997j),(-0.002650504318121657-0.002959642923068626j)
"(-0.8461538461538458, -2.8461538461538463)",(0.00467177756317495+0.009023359410980699j),(-0.009606799408591665-0.007007390914499751j),(0.00475190963105885-0.015384857308816122j),(-0.001904246729759956-0.01435246790394772j),(-0.0073046446230785505+0.005061866683851854j),(0.002835212132886915-0.0036306186232185327j),(0.002685005273174242+0.0043490085496544475j),(-0.007460415309443352-0.012920432224079096j),(-0.019305245734190284-0.008061209448594132j),(0.006113006278724305-0.005962988652983057j),(-0.0039723610014908-0.00048304454727743834j)
