index,value
"(0,)",(0.04395454991139125+0.6784571359386701j)
"(1,)",(-2.6973010871807057+2.635986285501056j)
"(2,)",(-5.76061861548641+3.0584846627378117j)
"(3,)",(-5.718431803885148+3.0597738825761343j)
"(4,)",(-2.9852213948120694+2.4577728003913712j)
"(5,)",(0.4013760796427701+0.6357957033101136j)
"(6,)",(1.6526002705263103-0.3657946301355479j)
"(7,)",(2.6378924278248763+0.6284214470869366j)
"(8,)",(2.462138988678109-1.7368103384682012j)
"(9,)",(-5.014486798230679-2.476529554183633j)
"(10,)",(-6.152246931608172+6.192124169216586j)
"(11,)",(5.800715008499694+4.170224259832366j)
"(12,)",(4.569037666129052-9.624491661031358j)
"(13,)",(-7.392204620448054-6.955091956003991j)
"(14,)",(-5.8427310794683525+6.74838169470075j)
"(15,)",(4.309003416823295+11.638957082750332j)
"(16,)",(10.12678015645432+8.981579673938207j)
"(17,)",(11.324971893891535+6.278821355405656j)
"(18,)",(11.299659057293502+6.244220612205072j)
"(19,)",(10.061935135902468+8.900452547598299j)
"(20,)",(4.232019636756927+11.564912198314357j)
"(21,)",(-5.90148230443995+6.731416260046539j)
"(22,)",(-7.413132541793603-6.901816357191488j)
"(23,)",(4.5811966809847355-9.535100430612127j)
"(24,)",(5.822284951954656+4.240198703116291j)
"(25,)",(-6.149454831861547+6.206865146510273j)
"(26,)",(-5.041054462236691-2.543971793022594j)
"(27,)",(2.3982709047491735-1.8080553022882175j)
"(28,)",(2.52079904910503+0.5917921476276184j)
"(29,)",(1.8874575479377025-0.2863566654017592j)
