index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)"
"(0.0769230769230771, -3.0)",(0.006314341728448718-0.0071054253976945555j),(0.0008592064309249134+0.007627487551683404j),(-0.008396790749968222-0.001796763574230106j),(-0.00016213509734686242-0.009467365854927882j),(0.006443144611104041-0.00767870422890445j),(0.006842296946858618-0.007380801051220473j),(0.0012279539665478734-0.009497801520003249j),(-0.007876785246411751-0.0037551023202659103j),(-0.0015212193171686861+0.007648632002035983j),(0.00625448351131816-0.003425613787133627j),(-0.007058091303434034-0.0007316889295158095j),(0.006139236141322278+0.005345725337965057j),(0.0017273328359274723-0.010460956141470187j),(-0.012055665524242861-0.0060427542400816525j),(-0.012814199010732656-0.005012810910916881j),(-0.0009556569334375439-0.011016062993736555j),(0.007848444486151325+0.0030291379902487397j),(-0.006896902895700389+0.0019596898115390228j)
"(0.23076923076923084, -3.0)",(0.003821374913183166-0.008662853219369156j),(0.0027467156376325425+0.007031851870620485j),(-0.00843421607867469-0.00019493262200340327j),(-0.0010956928548243497-0.009278718833394135j),(0.0063671327884317125-0.007661357389559916j),(0.0075182922101666265-0.006719241609810755j),(0.003030441748175358-0.009179003854625669j),(-0.006631167386757584-0.005864574874813386j),(-0.004146958253198114+0.006742264816147723j),(0.007159132370872955-0.0006493996788261365j),(-0.00604088335492518-0.0036070490741885995j),(0.003378800802161683+0.007132423764758496j),(0.004769520937176922-0.00896061909523807j),(-0.010523637944426595-0.007846403050576142j),(-0.013008005242548379-0.0049970478383533495j),(-0.002935879069133334-0.011119995851906652j),(0.008673448153180644+0.0007640969731339041j),(-0.005995485121203017+0.004093038920015061j)
"(0.384615384615385, -3.0)",(0.0014857203782396252-0.009318325150136392j),(0.004084449053292793+0.006195940553387988j),(-0.008219927536440437+0.0009684490516354745j),(-0.0015767900578724748-0.00906558736207524j),(0.006613127748621003-0.00733929539091139j),(0.008368525532339214-0.005619736210011592j),(0.005113459340820101-0.008285515725977657j),(-0.00448164009931296-0.007763953281275261j),(-0.006533880515574957+0.004659782087444483j),(0.006764059835308266+0.0026010193700159645j),(-0.0036283535706060303-0.0059719842808490095j),(-0.00022531121192543088+0.007665242280217209j),(0.007522874174102642-0.0061452850209704505j),(-0.007912579332902405-0.009938859242223024j),(-0.012630288836570741-0.006043030426351209j),(-0.004073630287142838-0.0111991980924875j),(0.008952725836506704-0.0010961272401321944j),(-0.004803464032061486+0.005583539061794663j)
"(0.5384615384615388, -3.0)",(-0.00041041901626397365-0.00940158838071628j),(0.004929808531073212+0.0053748124410127945j),(-0.007932401443571173+0.0016876158194946249j),(-0.0016272102709325464-0.008898565464733737j),(0.007134947562562818-0.0066850431963519944j),(0.009222929451409408-0.004007826988172475j),(0.007220077079486152-0.006606841895756488j),(-0.001425219037501555-0.008948819371198834j),(-0.00799957968420294+0.001429700728311964j),(0.00471548572934372+0.005578639617079352j),(-7.805002002317677e-05-0.006949378390027127j),(-0.003946452351668973+0.006340723499462795j),(0.009071969497263245-0.002044537421682652j),(-0.004041890660549269-0.011551180726163115j),(-0.01144124341721458-0.007996897539183057j),(-0.00430175407026291-0.011511304627247818j),(0.009034501351897074-0.0023869930122570474j),(-0.0036710606638986247+0.006526677741057731j)
"(0.6923076923076925, -3.0)",(-0.0017575646339439456-0.009227229606486472j),(0.005383418988252089+0.004732543037897726j),(-0.007684564387724735+0.001990457876487804j),(-0.0012694198098634503-0.008787350874275459j),(0.007837052238846951-0.0056441063200389765j),(0.009839045085198716-0.0018495705236719752j),(0.00895312173542401-0.0040277168451494675j),(0.0022484855153752526-0.008862028451165486j),(-0.007834432060260204-0.002479925747277507j),(0.0011581505610572156+0.0072683162566849965j),(0.003724393461626835-0.005832078874112342j),(-0.006610141611225931+0.003075640352496283j),(0.008506507116155866+0.002661219123097847j),(0.0008534029984769292-0.011717984643031048j),(-0.009060023469465894-0.010427755172233611j),(-0.003537043524733287-0.012094437228978155j),(0.0091831986337766-0.003042931361656548j),(-0.0028258141949040563+0.007084685627798235j)
"(0.8461538461538463, -3.0)",(-0.0025439832209099207-0.009033343536655702j),(0.005539063136352471+0.0043561515141345855j),(-0.0075252017271372484+0.0019096670458471007j),(-0.0005234881387152248-0.00868553282227331j),(0.00856709658190595-0.004157678361553494j),(0.009915563839062507+0.0007955140917733566j),(0.009808583248601918-0.0006301264049186216j),(0.005890044189024071-0.007077774316303116j),(-0.005608427568167433-0.006115974095881863j),(-0.0030554845106847807+0.00675278580467485j),(0.006400523956333562-0.002566761041848059j),(-0.0070042930257032555-0.0013475743608415704j),(0.005422106619128344+0.006619827677889706j),(0.005886707666188159-0.009592465519339587j),(-0.005185599532973119-0.012549991714360107j),(-0.001675210651068223-0.012731958091660993j),(0.009534615838090772-0.0030141484419372515j),(-0.002398013782795422+0.007402701854586123j)
"(1.0, -3.0)",(-0.0027894844148326917-0.008961783412934651j),(0.005455842181469017+0.004275886280758763j),(-0.007445184848435334+0.0014695136703774098j),(0.0005833443107228429-0.008496628917559281j),(0.0091125283902543-0.002197566145019788j),(0.009137569649602526+0.003719901709219917j),(0.009281270323904372+0.003213288123680629j),(0.008549002874005158-0.003551210351959977j),(-0.0015264297579205117-0.008227242846698886j),(-0.006449757089755963+0.0037470450407408127j),(0.0066124906151597855+0.0018875480669943384j),(-0.0045698351135589396-0.005292664253035862j),(0.0004402381005731687+0.008219790477959305j),(0.009553602456137211-0.004969523221159037j),(7.008676172191806e-05-0.013271604134297114j),(0.0013120526849549968-0.012937026229815563j),(0.010068808543737933-0.0022229041246168697j),(-0.0024569773206556396+0.007558354687859177j)
"(1.1538461538461542, -3.0)",(-0.0025034637577068214-0.00905700931527827j),(0.00514782378360048+0.004479914986443108j),(-0.0073835998993239975+0.0006870739102693724j),(0.001996888546056069-0.008083910049403533j),(0.009211431674976477+0.00018894525603836495j),(0.007261560187951793+0.006533350921513365j),(0.00704631583513368+0.006807145723205865j),(0.009218384958674759+0.0011583724832086454j),(0.0033567099701240534-0.007728272948074647j),(-0.007440317291426109-0.000953631492486816j),(0.003861942756971076+0.005669889291308723j),(-3.2114262425699245e-05-0.006867648671296225j),(-0.004648496612714959+0.006432007265094369j),(0.010228936111337562+0.0012185596245703999j),(0.005858423794070594-0.011504589039141531j),(0.005189793327520505-0.012010579008530278j),(0.01058363969139961-0.0005780154813623606j),(-0.0030323581140454807+0.007535583828054624j)
"(1.3076923076923084, -3.0)",(-0.001671517058586221-0.00926701383835532j),(0.004586530977102895+0.0049184981581778114j),(-0.0072337426606601-0.0004141903934386494j),(0.0036103297533862867-0.007289207747924066j),(0.00858865915327998+0.002832650864860969j),(0.004233891354050743+0.008678545359888823j),(0.0031796941704389133+0.009224099892806363j),(0.007252701759228672+0.005836592829089709j),(0.007287167791721091-0.0043222465364615974j),(-0.0051800963312809345-0.005475167888475208j),(-0.0008829393250368265+0.006788325086724649j),(0.004547444870648182-0.00499653913859862j),(-0.007477152233655975+0.0017010090297476005j),(0.007085093537882166+0.006855022148101097j),(0.010529202917197937-0.0067604994139609026j),(0.009254531410521835-0.009251663960413272j),(0.010680565700579975+0.0019418664740655219j),(-0.0041068062906596085+0.007216002021096897j)
"(1.4615384615384617, -3.0)",(-0.0002713603488302559-0.00944085966295299j),(0.0037145721180680035+0.005498207828847046j),(-0.006852962869403974-0.0017812630104441984j),(0.005240319143757867-0.005966389536425723j),(0.0070244100352471394+0.005411271804659086j),(0.0003125773733533889+0.009527109173329017j),(-0.001670402389630333+0.009556594767898512j),(0.0028270013152222676+0.008874636899244937j),(0.008446251374980885+0.0010256378700481932j),(-0.00032168567793305886-0.007560397588003316j),(-0.005293450901772724+0.004318510471364548j),(0.006644743421714095-0.00038033073626916663j),(-0.006386940690858713-0.0037884118018926675j),(0.000986374091366431+0.009392424595186024j),(0.012093386570918296+0.0001950219869057976j),(0.012265750518287686-0.0043552508701170806j),(0.009806182603003493+0.0051435623831257654j),(-0.005577060817419683+0.0063922028541711j)
"(1.6153846153846159, -3.0)",(0.0016821389757006662-0.009329540541327995j),(0.0024716217857703587+0.006071393197768655j),(-0.006082847584995844-0.0033035865693513567j),(0.006616911331063772-0.004032193152483144j),(0.004451268988650584+0.007458007711203614j),(-0.003863895709800101+0.00856694423648664j),(-0.006284738694636103+0.00730046418671195j),(-0.0028104847558919253+0.008870733139180144j),(0.005910632572524786+0.00615483998802257j),(0.0048908887498381294-0.005805221435281153j),(-0.0067833560663560786-0.0006820869847245553j),(0.004815553336808467+0.0044613780040778485j),(-0.0017304873785924223-0.00699589993476413j),(-0.0053719973838647645+0.007294820603356899j),(0.009250719050693385+0.00711463852416408j),(0.012710040945110678+0.0021091086913199784j),(0.007409094172625637+0.008462676839821456j),(-0.007194346904881461+0.004819255639716462j)
"(1.7692307692307692, -3.0)",(0.004067383722592738-0.008608076606608707j),(0.0008344056056024981+0.006430741020847539j),(-0.004786143437781467-0.004789044867599648j),(0.0074027754084524475-0.0015294717916404098j),(0.0010570425834437306+0.00843472071667893j),(-0.0073307380318650625+0.005650030089827255j),(-0.009150851059613037+0.0027421656578096895j),(-0.007556229802499826+0.005394815980071673j),(0.0004578218853779436+0.008535935762777006j),(0.007568250826861377-0.0007789926873344559j),(-0.004175996677455612-0.005370379047906299j),(-4.721453053044254e-05+0.006481201000127591j),(0.0038454415543411643-0.005858732106590272j),(-0.008594548758695537+0.0013780439170122682j),(0.0025449851461075896+0.01095704285671698j),(0.009491361201673598+0.00843857433405573j),(0.0032417520319923863+0.010905229707786365j),(-0.008515827857431135+0.002323077866556578j)
"(1.9230769230769234, -3.0)",(0.006579115938024628-0.006942958405210878j),(-0.00113173176145654+0.006322944325760756j),(-0.0029025158598660512-0.005957866572706789j),(0.007255604180740949+0.0013140941317332606j),(-0.002650750042250167+0.007880917144893163j),(-0.009025005420639198+0.0012140357520471416j),(-0.009019304933838252-0.0028625715806709154j),(-0.009240477034566883-0.0004717762026197842j),(-0.005398634561033785+0.00663462332932799j),(0.005880692862279634+0.0048449700053495035j),(0.0011599933251550546-0.006687383421814344j),(-0.004862458167479176+0.0041686203097644516j),(0.006761150998931154-0.000948644270151278j),(-0.006660589625678831-0.005081574272134621j),(-0.005209746988886293+0.009503632072459786j),(0.002843211836403142+0.012147999383108083j),(-0.0022624690962764525+0.011235155513957075j),(-0.008922608301714539-0.0010346772147341188j)
"(2.0769230769230775, -3.0)",(0.008682270374355323-0.004122467500353003j),(-0.0032216905097921375+0.005496419550645026j),(-0.0005154155345030486-0.00647175498760917j),(0.005936914047016842+0.0040616927583870775j),(-0.0058757455300415045+0.005617685255205561j),(-0.008173608073657699-0.003651914090955126j),(-0.005568977089395177-0.007527866828560782j),(-0.006754558649606904-0.006262002891846059j),(-0.008480460187612728+0.0010890434132027195j),(0.000518912773343761+0.007607133912266169j),(0.005788542910275462-0.0035111796425369808j),(-0.0062446759120199195-0.0010576905572196012j),(0.004939909281750845+0.004470867444184387j),(-0.0006320945727698389-0.00805301930612038j),(-0.00997215078859138+0.00309987708149234j),(-0.005110609560353082+0.011102882771505835j),(-0.00775265598414905+0.008495444626981208j),(-0.007767821667740492-0.004783220039182661j)
