index,value
"(0,)",(2.498816306454419+2.737512423344741j)
"(1,)",(1.1442341882058464-0.5156206446829499j)
"(2,)",(-1.1040569368742474+2.126096021614437j)
"(3,)",(-1.1959906717467925+2.4455305707886827j)
"(4,)",(-3.361389235505253+2.7667979226922736j)
"(5,)",(-4.260824209065071+3.657325573655119j)
"(6,)",(-5.202244131172492+3.586201524137523j)
"(7,)",(-6.01776800347482+3.922019042747996j)
"(8,)",(-6.194714598105164+3.9616638879967505j)
"(9,)",(-6.246690602219745+3.8998761987411807j)
"(10,)",(-5.833848518237892+3.8540548724759707j)
"(11,)",(-5.101980474339149+3.619775287503601j)
"(12,)",(-4.101643083501098+3.3278977483643266j)
"(13,)",(-2.8339479322983303+2.889360898164838j)
"(14,)",(-1.454425749258693+2.309227362701012j)
"(15,)",(-0.045737159250879955+1.6241298844290486j)
"(16,)",(1.254702451013025+0.8615628324617126j)
"(17,)",(2.33135163476424+0.12178080549949666j)
"(18,)",(3.1221411743543337-0.4972977091215709j)
"(19,)",(3.610929168811598-0.8970336297312862j)
"(20,)",(3.855420749766165-1.0181779352673819j)
"(21,)",(3.9502514726414466-0.8816073394297181j)
"(22,)",(3.9864864106024065-0.5925158543351949j)
"(23,)",(3.9987092188140814-0.3282344079851769j)
"(24,)",(3.9203634160479193-0.27934540192762114j)
"(25,)",(3.5839023231516904-0.5686529371758116j)
"(26,)",(2.7701665129016178-1.1751417101744581j)
"(27,)",(1.3070332092561285-1.8969068672506815j)
"(28,)",(-0.8161649259483581-2.386952706258287j)
"(29,)",(-3.368494487660214-2.263849219085855j)
"(30,)",(-5.877502485119394-1.2686127425444127j)
"(31,)",(-7.732243173016625+0.5909286963561198j)
"(32,)",(-8.367776479404887+2.9744710959446654j)
"(33,)",(-7.46968751276941+5.2644716787083965j)
"(34,)",(-5.118681550308734+6.7385637794582065j)
"(35,)",(-1.8108282439274301+6.804301548982162j)
"(36,)",(1.664673858810561+5.210665134752218j)
"(37,)",(4.452019835571398+2.1556899260098383j)
"(38,)",(5.879886389742547-1.7512136766961892j)
"(39,)",(5.64937510784045-5.657585261374648j)
"(40,)",(3.8987836071462345-8.704619353093044j)
"(41,)",(1.1340798226856474-10.250316182998798j)
"(42,)",(-1.9382118879894987-10.010634380815201j)
"(43,)",(-4.611337771041384-8.086996624998301j)
"(44,)",(-6.347404159162406-4.890409439277603j)
"(45,)",(-6.872988746631668-1.0027095272275464j)
"(46,)",(-6.190502336854289+2.9744708511532467j)
"(47,)",(-4.521801621491845+6.541128580968071j)
"(48,)",(-2.2153906645814194+9.368224652291486j)
"(49,)",(0.35034728739755394+11.312976103233524j)
"(50,)",(2.8441156056858183+12.392833147703243j)
"(51,)",(5.027570765901755+12.737097021197295j)
"(52,)",(6.769981499350031+12.534028144265868j)
"(53,)",(8.038710537599325+11.985901113921155j)
"(54,)",(8.875218307690186+11.277955932689082j)
"(55,)",(9.365587492034562+10.561774188627776j)
"(56,)",(9.612113636106342+9.950222101244641j)
"(57,)",(9.709709972162695+9.519711632046157j)
"(58,)",(9.728617178818917+9.31558610237501j)
"(59,)",(9.703537143790147+9.357292574804262j)
"(60,)",(9.628790630772729+9.641161292583277j)
"(61,)",(9.459193141780885+10.13981368899837j)
"(62,)",(9.11672062390849+10.798395281534313j)
"(63,)",(8.503362024164414+11.529008642019981j)
"(64,)",(7.5204757076153665+12.20593057351245j)
"(65,)",(6.094176508716388+12.66528641362719j)
"(66,)",(4.204615517174584+12.713515775385448j)
"(67,)",(1.9144865320576767+12.1486174804756j)
"(68,)",(-0.6106913111866135+10.796118853054903j)
"(69,)",(-3.1000148307553035+8.557678259839598j)
"(70,)",(-5.201671749135074+5.464200200453524j)
"(71,)",(-6.539520665221507+1.718941912496823j)
"(72,)",(-6.798433525666383-2.288163626221274j)
"(73,)",(-5.822818714456609-6.013013528814351j)
"(74,)",(-3.700810873023307-8.84506774547538j)
"(75,)",(-0.8012083762813451-10.24220120244604j)
"(76,)",(2.2657035417909306-9.883271521368783j)
"(77,)",(4.770978571111822-7.790952994249458j)
"(78,)",(6.052342575577207-4.377399936187029j)
"(79,)",(5.712346519243054-0.37738733519023615j)
"(80,)",(3.757114493387604+3.3260659620670445j)
"(81,)",(0.6253120574819302+5.935896131139352j)
"(82,)",(-2.9222432738243658+6.96888502234245j)
"(83,)",(-6.024473795485514+6.378650882324571j)
"(84,)",(-7.961579056253882+4.548200572945023j)
"(85,)",(-8.372648989243377+2.1460959553068713j)
"(86,)",(-7.314531400616896-0.12715726478129818j)
"(87,)",(-5.193625007710382-1.715469628630319j)
"(88,)",(-2.6389285370248032-2.399734521766039j)
"(89,)",(-0.18645177828582127-2.2870112220633203j)
"(90,)",(1.726258548057668-1.6377702314062688j)
"(91,)",(2.949944073000847-0.950509132937047j)
"(92,)",(3.6720979223095327-0.40427416519921566j)
"(93,)",(3.830984807120217-0.19946745382781206j)
"(94,)",(4.007277280602882-0.4868023987428749j)
"(95,)",(4.046005157720051-0.540273736350064j)
"(96,)",(3.7724603126569063-1.149788504173948j)
"(97,)",(4.283108363965473-1.1508845018972418j)
"(98,)",(3.042754097105666-0.6115382680041745j)
"(99,)",(2.9372443417594645-1.7094921754928716j)
