index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(0.024148200810682023+0.23518315720487978j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.18476782780836914+0.1574874236083439j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.24965964175932354-0.0072221068366755976j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.19116952483226118-0.17241964836758028j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(0.04336285791355301-0.2622859150283982j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.1258241222975399-0.24453177551641986j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.25098924969687847-0.13476184715855136j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.2946123712725065+0.02110002408817528j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.25369380762136184+0.17157949989997587j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.15120232877631148+0.27892047085387905j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(-0.021003912309412173+0.3272482651884281j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(0.10577727490159905+0.3206608198386224j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(0.20869729519182478+0.2757181024035286j)
"(-1.0, -3.0)","(-1.0, -3.0)",(0.27973081670991+0.21303083898927735j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.32063158145693377+0.15102718956090916j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.3383918753154914+0.10293257499584618j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.3407865065422601+0.07643760683934643j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.3330672177299147+0.07476117326955492j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.31610936942941065+0.0977456783031934j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.28600684729332254+0.14200974898942606j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.2352506809751386+0.1998555505685425j)
"(0.23076923076923084, -3.0)","(0.23076923076923084, -3.0)",(0.15589957654841455+0.25753504451305276j)
"(0.384615384615385, -3.0)","(0.384615384615385, -3.0)",(0.045008683709152675+0.2945486775948529j)
"(0.5384615384615388, -3.0)","(0.5384615384615388, -3.0)",(-0.08854098604973794+0.28646596134351454j)
"(0.6923076923076925, -3.0)","(0.6923076923076925, -3.0)",(-0.21885475240220295+0.21335696367532894j)
"(0.8461538461538463, -3.0)","(0.8461538461538463, -3.0)",(-0.30466275921449+0.07318162474821491j)
"(1.0, -3.0)","(1.0, -3.0)",(-0.3025839373747279-0.10560353253088357j)
"(1.1538461538461542, -3.0)","(1.1538461538461542, -3.0)",(-0.19136594356616052-0.2627130120352799j)
"(1.3076923076923084, -3.0)","(1.3076923076923084, -3.0)",(0.0035694525078852086-0.32557484055044944j)
"(1.4615384615384617, -3.0)","(1.4615384615384617, -3.0)",(0.20434282230587894-0.24849135752748835j)
"(1.6153846153846159, -3.0)","(1.6153846153846159, -3.0)",(0.3093551853345902-0.052167158566487265j)
"(1.7692307692307692, -3.0)","(1.7692307692307692, -3.0)",(0.25177576157399395+0.16774561672270308j)
"(1.9230769230769234, -3.0)","(1.9230769230769234, -3.0)",(0.054371097755612274+0.2843118584139097j)
"(2.0769230769230775, -3.0)","(2.0769230769230775, -3.0)",(-0.16552808269220282+0.22071792112821736j)
"(2.230769230769231, -3.0)","(2.230769230769231, -3.0)",(-0.2626114119234434+0.015517262642293658j)
"(2.384615384615385, -3.0)","(2.384615384615385, -3.0)",(-0.16789784694585486-0.18782180535196424j)
"(2.5384615384615383, -3.0)","(2.5384615384615383, -3.0)",(0.04781895031839914-0.23821840490273555j)
"(2.6923076923076925, -3.0)","(2.6923076923076925, -3.0)",(0.21544601262694127-0.09705572544012658j)
