index,xy,inc,scat,tot
"(-3.0, -3.0)",[-3. -3.],(0.7773494792181547+0.6290689844200426j),(-0.08727576288507127+0.06475458494740932j),(0.6900737163330835+0.6938235693674519j)
"(-2.8461538461538463, -3.0)",[-2.84615385 -3.        ],(-0.10860406938749748+0.994085084946191j),(-0.017898749751261198+0.11756824712348021j),(-0.12650281913875866+1.111653332069671j)
"(-2.6923076923076925, -3.0)",[-2.69230769 -3.        ],(-0.8948427434723873+0.4463815234245378j),(0.08129666138969767+0.1021800534141221j),(-0.8135460820826896+0.5485615768386599j)
"(-2.5384615384615383, -3.0)",[-2.53846154 -3.        ],(-0.8594811553903232-0.5111674319916275j),(0.14523394950168123+0.006798897913540897j),(-0.714247205888642-0.5043685340780866j)
"(-2.3846153846153846, -3.0)",[-2.38461538 -3.        ],(-0.03498656293693535-0.9993877828019812j),(0.11443312614866372-0.12070622650919381j),(0.07944656321172837-1.1200940093111749j)
"(-2.230769230769231, -3.0)",[-2.23076923 -3.        ],(0.8216309578085959-0.5700197971742117j),(-0.01524697259615983-0.195624432296773j),(0.806383985212436-0.7656442294709846j)
"(-2.0769230769230766, -3.0)",[-2.07692308 -3.        ],(0.9238676498953127+0.38271211827810203j),(-0.17987472718696376-0.15306095276276332j),(0.7439929227083489+0.2296511655153387j)
"(-1.923076923076923, -3.0)",[-1.92307692 -3.        ],(0.17785484909783048+0.9840567324358834j),(-0.2847445967368591+0.005618030059932298j),(-0.10688974763902861+0.9896747624958158j)
"(-1.7692307692307692, -3.0)",[-1.76923077 -3.        ],(-0.731455460353972+0.681889220855088j),(-0.26365402265359483+0.21185507105548987j),(-0.9951094830075669+0.8937442919105778j)
"(-1.6153846153846154, -3.0)",[-1.61538462 -3.        ],(-0.9691796141665602-0.24635518156506767j),(-0.11699017264252248+0.37279974187447457j),(-1.0861697868090827+0.1264445603094069j)
"(-1.4615384615384615, -3.0)",[-1.46153846 -3.        ],(-0.3170510749839535-0.9484084646667381j),(0.09456213990923767+0.4249423110150552j),(-0.22248893507471584-0.5234661536516829j)
"(-1.3076923076923075, -3.0)",[-1.30769231 -3.        ],(0.6261780494437382-0.7796800949074147j),(0.29001898489219186+0.3631415572912093j),(0.91619703433593-0.41653853761620546j)
"(-1.1538461538461537, -3.0)",[-1.15384615 -3.        ],(0.9944815197952718+0.10491190011474566j),(0.4113154321683088+0.23256231882183118j),(1.4057969519635805+0.3374742189365768j)
"(-1.0, -3.0)",[-1. -3.],(0.44970134126633127+0.8931789874729827j),(0.4443675040709213+0.09688688648905301j),(0.8940688453372525+0.9900658739620357j)
"(-0.8461538461538458, -3.0)",[-0.84615385 -3.        ],(-0.5079723233823321+0.8613733909737143j),(0.4125274462890889+0.006495654852227119j),(-0.09544487709324323+0.8678690458259415j)
"(-0.6923076923076921, -3.0)",[-0.69230769 -3.        ],(-0.9992509738132139+0.03869743316220923j),(0.3541918414166417-0.01706678623866834j),(-0.6450591323965722+0.02163064692354089j)
"(-0.5384615384615383, -3.0)",[-0.53846154 -3.        ],(-0.5730668990397428-0.8195085900861401j),(0.3008450400059818+0.02140576823397876j),(-0.27222185903376106-0.7981028218521613j)
"(-0.3846153846153846, -3.0)",[-0.38461538 -3.        ],(0.37927880348881066-0.9252824375422329j),(0.26557122189747934+0.10280436165312679j),(0.64485002538629-0.8224780758891062j)
"(-0.23076923076923084, -3.0)",[-0.23076923 -3.        ],(0.9833895042207711-0.181507804208045j),(0.2430698882266399+0.20521479918261437j),(1.226459392447411+0.02370699497456938j)
"(-0.07692307692307665, -3.0)",[-0.07692308 -3.        ],(0.6846006950960638+0.7289183001365697j),(0.21681692494872082+0.3094037384871939j),(0.9014176200447847+1.0383220386237635j)
"(0.0769230769230771, -3.0)",[ 0.07692308 -3.        ],(-0.24275454614606543+0.9700877436218941j),(0.16850246914941402+0.3984141632329869j),(-0.0742520769966514+1.368501906854881j)
"(0.23076923076923084, -3.0)",[ 0.23076923 -3.        ],(-0.9472245930780933+0.3205706946494653j),(0.08686504291627457+0.45493257848032104j),(-0.8603595501618186+0.7755032731297864j)
"(0.384615384615385, -3.0)",[ 0.38461538 -3.        ],(-0.7819999593738021-0.6232784799264066j),(-0.025380450141764037+0.46081731208144894j),(-0.8073804095155661-0.16246116784495768j)
"(0.5384615384615388, -3.0)",[ 0.53846154 -3.        ],(0.10121828418299657-0.9948642414656635j),(-0.14796513362351602+0.4016698638078958j),(-0.04674684944051945-0.5931943776577677j)
"(0.6923076923076925, -3.0)",[ 0.69230769 -3.        ],(0.8915029151833175-0.4530149580528735j),(-0.24540371126526656+0.2761981537519362j),(0.6460992039180509-0.17681680430093732j)
"(0.8461538461538463, -3.0)",[ 0.84615385 -3.        ],(0.8632537488429478+0.5047702102032139j),(-0.27782537279329383+0.10605156267823232j),(0.5854283760496539+0.6108217728814462j)
"(1.0, -3.0)",[ 1. -3.],(0.04240776977795813+0.999100385878446j),(-0.21978133914323955-0.061538062061401555j),(-0.17737356936528142+0.9375623238170444j)
"(1.1538461538461542, -3.0)",[ 1.15384615 -3.        ],(-0.8173749219347579+0.5761060987284793j),(-0.08028722832592126-0.16566783736350013j),(-0.8976621502606792+0.4104382613649792j)
"(1.3076923076923084, -3.0)",[ 1.30769231 -3.        ],(-0.9266844662156044-0.37584025871997856j),(0.08856902079913642-0.15903718466187525j),(-0.838115445416468-0.5348774433818538j)
"(1.4615384615384617, -3.0)",[ 1.46153846 -3.        ],(-0.18515825645731304-0.9827087157778178j),(0.20665164751049192-0.03965086881166592j),(0.02149339105317888-1.0223595845894837j)
"(1.6153846153846159, -3.0)",[ 1.61538462 -3.        ],(0.7263710886646181-0.6873027291901128j),(0.20530050762391303+0.1339340079636278j),(0.9316715962885311-0.5533687212264851j)
"(1.7692307692307692, -3.0)",[ 1.76923077 -3.        ],(0.9709824962710165+0.23915056331797652j),(0.07324589318596234+0.26251473322263297j),(1.0442283894569788+0.5016652965406094j)
"(1.9230769230769234, -3.0)",[ 1.92307692 -3.        ],(0.3240858938776612+0.946027659949495j),(-0.12278208664261922+0.260410428355057j),(0.20130380723504196+1.206438088304552j)
"(2.0769230769230775, -3.0)",[ 2.07692308 -3.        ],(-0.6203703158510077+0.7843090406280684j),(-0.2670556634712886+0.1147415806774616j),(-0.8874259793222963+0.89905062130553j)
"(2.230769230769231, -3.0)",[ 2.23076923 -3.        ],(-0.9952332446799114-0.0975232725245396j),(-0.2659838770707795-0.09422732407139617j),(-1.261217121750691-0.19175059659593577j)
"(2.384615384615385, -3.0)",[ 2.38461538 -3.        ],(-0.45632232809179374-0.8898145497152119j),(-0.11660556065609773-0.2375977792751842j),(-0.5729278887478915-1.1274123289903961j)
"(2.5384615384615383, -3.0)",[ 2.53846154 -3.        ],(0.5015611366090934-0.865122203069251j),(0.08256003316025473-0.22600912996574124j),(0.5841211697693481-1.0911313330349923j)
"(2.6923076923076925, -3.0)",[ 2.69230769 -3.        ],(0.9989360210741761-0.04611752162132389j),(0.19760684992025057-0.07820730621669074j),(1.1965428709944268-0.12432482783801463j)
"(2.8461538461538467, -3.0)",[ 2.84615385 -3.        ],(0.5791373543320645+0.8152299827761837j),(0.15945124761002263+0.08934096938725006j),(0.7385886019420871+0.9045709521634338j)
"(3.0, -3.0)",[ 3. -3.],(-0.3723965313866303+0.9280737165824741j),(0.01821051470721314+0.15261963746292695j),(-0.3541860166794172+1.0806933540454011j)
"(-3.0, -2.8461538461538463)",[-3.         -2.84615385],(0.3084073358240364+0.9512543903761601j),(-0.0017031969655445095+0.09313879123495744j),(0.3067041388584919+1.0443931816111176j)
"(-2.8461538461538463, -2.8461538461538463)",[-2.84615385 -2.84615385],(-0.6332472876405948+0.7739495285196767j),(0.0657637070837007+0.0781823193120294j),(-0.5674835805568941+0.8521318478317061j)
"(-2.6923076923076925, -2.8461538461538463)",[-2.69230769 -2.84615385],(-0.9934856328403785-0.11395743652676912j),(0.11261541732698199+0.010149413708885627j),(-0.8808702155133965-0.1038080228178835j)
"(-2.5384615384615383, -2.8461538461538463)",[-2.53846154 -2.84615385],(-0.4415547032094214-0.897234330637008j),(0.09286353838655198-0.08550589215825793j),(-0.34869116482286944-0.982740222795266j)
"(-2.3846153846153846, -2.8461538461538463)",[-2.38461538 -2.84615385],(0.5157898731927637-0.8567151257633968j),(-0.005699343854022758-0.14402777421582633j),(0.510090529338741-1.0007428999792232j)
"(-2.230769230769231, -2.8461538461538463)",[-2.23076923 -2.84615385],(0.9995617485482756-0.0296025478483502j),(-0.1341381830914077-0.10523783654849442j),(0.8654235654568679-0.13484038439684462j)
"(-2.0769230769230766, -2.8461538461538463)",[-2.07692308 -2.84615385],(0.5655855607384725+0.82468962251513j),(-0.20535775524783567+0.03400182214352895j),(0.3602278054906369+0.858691444658659j)
"(-1.923076923076923, -2.8461538461538463)",[-1.92307692 -2.84615385],(-0.38768326074390597+0.9217926498616555j),(-0.1535388367021938+0.2064697124527408j),(-0.5412220974460997+1.1282623623143964j)
"(-1.7692307692307692, -2.8461538461538463)",[-1.76923077 -2.84615385],(-0.985000524269936+0.1725513465260451j),(0.01770825796197663+0.3144692391604256j),(-0.9672922663079594+0.48702058568647066j)
"(-1.6153846153846154, -2.8461538461538463)",[-1.61538462 -2.84615385],(-0.6779391191659766-0.7351180522232192j),(0.23606500330209307+0.2920018695343499j),(-0.44187411586388353-0.4431161826888693j)
"(-1.4615384615384615, -2.8461538461538463)",[-1.46153846 -2.84615385],(0.25157238915791963-0.9678384849825803j),(0.40683573516689525+0.14288360983435242j),(0.6584081243248149-0.8249548751482279j)
"(-1.3076923076923075, -2.8461538461538463)",[-1.30769231 -2.84615385],(0.9501025966958736-0.3119375831023863j),(0.46835632425822454-0.06841167520736238j),(1.418458920954098-0.38034925830974864j)
"(-1.1538461538461537, -2.8461538461538463)",[-1.15384615 -2.84615385],(0.7762956832982122+0.6303689491817961j),(0.4195200633552073-0.25964369644496504j),(1.1958157466534196+0.37072525273683105j)
"(-1.0, -2.8461538461538463)",[-1.         -2.84615385],(-0.11026745634085303+0.9939019509348586j),(0.3084699417528175-0.37429444999625716j),(0.19820248541196447+0.6196075009386014j)
"(-0.8461538461538458, -2.8461538461538463)",[-0.84615385 -2.84615385],(-0.8955884819895041+0.4448834352139172j),(0.1986057382653149-0.4002564673173451j),(-0.6969827437241892+0.04462696789657211j)
