index,xy,inc,scat,tot
"(-3.0, -3.0)",[-3. -3.],(0.7773494792181547+0.6290689844200426j),(0.08200395656169285+0.3949746063491559j),(0.8593534357798476+1.0240435907691985j)
"(-2.8461538461538463, -3.0)",[-2.84615385 -3.        ],(-0.10860406938749748+0.994085084946191j),(0.297543101085541+0.2259005438622578j),(0.18893903169804352+1.2199856288084487j)
"(-2.6923076923076925, -3.0)",[-2.69230769 -3.        ],(-0.8948427434723873+0.4463815234245378j),(0.33945829660749444-0.0070128800635280136j),(-0.555384446864893+0.4393686433610098j)
"(-2.5384615384615383, -3.0)",[-2.53846154 -3.        ],(-0.8594811553903232-0.5111674319916275j),(0.24452926325614333-0.17904280230775946j),(-0.6149518921341799-0.690210234299387j)
"(-2.3846153846153846, -3.0)",[-2.38461538 -3.        ],(-0.03498656293693535-0.9993877828019812j),(0.1047026265378629-0.24617878092947926j),(0.06971606360092755-1.2455665637314604j)
"(-2.230769230769231, -3.0)",[-2.23076923 -3.        ],(0.8216309578085959-0.5700197971742117j),(-0.010379426690759218-0.23804013216374084j),(0.8112515311178367-0.8080599293379526j)
"(-2.0769230769230766, -3.0)",[-2.07692308 -3.        ],(0.9238676498953127+0.38271211827810203j),(-0.08609731840129817-0.2050110823722307j),(0.8377703314940145+0.17770103590587133j)
"(-1.923076923076923, -3.0)",[-1.92307692 -3.        ],(0.17785484909783048+0.9840567324358834j),(-0.14435019796061338-0.17280753366598128j),(0.033504651137217095+0.8112491987699022j)
"(-1.7692307692307692, -3.0)",[-1.76923077 -3.        ],(-0.731455460353972+0.681889220855088j),(-0.20590277399792573-0.1339003391383672j),(-0.9373582343518978+0.5479888817167208j)
"(-1.6153846153846154, -3.0)",[-1.61538462 -3.        ],(-0.9691796141665602-0.24635518156506767j),(-0.2679096076771188-0.06854861248528746j),(-1.237089221843679-0.3149037940503551j)
"(-1.4615384615384615, -3.0)",[-1.46153846 -3.        ],(-0.3170510749839535-0.9484084646667381j),(-0.3079291964099112+0.030336023968215265j),(-0.6249802713938647-0.9180724406985229j)
"(-1.3076923076923075, -3.0)",[-1.30769231 -3.        ],(0.6261780494437382-0.7796800949074147j),(-0.30302207508490625+0.14793841451696507j),(0.323155974358832-0.6317416803904496j)
"(-1.1538461538461537, -3.0)",[-1.15384615 -3.        ],(0.9944815197952718+0.10491190011474566j),(-0.24601088501826807+0.2558296184054154j),(0.7484706347770037+0.36074151852016106j)
"(-1.0, -3.0)",[-1. -3.],(0.44970134126633127+0.8931789874729827j),(-0.14899235661465593+0.3273974637432905j),(0.30070898465167534+1.2205764512162731j)
"(-0.8461538461538458, -3.0)",[-0.84615385 -3.        ],(-0.5079723233823321+0.8613733909737143j),(-0.03563763731374378+0.34914472922865264j),(-0.5436099606960759+1.210518120202367j)
"(-0.6923076923076921, -3.0)",[-0.69230769 -3.        ],(-0.9992509738132139+0.03869743316220923j),(0.07013972957866574+0.3230877358681799j),(-0.9291112442345482+0.36178516903038915j)
"(-0.5384615384615383, -3.0)",[-0.53846154 -3.        ],(-0.5730668990397428-0.8195085900861401j),(0.15241718946785618+0.2621892681861004j),(-0.42064970957188663-0.5573193219000396j)
