index,value
"(0,)",(-1.8704245324099857-0.8330142121269295j)
"(1,)",(-5.4774688199604205+3.1190484417050413j)
"(2,)",(-3.9456165328540767+1.9763086959973561j)
"(3,)",(-1.297708156578861+0.00680582261811799j)
"(4,)",(3.8740732348346283+0.5263207260690107j)
"(5,)",(-5.444943321666283-2.6202406389031365j)
"(6,)",(2.8652488339018403+7.6583026293942975j)
"(7,)",(0.7386218144796516-11.898621289840154j)
"(8,)",(-8.331918482593078+8.591134376290265j)
"(9,)",(13.153091914877715+11.909116721192238j)
"(10,)",(13.345419666199906+3.809805239380192j)
"(11,)",(11.778493900487803+13.383004716433362j)
"(12,)",(-10.560325683999036+3.6947199387446137j)
"(13,)",(4.333720513487252-10.327443559761573j)
"(14,)",(-1.152272409807658+8.67307404850722j)
"(15,)",(-2.309068415321965-4.670702363188431j)
"(16,)",(3.0530907866262273+1.4800086686838874j)
