index,x,value
"(5.0, 2.0)","(-5.0, -2.0)",(0.33422354108980024-0.007606959421321042j)
"(4.966555183946488, 2.0)","(-4.966555183946488, -2.0)",(-0.08295508746555195-1.6552839631649854j)
"(4.933110367892977, 2.0)","(-4.933110367892977, -2.0)",(0.2996204677261896+0.03990928760384757j)
"(4.8996655518394645, 2.0)","(-4.8996655518394645, -2.0)",(0.847396676523653+0.21897364070185205j)
"(4.866220735785953, 2.0)","(-4.866220735785953, -2.0)",(-1.8070300230273377-0.23963594564421023j)
"(4.832775919732441, 2.0)","(-4.832775919732441, -2.0)",(0.3018039402644065-0.5597764958376594j)
"(4.79933110367893, 2.0)","(-4.79933110367893, -2.0)",(-0.04732595075573591-0.8771227213527435j)
"(4.765886287625418, 2.0)","(-4.765886287625418, -2.0)",(0.4593085045164853+0.26896398392128273j)
"(4.7324414715719065, 2.0)","(-4.7324414715719065, -2.0)",(0.03118473882512745-0.11241756588442983j)
"(4.698996655518394, 2.0)","(-4.698996655518394, -2.0)",(-0.5963845650557621+1.2972705723539428j)
"(4.665551839464883, 2.0)","(-4.665551839464883, -2.0)",(-0.07917965914893527+0.8691661403380724j)
"(4.632107023411371, 2.0)","(-4.632107023411371, -2.0)",(-0.2022555679361981+0.5660292112538949j)
"(4.59866220735786, 2.0)","(-4.59866220735786, -2.0)",(1.1419585039465636+1.3733042979317727j)
"(4.565217391304348, 2.0)","(-4.565217391304348, -2.0)",(0.2569793510569303+0.7040774106350105j)
"(4.531772575250836, 2.0)","(-4.531772575250836, -2.0)",(-0.5341839382717422-1.0457343101712326j)
"(4.498327759197324, 2.0)","(-4.498327759197324, -2.0)",(-0.3186374123834481-1.0836469653208975j)
"(4.464882943143813, 2.0)","(-4.464882943143813, -2.0)",(1.1632235315420654+0.2422956596681998j)
"(4.431438127090301, 2.0)","(-4.431438127090301, -2.0)",(0.26464965156885795-1.2877165971568363j)
"(4.39799331103679, 2.0)","(-4.39799331103679, -2.0)",(0.6080702180441475-0.731162600068585j)
"(4.364548494983278, 2.0)","(-4.364548494983278, -2.0)",(0.7725871769007089-0.916209026885603j)
"(4.331103678929766, 2.0)","(-4.331103678929766, -2.0)",(-0.3868096405895679-0.8979094616559706j)
"(4.297658862876254, 2.0)","(-4.297658862876254, -2.0)",(0.09976924045261616-0.527240426953413j)
"(4.264214046822742, 2.0)","(-4.264214046822742, -2.0)",(0.04142625442692323-1.5435729265069642j)
"(4.230769230769231, 2.0)","(-4.230769230769231, -2.0)",(-0.9825262752913441-0.772959498293872j)
"(4.19732441471572, 2.0)","(-4.19732441471572, -2.0)",(0.6557470181980409-0.3546476928314265j)
"(4.1638795986622075, 2.0)","(-4.1638795986622075, -2.0)",(0.6672130550310478-0.26396737156629874j)
"(4.130434782608695, 2.0)","(-4.130434782608695, -2.0)",(0.3754328525815708+0.2082241352436009j)
"(4.096989966555184, 2.0)","(-4.096989966555184, -2.0)",(-0.09159966506920132+0.4707166800557799j)
"(4.063545150501672, 2.0)","(-4.063545150501672, -2.0)",(-0.7587341473471568+0.4513015805321301j)
"(4.030100334448161, 2.0)","(-4.030100334448161, -2.0)",(0.056663912175061726-0.18620100214986857j)
"(3.9966555183946486, 2.0)","(-3.9966555183946486, -2.0)",(0.21753684129298195+0.325894933065409j)
"(3.9632107023411374, 2.0)","(-3.9632107023411374, -2.0)",(-0.08235078521594827+1.9381624942570284j)
"(3.9297658862876252, 2.0)","(-3.9297658862876252, -2.0)",(0.35053611497100035+1.9353246876344559j)
"(3.896321070234114, 2.0)","(-3.896321070234114, -2.0)",(0.3980967330037589+0.11475819991351183j)
"(3.862876254180602, 2.0)","(-3.862876254180602, -2.0)",(0.9156637873252508+0.9340060959304981j)
"(3.8294314381270906, 2.0)","(-3.8294314381270906, -2.0)",(0.22169897370782432+0.3873513134770941j)
"(3.7959866220735785, 2.0)","(-3.7959866220735785, -2.0)",(-0.06368182096752228+0.6788285569295714j)
"(3.7625418060200673, 2.0)","(-3.7625418060200673, -2.0)",(0.9237068177831504-0.6771965739565949j)
"(3.729096989966555, 2.0)","(-3.729096989966555, -2.0)",(1.0994346640328891-1.7471226393393773j)
"(3.6956521739130435, 2.0)","(-3.6956521739130435, -2.0)",(1.1465201243424115-1.6557681498192345j)
"(3.6622073578595318, 2.0)","(-3.6622073578595318, -2.0)",(1.1886127289180068-1.3237808007278016j)
"(3.62876254180602, 2.0)","(-3.62876254180602, -2.0)",(0.9545677355287339-1.679940908502867j)
"(3.5953177257525084, 2.0)","(-3.5953177257525084, -2.0)",(-0.7759127391133797-1.1702108725603173j)
"(3.5618729096989967, 2.0)","(-3.5618729096989967, -2.0)",(-0.3233449425182001-0.8325382573491068j)
"(3.528428093645485, 2.0)","(-3.528428093645485, -2.0)",(-0.5539415742967151-0.27621523620435j)
"(3.4949832775919734, 2.0)","(-3.4949832775919734, -2.0)",(0.578075843316162-0.6873683453013627j)
"(3.4615384615384617, 2.0)","(-3.4615384615384617, -2.0)",(1.79013045913558-0.2795866065776421j)
"(3.42809364548495, 2.0)","(-3.42809364548495, -2.0)",(-1.4210934065523912+0.3194480960006289j)
"(3.3946488294314383, 2.0)","(-3.3946488294314383, -2.0)",(0.49267500355823846+0.4589981646011063j)
"(3.361204013377926, 2.0)","(-3.361204013377926, -2.0)",(0.38971378058832506-0.13628311370497156j)
"(3.327759197324415, 2.0)","(-3.327759197324415, -2.0)",(-0.41607069248187983-0.7436037879995898j)
"(3.294314381270903, 2.0)","(-3.294314381270903, -2.0)",(-0.3912768514305292-0.5651119254134616j)
"(3.2608695652173916, 2.0)","(-3.2608695652173916, -2.0)",(-0.09125845563611965-0.22966386075112902j)
"(3.2274247491638794, 2.0)","(-3.2274247491638794, -2.0)",(-0.15268529799885092+0.7157275807289185j)
"(3.193979933110368, 2.0)","(-3.193979933110368, -2.0)",(1.1991129846545074+1.0176145511127173j)
"(3.160535117056856, 2.0)","(-3.160535117056856, -2.0)",(0.024400676859211715-1.1969266410558734j)
"(3.127090301003345, 2.0)","(-3.127090301003345, -2.0)",(-0.02893264028025653+0.490286106671447j)
"(3.0936454849498327, 2.0)","(-3.0936454849498327, -2.0)",(-1.3033602701452414-0.1489951896533135j)
"(3.0602006688963215, 2.0)","(-3.0602006688963215, -2.0)",(1.8226772062957344-0.5507102316482319j)
"(3.0267558528428093, 2.0)","(-3.0267558528428093, -2.0)",(0.5307270781821859-1.4527980696405254j)
"(2.9933110367892977, 2.0)","(-2.9933110367892977, -2.0)",(-0.45379813876422703-0.4937794534283723j)
"(2.959866220735786, 2.0)","(-2.959866220735786, -2.0)",(1.277052771718376-1.8612406339126644j)
"(2.9264214046822743, 2.0)","(-2.9264214046822743, -2.0)",(0.22652719401198632-1.9889615720620317j)
"(2.8929765886287626, 2.0)","(-2.8929765886287626, -2.0)",(-0.727556443754583-0.4687376163759914j)
"(2.859531772575251, 2.0)","(-2.859531772575251, -2.0)",(-0.0904502471456691-0.1297560069562534j)
"(2.8260869565217392, 2.0)","(-2.8260869565217392, -2.0)",(1.1374358114535656+1.061436676426265j)
"(2.7926421404682276, 2.0)","(-2.7926421404682276, -2.0)",(0.20295811512710632+0.5584262014547909j)
"(2.759197324414716, 2.0)","(-2.759197324414716, -2.0)",(1.3462543659497794-0.02489418401428002j)
"(2.725752508361204, 2.0)","(-2.725752508361204, -2.0)",(-0.6334849671658941+0.6086190333631787j)
"(2.6923076923076925, 2.0)","(-2.6923076923076925, -2.0)",(1.0552503363246366-0.15815310918773737j)
"(2.658862876254181, 2.0)","(-2.658862876254181, -2.0)",(-0.9471308705609575+1.3408352748627717j)
"(2.625418060200669, 2.0)","(-2.625418060200669, -2.0)",(-1.6359268736863046+0.23202250986256415j)
"(2.5919732441471575, 2.0)","(-2.5919732441471575, -2.0)",(0.11530762960849072-2.1171224215015063j)
"(2.558528428093646, 2.0)","(-2.558528428093646, -2.0)",(-0.036928097456792444+0.5500959246416471j)
"(2.525083612040134, 2.0)","(-2.525083612040134, -2.0)",(0.20085986431583996+1.6288424634356j)
"(2.491638795986622, 2.0)","(-2.491638795986622, -2.0)",(1.2246940269095266+0.7163909866232823j)
"(2.4581939799331103, 2.0)","(-2.4581939799331103, -2.0)",(-0.978883468161533-0.1355039698522801j)
"(2.4247491638795986, 2.0)","(-2.4247491638795986, -2.0)",(0.773808613575434-0.9928629216351661j)
"(2.391304347826087, 2.0)","(-2.391304347826087, -2.0)",(-0.6486297470179194-0.40945176324534477j)
"(2.3578595317725752, 2.0)","(-2.3578595317725752, -2.0)",(1.2448874297623538-0.730710369069828j)
