index,x,value
"(-1.5, -1.5)","(-1.5, -1.5)",(0.058454561459079034+0.011350815549024144j)
"(-1.4491525423728813, -1.5)","(-1.4491525423728813, -1.5)",(0.06451692812003469-0.0705795459090096j)
"(-1.3983050847457628, -1.5)","(-1.3983050847457628, -1.5)",(0.022723501598978568-0.06476755640114958j)
"(-1.347457627118644, -1.5)","(-1.347457627118644, -1.5)",(-0.005759044867543704-0.05789273561001767j)
"(-1.2966101694915255, -1.5)","(-1.2966101694915255, -1.5)",(-0.06253928428567308-0.021957425012697408j)
"(-1.2457627118644068, -1.5)","(-1.2457627118644068, -1.5)",(-0.08235881620027605+0.006707161761790376j)
"(-1.194915254237288, -1.5)","(-1.194915254237288, -1.5)",(-0.015988285861445774+0.0623293725736498j)
"(-1.1440677966101696, -1.5)","(-1.1440677966101696, -1.5)",(0.016076819773691492+0.10526557473012045j)
"(-1.0932203389830508, -1.5)","(-1.0932203389830508, -1.5)",(0.08550966973180955+0.07093809660388647j)
"(-1.042372881355932, -1.5)","(-1.042372881355932, -1.5)",(0.07559902352627776+0.032452675472294176j)
"(-0.9915254237288136, -1.5)","(-0.9915254237288136, -1.5)",(0.07767319325754121-0.034759466895817256j)
"(-0.9406779661016949, -1.5)","(-0.9406779661016949, -1.5)",(0.009022161853952155-0.014822713083484785j)
"(-0.8898305084745762, -1.5)","(-0.8898305084745762, -1.5)",(0.043613976450775076-0.0480498422948106j)
"(-0.8389830508474576, -1.5)","(-0.8389830508474576, -1.5)",(0.015265653283619583-0.03635528016309068j)
"(-0.7881355932203389, -1.5)","(-0.7881355932203389, -1.5)",(0.016108621433546598-0.021556484625548558j)
"(-0.7372881355932203, -1.5)","(-0.7372881355932203, -1.5)",(0.04762534440517785-0.03653329573797233j)
"(-0.6864406779661016, -1.5)","(-0.6864406779661016, -1.5)",(0.008012825356248145-0.10690329438635122j)
"(-0.635593220338983, -1.5)","(-0.635593220338983, -1.5)",(0.02429998702930263-0.08306449527216711j)
"(-0.5847457627118644, -1.5)","(-0.5847457627118644, -1.5)",(0.027786995677724025-0.06120332819274127j)
"(-0.5338983050847457, -1.5)","(-0.5338983050847457, -1.5)",(-0.02543005440137846-0.1516664222757507j)
"(-0.48305084745762716, -1.5)","(-0.48305084745762716, -1.5)",(-0.03740123136418979-0.12016648293367604j)
"(-0.43220338983050843, -1.5)","(-0.43220338983050843, -1.5)",(-0.05943118256643911-0.17779719914533673j)
"(-0.3813559322033897, -1.5)","(-0.3813559322033897, -1.5)",(-0.05805280751850859-0.14188412798960198j)
"(-0.3305084745762712, -1.5)","(-0.3305084745762712, -1.5)",(-0.03878139400540738-0.07636759708314678j)
"(-0.27966101694915246, -1.5)","(-0.27966101694915246, -1.5)",(-0.009250487728901887-0.030521215335709565j)
"(-0.22881355932203373, -1.5)","(-0.22881355932203373, -1.5)",(-0.029474151415101277-0.03685871102082293j)
"(-0.17796610169491522, -1.5)","(-0.17796610169491522, -1.5)",(0.06035878281735288-0.08196889220902558j)
"(-0.1271186440677965, -1.5)","(-0.1271186440677965, -1.5)",(0.05059617133193612-0.07596561882260791j)
"(-0.07627118644067776, -1.5)","(-0.07627118644067776, -1.5)",(0.09563237349720603-0.05246669605250817j)
"(-0.025423728813559254, -1.5)","(-0.025423728813559254, -1.5)",(0.059047855747445324-0.0490284090980777j)
"(0.025423728813559476, -1.5)","(0.025423728813559476, -1.5)",(0.07376664727490974-0.03188549444796362j)
