index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)","(18,)","(19,)","(20,)","(21,)","(22,)","(23,)","(24,)","(25,)","(26,)","(27,)","(28,)","(29,)","(30,)","(31,)","(32,)","(33,)","(34,)","(35,)","(36,)","(37,)","(38,)","(39,)","(40,)","(41,)","(42,)","(43,)","(44,)","(45,)","(46,)","(47,)","(48,)","(49,)","(50,)"
"(21,)",(0.00016779719836054088-0.001509291924340808j),(-0.00046050952628908166-0.0018108038281012277j),(-0.001355990453446118-0.0013752951391206405j),(-0.0019589436800082835-0.00015868783335550485j),(-0.0014558185485221955+0.0012913524324105604j),(3.475045382500373e-05+0.0016970254261969087j),(0.001304417655949713+0.0006704976555250837j),(0.0011208283153635074-0.0010291377988153425j),(-0.00041914301175656905-0.0014102875676795853j),(-0.0014605560998227115-8.64660461901131e-05j),(-6.101704666071559e-05+0.0011059093574365718j),(0.0009825722091689427+0.0002534222518842522j),(0.00021810211795576705-0.0009270850233560056j),(-0.0007137644225237674-0.0001784852945673291j),(-0.00012574628363782767+0.0006771811910280291j),(0.0005020190493667606+0.00010448380179318958j),(-0.00010505054331402374-0.0007304948412547136j),(-0.000444981263256817+0.0001272349867203884j),(0.00032831182555360613+0.00042492226091065733j),(0.00029738176169659365-0.00030051699299297443j),(-0.0001533210961632524-0.00011242193639607441j),(-0.00017222734172783283+0.00015636957416224624j),(-0.0002324006844860445-0.00016646664348018015j),(0.00023955812402265208-0.0001924792822376641j),(0.00027117142323639863+0.000401045160625324j),(-0.0004783310726293025+6.412288331978358e-05j),(-6.37689460841867e-06-0.00048415089336342765j),(0.0007012792498642045+3.9550528701792327e-05j),(-0.0001713771455326747+0.0005154990609684409j),(-0.0006230003867292366-0.00027404764068500643j),(0.000409880887481223-0.0006324583197388758j),(0.0008511088485314674+0.00021671570619623707j),(-0.0002721912465454608+0.0008749539209079321j),(-0.0010707723166600753-0.0003378167904593369j),(-0.00021192065424058826-0.001213990447132461j),(0.0011503244493242409-0.0007488484884532465j),(0.0012378785126966885+0.0008179855335133402j),(-5.863645183962823e-05+0.0014707808481522425j),(-0.0013086179448045462+0.0009322290515525478j),(-0.0016787996562931792-0.0001972281537430253j),(-0.001232866363970644-0.0012585776947067352j),(-0.00031955059056595133-0.0018530014311745355j),(0.0005029216529360514-0.0018680527492260406j),(0.001068901012849848-0.0016741754467684035j),(0.001449142092117764-0.001416944459414537j),(0.001545213686819064-0.0013291509662842226j),(0.0014782313438591358-0.0013934589331206378j),(0.001232961000750876-0.0015891984378092528j),(0.000740557088603609-0.0018364036420336195j),(0.00010967348331919577-0.0014663939874764895j),(-0.00021768038469422395-0.000952576396569939j)
"(22,)",(0.0007445401518056644-0.0013792988886253317j),(0.0003616552092325644-0.0018956910874545249j),(-0.00041457620732645467-0.0019553383191921784j),(-0.0015077995034023651-0.0014201527685145916j),(-0.002042149601167278-4.206229122485794e-05j),(-0.0014153075454317859+0.0010721139804555435j),(0.0001622107347932839+0.0016000253249959437j),(0.0015411804084412657+0.0005523153691781138j),(0.0013279206026760575-0.0009513998288637135j),(-0.0006091461829484984-0.001337238900652031j),(-0.0012542749290371956+0.00010512592587269442j),(-0.00012604754691074893+0.0009536829111601375j),(0.0011256595156791615+0.0002017424704072721j),(0.00018229902774318936-0.0009041690573013923j),(-0.0007960880729727438-0.00023927888445778945j),(-0.00016335978790279945+0.0007574829946118582j),(0.0006678717331216117+0.00015115511680967246j),(-5.654036600470091e-05-0.0005878164578686823j),(-0.0004943049475550337+0.00033275492120457767j),(0.00028654800147537475+0.00038592405888703544j),(0.00017967238912440403-0.0002385116024230276j),(-0.0002324006844860445-0.00016646664348018015j),(-0.0001854639636750066+0.0002640515621777594j),(-0.00023259741837852773-0.00015844932106832607j),(0.00021137759499260107-0.00022820790223148377j),(0.0001719643325282709+0.0003443309229355852j),(-0.00048475313122822695+0.00019247202988476882j),(-8.157333633965098e-05-0.0005961599422515878j),(0.000684640762598845-4.2392892413534865e-05j),(-4.3363679093762836e-05+0.0007087376887855467j),(-0.0007947401691081312-0.0002734784847326165j),(0.00023605995655129786-0.0008757571083968578j),(0.000923027097720786+0.000228503781156338j),(-0.00029734408268834684+0.0012401037995123715j),(-0.0013809175088121451-6.488475858717033e-05j),(-0.00030745081462054704-0.0014447886788759804j),(0.0013400748407482333-0.0008801056208076414j),(0.0014390882166601868+0.0007034070752206244j),(6.580247743214137e-05+0.001769728539576309j),(-0.0014574516104172088+0.001099902362889568j),(-0.0019995825309341133-0.0002702351692914623j),(-0.0014366746103766312-0.0015746937387818684j),(-0.0004991520964480935-0.002128380708769453j),(0.0005369844515924669-0.0022082579934399036j),(0.0012363034844280654-0.001958366194033297j),(0.0016617158106939339-0.0016690406945601803j),(0.001806624214666342-0.0015293428239383667j),(0.0017624879764535052-0.0015755112461999818j),(0.001407793210300178-0.0018597217634258687j),(0.000914768380408064-0.0021149804737298815j),(0.00019240321605684945-0.0005504778426610523j)
"(23,)",(0.0011038072976304529-0.0011588645705373159j),(0.0009774496224194743-0.0017361386440331377j),(0.0004640171993471008-0.0019915682316447502j),(-0.000579423372966739-0.0020823235655912857j),(-0.0014054064876481938-0.0016018142020892917j),(-0.001838836169152144-0.00013685782369762684j),(-0.001167002257545478+0.001150270454957205j),(0.00021859472903503838+0.0017553578981937053j),(0.0016300469260796284+0.0007576816207723543j),(0.0013037301531106335-0.0011069671278695513j),(-0.0004570633643595899-0.0013636988234395982j),(-0.0011644017769910878+9.724743286210903e-06j),(7.64783011360318e-05+0.0012988954401683538j),(0.0011305279977703632+0.00012544545544517286j),(0.0003457407988072565-0.0006248328485352205j),(-0.0006606067215065521-0.00012525254960436334j),(-6.712638698465387e-05+0.0007147714789051802j),(0.000587983222512102-1.3365925038608723e-05j),(-0.0001783969367939894-0.0007869875154000745j),(-0.0005132276605818328+0.0001479342015462589j),(0.00023557164343999986+0.00025910572636729485j),(0.00023955812402265208-0.0001924792822376641j),(-0.00023259741837852773-0.00015844932106832607j),(-0.00012241537750728255+0.00024081454178883236j),(-0.0002883189729515857-9.905778963527795e-05j),(0.0002604558478354575-0.00027085060768522527j),(0.0002290752654455435+0.0003447768379286239j),(-0.0004649587954439894+0.00020586774413837767j),(-0.00015036545856566907-0.0004861848848342106j),(0.0007218506693493009-2.9202808568495588e-05j),(-0.00014705100973419404+0.0007402041834936578j),(-0.00084401134901841-0.00018924981548888855j),(0.0001881174632308497-0.0008791733612837175j),(0.0009861183180125594+0.0004235336596947112j),(-0.00023047950056156213+0.0013183323640090232j),(-0.0012198348654396563-9.65637914977631e-06j),(-0.00036521818716830895-0.0014005530766764247j),(0.0012067440250997405-0.0008616440762845047j),(0.0014697774345943345+0.0007428820844115456j),(0.00017105775081093595+0.0017684066607885087j),(-0.0014001784133598125+0.0012028513133163327j),(-0.0019474426465658733-0.00025084669247330406j),(-0.00152473877935282-0.001450981002963275j),(-0.00046963032585582834-0.0020967047652634286j),(0.0005065914595484921-0.002160066483447627j),(0.0012225259027217913-0.001930300123558438j),(0.0016175846475512741-0.0016544929183191167j),(0.001780023386880979-0.0015056524913871078j),(0.001706838810186835-0.0015773313147968713j),(0.0011621122301609442-0.001292611937395055j),(0.000340038663436141-0.00046815793003764095j)
"(24,)",(0.0012233665507202954-0.0010493742008131533j),(0.0013998293215984241-0.0014598594705401639j),(0.0011856041717134772-0.0017448671221713158j),(0.0005696391778112726-0.0021809673167962314j),(-0.0004764657985892384-0.002156732278839233j),(-0.0013844833504355692-0.0013820508809712971j),(-0.0017811463706483765-0.00027999536111535773j),(-0.001419913268133939+0.0012745568316798919j),(9.504556613044456e-05+0.001992672590009765j),(0.0016060405375737394+0.0009412419666430171j),(0.0012356932829344794-0.0009128361534662647j),(-0.0003910155752935625-0.001053853203022193j),(-0.0013413855694678625+0.00024002014462263892j),(-0.00012557614455594766+0.0011735971327676746j),(0.0008456781505368716+0.00029243174277676447j),(0.0001778702108190428-0.0009605390791657793j),(-0.0007573899387069744-0.0004570691692359009j),(-0.00015660843256138951+0.0006487979200028156j),(0.0009465523624758146+0.00010033190671140795j),(-5.5888737540415464e-05-0.0005022968964768072j),(-0.00041667165383703396+0.00011541556448644368j),(0.00027117142323639863+0.000401045160625324j),(0.00021137759499260107-0.00022820790223148377j),(-0.0002883189729515857-9.905778963527795e-05j),(-0.00017257700928839477+0.00027687636654834686j),(-0.0003323274149146635-7.656650609028524e-05j),(0.00023118494265096976-0.0002872798505556013j),(0.00040265176164357847+0.00047057346103498786j),(-0.000638396491287725+0.0003538452929734474j),(-0.00016012407575070447-0.0006176748610390269j),(0.0007350947768340686-0.00010241125576756862j),(-0.00015055673847184204+0.0009377799343985593j),(-0.0009348671410707605-8.23301827050982e-05j),(0.00018049493972613188-0.0011496580483518193j),(0.0010427398167827037+0.00026467044188342996j),(-0.00022763990576746043+0.001340851195399986j),(-0.0015500680607643147+2.3815521612930378e-05j),(-0.0004899541493341654-0.0014349909503272732j),(0.0014067602855394477-0.0010154017277353305j),(0.001605288070121155+0.0007089339282425086j),(0.0002231354891770769+0.001909531254268723j),(-0.0016180954524308744+0.0013824141557521104j),(-0.0021683092991948184-4.622163253853346e-05j),(-0.0016508099243881145-0.0015976723729914147j),(-0.0006830506217497638-0.0022559506077908125j),(0.0005344624431523763-0.002398579907865106j),(0.0013142943181297395-0.0021301172649576578j),(0.0017621324862264315-0.0018341666532422885j),(0.0019506309931235789-0.0016642827964890037j),(0.001464053835282785-0.0012482688620105017j),(0.00046866099465850105-0.0004371125745556007j)
"(25,)",(0.0012268922673598236-0.0010477311893006538j),(0.001548047433769657-0.001328440950482914j),(0.0015257740041455764-0.0015014421482496764j),(0.0012239001398668319-0.0019514350350858833j),(0.0005086987093167112-0.002206351462842508j),(-0.0004583450007701631-0.0019868121912915947j),(-0.001318214393563672-0.0012985713086633914j),(-0.0020134001522304997+2.6764313196000408e-05j),(-0.0014939032381702507+0.0014031937919992343j),(0.00012842137455129323+0.001970739314229155j),(0.0015636009938391074+0.0005408769580090406j),(0.001029200629864334-0.000783630483290519j),(-0.0005451918817207713-0.001303158836314019j),(-0.0015007522910354266+3.2710297090237174e-05j),(-0.0003478029406423718+0.0011012078319255795j),(0.0009058184416958355+0.0003098929813011274j),(0.00030012081026626323-0.0009183583601747354j),(-0.0006151157924926849-0.00022289802122228152j),(-0.0001137321799305204+0.0008417623098023731j),(0.0006170147803893925-3.82009513212267e-05j),(-6.919615373634612e-05-0.0003994037169888761j),(-0.0004783310726293025+6.412288331978358e-05j),(0.0001719643325282709+0.0003443309229355852j),(0.0002604558478354575-0.00027085060768522527j),(-0.0003323274149146635-7.656650609028524e-05j),(-0.00012585627344912335+0.0002223512944744051j),(-0.00020931021902798825-8.596185874696754e-05j),(0.00022333295734089774-0.00023818002448860242j),(0.0002766153246115624+0.0003039242102083198j),(-0.00047123014048632467+0.00024278398794414584j),(-0.00012699557869227-0.0005220536698323711j),(0.0006292493031505443-5.4287421856154986e-05j),(-0.00013572414673172027+0.0007305280615235003j),(-0.0008054085609612741-8.10345516338957e-05j),(0.0002974773343719093-0.0008597558860730906j),(0.000991012597641277+0.00013653101487874888j),(-0.00011002089598079698+0.0009320020310571878j),(-0.0012160084153655408+4.942455863948535e-05j),(-0.0003335971084089625-0.0011112790290492799j),(0.0011891889810261343-0.0007332202874789094j),(0.00141050775514258+0.0008167000478282272j),(-1.611128236353899e-05+0.0016850538850644494j),(-0.0013614084909975106+0.0012100002480880214j),(-0.00185061501748474-6.0019963389738457e-05j),(-0.0014891955155157798-0.0013245465046355298j),(-0.0004130184743947659-0.0020714544706633867j),(0.0004604283201094853-0.002105198733278247j),(0.0011234107675397453-0.0019043311093259751j),(0.00159098705745467-0.0016068701158470076j),(0.0012901766351397137-0.0011163988600880414j),(0.0004388918232282311-0.0003627865565748202j)
"(26,)",(0.0010693430519050826-0.0011937981124739328j),(0.0015083570703024476-0.0013673526985945096j),(0.0016352651729391152-0.0014010319289898268j),(0.0016259552438967872-0.001670272125555481j),(0.0012651063512947136-0.00195339443194557j),(0.0004950056043324208-0.0020479236582517262j),(-0.0004237637481499228-0.0018883638497076052j),(-0.001614233976975749-0.0014254511572958871j),(-0.0021646150906066736-0.0002465030479679833j),(-0.0015193719495116267+0.0014804361556194439j),(8.463352675592978e-05+0.0017389411427018635j),(0.0012740173681798806+0.000702179518875039j),(0.0011021960016855932-0.0011237902933662833j),(-0.00043057598914104895-0.0013982618427747235j),(-0.0010219119266422756-0.0001171981925912115j),(-0.00018589619780213026+0.0010263555974559973j),(0.0009994809650279988+0.00023254900641099446j),(0.0003787422343439985-0.000784746852245394j),(-0.0007157546620680265-0.00029255381076107875j),(-0.00012726911358256347+0.0007061881695418873j),(0.0005264442729786067+7.681514968752517e-05j),(-6.37689460841867e-06-0.00048415089336342765j),(-0.00048475313122822695+0.00019247202988476882j),(0.0002290752654455435+0.0003447768379286239j),(0.00023118494265096976-0.0002872798505556013j),(-0.00020931021902798825-8.596185874696754e-05j),(-0.00017315135756666396+0.00021502638360788753j),(-0.0002425131085089256-5.800153529350148e-05j),(0.0001553377716540392-0.00026274332053118917j),(0.00028098931797757655+0.0002975584952841825j),(-0.00035515175218456366+0.00020610451370749143j),(-0.00015479160766929722-0.0004375072701302901j),(0.0005372737758166558-0.00012240165558007214j),(1.0382848251069266e-07+0.0007134882963619673j),(-0.000749887403029844+9.615511172569553e-06j),(8.043183036914416e-05-0.0007482264705928622j),(0.0009749654589885667+3.3558972998857476e-05j),(8.864380709919768e-05+0.0009525807981778665j),(-0.001277971639794023+0.0002336098100588688j),(-0.00045305229433782295-0.0012239475523208947j),(0.0010301621354161785-0.0009117569503637931j),(0.0014624800150736298+0.0005373817270961898j),(0.000361278187879529+0.0016891590892912846j),(-0.001098830487316345+0.0013565348587949893j),(-0.001848741076454039-3.0533760623972987e-05j),(-0.00153030760753368-0.0012600012858206093j),(-0.0005829704891036514-0.0019847529999092836j),(0.00034901514673618927-0.0021136671408473425j),(0.0010746020462755054-0.001923675107210071j),(0.0015420656734403129-0.0016429298845970725j),(0.0008272621964125829-0.0007732769211354465j)
"(27,)",(0.0007353139884603596-0.0013989766401859784j),(0.0013224020967659584-0.0015256603817640386j),(0.0015807388684287006-0.0014561312949164982j),(0.0017925672386338214-0.001520099977715093j),(0.001656323420872811-0.0016869077321262976j),(0.0012204319548942246-0.0018011877854722112j),(0.0004187140446003274-0.0019334619387538457j),(-0.0006230132192481306-0.00213285583995805j),(-0.0017572744100270966-0.0015972761363119948j),(-0.002234531578439731-0.00015450671695463176j),(-0.0015491122555131652+0.0012022243965779274j),(0.00013810675539603862+0.0015677463556752354j),(0.0016110086446906372+0.0007115019792148583j),(0.001035382788907927-0.0011088586591629758j),(-0.000252849433524467-0.0011539716287523167j),(-0.0011858032625739717-8.927950835756576e-05j),(-0.00015919995755478978+0.0011404409647021675j),(0.0007903653218014488+0.0002488555497315797j),(0.0003866537346821673-0.0008973065321082573j),(-0.0009486659607999505-0.0003337588033054403j),(-0.00022527207547293427+0.0005100296861432866j),(0.0007012792498642045+3.9550528701792327e-05j),(-8.157333633965098e-05-0.0005961599422515878j),(-0.0004649587954439894+0.00020586774413837767j),(0.00040265176164357847+0.00047057346103498786j),(0.00022333295734089774-0.00023818002448860242j),(-0.0002425131085089256-5.800153529350148e-05j),(-0.0002033742813570585+0.0002622416483337232j),(-0.0003103541766106999-0.0001621144505146616j),(0.0002450614138790868-0.0003450877652718299j),(0.0003341799675202746+0.00044899984797780793j),(-0.0006284563447508588+0.00033008740581762415j),(-9.04719112517497e-05-0.000639997367920292j),(0.0006347632643606082+1.1300308614860511e-05j),(-0.00019960736217598785+0.0009822417335416608j),(-0.0008926926981081795-0.0001298159525238217j),(0.00032638450710975-0.0010760152868216567j),(0.001073398601490165+0.0003741608134753461j),(-0.0002621982613112575+0.0011334759309613465j),(-0.001563291200606524+2.3562716514081525e-05j),(-0.00015650775755782323-0.0014155381168710133j),(0.0013759133675150614-0.00095096499630753j),(0.0015317088984556292+0.0009287048316202526j),(2.5528040245072577e-06+0.0019498427469785908j),(-0.0015671513874894749+0.0012932964598575195j),(-0.0021183123200855408-0.00021213175654943964j),(-0.0016168080902196527-0.0015847671765767432j),(-0.00044148492262369377-0.002311514717791455j),(0.0005830446362145989-0.0023699177364926963j),(0.0012937819695424322-0.0021110051793245396j),(0.0008161417664241898-0.0009602710046441623j)
"(28,)",(0.00017657225257793055-0.0015417124031182005j),(0.0008280671294924124-0.0018010459398754757j),(0.0013205645202671893-0.001670232605572612j),(0.001758494042038038-0.0015542030133342878j),(0.0018066519316358852-0.0015505970900860568j),(0.0015421562589794124-0.0015694416262074526j),(0.0011181181025104942-0.0017098489837978513j),(0.00048317227039860577-0.002272380401590631j),(-0.0005077229992258796-0.002369638653907767j),(-0.0016583022548445105-0.0015067386472861028j),(-0.002033444852366651-0.000254249285584282j),(-0.001206950045726233+0.0011409918338236428j),(0.00034891462770989115+0.001929154982106492j),(0.0014769301057609855+0.0009933226827023673j),(0.0011198033658311232-0.0007668995415862072j),(-0.0004741488363461995-0.0012598982512501157j),(-0.0012445747220650913-1.6631651357798143e-05j),(-0.00037992616640648255+0.0010458036642529932j),(0.0011801467815893579+0.00047715833402529304j),(0.0002267773525536678-0.0009023144893666469j),(-0.0007922505543176362-0.00020099818506881065j),(-0.0001713771455326747+0.0005154990609684409j),(0.000684640762598845-4.2392892413534865e-05j),(-0.00015036545856566907-0.0004861848848342106j),(-0.000638396491287725+0.0003538452929734474j),(0.0002766153246115624+0.0003039242102083198j),(0.0001553377716540392-0.00026274332053118917j),(-0.0003103541766106999-0.0001621144505146616j),(-0.00017477142110893385+0.0002580967159612179j),(-0.00025720164804758844-0.00012545112558219875j),(0.00027178920142182283-0.0004281751917586914j),(0.0003277147109723618+0.00036917934242811844j),(-0.000645349702134584+0.00028219925614333616j),(-0.00024976983769828167-0.0007506099584566985j),(0.0006441829318604322-2.7023584443814005e-06j),(1.3988871544560307e-05+0.0009295245756696147j),(-0.0009658287752791598-0.00022292504251387196j),(0.00028235005393853144-0.0010175709114982868j),(0.0012676009574886+0.00027627279936916736j),(-0.000174113786596994+0.0012201890194306181j),(-0.001551114835410376+0.00022036955207595496j),(-0.00040532752672039227-0.0016364903138144885j),(0.0013420192371502195-0.0009369938937316157j),(0.0015678194375641171+0.0008436226496503097j),(0.00026261908181497137+0.0019848390640449633j),(-0.0016004859243968794+0.0013401244667241028j),(-0.0022561522754192672-7.735676780527869e-05j),(-0.0018330541642482179-0.001488146290464591j),(-0.0005574978985997398-0.0024294620741857967j),(0.00024548326321854365-0.001915705607928152j),(0.0005524381123555187-0.0011953201111811244j)
"(29,)",(-0.0004957813225190211-0.001420002008542604j),(0.00012498066768391444-0.001929041243693847j),(0.0007796096746412954-0.0019430306873585831j),(0.0014453444114739217-0.0018078703847090008j),(0.0017550835174623646-0.0016022602493756452j),(0.00170474847489405-0.0014202764628330243j),(0.0014640427728162026-0.0014763065512138603j),(0.0012614156637040324-0.002029992007791251j),(0.0005189290707738788-0.0024575565804696646j),(-0.0006278442493933174-0.0022599986526738247j),(-0.0015523193173813093-0.0014601751994241243j),(-0.0016580024314619042-4.3026917294782244e-05j),(-0.0013789959068673538+0.0014789292708259874j),(6.816772732439692e-05+0.0019059601214375238j),(0.0012498708939628022+0.0007038363375481121j),(0.001146181978675731-0.0010188653425266326j),(-0.0004253495512670701-0.0014293351464796235j),(-0.0010944272195850518-0.000258863518688689j),(-0.0002576900810650272+0.0013556863102654926j),(0.0010867688016649515+0.00038335657768442797j),(0.00035851363700204516-0.0006948784745463138j),(-0.0006230003867292366-0.00027404764068500643j),(-4.3363679093762836e-05+0.0007087376887855467j),(0.0007218506693493009-2.9202808568495588e-05j),(-0.00016012407575070447-0.0006176748610390269j),(-0.00047123014048632467+0.00024278398794414584j),(0.00028098931797757655+0.0002975584952841825j),(0.0002450614138790868-0.0003450877652718299j),(-0.00025720164804758844-0.00012545112558219875j),(-0.00011546528038522293+0.0002577913288013184j),(-0.0002534188397384528-0.0001731526923509435j),(0.0002603208529389605-0.0002802737347066651j),(0.00021061554422773654+0.00044355529504226047j),(-0.000412493820044248+0.00011470206720089109j),(-5.652661480944531e-05-0.0006832865042558657j),(0.000765876917801983+9.685905167899382e-05j),(-1.98414359297486e-05+0.0006869184724253186j),(-0.0007640570520849471-0.00023113541730265488j),(0.0003635286819515036-0.0009683512895046134j),(0.0008964003897617347+0.00034158357752684456j),(-0.00033509220690312354+0.0010246178906406637j),(-0.0013740978759145396-3.485302823364261e-05j),(-0.0003283056989869316-0.0012779414044911373j),(0.0011581692126825865-0.0007834417433298474j),(0.0013430492702953376+0.0008643226703593581j),(-8.489630060224505e-05+0.0016645771658279562j),(-0.0014289103151724962+0.0010821761516162788j),(-0.0018749687836796954-0.00016755578822801192j),(-0.0013746283436051844-0.0014475424553909671j),(-0.00040368650879197665-0.002044215319603596j),(-2.5795264756525595e-05-0.0005460103680352509j)
"(30,)",(-0.0012097542889780684-0.0007846759119386347j),(-0.0008339390496892721-0.0016286932132722881j),(-1.8716226377429e-05-0.0020404099973817965j),(0.0009297220782565191-0.002076784738085698j),(0.001490957820303802-0.0018201063712232966j),(0.001625122585718266-0.001500244462875573j),(0.00158938040095191-0.0013611154896180206j),(0.0016743526115653056-0.0017478238885279454j),(0.0013538371319875698-0.002230125842899946j),(0.0005683684574197-0.0023852149495494674j),(-0.0004946204560652884-0.0021575237433676857j),(-0.0012310329578787125-0.0013334465263078583j),(-0.002213024262578587-1.4027589284294865e-05j),(-0.0015190892576126779+0.0013361835203425146j),(6.021073976665285e-05+0.001561638979073649j),(0.0014647291250450745+0.0007389051972139754j),(0.0013252748041547655-0.0007555017379891357j),(-0.00018108961288018104-0.0011597769985024408j),(-0.0015166085936628708-8.577548693041768e-05j),(-0.00027215421007669224+0.0009894026885255128j),(0.0007106981788272821+0.00038576029718195533j),(0.000409880887481223-0.0006324583197388758j),(-0.0007947401691081312-0.0002734784847326165j),(-0.00014705100973419404+0.0007402041834936578j),(0.0007350947768340686-0.00010241125576756862j),(-0.00012699557869227-0.0005220536698323711j),(-0.00035515175218456366+0.00020610451370749143j),(0.0003341799675202746+0.00044899984797780793j),(0.00027178920142182283-0.0004281751917586914j),(-0.0002534188397384528-0.0001731526923509435j),(-0.0001933863564382672+0.0001980565989974281j),(-0.00021074665210134774-0.00014422744909042167j),(0.00022754831131387303-0.000298571852938309j),(0.00033760401543487856+0.00031917124167527174j),(-0.0004345319638678512+0.00012154512693523513j),(-9.199773356572496e-05-0.0005424213734101414j),(0.0005790322684582307+6.894608173620534e-05j),(-0.00010762344939260269+0.0005266281325930297j),(-0.0006639101973600738-0.0002657805148122398j),(0.0003163627211672657-0.0009098654644950784j),(0.000873888306009298+0.00037301074445825585j),(-0.00029629748559490603+0.0009737450627142423j),(-0.0011392934783647493-0.0002347437407373491j),(-0.00019678399676720777-0.0012445222094198947j),(0.0012114351396592938-0.000705017744841653j),(0.0012784323988947288+0.0009250132411826021j),(-1.2564076238729338e-05+0.0016530900171004852j),(-0.0012511848353549883+0.0011275581787790843j),(-0.0017842626116892767-6.876624893387183e-05j),(-0.0013629026319482897-0.001281941232733422j),(-0.0003303434562631357-0.000381277714299727j)
"(31,)",(-0.0013652578789344295+0.00012894778519364233j),(-0.0015470289645652636-0.0008400100217198765j),(-0.0010043177181275629-0.0016823380583303306j),(8.003671734600827e-05-0.0022324530375975246j),(0.0008457164929010325-0.0021390944767302406j),(0.0013266499014488427-0.0017353549668355389j),(0.0015384099303700593-0.0014115998147042016j),(0.00185103657403726-0.0015908085719436955j),(0.0018504472272738404-0.001890082437173485j),(0.0012824129019427062-0.0021522153325337773j),(0.00040153811280306567-0.002255315700049042j),(-0.00045306808235297643-0.0018076793524295933j),(-0.0016772676230268995-0.0015155670262075067j),(-0.002158414560045146-0.0001507673840952968j),(-0.0012300379219552335+0.0010486989173300895j),(0.00019495730225873594+0.0017020725729959005j),(0.001442269728326782+0.0007956515528025514j),(0.001134063609944579-0.0006763925142697977j),(-0.0003675960257938528-0.0013856981075485218j),(-0.0012817122670241276-2.479189586218676e-05j),(-0.00029069727792199496+0.000815233346894215j),(0.0008511088485314674+0.00021671570619623707j),(0.00023605995655129786-0.0008757571083968578j),(-0.00084401134901841-0.00018924981548888855j),(-0.00015055673847184204+0.0009377799343985593j),(0.0006292493031505443-5.4287421856154986e-05j),(-0.00015479160766929722-0.0004375072701302901j),(-0.0006284563447508588+0.00033008740581762415j),(0.0003277147109723618+0.00036917934242811844j),(0.0002603208529389605-0.0002802737347066651j),(-0.00021074665210134774-0.00014422744909042167j),(-0.0001390987119716186+0.00018590453275171414j),(-0.00015672538541879543-8.88862908545653e-05j),(0.0001764685073482601-0.00018296781211671033j),(0.0002446313571203266+0.0002253231444128898j),(-0.00036494982133367196+0.00012266041742215313j),(1.860352514139979e-05-0.0005527583456045651j),(0.0005944371359799512+1.4613022764339054e-05j),(-0.000182425106587639+0.0005599585648967847j),(-0.0005509575463330358-0.000330891867856861j),(0.0002635295822340868-0.0005749600318609198j),(0.0008100889369639439+0.00042109979369826193j),(-0.00012386545620476488+0.000943392003077065j),(-0.0011059739581041753-5.761726546233003e-06j),(-0.00024051833380489513-0.0011405022708605424j),(0.0010594041726016189-0.0006967162934806085j),(0.001088009717226286+0.0007262380528947815j),(6.36595780891157e-05+0.0014116797364224674j),(-0.001179208406034908+0.000927847629580869j),(-0.001609006976548662-0.00021203477425181584j),(-0.0007910513864533515-0.0003951947130276216j)
