index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)","(18,)","(19,)","(20,)","(21,)","(22,)","(23,)","(24,)","(25,)","(26,)","(27,)","(28,)","(29,)","(30,)","(31,)","(32,)","(33,)","(34,)","(35,)","(36,)","(37,)","(38,)","(39,)","(40,)","(41,)","(42,)","(43,)","(44,)","(45,)","(46,)","(47,)","(48,)","(49,)","(50,)"
"(10,)",(0.0007200059551818126-7.231285943803615e-05j),(7.36028480102784e-05-0.000769812709875842j),(-0.0007164259284496059-0.0002973471418761621j),(-2.2617257085970734e-05+0.0007875322482258145j),(0.000864679155707864+9.687338175957962e-05j),(-0.0001025913217178979-0.0006105983511633934j),(-0.00044280572343394995+0.0002245763237830588j),(0.0003714686538221607+0.0002678392862084147j),(0.00019504650466425634-0.00033177350346305634j),(-0.000288986988052307-0.00011066055521158485j),(-0.00015169711320443534+0.000274557088131885j),(-0.0002602043846759074-8.663191595709288e-05j),(0.00018115832702763108-0.00028442158475976056j),(0.00040713857477628026+0.0003675145836005807j),(-0.00047246862079012154+0.0003154004567179934j),(-0.00023395286566495026-0.0006874653973967809j),(0.0006681833411795106+3.788565960356159e-05j),(-8.939240215502068e-06+0.0008038786613147587j),(-0.0008451679204657247-4.477503450139694e-05j),(8.762129124984902e-05-0.0010106920239571623j),(0.0008911003833070184+0.00015254633486691738j),(-6.101704666071559e-05+0.0011059093574365718j),(-0.0012542749290371956+0.00010512592587269442j),(-0.0004570633643595899-0.0013636988234395982j),(0.0012356932829344794-0.0009128361534662647j),(0.0015636009938391074+0.0005408769580090406j),(8.463352675592978e-05+0.0017389411427018635j),(-0.0015491122555131652+0.0012022243965779274j),(-0.002033444852366651-0.000254249285584282j),(-0.0015523193173813093-0.0014601751994241243j),(-0.0004946204560652884-0.0021575237433676857j),(0.00040153811280306567-0.002255315700049042j),(0.0012478389610746938-0.0019904049689420697j),(0.001663770730386553-0.0017079122164812385j),(0.001823170281822178-0.0015616836784582548j),(0.0017887005643760514-0.0015964234632610775j),(0.0014529967158871812-0.001868479434587909j),(0.0009128206510322997-0.0021329644391073115j),(9.87204739458793e-06-0.002247237903782582j),(-0.0010215543550143164-0.0019177549282375062j),(-0.001866390415375838-0.0009520987770116453j),(-0.001864617679255744+0.0005150883908389695j),(-0.0009158177839968045+0.0016473635684412305j),(0.0008298148100720512+0.001488902117490506j),(0.0015551447248253192-5.8510081004714926e-05j),(0.0004815318637651554-0.001351888161432142j),(-0.0011977150698135686-0.0009609779671123101j),(-0.0009105487484662598+0.0007749885885218199j),(0.0007656048665747054+0.0010359019383314777j),(0.00099117885853106-0.0004176424356675587j),(0.0003273712380696522-0.0006792769694499986j)
"(11,)",(7.8911245091905e-05+0.0007981547085495429j),(0.0008394177054083487+3.3048727567377854e-06j),(0.00040426625721007347-0.000805083072878336j),(-0.0008830683665290996-0.00020735519076863098j),(-0.00023926186330507668+0.0008995028850112166j),(0.0005627345275791411-8.483615643495669e-06j),(-0.00010047723836301073-0.0006358944590678003j),(-0.0004216411900381921+0.0001759012211567138j),(0.00031218273866025757+0.0003705092984403029j),(0.00011867376806725969-0.0003548801153485227j),(-0.0002602043846759074-8.663191595709288e-05j),(-0.00012354210122055223+0.00021625840649419393j),(-0.00018401241832802885-8.605776890316704e-05j),(0.000155058329017412-0.00027735167905336124j),(0.00027581163804591693+0.0002755079020478931j),(-0.00037377637337152536+8.832284410090346e-05j),(-0.00018164870747086267-0.0005099590992406238j),(0.0005946613782185086-6.852046264268108e-05j),(-0.00018619353016914475+0.0004887368163328919j),(-0.0007035822120955129-0.00011706602310990426j),(0.00012856477583967032-0.0007480502085111068j),(0.0009825722091689427+0.0002534222518842522j),(-0.00012604754691074893+0.0009536829111601375j),(-0.0011644017769910878+9.724743286210903e-06j),(-0.0003910155752935625-0.001053853203022193j),(0.001029200629864334-0.000783630483290519j),(0.0012740173681798806+0.000702179518875039j),(0.00013810675539603862+0.0015677463556752354j),(-0.001206950045726233+0.0011409918338236428j),(-0.0016580024314619042-4.3026917294782244e-05j),(-0.0012310329578787125-0.0013334465263078583j),(-0.00045306808235297643-0.0018076793524295933j),(0.00047143751590628515-0.0018969320063830686j),(0.0010579776108162946-0.0016985576351530047j),(0.0014366788558345612-0.0014378278547215548j),(0.0015527106051559493-0.0013300887152375993j),(0.001521102097733356-0.001361566179211814j),(0.0013051088259251212-0.0015462548043250145j),(0.0008496345679663422-0.0017855868818399065j),(-4.539171486314478e-05-0.001908213220127668j),(-0.0008720199362271526-0.0016427128432687456j),(-0.0015381063338278103-0.0008044905852016491j),(-0.0016222527490590299+0.0005093438037032135j),(-0.0007468050066260509+0.001342878305060889j),(0.0007510576623649317+0.00128279448440499j),(0.0013687062703356386-5.45387573937997e-05j),(0.0004958219700904734-0.0010787481971374353j),(-0.0008484838985468004-0.0007284483075841515j),(-0.0007248517078388593+0.000593848085552484j),(0.0001258083697082987+0.000820759601965786j),(0.0006206333882394317+0.00018516743207889236j)
"(12,)",(-0.0008011722402576213+0.00024919158491132956j),(-5.878776950630971e-05+0.0009609063284198631j),(0.0008338752244550282+0.0002847291085542916j),(0.00020450195892268298-0.0008853426188312736j),(-0.0007661465394724963-0.00031038988481774164j),(-0.00016796949516556067+0.0008090429541064911j),(0.000515096812499339+1.1954861629045567e-05j),(-5.166207631163015e-05-0.0005332468292703984j),(-0.0004745108457269911+0.00016347673613732646j),(0.00048174997710622656+0.0004028179649059827j),(0.00018115832702763108-0.00028442158475976056j),(-0.00018401241832802885-8.605776890316704e-05j),(-0.00012010642888323863+0.00031484229905213756j),(-0.0002330333215180414-7.655536913848469e-05j),(0.00012182411020544264-0.00030133492118314707j),(0.00030576882363903213+0.00019307678042478605j),(-0.00046035335193587746+0.00027635618966090006j),(-0.00023069726989823959-0.000592913883558479j),(0.0006736916391614034-0.00019742204241284499j),(0.00011415654318553074+0.0008884718086097436j),(-0.0008151324253527006-0.00015377115482277998j),(0.00021810211795576705-0.0009270850233560056j),(0.0011256595156791615+0.0002017424704072721j),(7.64783011360318e-05+0.0012988954401683538j),(-0.0013413855694678625+0.00024002014462263892j),(-0.0005451918817207713-0.001303158836314019j),(0.0011021960016855932-0.0011237902933662833j),(0.0016110086446906372+0.0007115019792148583j),(0.00034891462770989115+0.001929154982106492j),(-0.0013789959068673538+0.0014789292708259874j),(-0.002213024262578587-1.4027589284294865e-05j),(-0.0016772676230268995-0.0015155670262075067j),(-0.0007860321856443282-0.0022694385148981436j),(0.0004397106279752713-0.0024153752158324j),(0.0012643614964301523-0.002186351606413008j),(0.001742698979197732-0.0018831974569464597j),(0.0019521078963716794-0.0016949351251962634j),(0.0019268372083490583-0.0017194815358999272j),(0.001593578472687107-0.001995716051447271j),(0.0010580064412974975-0.0022770976696660913j),(0.0002012782448890002-0.00241550548754794j),(-0.0009755377599679746-0.00208869996912099j),(-0.0019841999192669077-0.0010773563195303555j),(-0.0020170323967063446+0.0005035914813576434j),(-0.000829239915414843+0.0018243118733288338j),(0.0009254589351438565+0.001723311566944101j),(0.0018049530111978354+0.00022598986146907292j),(0.0005626228194232999-0.0013676696448826826j),(-0.0009005424925210514-0.0010565204413741768j),(-0.0012583715789879627+0.0007207651314517068j),(-0.00035249020374648307+0.00030263080394546827j)
"(13,)",(-0.0004894024383386303-0.0008230886091604716j),(-0.0011179868775833205+6.155339462174477e-05j),(-0.00016048304576853922+0.0009067578402454055j),(0.001094434083507317+0.00032619876838736164j),(0.0003462089377503726-0.0010289954346903412j),(-0.0007087253556801067-0.0003157536218062222j),(-8.073123912570648e-05+0.000551553245570435j),(0.0006742655781322516-0.0001723246733977603j),(-1.5010851144385736e-05-0.0005347078615640002j),(-0.0004767432129798276+0.00026441376453056913j),(0.00040713857477628026+0.0003675145836005807j),(0.000155058329017412-0.00027735167905336124j),(-0.0002330333215180414-7.655536913848469e-05j),(-0.00013656830679196135+0.00029337071003941636j),(-0.00029090817682955077-6.499479581670315e-05j),(0.0001907730861538543-0.0003913375284608966j),(0.00038724321134755134+0.0003208658408984629j),(-0.00039508328280315585+0.00029299562081462404j),(-8.298929747016315e-05-0.000663109431932968j),(0.0007398029933021232-2.0319211694637836e-05j),(4.8715344969074625e-05+0.0008115564251958422j),(-0.0007137644225237674-0.0001784852945673291j),(0.00018229902774318936-0.0009041690573013923j),(0.0011305279977703632+0.00012544545544517286j),(-0.00012557614455594766+0.0011735971327676746j),(-0.0015007522910354266+3.2710297090237174e-05j),(-0.00043057598914104895-0.0013982618427747235j),(0.001035382788907927-0.0011088586591629758j),(0.0014769301057609855+0.0009933226827023673j),(6.816772732439692e-05+0.0019059601214375238j),(-0.0015190892576126779+0.0013361835203425146j),(-0.002158414560045146-0.0001507673840952968j),(-0.0016179375236401437-0.0015472785276214242j),(-0.0005709555627137711-0.0022477535658232354j),(0.000477274963849519-0.0023521367525342974j),(0.0012693571613358065-0.0020993576932671516j),(0.0017329794861782842-0.0017953182420957345j),(0.0019033854498461953-0.001638652484024252j),(0.0018616286322952539-0.0016794109887101878j),(0.0015814434829758777-0.0019119276145356412j),(0.0010295449705366585-0.0022147936252817435j),(1.7378174743028087e-05-0.0023713567919300318j),(-0.001038482390010128-0.0020108952656685574j),(-0.0019807250538140357-0.0010084223959005037j),(-0.0019526378521656953+0.0006227399721859612j),(-0.0009286385381653866+0.001727896367677237j),(0.0008618965679131399+0.0015972122711256748j),(0.0017031641366386566-6.897329167774319e-05j),(0.0006181657462175123-0.0012657797636641593j),(-0.000620384387841806-0.0010952420076343469j),(-0.0004313465084160351-0.0001976451455329769j)
"(14,)",(0.0006369735924056704-0.00079615633080097j),(-0.0003884021327523715-0.0011082433143034262j),(-0.0011168384724755164-0.00014395120551145352j),(-0.00011872721230871757+0.001108772706948041j),(0.0010119405699346717+0.00033971732573954467j),(0.00033852524562098986-0.0008150762458755649j),(-0.0006304941555748046-0.00010114303241155108j),(-8.703289559225009e-05+0.0006724582317959967j),(0.0008000658311584468+4.860658919854859e-05j),(-0.00016298933868588936-0.0007862577905376373j),(-0.00047246862079012154+0.0003154004567179934j),(0.00027581163804591693+0.0002755079020478931j),(0.00012182411020544264-0.00030133492118314707j),(-0.00029090817682955077-6.499479581670315e-05j),(-0.0001516406084750903+0.00021791183424173087j),(-0.00022801848118530663-0.000170454645623274j),(0.00021553065791581085-0.00015476286564512553j),(0.0001979131249436808+0.0003146131294501604j),(-0.0004439984315353604+8.953042029845086e-05j),(-9.704253353081284e-06-0.00046309034106308716j),(0.0006256826917676979+2.318760524165936e-05j),(-0.00012574628363782767+0.0006771811910280291j),(-0.0007960880729727438-0.00023927888445778945j),(0.0003457407988072565-0.0006248328485352205j),(0.0008456781505368716+0.00029243174277676447j),(-0.0003478029406423718+0.0011012078319255795j),(-0.0010219119266422756-0.0001171981925912115j),(-0.000252849433524467-0.0011539716287523167j),(0.0011198033658311232-0.0007668995415862072j),(0.0012498708939628022+0.0007038363375481121j),(6.021073976665285e-05+0.001561638979073649j),(-0.0012300379219552335+0.0010486989173300895j),(-0.0016954762289928939-0.00019961160530539623j),(-0.001258080125514169-0.001290186970152695j),(-0.00040034078764271814-0.0018647156015078159j),(0.00044521815316867316-0.0019149465165924774j),(0.0010871726557699778-0.0017100040494248073j),(0.001437106026204294-0.001472062739702453j),(0.0015816113463084924-0.0013423567910399998j),(0.0014971362929603734-0.0014248323134035262j),(0.0012755136656872825-0.0016040366850417814j),(0.0007752362825612628-0.0018560806295474458j),(-0.0001236342156167332-0.0019478204926350487j),(-0.0010341539008404787-0.0015114127112717166j),(-0.0017124997119140426-0.0005980523442314356j),(-0.0015511029829216349+0.0005933000443415242j),(-0.0005144227559789348+0.0015395118070088405j),(0.000860597839003666+0.0012175359765892334j),(0.001322052518194981-0.00011614239664218204j),(0.0005542821525665398-0.0009384367183226217j),(-0.00027197210330106875-0.0007035609889642972j)
"(15,)",(0.0011390198496251003+0.0002968024590414673j),(0.001015177320085636-0.0008449933208430201j),(-0.00014353443241137343-0.001315442818396381j),(-0.0011946848032181468+0.00014393664874274583j),(-0.00010183140884179348+0.0011981217253260977j),(0.0009788118710730817+0.0003063221836772846j),(0.00022373358038935243-0.0007817035491453263j),(-0.0008412742011675077-0.00014724793671615672j),(-0.00024232854305003415+0.0008832711016892626j),(0.0008172824912569789-0.0001697508738925971j),(-0.00023395286566495026-0.0006874653973967809j),(-0.00037377637337152536+8.832284410090346e-05j),(0.00030576882363903213+0.00019307678042478605j),(0.0001907730861538543-0.0003913375284608966j),(-0.00022801848118530663-0.000170454645623274j),(-0.00015449924251092654+0.0002120175763234651j),(-0.00025300038339171337-6.964135158484553e-05j),(0.00020935691782839332-0.00034605559393908585j),(0.0002454450407003308+0.0004090221842848262j),(-0.0003381677395800999+0.00020629788657297547j),(-0.00014454072212532847-0.0004309978622273382j),(0.0005020190493667606+0.00010448380179318958j),(-0.00016335978790279945+0.0007574829946118582j),(-0.0006606067215065521-0.00012525254960436334j),(0.0001778702108190428-0.0009605390791657793j),(0.0009058184416958355+0.0003098929813011274j),(-0.00018589619780213026+0.0010263555974559973j),(-0.0011858032625739717-8.927950835756576e-05j),(-0.0004741488363461995-0.0012598982512501157j),(0.001146181978675731-0.0010188653425266326j),(0.0014647291250450745+0.0007389051972139754j),(0.00019495730225873594+0.0017020725729959005j),(-0.0013838007154957069+0.0012461924260732322j),(-0.0019326420170199996-0.00023548233041147706j),(-0.0014236962263854756-0.0014336588142238806j),(-0.000530100506498969-0.0020372672720814717j),(0.0005275363061469267-0.0021398477764402253j),(0.0012122217228867202-0.0019037955847326824j),(0.0015892528658896982-0.0016561955242342205j),(0.0017481001496597556-0.0015188936287897485j),(0.0017122606219231722-0.0015530568125296425j),(0.0014687284240156146-0.0017571211400595195j),(0.0009089773668609052-0.00204863844113112j),(4.231205873836556e-05-0.0021835550093560812j),(-0.0010330489141233009-0.0018297599469460925j),(-0.0017828266096508855-0.0009373003758407519j),(-0.001722081472709779+0.0005719708150974241j),(-0.0007902072532936269+0.0015473410953435992j),(0.000914097483024983+0.0012650096581843684j),(0.0012718997552499224+0.00029724022113311783j),(0.00040850586909857694-0.00021092376691845825j)
"(16,)",(0.00034671909698108386+0.0011844648125837213j),(0.0012225322362304932+0.000431991335774044j),(0.0012858271793490864-0.0006220441699928653j),(-0.0004267973579253419-0.0013370613384310597j),(-0.0013195292084446253-0.00017883210256746288j),(-0.00017067572416779888+0.0011462137771206123j),(0.0008173793442138471+0.00029160483694798227j),(5.7463931963844885e-05-0.0008592756884341278j),(-0.0009714794225349086-0.00025990157759170585j),(-3.0055549293332867e-05+0.0007654882128163566j),(0.0006681833411795106+3.788565960356159e-05j),(-0.00018164870747086267-0.0005099590992406238j),(-0.00046035335193587746+0.00027635618966090006j),(0.00038724321134755134+0.0003208658408984629j),(0.00021553065791581085-0.00015476286564512553j),(-0.00025300038339171337-6.964135158484553e-05j),(-0.00016286436013443755+0.0002525196251024352j),(-0.0002576294499428922-0.00011793693559034988j),(0.00021664396585131826-0.00035557063654587594j),(0.00025523476323079835+0.0004042240833940391j),(-0.0005750282450242615+0.00019226190864640003j),(-0.00010505054331402374-0.0007304948412547136j),(0.0006678717331216117+0.00015115511680967246j),(-6.712638698465387e-05+0.0007147714789051802j),(-0.0007573899387069744-0.0004570691692359009j),(0.00030012081026626323-0.0009183583601747354j),(0.0009994809650279988+0.00023254900641099446j),(-0.00015919995755478978+0.0011404409647021675j),(-0.0012445747220650913-1.6631651357798143e-05j),(-0.0004253495512670701-0.0014293351464796235j),(0.0013252748041547655-0.0007555017379891357j),(0.001442269728326782+0.0007956515528025514j),(0.00013047443486668766+0.001749982955167768j),(-0.0015279202116880225+0.0011217350980015327j),(-0.0020019004095755038-0.00014784534233188906j),(-0.001392006044179506-0.0015700449952827232j),(-0.0004418110189705161-0.002156947357426014j),(0.0005549835030044682-0.002227487550692895j),(0.0012767376864952819-0.001957554177216253j),(0.0016642507065487617-0.0016851298101602425j),(0.0018253314991871696-0.0015363222439583693j),(0.0017634228183862628-0.0016009254254413924j),(0.001488966828576392-0.0018290767190994874j),(0.0008412279019245719-0.0021601988341091514j),(-6.430111595225856e-05-0.00223452872879487j),(-0.0011159940920191344-0.0018614867628246336j),(-0.0019206529694985042-0.0007365773430287163j),(-0.0018172568087543605+0.0006785939762421767j),(-0.000823979891943891+0.0016578672187206778j),(0.0010957232151086952+0.0014211733521926541j),(0.000422000610345221+0.00028810491470061643j)
"(17,)",(-0.0008348039561886831+0.0010300477356254166j),(0.00023798509160650967+0.0015242204664866026j),(0.0011790718524699625+0.000876566826912027j),(0.0011005765342163275-0.0010648036918284017j),(-0.00041247695278260336-0.0012586098485303481j),(-0.0012400073457132287+5.5887187714341455e-05j),(-0.00028806401159648553+0.0009618694176479352j),(0.0009650226922999698+0.00031156318193766795j),(0.00030868673948378385-0.0009347545437777872j),(-0.0010846104355463945-0.00032216001818458865j),(-8.939240215502068e-06+0.0008038786613147587j),(0.0005946613782185086-6.852046264268108e-05j),(-0.00023069726989823959-0.000592913883558479j),(-0.00039508328280315585+0.00029299562081462404j),(0.0001979131249436808+0.0003146131294501604j),(0.00020935691782839332-0.00034605559393908585j),(-0.0002576294499428922-0.00011793693559034988j),(-0.0001337612648063265+0.0002080103852348982j),(-0.00019755065288229036-0.00011060857879936982j),(0.0002301114856006035-0.00023962115185076363j),(0.000201094020829552+0.00033425882403109427j),(-0.000444981263256817+0.0001272349867203884j),(-5.654036600470091e-05-0.0005878164578686823j),(0.000587983222512102-1.3365925038608723e-05j),(-0.00015660843256138951+0.0006487979200028156j),(-0.0006151157924926849-0.00022289802122228152j),(0.0003787422343439985-0.000784746852245394j),(0.0007903653218014488+0.0002488555497315797j),(-0.00037992616640648255+0.0010458036642529932j),(-0.0010944272195850518-0.000258863518688689j),(-0.00018108961288018104-0.0011597769985024408j),(0.001134063609944579-0.0006763925142697977j),(0.0012263995685270113+0.0007990601708887653j),(-5.3807830531821026e-05+0.0015559844759153734j),(-0.001384911791237728+0.0009953736662835948j),(-0.0017259447425847184-0.0002719503433090764j),(-0.0012765509816794727-0.001345443049082527j),(-0.0002973752285350391-0.001922953323698884j),(0.0005018252840527743-0.0019436494988026413j),(0.0010804887851589234-0.00173682861188583j),(0.0014682878611918923-0.0014823901548189815j),(0.0015898895877407655-0.0013740831179352144j),(0.0015467973577425415-0.0014172324041992368j),(0.001247707318070834-0.0016439622415460816j),(0.0007318565965850696-0.0018975089982979881j),(4.9452915776412304e-05-0.0019711912224915085j),(-0.0009054003059192357-0.0016433874555181296j),(-0.001639035943081605-0.0007857043261724994j),(-0.0015592689934573398+0.0006778879347154901j),(-0.0005749530985431034+0.001525798584963565j),(0.00014277150576270996+0.0008882489470900513j)
"(18,)",(-0.0013128659594319886+0.00013747840937175653j),(-0.0011797508798477236+0.0011021719126688375j),(-7.225422149573129e-05+0.001602786155292492j),(0.0015504529388671343+0.0006938839423967503j),(0.001238028726088419-0.0008384919902819867j),(-0.00032462332362726053-0.0012704539265552639j),(-0.0011438576395721544-7.982147499029129e-05j),(-1.8927616061705797e-05+0.0011093039599757647j),(0.0012556187907594512+0.0002937225563911497j),(0.00031198575473892715-0.001067190403321069j),(-0.0008451679204657247-4.477503450139694e-05j),(-0.00018619353016914475+0.0004887368163328919j),(0.0006736916391614034-0.00019742204241284499j),(-8.298929747016315e-05-0.000663109431932968j),(-0.0004439984315353604+8.953042029845086e-05j),(0.0002454450407003308+0.0004090221842848262j),(0.00021664396585131826-0.00035557063654587594j),(-0.00019755065288229036-0.00011060857879936982j),(-0.0001364968564966881+0.0002661901905722559j),(-0.0002090269896444095-0.00016039098926428906j),(0.0002971243379800325-0.00023561560584689509j),(0.00032831182555360613+0.00042492226091065733j),(-0.0004943049475550337+0.00033275492120457767j),(-0.0001783969367939894-0.0007869875154000745j),(0.0009465523624758146+0.00010033190671140795j),(-0.0001137321799305204+0.0008417623098023731j),(-0.0007157546620680265-0.00029255381076107875j),(0.0003866537346821673-0.0008973065321082573j),(0.0011801467815893579+0.00047715833402529304j),(-0.0002576900810650272+0.0013556863102654926j),(-0.0015166085936628708-8.577548693041768e-05j),(-0.0003675960257938528-0.0013856981075485218j),(0.0014040983163845645-0.0008114631699710479j),(0.00148170043940511+0.0007670898546525637j),(1.247559138042249e-05+0.001975045621540886j),(-0.00147902662433731+0.0013279210520871383j),(-0.002065888874810928-0.0002630638531886803j),(-0.0016233977378251568-0.0015631799251036665j),(-0.00045684126239128664-0.0022533630487584833j),(0.0005582607901980705-0.002288235961369468j),(0.0013660991626601947-0.0020197865605596187j),(0.0017222801514773865-0.0017590595475616884j),(0.0018772040975854885-0.00162078778398752j),(0.001834348855777699-0.0016653456921542132j),(0.0015088112403727884-0.001923152030854158j),(0.0009234618377404357-0.00223005356933158j),(-5.295370467476274e-05-0.002329899735933279j),(-0.0011354810038410738-0.0019105473681654773j),(-0.001996222493595212-0.0008520210027545145j),(-0.0016549821076885312+0.00018509033428882482j),(-0.0008853844748438691+0.0006779947179921052j)
"(19,)",(-0.0011970669886259115-0.0008089445591687869j),(-0.0016925049600511907+2.7190602756773552e-05j),(-0.0013809045762389544+0.0011020717015933616j),(0.00024340640376113452+0.0017549880632747714j),(0.0014158221058511154+0.0008148239694163337j),(0.001182670100174881-0.0007880853724107208j),(-0.0002996816068677337-0.001267737526058982j),(-0.0014012731170604093+1.9713265772197523e-05j),(-0.0002587603625385843+0.0012044288183024083j),(0.0012153348901236918+0.00010207817815428749j),(8.762129124984902e-05-0.0010106920239571623j),(-0.0007035822120955129-0.00011706602310990426j),(0.00011415654318553074+0.0008884718086097436j),(0.0007398029933021232-2.0319211694637836e-05j),(-9.704253353081284e-06-0.00046309034106308716j),(-0.0003381677395800999+0.00020629788657297547j),(0.00025523476323079835+0.0004042240833940391j),(0.0002301114856006035-0.00023962115185076363j),(-0.0002090269896444095-0.00016039098926428906j),(-0.00013369683544113488+0.00025590668141272217j),(-0.00025711051804567803-0.00012204100035415302j),(0.00029738176169659365-0.00030051699299297443j),(0.00028654800147537475+0.00038592405888703544j),(-0.0005132276605818328+0.0001479342015462589j),(-5.5888737540415464e-05-0.0005022968964768072j),(0.0006170147803893925-3.82009513212267e-05j),(-0.00012726911358256347+0.0007061881695418873j),(-0.0009486659607999505-0.0003337588033054403j),(0.0002267773525536678-0.0009023144893666469j),(0.0010867688016649515+0.00038335657768442797j),(-0.00027215421007669224+0.0009894026885255128j),(-0.0012817122670241276-2.479189586218676e-05j),(-0.000523292552149626-0.0013953866999820365j),(0.0013271560905222918-0.0007891926760034185j),(0.00135454107618335+0.0008239485254197577j),(4.256016915328421e-05+0.0016767631833742112j),(-0.0014476636518520121+0.001155126867772687j),(-0.0020173152143686773-0.0002316949328361642j),(-0.0014388183548129912-0.0014696633380904874j),(-0.0005042537534379867-0.0021043806199574633j),(0.000422805155649695-0.0021608602788673967j),(0.00123167048681582-0.0019180619643479294j),(0.0016269282886202435-0.0016358593662903467j),(0.0017754438781132464-0.0015019404117509988j),(0.0017365767256586017-0.0015444879276637672j),(0.0014340800296854625-0.0017955858801844261j),(0.0008637651551943073-0.0020893610726740734j),(1.6956739430097177e-06-0.0021994496329186992j),(-0.0009490129620569025-0.0018921256674648515j),(-0.0017938551707846813-0.0009814458151441957j),(-0.0010673265427702096-4.75613000083089e-05j)
"(20,)",(-0.000520517028723018-0.0014102000390991255j),(-0.0013534587819759951-0.0011944166462878514j),(-0.0018042357267134706-0.0002419898244305455j),(-0.0013897798027256545+0.0012560557273535704j),(0.00012571453624060934+0.0017769411162774742j),(0.0012670663577127195+0.0009131385517030568j),(0.0011730830628851425-0.0006082665500481534j),(-0.0003837175883549667-0.0013052062077639037j),(-0.0014758113479409049-3.688469706658123e-05j),(-0.00033357929318145424+0.0011699128134202176j),(0.0008911003833070184+0.00015254633486691738j),(0.00012856477583967032-0.0007480502085111068j),(-0.0008151324253527006-0.00015377115482277998j),(4.8715344969074625e-05+0.0008115564251958422j),(0.0006256826917676979+2.318760524165936e-05j),(-0.00014454072212532847-0.0004309978622273382j),(-0.0005750282450242615+0.00019226190864640003j),(0.000201094020829552+0.00033425882403109427j),(0.0002971243379800325-0.00023561560584689509j),(-0.00025711051804567803-0.00012204100035415302j),(-0.0001450361112396623+0.00018840396629609063j),(-0.0001533210961632524-0.00011242193639607441j),(0.00017967238912440403-0.0002385116024230276j),(0.00023557164343999986+0.00025910572636729485j),(-0.00041667165383703396+0.00011541556448644368j),(-6.919615373634612e-05-0.0003994037169888761j),(0.0005264442729786067+7.681514968752517e-05j),(-0.00022527207547293427+0.0005100296861432866j),(-0.0007922505543176362-0.00020099818506881065j),(0.00035851363700204516-0.0006948784745463138j),(0.0007106981788272821+0.00038576029718195533j),(-0.00029069727792199496+0.000815233346894215j),(-0.0010810599321953312-2.5461262376327884e-05j),(-0.00013806281675055257-0.0010871044640663394j),(0.001069394444300541-0.0006280010889119642j),(0.0011709315893881193+0.0007504216970802583j),(-6.731659640847955e-05+0.0015355270632084527j),(-0.0012376680098628312+0.0009650669931698355j),(-0.0017007176688976515-0.00021282480882134784j),(-0.0012036462501701583-0.0013599820727414574j),(-0.0003643445300102959-0.0018367961762625522j),(0.00045640971875158176-0.0018741942500651216j),(0.0010968163611697265-0.0016503690739572653j),(0.0014274439560820647-0.0014238181475367275j),(0.0015491156275729773-0.0013095230040220912j),(0.0014977314040271056-0.0013624805532119041j),(0.0012073102807297397-0.0015902321759220833j),(0.0007535228610596499-0.001810482097559118j),(-5.723364346216492e-05-0.001913347778970601j),(-0.0009190937998652354-0.0015664748993107803j),(-0.0003346250087773298-0.0003412135617251466j)
