index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)","(18,)","(19,)","(20,)","(21,)","(22,)","(23,)","(24,)","(25,)","(26,)","(27,)","(28,)","(29,)","(30,)","(31,)","(32,)","(33,)","(34,)","(35,)","(36,)","(37,)","(38,)","(39,)","(40,)","(41,)","(42,)","(43,)","(44,)","(45,)","(46,)","(47,)","(48,)","(49,)","(50,)","(51,)","(52,)","(53,)","(54,)","(55,)","(56,)","(57,)","(58,)","(59,)","(60,)","(61,)","(62,)","(63,)","(64,)","(65,)","(66,)","(67,)","(68,)","(69,)","(70,)","(71,)","(72,)","(73,)","(74,)","(75,)","(76,)","(77,)","(78,)","(79,)","(80,)","(81,)","(82,)","(83,)","(84,)","(85,)","(86,)","(87,)","(88,)","(89,)","(90,)","(91,)","(92,)","(93,)","(94,)","(95,)","(96,)","(97,)","(98,)","(99,)","(100,)","(101,)"
"(0,)",(3.736505646493529e-06+4.192637415865824e-06j),(4.0155101682622045e-06+1.305674379777715e-05j),(-4.150837234745734e-06+2.011244049073613e-05j),(-1.7858890864336016e-05+1.945630549152977e-05j),(-2.9047840924549448e-05+8.791794767886514e-06j),(-3.353128172592009e-05-7.231603905253646e-06j),(-2.8682279437714386e-05-2.4604124039695304e-05j),(-1.384503236720903e-05-3.7776962848338e-05j),(1.0675188361767178e-05-4.208067348632366e-05j),(2.974368018973092e-05-3.505581266815859e-05j),(4.508689512501191e-05-1.728842848874071e-05j),(5.000351225899885e-05+8.773006843193528e-06j),(4.128685155515552e-05+3.4252002692263753e-05j),(1.9233621415786982e-05+5.201802588994348e-05j),(-1.0063723711539087e-05+5.635596609491986e-05j),(-3.9022695670149125e-05+4.5562082644564324e-05j),(-5.6389204521371605e-05+2.2716937855647307e-05j),(-6.268533638722893e-05-9.344455416552967e-06j),(-5.163808522196663e-05-4.012141893393369e-05j),(-2.3754239798387354e-05-6.307091715199029e-05j),(1.0545164709968134e-05-6.877003610942381e-05j),(3.9719513547753276e-05-5.7835875669495585e-05j),(6.654983445718726e-05-2.8578275232593335e-05j),(7.33709214229104e-05+1.064222585414702e-05j),(6.037687835833972e-05+4.393837456406351e-05j),(3.092873069618018e-05+7.067742406674461e-05j),(-8.185649875655367e-06+7.797429244222043e-05j),(-4.516120687887811e-05+6.670000359017047e-05j),(-7.324670402826422e-05+3.5667456017758645e-05j),(-8.073457594146355e-05+2.4729088230787524e-05j),(-7.182288658377195e-05+4.091270724967983e-05j),(-5.249757373636565e-05+6.364685467131997e-05j),(-3.1148287803576775e-05+7.500242559664099e-05j),(-4.201478051786748e-06+8.018816116986924e-05j),(1.9931395516231192e-05+7.701485031999789e-05j),(4.3509430127431705e-05+6.570222846203824e-05j),(5.958515312101681e-05+5.067749946845907e-05j),(6.972087804463323e-05+3.348831517209377e-05j),(7.50242924901358e-05+1.5780450842537712e-05j),(7.581299719864336e-05-3.96959875254161e-06j),(7.278986936069942e-05-1.9747166149040156e-05j),(6.6393067330175e-05-3.438783279084751e-05j),(5.910296866519953e-05-4.5120676207223545e-05j),(5.07505163558447e-05-5.370054988685426e-05j),(4.290326557549263e-05-5.964585438857868e-05j),(3.642525506368316e-05-6.350730769214475e-05j),(2.9472456356910837e-05-6.670513364889737e-05j),(2.562714906324367e-05-6.812888778504843e-05j),(2.264887014088244e-05-6.905782414653147e-05j),(2.157438055134586e-05-6.937062063039497e-05j),(2.2369342871332663e-05-6.917120807459644e-05j),(2.4934426394159546e-05-6.842386877027167e-05j),(2.8894705100127053e-05-6.704660051641517e-05j),(3.51273590243434e-05-6.428223590735538e-05j),(4.167097369067347e-05-6.070627393971539e-05j),(5.028409358477402e-05-5.432551660380958e-05j),(5.803816827392247e-05-4.661671231756887e-05j),(6.576238285290923e-05-3.593369712853797e-05j),(7.219399717618351e-05-2.2642324006450302e-05j),(7.57866818616592e-05-7.486009044274914e-06j),(7.623815089528964e-05+1.1312181671988764e-05j),(7.10712671661152e-05+3.1110904067136365e-05j),(5.9624771792199706e-05+5.061844267927414e-05j),(4.343426942966919e-05+6.619452724093693e-05j),(2.618766283788649e-05+7.57086611098056e-05j),(2.6063288677157836e-07+8.04543943645458e-05j),(-2.7670462351950953e-05+7.68940649826518e-05j),(-5.2164705790298395e-05+6.353407357359536e-05j),(-7.142356050465081e-05+4.343134603696521e-05j),(-8.24440976286852e-05+1.7780789972603445e-05j),(-8.282693491399504e-05+1.5770501396924884e-05j),(-6.651063686925509e-05+4.7690301506619e-05j),(-3.6197405767136714e-05+7.018894496554601e-05j),(7.050056549767936e-06+7.801501149458044e-05j),(4.114461680411825e-05+6.56145250681658e-05j),(6.764218205209809e-05+3.325365143253056e-05j),(7.376056344186693e-05+7.868096328158911e-07j),(6.237029327530565e-05-3.494070845938858e-05j),(3.7044770210749555e-05-6.045736175026631e-05j),(1.1509627433856803e-06-6.860008707594067e-05j),(-3.2065953116046786e-05-5.7877772058453276e-05j),(-5.591922687548454e-05-3.473235555137895e-05j),(-6.37816520055724e-05-2.042469655399833e-06j),(-5.363484336013444e-05+2.9875036309097613e-05j),(-3.2536754200965096e-05+4.942513360726982e-05j),(-3.5584593333079266e-06+5.71849335772414e-05j),(2.5695800152115014e-05+4.961088479103832e-05j),(4.492513498960055e-05+2.7651756666247237e-05j),(5.1102180258783045e-05+3.362865812467446e-06j),(4.3037251426848174e-05-2.2909987424777913e-05j),(2.5230590838023852e-05-3.789938649209967e-05j),(2.7989330627549887e-06-4.281452114728074e-05j),(-1.814878271151379e-05-3.576551470269751e-05j),(-3.0505022945069568e-05-2.1237727034974846e-05j),(-3.326650852942458e-05-1.9936894273677054e-06j),(-2.607068233060444e-05+1.3231432303636024e-05j),(-1.3470234844726056e-05+2.0790177282806473e-05j),(-1.6228693994232257e-06+1.9519172665169662e-05j),(4.8897857933459534e-06+1.1060166511396562e-05j),(2.2265954115753467e-06+2.1379638300160813e-06j),(1.0895701118808467e-06+8.538647734760458e-07j),(2.706373473554403e-06+3.144437812801741e-06j)
"(1,)",(4.0155101682622045e-06+1.305674379777715e-05j),(6.9178987887455784e-06+1.0780373434031665e-05j),(2.003180206586639e-06+2.1510789494276577e-05j),(-1.1313999835988823e-05+2.7299697440969077e-05j),(-2.778615681450755e-05+2.34561970815755e-05j),(-4.1467833911229005e-05+5.508866849482106e-06j),(-4.387088163065086e-05-1.7800077870912845e-05j),(-3.208024042977886e-05-3.953164446246202e-05j),(-1.1919829496388663e-05-5.358073672805128e-05j),(2.028490680729367e-05-5.586917203815298e-05j),(4.7118691032176744e-05-4.083289788292929e-05j),(6.479103493191089e-05-1.4370780940827037e-05j),(6.440877993109899e-05+2.5978630762147863e-05j),(4.799633520549311e-05+5.231188831017286e-05j),(1.1093157218768964e-05+7.51830415967227e-05j),(-2.5222340435213853e-05+7.28248414833667e-05j),(-5.695744415455065e-05+5.712592845050521e-05j),(-8.088035929514028e-05+1.6029211531860565e-05j),(-8.208301719087094e-05-2.3789997704073172e-05j),(-6.0853180068149995e-05-6.355278457285321e-05j),(-1.8338135651955543e-05-8.799708960902901e-05j),(2.891776605003631e-05-8.867625559023157e-05j),(6.829863665921695e-05-6.705584506270773e-05j),(9.353474986169645e-05-2.4238782464120485e-05j),(9.470617066747908e-05+2.7979264517525645e-05j),(7.218254984604454e-05+7.001154087009795e-05j),(2.2755307867721447e-05+0.00010170775779544383j),(-2.429221478632394e-05+0.00010248565324090327j),(-7.442937489825392e-05+7.889389302079148e-05j),(-8.964257574112975e-05+6.67447089346019e-05j),(-7.228116561154502e-05+8.31181077417242e-05j),(-3.647055248530567e-05+0.00010262824233405748j),(-8.381357840186765e-07+0.00010713857812429756j),(3.587395064608456e-05+9.980096931049214e-05j),(6.35698449671269e-05+8.332965438103103e-05j),(8.252548614544179e-05+6.364085367612586e-05j),(9.68279534382976e-05+3.589274205051102e-05j),(0.00010174511138161858+9.65035775508975e-06j),(9.985365035690037e-05-1.4922012460939665e-05j),(9.320803956659229e-05-3.684206089120053e-05j),(8.132057412527885e-05-5.75455024842955e-05j),(6.77089828228061e-05-7.192538924030096e-05j),(5.474347973608653e-05-8.138186696693048e-05j),(4.17762781378823e-05-8.830952980600172e-05j),(2.9712648416000515e-05-9.246653817686797e-05j),(2.000439217140334e-05-9.476945790077032e-05j),(1.2440564633582067e-05-9.58424097888412e-05j),(6.8413276125570316e-06-9.627067682922035e-05j),(4.385945909380423e-06-9.638626386835242e-05j),(4.072961860346618e-06-9.646421363155982e-05j),(6.608503403392077e-06-9.651198743341623e-05j),(1.1394551375583754e-05-9.63176318870325e-05j),(1.851364154848754e-05-9.560076428169282e-05j),(2.8202664256663023e-05-9.367883132827715e-05j),(4.084471801614477e-05-8.947360927999923e-05j),(5.236950600496241e-05-8.410286253832396e-05j),(6.661222715267721e-05-7.42838033673432e-05j),(8.04223276186145e-05-6.044155897650258e-05j),(9.211814970775286e-05-4.2333670863493185e-05j),(9.958349716343915e-05-2.3300208440095856e-05j),(0.00010301658023075062+6.49582738080952e-06j),(9.897019563565554e-05+3.3002006761110294e-05j),(8.736953571358226e-05+5.8530868399339725e-05j),(6.775243852713791e-05+8.240942070078454e-05j),(3.6805231088064073e-05+0.00010137920264843881j),(1.8694158732595935e-06+0.00010913095063906399j),(-3.6173586855786494e-05+0.00010431822417789227j),(-6.547514017350624e-05+9.081324187578855e-05j),(-9.48898306749543e-05+6.094993074184548e-05j),(-0.00011158304330065828+2.194111918597846e-05j),(-0.00011176317245681088+2.3300020039318668e-05j),(-9.300257689006e-05+6.102245673405176e-05j),(-5.036433014946888e-05+9.534333118398465e-05j),(-1.080547499642353e-07+0.00010634916705383536j),(5.318494972829144e-05+9.042882085290086e-05j),(8.881310886681525e-05+4.839780474360842e-05j),(9.97366617974329e-05+2.5037036076412627e-06j),(8.6766271006389e-05-4.576032103955742e-05j),(4.59977422869083e-05-8.267671224600506e-05j),(4.315878474403614e-06-9.214109228806879e-05j),(-3.9656760651639584e-05-8.189165595154512e-05j),(-7.601345218500975e-05-4.609554673787118e-05j),(-8.421616900177187e-05-3.317609497323919e-06j),(-7.414357857321292e-05+3.6180488784432846e-05j),(-4.425206714260124e-05+6.785321249912054e-05j),(-7.738485006537634e-06+7.729001560848017e-05j),(3.197422981253093e-05+6.760689362321906e-05j),(5.9514169685972765e-05+3.930888109739352e-05j),(6.813067259540357e-05+4.875913990395161e-06j),(5.862995278738155e-05-2.8326704012649504e-05j),(3.607198108656154e-05-5.1598257136425755e-05j),(5.858598664390486e-06-5.8279193175111204e-05j),(-1.9781306696372162e-05-5.116548259843019e-05j),(-3.984693482290599e-05-3.0051776424589024e-05j),(-4.5835189433437263e-05-7.25441568903894e-06j),(-3.811110682053219e-05+1.530607048570828e-05j),(-2.1280015257338896e-05+2.7042903554678245e-05j),(-5.974342901325023e-06+2.7745595181095994e-05j),(2.51324664074611e-06+1.7647906932447794e-05j),(1.6374393876606283e-06+5.046484116648517e-06j),(5.316831467867313e-06+7.736800916752944e-06j),(2.8009521355482324e-06+3.1089412573372454e-06j)
"(2,)",(-4.150837234745734e-06+2.011244049073613e-05j),(2.003180206586639e-06+2.1510789494276577e-05j),(7.514172417725375e-06+1.1157360290916196e-05j),(2.3266931102060428e-06+2.2044650933002698e-05j),(-1.1210643056864488e-05+2.9012795934490025e-05j),(-3.0751886637244e-05+2.413657810129012e-05j),(-4.39945393105648e-05+6.2044135808451025e-06j),(-4.550554124659742e-05-1.6963017805204058e-05j),(-3.4747162853798275e-05-4.172222940524425e-05j),(-8.412901872712086e-06-5.7028605307061734e-05j),(1.9324911669017476e-05-5.8165100258078454e-05j),(4.99329555356125e-05-4.324519494427531e-05j),(6.877570182054445e-05-1.2017931277504865e-05j),(6.841260401213582e-05+2.4551362212341947e-05j),(5.320485676984472e-05+5.3955867133513195e-05j),(1.655927472766798e-05+7.773959404205513e-05j),(-2.7708168874836396e-05+7.741382837515222e-05j),(-6.164438783446617e-05+5.882170154736767e-05j),(-8.550453646183241e-05+1.780794736362006e-05j),(-8.693243372530086e-05-2.7911033178215256e-05j),(-6.476758905247261e-05-6.686367248346475e-05j),(-2.2534442691435516e-05-9.38422655803388e-05j),(2.5180273842891623e-05-9.496778057933164e-05j),(7.096829590582061e-05-7.107310401500561e-05j),(9.942095336621698e-05-2.5341542480077098e-05j),(0.00010195634663574841+3.053923225659407e-05j),(7.348241433825981e-05+7.62477029489377e-05j),(3.074468227324254e-05+0.00010522591314297338j),(-2.5787962100882583e-05+0.00010929589995550518j),(-4.510603293470015e-05+0.00010696293572630258j),(-2.0231772624008666e-05+0.0001109919946208716j),(1.6974148870140337e-05+0.0001112957106110016j),(5.4830421271898e-05+9.711038907541816e-05j),(8.073287846528302e-05+7.532276179225847e-05j),(9.989504458438241e-05+4.258615199786695e-05j),(0.00010662681463461582+1.4261968894940364e-05j),(0.0001057698704619013-1.3994067158508372e-05j),(9.6328299610025e-05-4.331267051911053e-05j),(8.257509766551565e-05-6.445363396852445e-05j),(6.589507195308129e-05-7.994834143698134e-05j),(4.658508859014474e-05-9.131963886652027e-05j),(3.0442666282973507e-05-9.746761977275716e-05j),(1.4168657734600007e-05-0.00010048775186451233j),(-1.8446174157445604e-06-0.00010079746607972171j),(-1.3784934956653953e-05-9.954970911461183e-05j),(-2.1959548084084544e-05-9.776466682315196e-05j),(-2.7332948848171704e-05-9.623139935164344e-05j),(-3.117215342267236e-05-9.496622103241737e-05j),(-3.2106999942964375e-05-9.469494369566234e-05j),(-3.0352466667387737e-05-9.54373447878931e-05j),(-2.6537335079059924e-05-9.683240701032571e-05j),(-2.0061853094714313e-05-9.876274153503956e-05j),(-1.053702302979275e-05-0.0001007353356120271j),(2.2662912275538857e-06-0.00010184952626610417j),(1.791649261285082e-05-0.00010095947857553832j),(3.5262597572253604e-05-9.719922014070803e-05j),(5.3243688108526815e-05-8.964824968388764e-05j),(7.323119609664995e-05-7.555903539167937e-05j),(8.757065666814539e-05-5.986644559031414e-05j),(0.00010185275526697778-3.41172376905823e-05j),(0.00010809678526250608-7.462937844095652e-06j),(0.00010666604301747192+2.387244168968045e-05j),(9.560824001289356e-05+5.474174230054027e-05j),(7.568979858794465e-05+8.205321627752846e-05j),(4.476012528948313e-05+0.00010434563341897442j),(5.0513998044841405e-06+0.0001145422928100794j),(-3.0406843121107642e-05+0.0001120399454535098j),(-6.948698034192764e-05+9.415629134036917e-05j),(-9.955027120157944e-05+6.390211134941115e-05j),(-0.00011837895032164742+2.3688676516320663e-05j),(-0.00011935368439019228+1.9940511048522177e-05j),(-9.793571209494517e-05+6.158562584649878e-05j),(-5.659065601878783e-05+9.959417235692643e-05j),(1.3221963612724118e-06+0.00011130816659091967j),(5.651838073620913e-05+9.44084063701113e-05j),(9.015179240504577e-05+5.576692974766241e-05j),(0.00010423521787594472+2.7886114292078324e-06j),(9.045545402577648e-05-4.926959084768444e-05j),(5.4809839448036836e-05-8.503777757803452e-05j),(9.177722113275624e-06-9.814039876710047e-05j),(-4.3424323740930774e-05-8.42656415614754e-05j),(-7.511311811315974e-05-5.5021423419460505e-05j),(-8.947528666963485e-05-6.045089093626423e-06j),(-7.821273750169303e-05+3.98616581326428e-05j),(-5.060275070964399e-05+6.784532661007464e-05j),(-7.045860530665959e-06+8.296581269478536e-05j),(3.307715235834305e-05+7.097140066214954e-05j),(6.138228963997658e-05+4.645874799443332e-05j),(7.20194583527058e-05+8.070714401618841e-06j),(6.407913634002058e-05-2.5267394194007477e-05j),(4.45258003070003e-05-4.873280665720565e-05j),(1.3487493674033137e-05-6.090825745331588e-05j),(-1.7007493097775283e-05-5.624503127152033e-05j),(-3.857636500728273e-05-3.821413433651603e-05j),(-4.8053092213262066e-05-1.3372814302443412e-05j),(-4.4346827864678176e-05+7.998938995232288e-06j),(-3.252579596555468e-05+2.3683237256966505e-05j),(-1.871340097713232e-05+3.027058059340568e-05j),(-7.0104510290855336e-06+2.343148496078433e-05j),(-3.079301549944237e-06+2.2527290763412218e-05j),(2.2312958713143954e-06+1.1890512132464367e-05j),(3.7607400801329957e-07+6.763722863763448e-06j)
"(3,)",(-1.7858890864336016e-05+1.945630549152977e-05j),(-1.1313999835988823e-05+2.7299697440969077e-05j),(2.3266931102060428e-06+2.2044650933002698e-05j),(6.60713277152449e-06+1.179159882361613e-05j),(2.7784973783622177e-06+1.952700788570034e-05j),(-9.962488759201848e-06+2.7040266693270158e-05j),(-2.614539094898401e-05+2.3133489139657604e-05j),(-3.969951367117666e-05+8.761442850896672e-06j),(-4.311975474744326e-05-1.5446984564298583e-05j),(-3.288601174136896e-05-3.7800523756644755e-05j),(-1.121094102977344e-05-5.317667158396e-05j),(2.0657052310933995e-05-5.4276395868590675e-05j),(4.621506607735817e-05-4.014193729142771e-05j),(6.280819208324188e-05-1.1603309734696008e-05j),(6.387615948773974e-05+2.0578518351234967e-05j),(4.657363069418849e-05+5.281584261280385e-05j),(1.652421094586338e-05+7.207340715806551e-05j),(-2.2213530475628453e-05+7.36827521339406e-05j),(-5.8419253761117355e-05+5.3942590365761885e-05j),(-7.827816024845063e-05+2.283343320864048e-05j),(-8.1714176177352e-05-1.9107080148480113e-05j),(-6.1003743107232695e-05-6.18560891486919e-05j),(-2.7999282237373332e-05-8.446505061091757e-05j),(2.002579538272573e-05-8.923344448915875e-05j),(6.627996168957218e-05-6.675948419821259e-05j),(9.17939488196489e-05-2.600103127413417e-05j),(9.561245343655407e-05+1.9527492676861033e-05j),(7.264695563620176e-05+6.720287531604771e-05j),(2.8550396509393474e-05+9.802153262074536e-05j),(1.747383036257125e-05+0.00010403154562912799j),(3.571933366834937e-05+9.766994835927734e-05j),(6.613777745977196e-05+7.901311880533353e-05j),(8.726973243591276e-05+5.0785352677107694e-05j),(9.838184031686411e-05+1.9645748278135532e-05j),(9.755138194913196e-05-1.4179723119305053e-05j),(9.06002459781008e-05-3.688245136048632e-05j),(7.553801322547506e-05-6.062991594273788e-05j),(5.565374926839534e-05-7.798981616103638e-05j),(3.60144077284121e-05-8.79696763130875e-05j),(1.5236788127926442e-05-9.277018387840455e-05j),(-3.5743236781920854e-06-9.329300007693896e-05j),(-1.953409002247195e-05-9.078747092998851e-05j),(-3.327515917850377e-05-8.606924795746956e-05j),(-4.233065502022884e-05-8.154561008913063e-05j),(-4.998047268841201e-05-7.67714079413071e-05j),(-5.525638118301147e-05-7.278262689991887e-05j),(-5.869066635999656e-05-6.991645460088223e-05j),(-5.996839699993377e-05-6.885207961660232e-05j),(-5.9271511120841305e-05-6.963618434207765e-05j),(-5.6230847315313245e-05-7.246327893494044e-05j),(-5.1593165204356473e-05-7.625007365815622e-05j),(-4.53436179766902e-05-8.061599239313237e-05j),(-3.4708678580559935e-05-8.629897616128691e-05j),(-2.26297046079912e-05-9.104117283235993e-05j),(-6.842693866930219e-06-9.426167763062705e-05j),(1.2057734427096151e-05-9.456050912961351e-05j),(3.078515051381574e-05-9.112489457760263e-05j),(5.205514541133175e-05-8.184525242205585e-05j),(7.362763116355311e-05-6.547960390876216e-05j),(8.777289486265296e-05-4.586263155187645e-05j),(9.818470935654978e-05-2.0022543185398607e-05j),(0.00010045483601744547+1.538065088778078e-05j),(9.234968620970312e-05+4.5742147281055756e-05j),(7.198252237985213e-05+7.452525222263496e-05j),(4.759945524105978e-05+9.445456236951105e-05j),(8.969077503348479e-06+0.00010665990747477716j),(-2.8397397100568942e-05+0.00010482973986655799j),(-6.576267634753871e-05+8.706588289794388e-05j),(-9.562830719201582e-05+5.587001037410892e-05j),(-0.00011139024220649666+1.5244882839448353e-05j),(-0.00011303007928301939+1.1525132169524185e-05j),(-9.875788038281818e-05+4.650597922395713e-05j),(-5.7210343110519085e-05+8.89172558728079e-05j),(-6.633074948063244e-06+0.00010443970781851292j),(4.707725885484716e-05+9.10342187495277e-05j),(8.124979801450354e-05+6.021698650801401e-05j),(9.887648280239181e-05+6.556347349103089e-06j),(8.771702353288818e-05-3.969709375098019e-05j),(5.601839608571638e-05-7.621435557550522e-05j),(8.156401637692569e-06-9.216368457398389e-05j),(-3.1955550247432255e-05-8.345907800102728e-05j),(-6.756652368012716e-05-5.3553447783336174e-05j),(-8.428764323347048e-05-1.476122056109015e-05j),(-7.668084261500706e-05+2.9629291778788444e-05j),(-5.1155230044553835e-05+6.103749438348094e-05j),(-1.6392318212342085e-05+7.526612310928757e-05j),(2.0939162316914166e-05+7.125996589417629e-05j),(4.997743729122502e-05+5.218705116667424e-05j),(6.643403307208306e-05+1.9502551759946178e-05j),(6.304268772129613e-05-1.658631270216004e-05j),(4.771866861615314e-05-4.000013139312933e-05j),(2.0454894385183394e-05-5.636162427197802e-05j),(-6.779416157781742e-06-5.560010698667133e-05j),(-2.918320842519264e-05-4.384915480344214e-05j),(-4.212256439546125e-05-2.4700938703372222e-05j),(-4.533030716901865e-05-5.257314540980912e-06j),(-3.997742940436723e-05+1.1901975930851469e-05j),(-3.240049789482964e-05+2.1061997457671964e-05j),(-2.6585160319469377e-05+2.5578328160060962e-05j),(-1.2010742115502561e-05+1.3447295076900856e-05j),(-1.0473013109728192e-05+2.146857412052626e-05j),(-6.150484808823002e-06+1.4504480835262908e-05j)
"(4,)",(-2.9047840924549448e-05+8.791794767886514e-06j),(-2.778615681450755e-05+2.34561970815755e-05j),(-1.1210643056864488e-05+2.9012795934490025e-05j),(2.7784973783622177e-06+1.952700788570034e-05j),(7.2599209496936414e-06+1.032382020351883e-05j),(3.912448145251869e-06+2.2248458720437457e-05j),(-1.3266817346578795e-05+2.9079770015784276e-05j),(-2.9310122826663983e-05+2.4257510242705978e-05j),(-4.4053722465059396e-05+7.225320817535062e-06j),(-4.641129445861906e-05-1.8774776357664114e-05j),(-3.392137262381017e-05-4.3722674756213956e-05j),(-9.042898174184435e-06-5.847732748883968e-05j),(2.1071272999248288e-05-5.925461918665824e-05j),(5.056578119623374e-05-4.289473037536063e-05j),(6.96702304199485e-05-1.1165477446866921e-05j),(6.99851356644791e-05+2.3142515032914276e-05j),(4.845307013110518e-05+5.77206184487245e-05j),(1.7959748924737305e-05+7.80017168236333e-05j),(-2.8672997539518716e-05+7.823973468958824e-05j),(-6.47900921412311e-05+5.6460452356952845e-05j),(-8.606497522784547e-05+2.015937797695694e-05j),(-8.64108290161563e-05-2.6842954392499775e-05j),(-6.161799540437353e-05-7.147554646718252e-05j),(-2.2033466759683676e-05-9.321928490821818e-05j),(2.9802870687271336e-05-9.349006521632808e-05j),(7.268217673750148e-05-6.848043305067051e-05j),(0.00010001343875553605-2.416615080840862e-05j),(0.000102137839076189+2.7253873180861554e-05j),(7.445777951874497e-05+7.875948702403137e-05j),(6.284921653031029e-05+9.317071985245824e-05j),(8.22551496772247e-05+7.393678864358386e-05j),(0.00010068153441501413+4.179278607783159e-05j),(0.0001072016000987968+3.5945652253037835e-06j),(0.00010342081595352858-2.506914324749763e-05j),(8.850106144529923e-05-5.563522981224201e-05j),(6.846663378871918e-05-7.871295047819086e-05j),(4.310018163328363e-05-9.315019507053927e-05j),(1.9135858162029694e-05-9.990444884545554e-05j),(-5.501131207915957e-06-0.0001005932961483301j),(-2.678846107081614e-05-9.617369742915614e-05j),(-4.316361783954141e-05-8.915208554562144e-05j),(-5.752814768029243e-05-7.988576142187707e-05j),(-6.74241493027746e-05-7.100367621937569e-05j),(-7.434418456142146e-05-6.305434496228501e-05j),(-7.960231039901686e-05-5.567581511886618e-05j),(-8.232634338964364e-05-5.126549292401164e-05j),(-8.373493565870246e-05-4.881729634780375e-05j),(-8.37395835195002e-05-4.895633414120433e-05j),(-8.242707750664088e-05-5.1520163486070054e-05j),(-7.949276727805636e-05-5.6499139317285195e-05j),(-7.477857547558523e-05-6.327573830319195e-05j),(-6.762739094370428e-05-7.159686010229235e-05j),(-5.733116405480984e-05-8.093459216776953e-05j),(-4.40148600808669e-05-8.978480054819423e-05j),(-2.5507883934237876e-05-9.763187510341737e-05j),(-6.190552537301753e-06-0.00010159093397270971j),(2.1201404881334903e-05-0.00010068996136933977j),(4.309091031586164e-05-9.469273877322958e-05j),(6.991867078620213e-05-7.876314939685684e-05j),(9.086340865426467e-05-5.510867453405572e-05j),(0.00010481741263019013-2.613905577139246e-05j),(0.00010873237825088167+4.965619225061908e-06j),(0.00010143446340941226+4.2961245627279676e-05j),(7.967274930706355e-05+7.815308269345345e-05j),(5.016201450336421e-05+0.0001022833090603116j),(7.918168727882095e-06+0.00011458228547818963j),(-3.422624092480885e-05+0.00011166919217314565j),(-7.19096735327148e-05+9.339284348055316e-05j),(-0.00010377637598570163+5.8150980923511394e-05j),(-0.00011985616093326227+1.532219806620381e-05j),(-0.00012143112795361185+9.153364206635627e-06j),(-0.00010541463642324648+4.816540158157985e-05j),(-6.79301133428435e-05+9.430642784719021e-05j),(-1.1350971821999211e-05+0.00011371543131309322j),(4.468427811000852e-05+0.00010231253228389843j),(8.577731870453707e-05+6.89538821290901e-05j),(0.00010394044884174964+1.4583976299086916e-05j),(9.902845965450248e-05-3.554662578898404e-05j),(6.65507967184506e-05-7.774742062625509e-05j),(2.3482569911607225e-05-9.72281474396243e-05j),(-2.804440655808778e-05-9.296858673399855e-05j),(-6.818868724367555e-05-6.593800020085748e-05j),(-8.870711977720166e-05-2.35001795899507e-05j),(-8.777773154310033e-05+2.159476331148221e-05j),(-6.153854017088154e-05+6.072000835592418e-05j),(-2.8405352682005006e-05+8.040751327381225e-05j),(1.6660644704029386e-05+7.962922371726737e-05j),(5.039696367875294e-05+5.9003991836113285e-05j),(6.858179664404366e-05+3.115270356976671e-05j),(7.26132430901768e-05-4.7344760517774346e-06j),(5.824309220844195e-05-3.5892294557311744e-05j),(3.442137158440073e-05-5.559728365080411e-05j),(5.345449336929633e-06-6.210695081394996e-05j),(-1.939553211812303e-05-5.6102416532745516e-05j),(-3.7111411534739396e-05-4.157116284489367e-05j),(-4.7678984018437256e-05-2.1880358321551945e-05j),(-4.917966377864285e-05-5.16626620886137e-06j),(-4.628689876590741e-05+7.484121435134983e-06j),(-3.242765362885978e-05+1.0415000476936468e-05j),(-1.0468981159895088e-05+4.0098992583156e-06j),(-1.8675935976118767e-05+1.042911047575929e-05j),(-8.539213747705348e-06+6.068739095923672e-06j)
