index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)","(18,)","(19,)","(20,)","(21,)","(22,)","(23,)","(24,)","(25,)","(26,)","(27,)","(28,)","(29,)","(30,)","(31,)","(32,)","(33,)","(34,)","(35,)","(36,)","(37,)","(38,)","(39,)","(40,)","(41,)","(42,)","(43,)","(44,)","(45,)","(46,)","(47,)","(48,)","(49,)","(50,)","(51,)","(52,)","(53,)","(54,)","(55,)","(56,)","(57,)","(58,)","(59,)","(60,)","(61,)","(62,)","(63,)","(64,)","(65,)","(66,)","(67,)","(68,)","(69,)","(70,)","(71,)","(72,)","(73,)","(74,)","(75,)","(76,)","(77,)","(78,)","(79,)","(80,)","(81,)","(82,)","(83,)","(84,)","(85,)","(86,)","(87,)","(88,)","(89,)","(90,)","(91,)","(92,)","(93,)","(94,)","(95,)","(96,)","(97,)","(98,)","(99,)","(100,)"
"(0,)",(3.585924681892339e-06+4.203221508130936e-06j),(5.196728781996545e-07+1.7579792758105525e-05j),(-2.1614861829322727e-05+1.749399307889366e-05j),(-3.421094803858616e-05-8.216149389380493e-06j),(-1.2811789246636141e-05-4.127031859640687e-05j),(2.1637145089622143e-05-4.320586872561109e-05j),(5.2317904554009726e-05-1.959188774868051e-06j),(4.010678897091509e-05+4.099915519785141e-05j),(-7.852692056765668e-06+6.404965951584521e-05j),(-6.254082833032494e-05+2.5345570364653892e-05j),(-6.148833157146704e-05-3.682018097358347e-05j),(-1.7282988192704943e-05-7.487898827736563e-05j),(5.416098312240334e-05-5.6952982531945675e-05j),(7.732380924074651e-05+1.047152117748096e-06j),(5.612999593207868e-05+6.680854706165952e-05j),(-8.050103226916709e-06+8.45038890331011e-05j),(-7.426818380325105e-05+5.3152337155912816e-05j),(-9.293629618156367e-05-2.1247170773389023e-05j),(-4.701155833878239e-05-8.166319028163379e-05j),(2.2343346249326583e-05-9.481039714407553e-05j),(8.588933542329385e-05-5.137821288606574e-05j),(0.00010094500333209194+2.411513567470568e-05j),(5.268491653399389e-05+9.326635498085386e-05j),(-1.5771515683735302e-05+0.0001105887819243518j),(-8.507248418681605e-05+7.247613141313585e-05j),(-0.00011563412240304191+2.0339017480265887e-07j),(-9.487535588228617e-05-7.118331513280185e-05j),(-3.626961408792077e-05-0.00011510290968783684j),(3.827264078183962e-05-0.0001140617995552581j),(9.427944977127121e-05-7.65649483919475e-05j),(0.00012535073872519352-1.2562411341062548e-05j),(0.00011490977154314141+5.646880131441776e-05j),(6.755127103466837e-05+0.0001101832014073935j),(1.4388255483829112e-05+0.00013063892207348528j),(-5.03720752094225e-05+0.00012416187091926167j),(-0.00010292622540071565+8.831930718686386e-05j),(-0.00012997115795734796+4.348646861914617e-05j),(-0.0001379494791189973-1.1911708939831746e-05j),(-0.00012564317234643106-6.0199097421269576e-05j),(-0.00010220581933344109-9.612113623611676e-05j),(-6.904449267620494e-05-0.00012373922707494727j),(-3.208497114803767e-05-0.0001392171968737659j),(2.5440286674531543e-07-0.00014401729427193204j),(3.217301898223625e-05-0.00014081802378359724j),(5.817658006097604e-05-0.00013303452012564725j),(7.927860923037769e-05-0.00012241425080817723j),(9.343116736238114e-05-0.00011253876449582083j),(0.0001053800756156082-0.00010210483862735252j),(0.00011270503453895221-9.441281048378397e-05j),(0.00011604610632663954-9.049269871360641e-05j),(0.00011701470280406079-8.930556248051015e-05j),(0.00011488531102434585-9.189282128171431e-05j),(0.00010971290601656647-9.772322706119447e-05j),(0.0001006704670916195-0.00010657674051888789j),(9.053843700060811e-05-0.00011485656230409512j),(7.196109280753956e-05-0.00012672376473167303j),(4.6799753172622296e-05-0.00013708174710439067j),(1.9750897267451672e-05-0.00014262469557969722j),(-1.2940599364160928e-05-0.00014288146718068764j),(-4.8782946844197944e-05-0.0001337768281070296j),(-8.742606624245983e-05-0.00011049313143320383j),(-0.00011386623059783997-8.162591788536984e-05j),(-0.00013503943052295647-3.191183463771816e-05j),(-0.00013688690537884955+1.8423266313785616e-05j),(-0.00012141132643912563+6.134076829648682e-05j),(-8.026556432401015e-05+0.00010866983443474317j),(-2.453239948204233e-05+0.00012909933495553662j),(3.817567174068078e-05+0.0001232672428294524j),(9.748898651478832e-05+8.431607149262154e-05j),(0.00012397537097691598+2.750074867023419e-05j),(0.00011833039242407726-4.4238897468685244e-05j),(7.696627024179556e-05-9.649928512847821e-05j),(4.955660578283502e-06-0.00012125267473706292j),(-6.24776410892726e-05-0.0001006931399496378j),(-0.00011071966990677593-3.5763530065500285e-05j),(-0.00011024808873437837+3.5306479270589704e-05j),(-5.9805295963740014e-05+9.390894607086318e-05j),(1.9685187697307982e-05+0.00010802459239331877j),(8.261290226367344e-05+6.418075199628157e-05j),(0.00010009282174745364-1.375300372062402e-05j),(6.911144897051315e-05-7.0278884708996e-05j),(-2.7694690777650714e-07-9.385241710929056e-05j),(-7.279182627518552e-05-6.287061186851904e-05j),(-9.240754264095459e-05+4.858068429376779e-06j),(-5.1921065340104746e-05+7.224217456563933e-05j),(1.39174498651808e-05+8.548447150782533e-05j),(7.068704417454074e-05+4.538236835769769e-05j),(7.745284562798397e-05-2.5016554620551975e-05j),(2.3044539062167298e-05-7.021676857115378e-05j),(-3.781105261538403e-05-6.162443575898127e-05j),(-6.983086692829308e-05+1.6936993186892068e-06j),(-4.277917350922658e-05+4.6905871206365505e-05j),(1.457199685234811e-05+5.8007483661864244e-05j),(5.108016478128518e-05+2.3455792959414648e-05j),(4.2016539958629335e-05-2.8191201125571176e-05j),(7.41502857503546e-06-4.585479029576385e-05j),(-2.9235618748013004e-05-2.6162231693362116e-05j),(-3.453866627031309e-05+4.522733858654303e-06j),(-1.2311520411950144e-05+2.08308134303683e-05j),(4.838292942844696e-06+1.3000375457230769e-05j),(2.559505975165946e-06+3.8279133733640306e-06j)
"(1,)",(5.196728781996545e-07+1.7579792758105525e-05j),(9.10649469412955e-06+5.683796153406493e-05j),(-4.137156398691227e-05+7.338261547783583e-05j),(-0.00010672127625480236+2.270163293728328e-05j),(-9.522033840614817e-05-0.00010512950022312163j),(2.3246796769705912e-05-0.00016245286645529127j),(0.00014813783012230516-0.0001068246988768027j),(0.00018631874986897335+5.77922384056787e-05j),(4.553873117404096e-05+0.0002212239561798197j),(-0.00014728000445110855+0.00017936932457545673j),(-0.0002511160840989721+1.1243514218549486e-05j),(-0.00014313488068145433-0.000206649263891837j),(6.677914077964024e-05-0.0002551947605010867j),(0.00025120179854159103-0.00011885626733506221j),(0.00027260807034190534+0.00012521233714811293j),(5.769193216434194e-05+0.00030193257527929944j),(-0.0001658028066439486+0.00027478753292552475j),(-0.00032249506929797676+7.639601573804927e-05j),(-0.0002779931579293782-0.00021108137695488284j),(-2.93618177843011e-05-0.0003610231762382146j),(0.00021705530566576837-0.0002940068739075596j),(0.00036719785107240666-5.224706377237647e-05j),(0.00032235546238183397+0.0002185933400860095j),(8.652598543474258e-05+0.00038257532321184077j),(-0.00021962265636135778+0.00034442658615853637j),(-0.00039038691687031714+0.00016975576019245218j),(-0.00040825844833357604-0.00012127207199210612j),(-0.00026274307425817-0.00035082617684351595j),(9.263557380725766e-06-0.0004476430972381838j),(0.0002647953145892078-0.00036828193429017033j),(0.0004436389487376925-0.00017128394943330004j),(0.0004742927665912584+7.129082214522625e-05j),(0.00035940742480970706+0.00032958518632180924j),(0.00018357902603362497+0.0004639963449058781j),(-4.65871183978394e-05+0.0004979637263885675j),(-0.00028221460395618734+0.00042169282307246233j),(-0.0004383700308235197+0.0002751713299641309j),(-0.0005181833873446264+7.345917676925786e-05j),(-0.0005161314333956969-0.0001075318563276913j),(-0.0004502196635503756-0.0002909555059189223j),(-0.0003315607593589335-0.0004251762222999813j),(-0.00020548415063617617-0.0005037817163476567j),(-5.054525903179805e-05-0.0005461600714055207j),(5.9880184571311566e-05-0.0005496406939914336j),(0.00017969167401039-0.000526596664679229j),(0.0002704017776742625-0.0004893948041930012j),(0.0003333614678780823-0.0004524954431608196j),(0.00038746888368981834-0.00041046940185758443j),(0.0004215563460524547-0.0003773365479307921j),(0.00044128829671252393-0.0003555929786314269j),(0.0004503013078303736-0.0003448943248026984j),(0.00044891629303421034-0.0003466115040241993j),(0.0004354271989458965-0.00036251153367934517j),(0.00040905752871497723-0.00038993512057800944j),(0.00036884203099997107-0.0004262866422898724j),(0.00031076465232458215-0.00046809304150157333j),(0.0002306353377829419-0.0005091639745782754j),(0.0001308769440013186-0.0005394921601195215j),(2.0764870350217407e-05-0.0005518482706438883j),(-0.0001127044425322401-0.0005355253759305131j),(-0.00025553868612753806-0.0004758264540977952j),(-0.000377335386531483-0.00038115157302581336j),(-0.00047528037593249614-0.00023401859709677616j),(-0.0005263262735103426-4.701525376743078e-05j),(-0.0004976747694192601+0.00014603946868341385j),(-0.0003807381806630573+0.00034084490638527714j),(-0.00022076971953529333+0.0004593406632643944j),(3.064506854778086e-05+0.0004945553561698207j),(0.00025043980045756496+0.00042463684175262706j),(0.0004264418181220929+0.0002331162683819388j),(0.0004674222527186785-2.8696515425930846e-05j),(0.000387821769615458-0.000249459445027342j),(0.00016465845764239212-0.0004241222380721192j),(-0.00010552686593993028-0.0004241840497358949j),(-0.00033780670392272194-0.0002800230518321883j),(-0.00043273035679179466-2.3348706723818468e-05j),(-0.00032543018532661645+0.0002639187900031702j),(-6.88287657650497e-05+0.00040656881295505744j),(0.00018105394482435022+0.0003535696492776727j),(0.0003731102428185358+0.00012074530208264709j),(0.00034652512641428576-0.00016198033683586166j),(0.00011456293266356847-0.0003387352002810672j),(-0.0001402935059686293-0.00031838140818464886j),(-0.00033600832421706406-9.642264219209084e-05j),(-0.0002723489285956412+0.00016872035623135856j),(-7.260507007759592e-05+0.0003240965312070702j),(0.0001708252473247381+0.00024718601492310424j),(0.000290285955851243+1.4655312769969781e-05j),(0.00019274093251212384-0.00020711548292268495j),(-5.1900997023111485e-05-0.0002546019590101813j),(-0.00020787141280664186-0.00014377135069453488j),(-0.0002240960778002607+9.509818943778596e-05j),(-5.9762490052225655e-05+0.0002228644672995984j),(0.00011334654829168527+0.00016241941312825038j),(0.00018596613018939768+4.424117547664357e-06j),(9.076472042430467e-05-0.00014595730616939577j),(-3.221830197311756e-05-0.0001495254920437521j),(-0.00012807929903843075-3.10283238879198e-05j),(-9.027143826663327e-05+5.176461816402256e-05j),(-1.8140819054496446e-05+6.044780258524407e-05j),(2.6512944019328127e-06+1.4334048413300272e-05j)
"(2,)",(-2.1614861829322727e-05+1.749399307889366e-05j),(-4.137156398691227e-05+7.338261547783583e-05j),(8.296070647564574e-06+5.494800963055055e-05j),(-3.543544014310411e-05+6.63492780953536e-05j),(-0.00010625462147565577+2.4019248409029388e-05j),(-0.00010436805101850716-8.880358401586087e-05j),(2.043304001978999e-05-0.0001490935032716135j),(0.00014702056534707255-9.270218112417583e-05j),(0.00017588995389169524+6.286174874527046e-05j),(7.04374238433774e-05+0.00019657139635351453j),(-0.00012880328018896633+0.00017232292664222794j),(-0.0002309912805412065+1.7208306400591868e-05j),(-0.0001553200245305047-0.00019042379895907647j),(6.562103054493466e-05-0.00025421631237380595j),(0.00023100488121805042-0.00013332306187984922j),(0.00025412869497031687+0.00010141255718029323j),(8.067585750078145e-05+0.000277477390062876j),(-0.00015666721947709523+0.0002688667987643131j),(-0.00030585503468348596+6.0341154599563434e-05j),(-0.00026736236383287756-0.0001796628703019109j),(-6.432419420934385e-05-0.0003388841260829128j),(0.0002131821400823877-0.00026271775231329433j),(0.00036218430675199396-4.1205011820355054e-05j),(0.0002967659071141714+0.00021424909320837322j),(9.180970755635723e-05+0.0003612573516249496j),(-0.00018870782781117321+0.0003424497190781608j),(-0.00035657541023253884+0.0001405691600272426j),(-0.00038277200571056345-0.00012575540496799598j),(-0.00025218703537358174-0.00032365042469851657j),(-1.1410474891696321e-05-0.0004124530505052419j),(0.00023973376505879025-0.00035298872796635467j),(0.0004129568229528085-0.00014907867446900666j),(0.0004395639639977131+7.019670007433229e-05j),(0.0003451703710125179+0.0002966423881173466j),(0.00014472433277653793+0.00043733028327562744j),(-6.08417057720813e-05+0.00045883912139557556j),(-0.0002641734362896534+0.00039036079935751163j),(-0.00042126409200238674+0.00023104365436213027j),(-0.0004806717524686096+7.663171072222644e-05j),(-0.0004833357003075781-0.00011029730944349123j),(-0.00041079500631282183-0.0002795569905037328j),(-0.00030949503887749776-0.0003967409558730511j),(-0.0002022034193836507-0.0004648877510603966j),(-6.518703661671243e-05-0.0005087528421411379j),(5.9114440972105026e-05-0.0005136207507006013j),(0.00015555580415961337-0.0004941612992693945j),(0.00024897065679367657-0.00045848535551801467j),(0.00031036675423603513-0.00042210512990983363j),(0.0003589735916251523-0.00038426544644427815j),(0.000391541168892393-0.0003535572125571029j),(0.0004121666513226588-0.0003307217510913848j),(0.00041950745246577297-0.00032193272856357035j),(0.0004186164875603203-0.0003230074065228053j),(0.00040684132838564313-0.0003368433481883641j),(0.0003851559455818483-0.000360058177893815j),(0.00034588242268670865-0.00039557935501437333j),(0.0002887746285857792-0.00043601807323767405j),(0.00021598864921995773-0.000474388838637348j),(0.00011725574857094118-0.0005047514777139742j),(1.4608889664925578e-05-0.0005135131943083803j),(-0.00010171820031194588-0.000498481915839829j),(-0.00023996225120310352-0.00044686025811525344j),(-0.0003581704039096237-0.00035024955271484396j),(-0.0004403418285434236-0.0002251054996640336j),(-0.0004882431335451047-5.652612283670248e-05j),(-0.0004675679722865448+0.0001347152943086506j),(-0.0003627975243185557+0.000315030384163186j),(-0.00020811449429879687+0.0004264101314508444j),(1.5876705881028158e-05+0.0004646642114552099j),(0.00021406788665206242+0.00040341067952557767j),(0.0003931749907990357+0.00022345389019462657j),(0.00044146899512702867-1.9719623544235185e-05j),(0.0003603101510294933-0.0002474057441911713j),(0.00015765290650378896-0.0003988655967895896j),(-9.868906176392805e-05-0.00040513662354808833j),(-0.00032257007680322957-0.00025554250317099325j),(-0.00040277775519785667-4.281014361650995e-06j),(-0.00030607470679081965+0.0002302914987195396j),(-8.057158161224546e-05+0.0003630395186958783j),(0.00018713212956688384+0.00031805517970170336j),(0.0003376553094876822+0.00011930746393376336j),(0.00032977707016825723-0.00014751332540742358j),(0.00013753130096192106-0.00032364395911777715j),(-0.00011411038097967031-0.0003165189901462225j),(-0.0003113700678593621-0.0001043444199173259j),(-0.00027140265672078654+0.00013370517787870557j),(-8.537227338918536e-05+0.0002842022407550842j),(0.00015329184025535307+0.0002446285908984143j),(0.0002740388000042677+2.7653366504616926e-05j),(0.00017948069790276247-0.0002029138899754598j),(-7.61693108814821e-06-0.00025308951866721515j),(-0.00019386961076891073-0.0001397644053023128j),(-0.00022543592074353256+5.695040807371258e-05j),(-5.13127467781309e-05+0.00020193419830695026j),(0.00010483017040802432+0.0001719716996877212j),(0.00018392935237977536-5.134311869846292e-06j),(0.00010926213412143871-0.00012841901223867582j),(-4.3505414370784306e-05-0.0001367528700865793j),(-0.0001186830266851251-3.7383435808225185e-05j),(-8.161975163771942e-05+2.959323732955111e-05j),(-2.0497532892519662e-05+1.901566915934581e-05j)
"(3,)",(-3.421094803858616e-05-8.216149389380493e-06j),(-0.00010672127625480236+2.270163293728328e-05j),(-3.543544014310411e-05+6.63492780953536e-05j),(1.8083587670167445e-05+5.6757782547011104e-05j),(-5.264923225677585e-05+9.012595834231032e-05j),(-0.00013764996735803823+1.4733925105058079e-05j),(-0.00011691197273854799-0.00011241591624943109j),(4.384570457340481e-05-0.00019582643280107286j),(0.00019558769328625468-9.649490861127072e-05j),(0.00019594695878322253+0.0001130327827324609j),(4.536592119972505e-05+0.0002631396605175042j),(-0.00020253605020893986+0.00017782579278521334j),(-0.00028949894272030564-2.3273356768068588e-05j),(-0.00014581019473431248-0.0002714589965025682j),(7.337498896528e-05-0.00030502184038264243j),(0.0003155808746945456-0.00011895864083128635j),(0.0002896731498612243+0.0001834776552768966j),(5.262302857256925e-05+0.0003530047646735998j),(-0.00023587688822161127+0.00027860765108299416j),(-0.0003838924556511696+5.606419580993061e-05j),(-0.0003074326711785677-0.000247070281659416j),(1.178804438828105e-05-0.0004089776137602238j),(0.00028706400333966287-0.00030677704491229436j),(0.00042810859973436044-2.3989421766967146e-05j),(0.00035405145831745514+0.00026781767478334015j),(9.824178196059297e-05+0.000448052690841865j),(-0.0002524838778845069+0.0004060807675446439j),(-0.000446661341437931+0.00014410639221315366j),(-0.00045954201901457384-0.00014654729336354384j),(-0.00025620929015980447-0.0004307475613216212j),(2.5592291285924087e-05-0.0005015917620709571j),(0.0003241040173722705-0.0004061146024231249j),(0.0004948757634447763-0.00019314140541218895j),(0.0005160868261914613+0.00013411850326655356j),(0.0003974728169214135+0.00038163567390478784j),(0.00015595934371022483+0.0005344156821376129j),(-9.77946926710777e-05+0.0005540566282987962j),(-0.0003482837374183621+0.0004580969593885651j),(-0.0005142146958797176+0.00027736393439020397j),(-0.0005824054698919236+6.74106750156399e-05j),(-0.0005690263685313719-0.0001603284633213514j),(-0.00048544262376621836-0.0003526321225291031j),(-0.00034886994816771754-0.0004954770007295728j),(-0.00020297499257751307-0.0005768190650148503j),(-5.180012774202297e-05-0.000613275758370842j),(8.501778918471507e-05-0.0006123355767824083j),(0.00020216360297650498-0.0005888879472073583j),(0.00030689160472629763-0.0005454505550762516j),(0.0003895048675762456-0.0004935963212654735j),(0.0004338672591114954-0.0004572392157270649j),(0.00047313905324951685-0.0004189528934812249j),(0.00049334752007637-0.00039621776600898425j),(0.0005029977974227393-0.0003846846523098442j),(0.0004996855015479645-0.00038872338189534846j),(0.0004836289535737805-0.0004074958402098935j),(0.0004563933794047684-0.0004360830643404312j),(0.00039907265947525196-0.0004863937353280661j),(0.0003479140793055818-0.000521807418050321j),(0.000250888160168357-0.0005715568963202409j),(0.00015026876941530838-0.0006021421107410585j),(-3.6636392938203917e-06-0.0006152601015723017j),(-0.0001552216975532092-0.0005922873279687896j),(-0.0003077427891342294-0.0005229818205622339j),(-0.0004357089000910031-0.0004161192082343702j),(-0.0005475882805290302-0.0002264467781920581j),(-0.0005884847054594143-3.7711398345568837e-05j),(-0.0005540240031125864+0.00019105919686158987j),(-0.00041541068207885933+0.00038966157113137686j),(-0.0002086226370968955+0.0005321541492097797j),(5.0507527750336206e-05+0.0005582531589060919j),(0.0003257425802286782+0.00045593726748000923j),(0.00048527584444660473+0.00024425615365345025j),(0.000537775594511905-3.802855874449369e-05j),(0.00042036979580005446-0.00031968601100303373j),(0.00017805823395233183-0.00048374477734042736j),(-0.00015264071192672577-0.00047877187014186j),(-0.0003974632965231004-0.0002872316985990008j),(-0.0004860377963511177+3.538365075069015e-05j),(-0.00035367723061597385+0.0003000871159601412j),(-6.220636189766679e-05+0.0004486624976578636j),(0.00022764734956301543+0.00038610264967875257j),(0.0004174214336427553+0.00012004282835733342j),(0.0003689490311549464-0.00022688499554554949j),(0.00013422488853313727-0.00038910833172314265j),(-0.00021646351449788951-0.00033771690273001076j),(-0.0003831715655863014-9.660586600898273e-05j),(-0.0003047467124313215+0.00023207467116371263j),(-5.988215720777347e-05+0.00037088905951526344j),(0.00023284034896679413+0.00027240321520826923j),(0.00033005027584476714-1.088504813128977e-05j),(0.00020296310815785305-0.0002535848437310345j),(-6.235173006085339e-05-0.0003196220538297352j),(-0.0002701685175108851-0.00011768485061343721j),(-0.0002516228449955854+0.00012002654079308137j),(-4.281079639528228e-05+0.0002551213231584067j),(0.0001693899431268097+0.0001789735796114268j),(0.00022292696390943933-2.840924495194498e-05j),(0.00010423436293041839-0.00018686883206803508j),(-6.399839947645291e-05-0.00016594336951708278j),(-0.00011079698011585676-6.891377107673933e-05j),(-7.6309854334459e-05+2.1510788018535996e-05j)
"(4,)",(-1.2811789246636141e-05-4.127031859640687e-05j),(-9.522033840614817e-05-0.00010512950022312163j),(-0.00010625462147565577+2.4019248409029388e-05j),(-5.264923225677585e-05+9.012595834231032e-05j),(1.3166195490659067e-05+7.178997671963864e-05j),(-4.754743203018557e-05+8.361507319671755e-05j),(-0.00013322137730692221+2.5500948327709007e-05j),(-0.00012729307468824474-0.00010771828301932431j),(1.1146358006494345e-05-0.00018959899083678398j),(0.00017186041628328288-0.00012595312840293557j),(0.0002165787608616996+8.050285552392809e-05j),(8.164308822684009e-05+0.000249071476527264j),(-0.00016950473432914435+0.00020464084943524978j),(-0.0002954711795653559-1.3995081863901241e-05j),(-0.000186360400408528-0.00023409525168838167j),(0.00010191285800685425-0.000298456756816963j),(0.0003094162142978214-0.0001550937934865903j),(0.0003228124358868303+0.0001447257904429171j),(0.00010065319461540647+0.00035513842743873194j),(-0.00021697544163349673+0.0003090106242901856j),(-0.0003887319739273046+7.788955393025621e-05j),(-0.0003268971864981701-0.00022855167644779889j),(-5.538639732982427e-05-0.0004228499998652764j),(0.00027186834754274337-0.00033600091707935395j),(0.000438135816154858-4.0542253137799424e-05j),(0.0003747143422653736+0.00024389461490510527j),(0.00010232875794010136+0.0004541506705713765j),(-0.00022724734067616697+0.00042340825991054476j),(-0.0004613930582529243+0.000156507463346761j),(-0.000476973253097836-0.0001382977974509089j),(-0.0002844735988767381-0.0004151118641079936j),(1.3440671894621739e-06-0.0005175614150999859j),(0.0003239413916602587-0.0004277305703861345j),(0.0004967990243363979-0.0002141049665558753j),(0.0005345755007479442+9.313757877087831e-05j),(0.00040517333834147164+0.00038568280886729366j),(0.0001641646453248714+0.0005476038180527935j),(-8.415659995168661e-05+0.000572398218903901j),(-0.00032907450354392785+0.0004917586215394359j),(-0.0005053619606114489+0.00030526621484822103j),(-0.0005977560298340686+7.755500481484336e-05j),(-0.0005899366778770832-0.00015405227469068863j),(-0.0005033018726627392-0.00035572054384661083j),(-0.0003729904297508158-0.0004980140734022354j),(-0.00024342618747662928-0.0005791324491524487j),(-6.830545174434971e-05-0.0006271312993816786j),(6.933117261200582e-05-0.0006319379110257924j),(0.0002052631186489799-0.0006058231130986836j),(0.0003070565513019156-0.0005643183546291071j),(0.000381921767627862-0.0005201571019438528j),(0.00044350259954391996-0.0004723757269113718j),(0.00048434658616009233-0.00043272355160062166j),(0.0005072934105919369-0.0004072132701782273j),(0.000518047558193101-0.00039435145275072686j),(0.0005155019824598153-0.000397490275203095j),(0.0005022727506631921-0.00041312438076123364j),(0.00046945657026157184-0.00044788673956982063j),(0.0004280530498496361-0.0004857600011433379j),(0.00036048288831681184-0.0005350554922440607j),(0.0002719042158474007-0.0005820857084926134j),(0.0001589302184789946-0.0006169370939967939j),(1.6607902007160972e-05-0.0006329059967566j),(-0.00014848360407503672-0.0006119885118658592j),(-0.0002792755327257727-0.0005587228564776441j),(-0.0004289202984853451-0.00044241043761642467j),(-0.0005475016587685312-0.000281151841094274j),(-0.0006046472297633897-4.587952989764492e-05j),(-0.0005807964538878607+0.000152978142730167j),(-0.0004475889865862949+0.0003910697217892812j),(-0.00022479244479154092+0.0005349451987782041j),(2.3574186073847328e-05+0.0005680806224141879j),(0.0003019900933090035+0.000477404713824965j),(0.0004857986245009183+0.0002645337513517561j),(0.0005435275755698199-2.2530801282311067e-05j),(0.0004350526179722972-0.00032505760265784395j),(0.00018224476167965769-0.0004950697002041259j),(-0.00012558987347031716-0.000500073232413156j),(-0.00038281440337608057-0.0003090819466327099j),(-0.0004889771312176915-3.5148892398811236e-05j),(-0.00039714895822563756+0.0002802230962528244j),(-0.0001148826499495953+0.0004473852229068176j),(0.00023248347693876535+0.0003954471210759144j),(0.0004320479571458821+0.00014345968675840448j),(0.0003838491126267318-0.00017067806999034634j),(0.0001499190612663811-0.00041109244789017726j),(-0.00016060182108007263-0.00038986212626119154j),(-0.00038960394737571925-0.00011012021382724639j),(-0.00033547078043536633+0.00020883327629472008j),(-8.958372713505547e-05+0.0003589258138512135j),(0.00017855972451211318+0.0003083421728296855j),(0.00033514336102859156+3.1670188321361e-05j),(0.0002347742627369577-0.00021940085649326864j),(-3.4001045716872354e-05-0.0003140205865896568j),(-0.0002523524403472353-0.00014976210811094772j),(-0.000274532879247922+8.602768105427416e-05j),(-6.432687245433486e-05+0.0002527796205362799j),(0.00013850227504498476+0.0002019577269384435j),(0.0002202973497629349+5.231503981030677e-07j),(0.0001336447593342529-0.0001666122907856212j),(-3.883219910562776e-05-0.00017805057209266197j),(-3.237132192054865e-05-3.818869661482902e-05j)
