index,4,6,8
10,0.01702448512400097,0.010337380481495361,0.00941162254350197
11,0.025529659697778043,0.015730916610593466,0.013763031448554838
12,0.006052933992875491,0.004509501141180174,0.004823588448029434
13,0.009564963953987498,0.004196594525952225,0.0038431721481619802
14,0.005847193741873254,0.0019081858548631364,0.0013155428574877467
15,0.0028717021218363902,0.000699827845862912,0.0004950489954751522
16,0.002126324369127391,0.0003778608352539967,0.00017888279841045824
17,0.0015112016073835302,0.00022867766266677515,9.166228723076594e-05
18,0.0014153500574697866,0.00018502001644773053,5.439057849611128e-05
19,0.001339357812933732,0.00018013464299075567,4.8991651200211416e-05
20,0.001273122053231555,0.00018918822226306062,5.111867621969871e-05
30,0.0012406971396809515,0.00026546209070179097,9.030684438745189e-05
40,0.001092763305488208,0.0002476878532241888,8.834414878982963e-05
50,0.000970827818400687,0.0002127736689388211,7.573278058813683e-05
60,0.0008524112461348347,0.00017898701453686225,6.302038551863714e-05
70,0.0007612495280525332,0.00015093831190100132,5.245084402698567e-05
80,0.0006839985744237351,0.0001280159910144768,4.4051842731023395e-05
90,0.0006064301527180807,0.00010937460268234105,3.7430921020494266e-05
100,0.0005393621804972885,9.42449206858182e-05,3.218517111761554e-05
