index,4,6,8
10,0.15649762063751382,0.15649762063751382,0.14988332014142244
11,0.18363384221979334,0.18363384221979334,0.17619442294829427
12,0.1018543302058067,0.1018543302058067,0.10206612496801427
13,0.09632662571745573,0.09632662571745573,0.09108254540019689
14,0.05169253962875838,0.05169253962875838,0.047126039499368104
15,0.03488104959027521,0.03488104959027521,0.030200440506237027
16,0.02503403140636959,0.02503403140636959,0.019771388097441892
17,0.019328880866893473,0.019328880866893473,0.013409415615316209
18,0.017133624422318906,0.017133624422318906,0.011014296486354854
19,0.016675793577862728,0.016675793577862728,0.010021766018518685
20,0.01633585768571864,0.01633585768571864,0.009521039427888265
30,0.018087517418781337,0.018087517418781337,0.010176902465789115
40,0.01820200560061804,0.01820200560061804,0.010191884344271526
50,0.017246149814173564,0.017246149814173564,0.009567205822023205
60,0.01594180892353212,0.01594180892353212,0.008774768023551673
70,0.014648555826883927,0.014648555826883927,0.008001273973012776
80,0.013458285754697655,0.013458285754697655,0.0073203342165614116
90,0.012387618196206063,0.012387618196206063,0.006705254975406554
100,0.011435842074431816,0.011435842074431816,0.006190814171280557
