,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)","(18,)","(19,)","(20,)","(21,)","(22,)","(23,)","(24,)","(25,)","(26,)","(27,)","(28,)","(29,)","(30,)","(31,)","(32,)","(33,)","(34,)","(35,)","(36,)","(37,)","(38,)","(39,)","(40,)","(41,)","(42,)","(43,)","(44,)","(45,)","(46,)","(47,)","(48,)","(49,)","(50,)","(51,)","(52,)","(53,)","(54,)","(55,)","(56,)","(57,)","(58,)","(59,)","(60,)","(61,)","(62,)","(63,)","(64,)","(65,)","(66,)","(67,)","(68,)","(69,)","(70,)","(71,)","(72,)","(73,)","(74,)","(75,)","(76,)","(77,)","(78,)","(79,)","(80,)","(81,)","(82,)","(83,)","(84,)","(85,)","(86,)","(87,)","(88,)","(89,)","(90,)","(91,)","(92,)","(93,)","(94,)","(95,)","(96,)","(97,)","(98,)","(99,)","(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)","(18,)","(19,)","(20,)","(21,)","(22,)","(23,)","(24,)","(25,)","(26,)","(27,)","(28,)","(29,)","(30,)","(31,)","(32,)","(33,)","(34,)","(35,)","(36,)","(37,)","(38,)","(39,)","(40,)","(41,)","(42,)","(43,)","(44,)","(45,)","(46,)","(47,)","(48,)","(49,)","(50,)","(51,)","(52,)","(53,)","(54,)","(55,)","(56,)","(57,)","(58,)","(59,)","(60,)","(61,)","(62,)","(63,)","(64,)","(65,)","(66,)","(67,)","(68,)","(69,)","(70,)","(71,)","(72,)","(73,)","(74,)","(75,)","(76,)","(77,)","(78,)","(79,)","(80,)","(81,)","(82,)","(83,)","(84,)","(85,)","(86,)","(87,)","(88,)","(89,)","(90,)","(91,)","(92,)","(93,)","(94,)","(95,)","(96,)","(97,)","(98,)","(99,)","(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)","(18,)","(19,)","(20,)","(21,)","(22,)","(23,)","(24,)","(25,)","(26,)","(27,)","(28,)","(29,)","(30,)","(31,)","(32,)","(33,)","(34,)","(35,)","(36,)","(37,)","(38,)","(39,)","(40,)","(41,)","(42,)","(43,)","(44,)","(45,)","(46,)","(47,)","(48,)","(49,)","(50,)","(51,)","(52,)","(53,)","(54,)","(55,)","(56,)","(57,)","(58,)","(59,)","(60,)","(61,)","(62,)","(63,)","(64,)","(65,)","(66,)","(67,)","(68,)","(69,)","(70,)","(71,)","(72,)","(73,)","(74,)","(75,)","(76,)","(77,)","(78,)","(79,)","(80,)","(81,)","(82,)","(83,)","(84,)","(85,)","(86,)","(87,)","(88,)","(89,)","(90,)","(91,)","(92,)","(93,)","(94,)","(95,)","(96,)","(97,)","(98,)","(99,)"
index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"(0,)",(0.0001096075070589588+0.0015356893674646711j),(-0.0003659721040819192+0.00014714660123754368j),(0.0002486541875729827+7.223289444326331e-06j),(-0.00020341426541131544+1.10333537145788e-05j),(0.00017449068869634335-3.014534899969473e-05j),(-0.00015163363655410462+4.65988736206578e-05j),(0.0001317303792242313-6.044486080493622e-05j),(-0.00011339095685609238+7.188574123676182e-05j),(9.59622523710943e-05-8.108563591320591e-05j),(-7.914631591565631e-05+8.816646092454626e-05j),(3.4073295095686585e-05-0.00019162277319161226j),(0.0001626212764706103-0.00017526951951485012j),(0.00021613971743062805-9.711639426788301e-05j),(0.00022270227790798224+6.01338602161115e-05j),(7.643076716081889e-05+0.00020758553711583053j),(-0.0001572141086859641+0.00013879370844792571j),(-0.00015112999986988866-0.0001268236949384449j),(0.00012518722913264845-0.00013595204351749685j),(9.901855439911229e-05+0.00014167310352389826j),(-0.00015687171733713722+3.935353237214002e-05j),(3.6846958745427144e-05-0.0001470668862138544j),(9.449442288899641e-05+0.0001066759719163532j),(-0.00013431226180210613+4.153415708951762e-06j),(8.605199710558868e-05-9.358157793067468e-05j),(-1.9731627105914336e-06+0.00012066435178918666j),(-6.964854990453995e-05-9.141963117445602e-05j),(0.00010474787034987228+3.28758998314099e-05j),(-0.00010146148786940625+2.7698005114418154e-05j),(7.054106826039026e-05-7.231623319735607e-05j),(-2.6515062989771273e-05+9.358871767540126e-05j),(-1.7775702561757406e-05-9.217118548327001e-05j),(5.3502902296016024e-05+7.332641921590154e-05j),(-7.61238617206872e-05-4.402497760869564e-05j),(8.462535352489405e-05+1.10070694278149e-05j),(-8.04312811959863e-05+2.0263094528905058e-05j),(6.63554043361461e-05-4.598638996443797e-05j),(-4.5763302035939745e-05+6.400557016167121e-05j),(2.198169071700949e-05-7.356301753485878e-05j),(2.0686066567756844e-06+7.497159271112067e-05j),(-2.406287043134745e-05-6.927901794900032e-05j),(4.233543316331402e-05+5.796876015864047e-05j),(-5.5858539869291707e-05-4.2715845333207e-05j),(6.417100739866063e-05+2.5201338896755658e-05j),(-6.728143747369075e-05-6.981282782955993e-06j),(6.556300171167489e-05-1.0597763330142015e-05j),(-5.965079002604237e-05+2.6445520016098126e-05j),(5.0348279322880194e-05-3.9745764650389224e-05j),(-3.854636207579971e-05+4.995275017239626e-05j),(2.5156273724073743e-05-5.677270918430066e-05j),(-1.1056405797944384e-05+6.0135656231696024e-05j),(-5.9812097826302264e-05-8.606794677241093e-05j),(-7.735819724628396e-05-8.808705449652699e-05j),(-0.00011463909151519826-2.7668230442004265e-05j),(-0.00011301481017387089+3.564472127257459e-05j),(-8.48967185345303e-05+8.330619541522551e-05j),(-4.6127008146261295e-05+0.00010996253307564529j),(-8.705501654294614e-06+0.00011908865125147726j),(2.1052418261454793e-05+0.00011755271436063606j),(4.123179925401318e-05+0.00011194142335656913j),(5.2178405838328656e-05+0.00010697056926711163j),(7.771099773260388e-05+5.8015428152307654e-05j),(-1.9594770210210425e-05-5.352013656999567e-05j),(1.201109142479366e-05+5.647578426195199e-05j),(-3.984993665170426e-06-5.837751745885932e-05j),(-4.3401270399583285e-06+5.916088293730857e-05j),(1.2811929644094896e-05-5.878060190804523e-05j),(-2.127168240146708e-05+5.721173270108816e-05j),(2.9556959507234072e-05-5.445048714790511e-05j),(-3.750443191048554e-05+5.051468325078281e-05j),(4.4952701860956485e-05-4.544382334873621e-05j),(-5.17451293113611e-05+3.9298793884628855e-05j),(5.773259772247941e-05-3.216118993470245e-05j),(-6.277616709741267e-05+2.4132274765062257e-05j),(6.674956316996907e-05-1.5331591718103077e-05j),(-6.954145352521015e-05+5.895252602271779e-06j),(7.105746393970171e-05+4.0260666310430175e-06j),(-7.122189125429143e-05-1.4269385862507993e-05j),(6.997907243856132e-05+2.4661893475091903e-05j),(-6.729437290524224e-05-3.502358326176959e-05j),(6.315476021082512e-05+4.5170001970219455e-05j),(-5.7568931503749015e-05-5.491504899497984e-05j),(5.056696367591022e-05+6.407376488765409e-05j),(-4.219945296161647e-05-7.246504021481824e-05j),(3.253610387241565e-05+7.991417027976575e-05j),(-2.16637128831658e-05-8.62551734256576e-05j),(9.683465211102908e-06+9.133277960163101e-05j),(3.2925852898860913e-06-9.500397927971979e-05j),(-1.714606821788891e-05+9.713899692609924e-05j),(3.1758246792914904e-05-9.762151202251685e-05j),(-4.701800577603659e-05+9.634788440813417e-05j),(6.28330287340481e-05-9.322503440174887e-05j),(-7.914631591565666e-05+8.816646092454572e-05j),(9.596225237109553e-05-8.108563591320661e-05j),(-0.00011339095685609238+7.188574123676329e-05j),(0.00013173037922423116-6.044486080493724e-05j),(-0.0001516336365541086+4.659887362066093e-05j),(0.00017449068869634612-3.014534899969526e-05j),(-0.000203414265411318+1.1033353714580941e-05j),(0.00024865418757298265+7.223289444326717e-06j),(-0.0003486531855505649+0.0001675459361184755j),(0.00024292356955053676-0.000937624052589853j),(0.00020488801942833716-0.0007461271634553716j),(0.00020723460871222043-0.0007451712627854165j),(0.00021128626958045918-0.0007435028417295858j),(0.00021702104393317017-0.0007410981864203461j),(0.00022440757459819442-0.0007379241016426824j),(0.00023340498609739085-0.0007339384780871243j),(0.00024396274461937023-0.0007290910167483946j),(0.000256020507925838-0.0007233241017835803j),(0.0002695079776255286-0.0007165738113433546j),(0.0002705205438483174-0.0007159355649712527j),(0.00021572826092297072-0.0007410515013816013j),(0.00014395135063898417-0.000767319807592428j),(6.92022689876127e-05-0.0007868603993862515j),(-7.903280261499237e-06-0.0007993657712715563j),(-8.672036022140277e-05-0.0008045849290603698j),(-0.00016658013471598462-0.0008023260825106286j),(-0.00024679545875942884-0.0007924588347443757j),(-0.00032666668074420973-0.0007749158463520359j),(-0.0004054876103252922-0.0007496939567317141j),(-0.00048255160562990734-0.0007168547500246117j),(-0.0005571577338712075-0.0006765245579501868j),(-0.0006286169608180342-0.0006288938968724501j),(-0.0006962583270202001-0.0005742163414960762j),(-0.0007594350723995754-0.0005128068426517379j),(-0.000817530676039816-0.0004450395016379014j),(-0.000869964785067269-0.0003713448184951854j),(-0.0009161990158435809-0.0002922064363548192j),(-0.0009557426228551614-0.00020815740858027814j),(-0.0009881580464359005-0.00011977601976905335j),(-0.0010130663707780335-2.7681195759652942e-05j),(-0.001030152749833676+6.747245844075664e-05j),(-0.0010391718922780624+0.0001649999504646899j),(-0.0010399537396216317+0.0002641914767318073j),(-0.0010324095260067084+0.00036431823488804004j),(-0.0010165384763692197+0.0004646384222660242j),(-0.0009924354829471248+0.0005644033683222098j),(-0.0009603001978786226+0.0006628637476972566j),(-0.0009204480861242807+0.0007592758197156556j),(-0.0008733240820608501+0.0008529076397961106j),(-0.0008195195489754811+0.0009430451883901693j),(-0.0007597931824320009+0.0010289983637014966j),(-0.0006950961976559762+0.001110106785557848j),(-0.0006266013846422709+0.0011857453594018112j),(-0.0005557340872295166+0.0012553295514208002j),(-0.00048420047755791417+0.0013183203283343276j),(-0.00041400436206969843+0.0013742287182733144j),(-0.0003474383924457273+0.0014226199524977696j),(-0.0002870304594874026+0.0014631171513745755j),(-0.00023542481065921898+0.001495404522043612j),(-0.00017466684452406548+0.0015304736471566888j),(-3.446499984876761e-05+0.001602517932048194j),(0.0001411033926970235+0.0016785013797253356j),(0.00033547127315878216+0.0017467708435437818j),(0.0005510587972334591+0.001806817610699272j),(0.0007908987214669243+0.0018581933335859065j),(0.0010579793353775054+0.0019005137561294574j),(0.001352002373736473+0.001933461910160435j),(0.0016572442854043768+0.0019567907538981686j),(0.0019116392113087137+0.001970325229482205j),(0.0019189793386099542+0.001970501268060753j),(0.0015201615910699225+0.0019469789445186849j),(0.0011367299669245196+0.0019103868059028733j),(0.0008258556860893519+0.0018644700212059827j),(0.0005624345165327952+0.001809571612994811j),(0.0003333313912160913+0.0017461010827672253j),(0.00013097038336652226+0.0016745310091476704j),(-4.9307073716752314e-05+0.0015953931256850176j),(-0.00021049771326934254+0.0015092739124769796j),(-0.0003545967345562239+0.001416809740062705j),(-0.0004829726122929671+0.001318681607897264j),(-0.000596592957413979+0.001215609523213959j),(-0.0006961672983021481+0.0011083465691622608j),(-0.0007822409041314479+0.000997672713752743j),(-0.0008552583796358388+0.0008843884133224743j),(-0.0009156078189158441+0.0007693080659360871j),(-0.0009636519908079846+0.0006532533713438015j),(-0.0009997505790819792+0.0005370466548187101j),(-0.0010242760576922145+0.0004215042123851453j),(-0.0010376249033779627+0.00030742973462754035j),(-0.00104022529874419+0.00019560786543837823j),(-0.0010325421270746898+8.679795073275201e-05j),(-0.0010150798299057959-1.8271969660937528e-05j),(-0.0009883835450133105-0.00011891087601295395j),(-0.0009530388386765715-0.00021447014042223596j),(-0.000909670274891153-0.00030434851123936364j),(-0.0008589390147813673-0.0003879966687104893j),(-0.0008015396047836491-0.00046492131428395886j),(-0.0007381960875762131-0.0005346887602596462j),(-0.0006696575520860543-0.0005969279909846857j),(-0.0005966932260706853-0.0006513331715671515j),(-0.0005200872052638304-0.0006976655850471898j),(-0.00044063290585077665-0.0007357549840880897j),(-0.00035912732136113117-0.0007655003484809046j),(-0.00027636516040566877-0.0007868700450478488j),(-0.000193132937659612-0.000799901391834073j),(-0.00011020308683197191-0.0008046996337458589j),(-2.8328160862275598e-05-0.0008014363419790839j),(5.176481888960237e-05-0.0007903472546373057j),(0.00012937980624637307-0.0007717295808192062j),(-0.0006676310486166304+0.00016001876526275464j),(-0.0005355220183414688+0.00012051658759699944j),(-0.0005356643337801186+0.00011963569445536403j),(-0.0005359081802827862+0.00011811028765046992j),(-0.0005362480123116944+0.00011594048821782919j),(-0.0005366759549692215+0.00011312650978789584j),(-0.0005371818193796944+0.00010966870342919665j),(-0.0005377531231263539+0.0001055676153542294j),(-0.0005383751161154911+0.00010082405712700634j),(-0.0005390308123138926+9.54391879256243e-05j),(-0.0005384327097197284+9.951864192043577e-05j),(-0.0005308597940328263+0.00014340370806179215j),(-0.0005170523777908009+0.00019657698921127838j),(-0.0004979574844106408+0.0002484337934308887j),(-0.00047370028202917884+0.0002984524989153676j),(-0.00044445699273242147+0.0003461234640702313j),(-0.0004104537268072915+0.0003909539896730334j),(-0.0003719648372168022+0.0004324731649676714j),(-0.0003293108061214811+0.000470236551449508j),(-0.00028285567972008375+0.0005038306593239755j),(-0.00023300407200453597+0.0005328771732739965j),(-0.000180197762176832+0.0005570368862386581j),(-0.00012491191441939918+0.0005760133023696627j),(-6.765095240747663e-05+0.0005895558731717745j),(-8.944124366545226e-06+0.0005974628340242311j),(5.065920242334351e-05+0.0005995836117934754j),(0.00011059447602180393+0.0005958207780520893j),(0.000170287079086987+0.0005861315264807747j),(0.00022915758698297144+0.0005705286573122993j),(0.00028662711715474946+0.0005490810561398023j),(0.00034212272105894984+0.0005219136590162662j),(0.0003950827692536025+0.0004892069004742471j),(0.000444962280019945+0.0004511956458526519j),(0.0004912381421174203+0.0004081676140858263j),(0.0005334141829593929+0.0003604613018454421j),(0.0005710260346372777+0.0003084634245835464j),(0.0006036457518056839+0.00025260589456184055j),(0.0006308861374580963+0.00019336236032554846j),(0.0006524047350542127+0.0001312443362485836j),(0.0006679074482852493+6.679695470080405e-05j),(0.0006771517529576791+5.943770306706693e-07j),(0.0006799494690098778-6.676509711742615e-05j),(0.0006761690645190337-0.00013466417965427567j),(0.0006657374676717833-0.0002024719579683031j),(0.0006486413670237637-0.0002695494256248549j),(0.0006249279849209126-0.00033525513077502857j),(0.0005947053136554272-0.00039895089187647363j),(0.0005581418087386112-0.0004600075294548576j),(0.0005154655385447409-0.000517810562227048j),(0.00046696279446774346-0.0005717658159709858j),(0.00042053398053763184-0.0006153307236469098j),(0.00040131894895398897-0.0006314654045135083j),(0.0003902691827290255-0.0006401461065147779j),(0.00038035244426770014-0.0006476656412022868j),(0.000371640487730302-0.0006540682397492816j),(0.0003641953002035041-0.0006593941464496003j),(0.00035806909006749966-0.0006636787598194506j),(0.0003533042951862201-0.000666951890000273j),(0.0003499336021699862-0.0006692371418410114j),(0.00034797996915964847-0.0006705514314314918j),(0.0003577922124763836-0.0006636821678588651j),(0.00040804473545336405-0.0006253811471130145j),(0.0004637323186255977-0.000575014186038623j),(0.0005136459017381626-0.0005200386014210228j),(0.0005574365636056914-0.00046107061900341277j),(0.0005948169507058859-0.000398750581006956j),(0.0006255628599880821-0.0003337370777021733j),(0.0006495142671513629-0.00026670097225187366j),(0.0006665757935429078-0.0001983193727182743j),(0.0006767166101242172-0.00012926960528932972j),(0.0006799697822073139-6.022324245101507e-05j),(0.0006764310638320871+8.15976098154352e-06j),(0.0006662571556971745+7.523677235117799e-05j),(0.0006496634454278068+0.00014038797629351043j),(0.0006269212536239061+0.0002030216128458529j),(0.0005983546135412065+0.00026257891347579795j),(0.0005643366163795777+0.0003185386929910268j),(0.0005252853579517311+0.00037042155867505404j),(0.00048165952594956705+0.0004177937017114206j),(0.00043395367008606703+0.0004602702399756559j),(0.0003826932000423744+0.0004975180855519884j),(0.000328429158370707+0.000529258314829525j),(0.0002717328172768234+0.0005552680237086473j),(0.0002131901495165868+0.0005753816552581412j),(0.00015339622448091433+0.000589491792062601j),(9.294958090693462e-05+0.0005975494104425424j),(3.244662753951664e-05+0.0005995635986699734j),(-2.7523877519438313e-05+0.0005956007461951364j),(-8.638621908868015e-05+0.000585783215700331j),(-0.00014358294063216502+0.0005702875144602285j),(-0.0001985798371921642+0.0005493419859729837j),(-0.0002508706816507562+0.0005232240470914427j),(-0.00029998164318989756+0.0004922569998910292j),(-0.00034547535993534437+0.0004568064512243681j),(-0.0003869546312184554+0.0004172763762994795j),(-0.00042406569863886865+0.00037410486564889165j),(-0.0004565010891232785+0.0003277595975046038j),(-0.000484001997412942+0.00027873307983638086j),(-0.0005063601898338925+0.0002275377081291529j),(-0.0005234194157673791+0.00017470068635493693j)
