index,cp
"(0, (0,))",(-0.042097935158007915-0.06972414998102436j)
"(0, (1,))",(0.032032001728261865+0.020367866333820185j)
"(0, (2,))",(-0.034585754823262725-0.01564367850017688j)
"(0, (3,))",(0.036447273800323685+0.010606382334989348j)
"(0, (4,))",(-0.0375793003444622-0.005356799355253137j)
"(0, (5,))",(0.03795917693670048-2.9605947323337513e-18j)
"(0, (6,))",(-0.03757930034446219+0.005356799355253078j)
"(0, (7,))",(0.03644727380032372-0.01060638233498921j)
"(0, (8,))",(-0.03458575482326275+0.015643678500176814j)
"(0, (9,))",(0.032032001728261976-0.02036786633382022j)
"(0, (10,))",(-0.026570859911513815+0.05965670117702852j)
"(0, (11,))",(-0.06077503302870576+0.05202302721256939j)
"(0, (12,))",(-0.06077503302870552+0.0520230272125692j)
"(0, (13,))",(-0.060775033028705495+0.05202302721256916j)
"(0, (14,))",(-0.060775033028705835+0.05202302721256946j)
"(0, (15,))",(-0.06077503302870611+0.052023027212569704j)
"(0, (16,))",(-0.06077503302870575+0.05202302721256939j)
"(0, (17,))",(-0.06077503302870558+0.05202302721256923j)
"(0, (18,))",(-0.06077503302870558+0.05202302721256923j)
"(0, (19,))",(-0.06077503302870575+0.05202302721256939j)
"(0, (20,))",(-0.06077503302870602+0.052023027212569635j)
"(0, (21,))",(-0.060775033028705835+0.05202302721256947j)
"(0, (22,))",(-0.06077503302870558+0.05202302721256923j)
"(0, (23,))",(-0.060775033028705835+0.05202302721256946j)
"(0, (24,))",(-0.060775033028705676+0.05202302721256932j)
"(0, (25,))",(-0.060775033028705766+0.05202302721256939j)
"(0, (26,))",(-0.06077503302870594+0.05202302721256953j)
"(0, (27,))",(-0.060775033028705495+0.05202302721256916j)
"(0, (28,))",(-0.06077503302870575+0.05202302721256939j)
"(0, (29,))",(-0.060775033028705926+0.05202302721256954j)
"(0, (30,))",(-0.060775033028705926+0.05202302721256954j)
"(0, (31,))",(-0.06077503302870575+0.05202302721256939j)
"(0, (32,))",(-0.060775033028705495+0.05202302721256916j)
"(0, (33,))",(-0.06077503302870575+0.05202302721256939j)
"(0, (34,))",(-0.060775033028705926+0.05202302721256954j)
"(0, (35,))",(-0.060775033028705926+0.05202302721256954j)
"(0, (36,))",(-0.06077503302870575+0.05202302721256939j)
"(0, (37,))",(-0.060775033028705495+0.05202302721256916j)
"(0, (38,))",(-0.060775033028705926+0.05202302721256953j)
"(0, (39,))",(-0.060775033028705766+0.05202302721256939j)
"(0, (40,))",(-0.06077503302870559+0.05202302721256925j)
"(0, (41,))",(-0.06077503302870575+0.05202302721256939j)
"(0, (42,))",(-0.060775033028705495+0.05202302721256916j)
"(0, (43,))",(-0.060775033028705926+0.05202302721256953j)
"(0, (44,))",(-0.06077503302870594+0.05202302721256953j)
"(0, (45,))",(-0.06077503302870575+0.05202302721256939j)
"(0, (46,))",(-0.06077503302870575+0.05202302721256939j)
"(0, (47,))",(-0.060775033028705655+0.0520230272125693j)
"(0, (48,))",(-0.060775033028705926+0.05202302721256954j)
"(0, (49,))",(-0.06077503302870575+0.05202302721256939j)
"(0, (50,))",(-0.026570859911513558+0.05965670117702828j)
"(0, (51,))",(0.03203200172826189-0.02036786633382017j)
"(0, (52,))",(-0.034585754823262725+0.015643678500176922j)
"(0, (53,))",(0.036447273800323664-0.010606382334989362j)
"(0, (54,))",(-0.037579300344462205+0.005356799355253128j)
"(0, (55,))",(0.03795917693670051-4.736951571734005e-17j)
"(0, (56,))",(-0.0375793003444622-0.005356799355253044j)
"(0, (57,))",(0.036447273800323726+0.010606382334989272j)
"(0, (58,))",(-0.03458575482326275-0.015643678500176807j)
"(0, (59,))",(0.03203200172826262+0.020367866333820532j)
"(0, (60,))",(-0.02657085991151439-0.05965670117702889j)
"(0, (61,))",(-0.06077503302870575-0.05202302721256939j)
"(0, (62,))",(-0.060775033028705495-0.05202302721256916j)
"(0, (63,))",(-0.060775033028705495-0.05202302721256916j)
"(0, (64,))",(-0.06077503302870575-0.05202302721256939j)
"(0, (65,))",(-0.06077503302870602-0.052023027212569635j)
"(0, (66,))",(-0.06077503302870575-0.05202302721256939j)
"(0, (67,))",(-0.060775033028705495-0.05202302721256916j)
"(0, (68,))",(-0.06077503302870583-0.05202302721256946j)
"(0, (69,))",(-0.060775033028706085-0.05202302721256969j)
"(0, (70,))",(-0.06077503302870602-0.052023027212569635j)
"(0, (71,))",(-0.06077503302870575-0.05202302721256939j)
"(0, (72,))",(-0.060775033028705495-0.05202302721256916j)
"(0, (73,))",(-0.06077503302870575-0.05202302721256939j)
"(0, (74,))",(-0.06077503302870575-0.05202302721256939j)
"(0, (75,))",(-0.06077503302870575-0.05202302721256939j)
"(0, (76,))",(-0.06077503302870575-0.05202302721256939j)
"(0, (77,))",(-0.06077503302870583-0.05202302721256946j)
"(0, (78,))",(-0.060775033028706085-0.05202302721256969j)
"(0, (79,))",(-0.06077503302870543-0.052023027212569115j)
"(0, (80,))",(-0.06077503302870543-0.052023027212569115j)
"(0, (81,))",(-0.06077503302870575-0.05202302721256939j)
"(0, (82,))",(-0.060775033028705495-0.05202302721256916j)
"(0, (83,))",(-0.06077503302870575-0.05202302721256939j)
"(0, (84,))",(-0.06077503302870575-0.05202302721256939j)
"(0, (85,))",(-0.06077503302870575-0.05202302721256939j)
"(0, (86,))",(-0.060775033028706085-0.05202302721256969j)
"(0, (87,))",(-0.06077503302870583-0.05202302721256946j)
"(0, (88,))",(-0.06077503302870575-0.05202302721256939j)
"(0, (89,))",(-0.06077503302870575-0.05202302721256939j)
"(0, (90,))",(-0.06077503302870575-0.05202302721256939j)
"(0, (91,))",(-0.06077503302870575-0.05202302721256939j)
"(0, (92,))",(-0.060775033028705495-0.05202302721256916j)
"(0, (93,))",(-0.06077503302870575-0.05202302721256939j)
"(0, (94,))",(-0.06077503302870575-0.05202302721256939j)
"(0, (95,))",(-0.060775033028706106-0.05202302721256969j)
"(0, (96,))",(-0.060775033028706106-0.052023027212569684j)
"(0, (97,))",(-0.060775033028705495-0.05202302721256916j)
"(0, (98,))",(-0.06077503302870575-0.05202302721256939j)
"(0, (99,))",(-0.06077503302870575-0.05202302721256939j)
"(1, (0,))",(-0.042097935158007915-0.06972414998102436j)
"(1, (1,))",(0.032032001728261865+0.020367866333820185j)
"(1, (2,))",(-0.034585754823262725-0.01564367850017688j)
"(1, (3,))",(0.036447273800323685+0.010606382334989348j)
"(1, (4,))",(-0.0375793003444622-0.005356799355253137j)
"(1, (5,))",(0.03795917693670048-2.9605947323337513e-18j)
"(1, (6,))",(-0.03757930034446219+0.005356799355253078j)
"(1, (7,))",(0.03644727380032372-0.01060638233498921j)
"(1, (8,))",(-0.03458575482326275+0.015643678500176814j)
"(1, (9,))",(0.032032001728261976-0.02036786633382022j)
"(1, (10,))",(-0.026570859911513815+0.05965670117702852j)
"(1, (11,))",(-0.06077503302870576+0.05202302721256939j)
"(1, (12,))",(-0.06077503302870552+0.0520230272125692j)
"(1, (13,))",(-0.060775033028705495+0.05202302721256916j)
"(1, (14,))",(-0.060775033028705835+0.05202302721256946j)
"(1, (15,))",(-0.06077503302870611+0.052023027212569704j)
"(1, (16,))",(-0.06077503302870575+0.05202302721256939j)
"(1, (17,))",(-0.06077503302870558+0.05202302721256923j)
"(1, (18,))",(-0.06077503302870558+0.05202302721256923j)
"(1, (19,))",(-0.06077503302870575+0.05202302721256939j)
"(1, (20,))",(-0.06077503302870602+0.052023027212569635j)
"(1, (21,))",(-0.060775033028705835+0.05202302721256947j)
"(1, (22,))",(-0.06077503302870558+0.05202302721256923j)
"(1, (23,))",(-0.060775033028705835+0.05202302721256946j)
"(1, (24,))",(-0.060775033028705676+0.05202302721256932j)
"(1, (25,))",(-0.060775033028705766+0.05202302721256939j)
"(1, (26,))",(-0.06077503302870594+0.05202302721256953j)
"(1, (27,))",(-0.060775033028705495+0.05202302721256916j)
"(1, (28,))",(-0.06077503302870575+0.05202302721256939j)
"(1, (29,))",(-0.060775033028705926+0.05202302721256954j)
"(1, (30,))",(-0.060775033028705926+0.05202302721256954j)
"(1, (31,))",(-0.06077503302870575+0.05202302721256939j)
"(1, (32,))",(-0.060775033028705495+0.05202302721256916j)
"(1, (33,))",(-0.06077503302870575+0.05202302721256939j)
"(1, (34,))",(-0.060775033028705926+0.05202302721256954j)
"(1, (35,))",(-0.060775033028705926+0.05202302721256954j)
