index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)"
"(-0.4736842105263158, -6.714285714285714)",(-0.009611131849386586-0.01031649116607297j),(0.009452938945304535-0.0036898907563117965j),(0.003274465414382213-0.008743065220621316j),(-0.00883107274847708-0.001260048935915917j),(-0.00017779079094792835+0.008497916367816473j),(0.007058621910197717-0.0013979835720245965j),(0.0022650710162167-0.009293756414304714j),(0.008752675950711802-0.002224872060289268j),(0.0037844889466659634+0.008912631460381392j),(-0.008933246081397526+0.005518701002154071j)
"(-0.21052631578947367, -6.714285714285714)",(-0.009853847543905316-0.012165405349643867j),(0.0008427752056193293-0.012013794254443835j),(-0.007088176266151893-0.006909110115429112j),(-0.006167927890869394+0.006942094424801673j),(0.006508222632804097+0.005853721475768715j),(0.005540650398302263-0.006187317488431316j),(0.0021584077756614424-0.009139589134477143j),(0.0089522824459003-0.0007794538450812246j),(0.002053710721867751+0.00939730667807396j),(-0.009829336181620766+0.0034112973407555295j)
"(0.05263157894736836, -6.714285714285714)",(-0.003404721094162472-0.014880027269028519j),(-0.007140784293840233-0.01074960301111167j),(-0.01026393605406346+0.00028216957705316255j),(-0.00043321221081437354+0.009518897556863446j),(0.008835609165333073+0.0012438182634209385j),(0.0030676147151242747-0.008564087739060797j),(0.003981945784773311-0.007874125272245111j),(0.008343105763630414+0.002996086079777787j),(-0.0026194018317534412+0.009075473927516974j),(-0.009828290004096624-0.002502977265916328j)
"(0.3157894736842104, -6.714285714285714)",(0.008231508701895637-0.010037462059186458j),(-0.008930853668153183-0.008408804736114507j),(-0.00934847165722097+0.004697221353915726j),(0.003101738362089768+0.00914576807310574j),(0.008860845466407594-0.0016497634872495196j),(0.0019448160702888655-0.009306987451015164j),(0.00645153291142909-0.004549954577995012j),(0.004352559997108055+0.0074895662289470475j),(-0.008093903430622253+0.0042790462034351445j),(-0.003578640075857058-0.009013170015217639j)
"(0.5789473684210527, -6.714285714285714)",(0.008435986869808431+0.00531222643861261j),(-0.006364971617859704-0.008028783546177335j),(-0.009007582590803791+0.005384144259985085j),(0.003671796485111245+0.008955077203420071j),(0.008773315755860414-0.0021294373029685843j),(0.002891497082838711-0.009079240931142773j),(0.006622877427203867+0.0009207416893243551j),(-0.003555714292523358+0.007580752755260314j),(-0.007108064338120383-0.005080935312553097j),(0.007197972893113618-0.005491516251377239j)
"(0.8421052631578947, -6.714285714285714)",(-0.0066932951020018784+0.004173236262034922j),(-0.0018193855708303769-0.007446374158531519j),(-0.010052617192448267+0.002528306985987135j),(0.0013449160909487935+0.009498676763985083j),(0.008965920250504031-0.00019775432179012717j),(0.005512858765029185-0.007361054438243933j),(0.002058557639356481+0.004923215462438082j),(-0.007954860097297144-0.0007561546284106871j),(0.003594577105929703-0.007350603326644589j),(0.004499176014214898+0.00685448129427558j)
"(1.1052631578947367, -6.714285714285714)",(0.00228326147740175-0.006970705251901135j),(0.002268057531319151-0.005525706411214311j),(-0.009236093916967354-0.00400805851505617j),(-0.0038079104057843344+0.008591462607972734j),(0.007899960086508957+0.003946683020855881j),(0.008009235577967027-0.003111762354596757j),(-0.0033119201134312964+0.0023122014383430783j),(6.425595671550852e-05-0.007509914535992949j),(0.00626084507457641+0.004105526497163055j),(-0.007029756579998984+0.0012557090261810467j)
"(1.3684210526315788, -6.714285714285714)",(0.0008872378547265255+0.007122989553032648j),(0.005793956245788436-0.0009210871493994122j),(-0.0014000350676416544-0.009482503481577026j),(-0.008705513135108079+0.002588964508702654j),(0.002989953729647341+0.008076078126650175j),(0.00721646348168234+0.0030423723259563147j),(-0.0013380389488427662-0.002748736116410939j),(0.006824969796631158+0.0012044721228438985j),(-0.005561762938447419+0.0036567188122658416j),(0.003071163771632087-0.005051787831506599j)
"(1.6315789473684208, -6.714285714285714)",(-0.0017891496987367998-0.00627383121398744j),(0.0005090870801784017+0.005912839855134481j),(0.00835815514711803-0.0030569429927663847j),(-0.0055170265499982505-0.006645964400565394j),(-0.005112164440906699+0.006544339494794728j),(0.0014092845134303796+0.006911444991969115j),(0.002628857308417372+0.00012796858952974965j),(-0.003464966760841508+0.005208470760174033j),(0.0005737360617856922-0.005679887738632992j),(5.460001341632552e-06+0.004576044102828741j)
"(1.8947368421052628, -6.714285714285714)",(0.0004095539945459042+0.005396599043439211j),(-0.0042415812337868175-0.002510859416911924j),(0.0016849325003650383+0.007823839057412381j),(0.005613028316752004-0.005776679984992598j),(-0.007364233239729648-0.002866785816623841j),(-0.005262843909365097+0.0036519793834068628j),(-0.0017644286586648312+0.0020132179135138595j),(-0.0017930461965479593-0.005196709495056163j),(0.0023487620729096812+0.004045551380255346j),(-0.0008777555822897669-0.003104283973887326j)
"(2.1578947368421053, -6.714285714285714)",(0.002144827333044749-0.0036967752898369125j),(0.0027139868233819926+0.00023639943941176634j),(-0.006680455931686462-0.0017557071231841111j),(0.00424083055989082+0.00598009000762074j),(0.0024401372151908966-0.00698836647167682j),(-0.0043566933163338845-0.0041363244136423975j),(-0.0002904738386632282-0.002788445733041178j),(0.003984192137838752+0.002444664957185111j),(-0.00284180501401795-0.0022283055421677606j),(0.0006422211909933899+0.0018719569042798924j)
"(2.4210526315789473, -6.714285714285714)",(-0.003469541660082131+0.00017921587868884254j),(0.00013085747615486872-0.0005924653792120002j),(0.004878275940429985-0.002852105655787832j),(-0.00640001137001934+0.0009838730975987651j),(0.005793094537397382+0.0035663278270353684j),(0.0041383148720675385-0.0042089609560578955j),(0.0019823250863445795+0.0018726256791626004j),(-0.003800543831675624-0.0003184632079568677j),(0.00224147387623975+0.0012536034378952468j),(-0.0003228543507660561-0.000934913610590232j)
"(2.6842105263157894, -6.714285714285714)",(0.0009530621599034053+0.002915107666503698j),(-0.0032165188155056225+0.0008096050578604106j),(-0.0022551666637154856+0.003665554985896894j),(0.003032875295231298-0.004597761661839353j),(-0.005182779686366979+0.0032363498517330087j),(0.003055434043375658+0.0052094866095385335j),(-0.0022944731576430262-0.0004801701208199765j),(0.0029047840620374217-0.0005106899798537744j),(-0.0013906646737187301-0.0008263037861188006j),(0.00038477858861609186+0.00043483088468281066j)
"(2.9473684210526314, -6.714285714285714)",(0.00270338406857578-0.0009743677499264753j),(0.00542290497444358+0.0018371027972780365j),(0.0009517251790359339-0.002807270928545998j),(-3.1948542050523146e-05+0.004465607107208956j),(0.0007459822609400938-0.005284779301553132j),(-0.006308521470942121+7.068476417834241e-05j),(0.0016451535076209454-0.00024129666459846207j),(-0.0020582838178827213+0.0005057586458776021j),(0.0006934158634501242+0.0004870488223959055j),(-0.00043926190935209035-0.0006246037131356108j)
"(3.2105263157894735, -6.714285714285714)",(-0.00044609109106814133-0.002720801325996616j),(-0.0029614752101733786-0.006615838026097898j),(-0.0005235460642454109+0.0016742724756747844j),(-0.001087035059663034-0.003220158756321306j),(0.0021707353742262256+0.003946753941220381j),(0.00454196724038512-0.004792837466753296j),(-0.000753152713120561+0.00012853817448078568j),(0.001351124372521397-0.00020874353439454153j),(-0.0004365070952830003-0.00014222194829997825j),(-0.00020599078980251337+0.0008346601407307029j)
"(3.473684210526316, -6.714285714285714)",(-0.0026287405814509283-0.000610426847971492j),(-0.004864737351097859+0.006136427791857125j),(0.00021806259028932885-0.0008160450236784528j),(0.0010080441295249412+0.0021430858857842314j),(-0.0029107095319163435-0.002185883720607741j),(-0.0013288438533906534+0.006714655128380011j),(-0.0001469853223194722+0.00042784344262716557j),(-0.0007461050705321081+1.2447648127730975e-05j),(0.0005690364222608057+0.000148853261517606j),(0.0007146433287943212-7.206970195631045e-05j)
"(3.7368421052631575, -6.714285714285714)",(-0.0019501703074180582+0.0018818603964197026j),(0.006888508356311382+0.0033401835464626456j),(9.689262863891804e-05+0.0005885300240397337j),(-0.0005461513319002608-0.001338418459563066j),(0.002530407742270698+0.0011495518756446561j),(-0.0010004455396749074-0.006918989814788448j),(0.0011969222402629471-0.0009018522763185591j),(0.0003769595127513565-8.030132433635149e-05j),(-0.0004143364497501084-0.0006121986283338077j),(-4.753833644501735e-05-0.00038508756318095445j)
"(4.0, -6.714285714285714)",(0.00010244028881513747+0.0027684478707270446j),(0.0032586232938332724-0.006228176205323084j),(0.00011643877218551385-0.0007919525189448429j),(0.00024344984266883352+0.0006861158696903451j),(-0.001810876530777663-0.0007534941610327526j),(0.0018800313355038433+0.006767453284342939j),(-0.0024530678124207042+0.0006901464009557819j),(-0.00042239136925133566+0.00018096770241389685j),(-0.0003451206379566658+0.0006454589580331656j),(3.5434935793123506e-05-7.93954731691564e-05j)
"(-1.0, -6.428571428571429)",(-0.007992747691760293+0.005991311015225898j),(-0.00012525414575428838+0.007041190520692487j),(0.007361778657798964+0.0010796131679801022j),(-0.004589482702449358-0.006261795460977527j),(-0.0030370700370086594+0.007129029500677286j),(0.004302228449763769-0.0008893212590795257j),(-0.008643556670124217-0.0022917486917211566j),(-0.0040289924651273476-0.008108518120909961j),(0.008329942855538196-0.004932526352054194j),(0.005702947880038705+0.008746927019409384j)
"(-0.736842105263158, -6.428571428571429)",(-0.004133599015436823+0.011019825672762216j),(0.005880851543303812-0.005360187870922557j),(-0.0018466872594197956-0.008356638883986163j),(-0.0064333349442894155+0.005526911061850226j),(0.007065568326831509+0.00423356977726395j),(0.0005143065724392404-0.005776104923348343j),(-0.009259909157558161+0.002112918170423794j),(-0.006911260773056802-0.006028121663942199j),(0.005417608852209149-0.008225500186048777j),(0.00961303440735+0.004704144858037003j)
"(-0.4736842105263158, -6.428571428571429)",(-0.0015564513036672187+0.014296801028927896j),(-0.008192663866318185-0.0059003858225526035j),(-0.009197105798269989+0.0021346384881221828j),(0.004185979596892357+0.008015273324388285j),(0.006987180413427149-0.005044375800463225j),(-0.005488476245128651-0.004654178965265307j),(-0.008649916462546491+0.004442977974920332j),(-0.007570004029045617-0.005234746612837299j),(0.004327600868653206-0.008900345376664742j),(0.010290446229142691+0.0031949444065210103j)
"(-0.21052631578947367, -6.428571428571429)",(-0.002989243310522763+0.01583673809045885j),(-0.01022783046918014+0.0067519591950410025j),(-0.0012702261273987553+0.010006528243584573j),(0.009436071636265716+0.0005669310761658585j),(0.00047550247603175117-0.008885204527418497j),(-0.008380565857917277-0.0002888194942617095j),(-0.008460183080130534+0.004422351408152455j),(-0.006550577023514791-0.006394633402287757j),(0.0059252356957940995-0.00783788444931805j),(0.009191292122603476+0.0054107736900879996j)
"(0.05263157894736836, -6.428571428571429)",(-0.009712142162112572+0.012234551339492698j),(-0.003794714139233761+0.012741465275294806j),(0.006897587120273832+0.007929483129573452j),(0.0077345198485148925-0.005894392569865139j),(-0.0048408159822694976-0.0076872986672674j),(-0.00862313123385934+0.0033017685611476818j),(-0.008691270268848666+0.0020997431865432945j),(-0.00308614244824548-0.008476297662500703j),(0.008851957500532751-0.003796807058897033j),(0.004268751547410406+0.009446074969418631j)
"(0.3157894736842104, -6.428571428571429)",(-0.012939575193772847-0.0009642065362053724j),(-0.0005840684543640409+0.012590698697360887j),(0.009911347476640847+0.004114607042244282j),(0.004992954123845182-0.008511995023293532j),(-0.007185116805972532-0.005720099623467682j),(-0.00844526606675682+0.004707586254108047j),(-0.007659084845328797-0.0021109582100033095j),(0.0032407613899371967-0.008178849278299113j),(0.008443931572466847+0.003912309683462424j),(-0.005305626226562079+0.008306756059372101j)
"(0.5789473684210527, -6.428571428571429)",(0.0006171618511974382-0.009673962998377313j),(-0.001990279087806465+0.010144066841975425j),(0.010233109029762091+0.00335090661871969j),(0.004440724844153032-0.00883916705157861j),(-0.0075080821927647175-0.005317510838887053j),(-0.008903371836230833+0.003796760009205577j),(-0.0033107711677322588-0.005770290151960591j),(0.008322446056923024-0.0016160828045353108j),(-0.00016315043811504582+0.008835155813612694j),(-0.00852849907051697-0.0032230342669574918j)
"(0.8421052631578947, -6.428571428571429)",(0.006107440898726438+0.00480656421143687j),(-0.004417295569147481+0.006152345299066057j),(0.008617534842229648+0.006209096657413481j),(0.006497740083611212-0.007331930443981127j),(-0.006092458296681577-0.006805885066729614j),(-0.00929355178405997+0.0005427917530974504j),(0.0027693016623596437-0.004429641008615393j),(0.003786785828966306+0.007109106836679262j),(-0.00818225286345481+0.000711738372118907j),(0.0040052301827057995-0.007084291188747414j)
"(1.1052631578947367, -6.428571428571429)",(-0.007421045768993453-0.0006566486570102138j),(-0.00581049606996264+0.0018472621365760765j),(0.0026029097594483935+0.0099465077566953j),(0.009248544121877646-0.0024892292925603743j),(-0.0020135577105858077-0.008754805080698569j),(-0.0075288343845722385-0.004265170940594129j),(0.003565946532425573+0.0015486952476335967j),(-0.006526625386085849+0.003741939118135811j),(0.000819259122900499-0.007387801462402349j),(0.0036618089658785945+0.005888793384258651j)
"(1.3684210526315788, -6.428571428571429)",(0.006967081583124825-0.001671646339476429j),(-0.0041767756847678-0.004611203848071958j),(-0.007057464360587+0.00669473224014489j),(0.007399671982031205+0.005507372258419061j),(0.004611431834174752-0.00742625397233735j),(-0.00205071070889796-0.007570359325246206j),(-0.0017954754116906021+0.0023371880669578182j),(-0.0019757260905915934-0.006593491907141565j),(0.0053675511331656945+0.003677445646462812j),(-0.005351274001391375-0.0014969251352208654j)
"(1.6315789473684208, -6.428571428571429)",(-0.0060491455711787125+0.0014238022117056199j),(0.005272760359199103-0.0028897491322124537j),(-0.006964839209172398-0.005605690148985819j),(-0.002469585430840998+0.008367677804688712j),(0.008394607806054813+0.00034659209729396266j),(0.004703104225948262-0.005238307083570531j),(-0.0008722120877189356-0.0024857320416158003j),(0.00602846450497294+0.0011718899318779498j),(-0.005352990262657878+0.0010751801773592965j),(0.0040396251062368846-0.000668245364844117j)
"(1.8947368421052628, -6.428571428571429)",(0.004841076688173234+0.0008742710194588683j),(-0.0012675272575937357+0.004203576379051019j),(0.0062067105505187814-0.004910488187988167j),(-0.007832638982552773-0.0019409967043671973j),(0.0016015362899370472+0.007794376730920246j),(0.006001876769335329+0.00223953156217649j),(0.0025573259709276578+0.0009977929125542357j),(-0.004229845895397802+0.0032154123591334517j),(0.003234009932600847-0.0028914316802234924j),(-0.0025227679697959345+0.0008823507679583079j)
"(2.1578947368421053, -6.428571428571429)",(-0.001985094359414679-0.0032826089778123396j),(0.00024895073860402804-0.0015666815000327347j),(0.000679379808619847+0.006635838135655078j),(0.0034771601103420523-0.006371885485822429j),(-0.007282611206362153+0.0013340460430991674j),(-0.0011661179545070532+0.005949366937823641j),(-0.002600532701931448+0.0011379250754291323j),(0.0013712031119709552-0.004205953570775109j),(-0.0016963067267091987+0.00271640946458922j),(0.001361821524722384-0.0004942752613317869j)
"(2.4210526315789473, -6.428571428571429)",(-0.002053664046454736+0.002505608859779905j),(-0.0009594415299013837-0.001720685727152602j),(-0.0037064026002804934-0.003742856336623748j),(0.0031534214413694375+0.005460434984663998j),(0.0006704242369217628-0.006709138173954403j),(-0.0058183143832984-0.001591591263641833j),(0.0012840643734587855-0.0023285504068326504j),(0.00023039559006541557+0.003499353492445375j),(0.0010023272168582455-0.001876974988778291j),(-0.0005800442791260819+0.0003743523673607514j)
"(2.6842105263157894, -6.428571428571429)",(0.0024378746573143475+0.0017276064355010857j),(-0.00015465281982368943+0.00492923980818321j),(0.0034863467301612192+0.0015177703937652345j),(-0.005001198694591845-0.0015632251810860345j),(0.00482458864645648+0.003536508890762846j),(0.00352320887901599-0.005141138842712128j),(-5.7856162885177e-05+0.0021385479811056518j),(-0.0006132486858900408-0.0025304336126218416j),(-0.0006347088937420142+0.0010214294101114595j),(0.0004938434053926876-0.000536936715209011j)
"(2.9473684210526314, -6.428571428571429)",(0.0019871484674805627-0.002052946082205137j),(0.004792615371173212-0.005126196008448062j),(-0.0023108595292288645-0.0006704807578232361j),(0.004045727637284894-0.0007233125495824521j),(-0.005072530031937261+0.000825729812574195j),(0.0023676114552210813+0.00609236544160493j),(-0.0002822820279813781-0.0012891570316826528j),(0.00039827560199152295+0.0017149388011901637j),(0.0002523568138759915-0.000519968930526761j),(-0.0008823695216267688+0.00015072967160445635j)
"(3.2105263157894735, -6.428571428571429)",(-0.0011602018781732618-0.0025317513338191967j),(-0.007863558773633095-0.0014504441011386757j),(0.0012001788279503395+0.0003364605782526189j),(-0.002728951856050304+0.0011975662778608643j),(0.0031857439885105854-0.0028001236596889j),(-0.0060446210092347736-0.003184311988823565j),(-0.00011176923236060348+0.0003564539520200244j),(-0.00010686244556768486-0.0010255909076735987j),(-5.585345723971587e-05+0.0005404715746656993j),(0.00045903329966968714+0.0006627207542688338j)
"(3.473684210526316, -6.428571428571429)",(-0.0027596805917683535-0.00039467426937956815j),(0.0008612763393519556+0.007958619241697001j),(-0.0006389303456300553+3.454431163093125e-05j),(0.0017398109824896147-0.0008298453167856056j),(-0.0016286583834596452+0.0028973965819864876j),(0.007047909849384237+7.809136803704281e-05j),(0.0007286155791978344+0.0006358626858058287j),(5.5166935008253344e-05+0.0005038821299049755j),(0.00041466487302353614-0.0006045709293358947j),(0.00036868344027718165-0.000310661765168547j)
"(3.7368421052631575, -6.428571428571429)",(-0.0021980771713884877+0.001814967959819963j),(0.00732754252908517-0.000957623953460873j),(0.0007703345383357063-9.648364702238842e-05j),(-0.0009728833687913087+0.0003838261414725475j),(0.0008990049485574756-0.00225616490754712j),(-0.006951670745354196+0.001669911413049381j),(-0.000958896637237111-0.001861829707168349j),(-0.0001989858058964152-0.0003676666258779685j),(-0.0007754191147164331-1.4466303661592807e-05j),(4.645158140916404e-05-6.642210869857175e-05j)
