index,x,value,0,1,2
"(3.2105263157894735, -6.714285714285714)","(3.2105263157894735, -6.714285714285714)",(-0.11499271632489161-2.0959338339122913j),(-2.686857859250962+1.3299319838124406j),(0.4679651161004929+0.3992005363275005j),(1.8739145941757946-8.016934021876816j)
"(3.473684210526316, -6.714285714285714)","(3.473684210526316, -6.714285714285714)",(0.5333666567650757-2.038356511256602j),(-0.10382711888931018-2.685630663516271j),(-1.0145547512670836+0.12253112801887595j),(2.718481840451621-3.5519699982724116j)
"(3.7368421052631575, -6.714285714285714)","(3.7368421052631575, -6.714285714285714)",(1.0661234004835873-0.2711707673336209j),(2.1331799285356374+1.5725216578802594j),(1.1276553171482318+0.32878946203208703j),(-0.06246504423310695-2.7148234219132092j)
"(4.0, -6.714285714285714)","(4.0, -6.714285714285714)",(-0.09298105764129556-1.6510876534132983j),(-2.457848933737466+0.2415617697992355j),(-0.3788090113212578-0.478815963408684j),(2.557714772134837-4.716008766630447j)
"(-1.0, -6.428571428571429)","(-1.0, -6.428571428571429)",(0.09603550583295872+0.9044879072427251j),(1.741394341922268+0.031522529669689714j),(0.26897299679844666+2.6392429890694813j),(-1.7222608212218384+0.0426982029890044j)
"(-0.736842105263158, -6.428571428571429)","(-0.736842105263158, -6.428571428571429)",(-0.5785002990732981+1.0112035912597102j),(-4.050951446830243+0.96814923315981j),(2.0273149154543075-0.5296285025108507j),(0.2881356341560415+2.5950900431301713j)
"(-0.4736842105263158, -6.428571428571429)","(-0.4736842105263158, -6.428571428571429)",(0.97292647045916+0.4537171597477313j),(-6.445113157550216+6.785743671369934j),(-0.596154731325772-1.9989450885278415j),(9.960047300253468-3.425647103598898j)
"(-0.21052631578947367, -6.428571428571429)","(-0.21052631578947367, -6.428571428571429)",(-2.227837675736654+2.7456381367682177j),(-5.50763400768132+11.765039669114634j),(-2.358686856280148-0.6640620820428508j),(1.1828078367515058-2.8640631767671314j)
"(0.05263157894736836, -6.428571428571429)","(0.05263157894736836, -6.428571428571429)",(-2.3394449365615566+3.9584672814555195j),(-4.513460757092698+13.675129534835921j),(-2.376868968002567+0.3459209307160488j),(-0.12800508458940563-2.145648621185412j)
"(0.3157894736842104, -6.428571428571429)","(0.3157894736842104, -6.428571428571429)",(-0.5336669409045751+4.730111541151887j),(-4.996271164059891+12.474588569081304j),(-1.6030750094927335+0.10841973804311389j),(4.998345350838899+1.607326316331243j)
"(0.5789473684210527, -6.428571428571429)","(0.5789473684210527, -6.428571428571429)",(-2.8480857283585985+5.523723309099016j),(-5.786755861261402+8.778243063802547j),(-0.001977233674303469-0.08466903324359745j),(-2.7555240901400913+7.877595896738102j)
"(0.8421052631578947, -6.428571428571429)","(0.8421052631578947, -6.428571428571429)",(-3.845304596570802+3.522746227896063j),(-4.788355523743722+4.738748950313203j),(0.5651434509304604+1.837144762500763j),(-7.312701716899144+3.992344970874224j)
"(1.1052631578947367, -6.428571428571429)","(1.1052631578947367, -6.428571428571429)",(-1.8113642995524977+0.2885612261710788j),(-2.9846133619534645+3.689638392865454j),(-2.84070950789297+1.8583202721995609j),(0.39122997118894143-4.6822749865517785j)
"(1.3684210526315788, -6.428571428571429)","(1.3684210526315788, -6.428571428571429)",(-0.7325652121858959+1.973244498080542j),(-5.080259085834238+4.207851979040344j),(-2.110859214001354-2.8973222097181974j),(4.993422663277904+4.60920372491948j)
"(1.6315789473684208, -6.428571428571429)","(1.6315789473684208, -6.428571428571429)",(-3.241447486973315+1.131950390141784j),(-8.738881355236478-1.5895383139847201j),(2.2101033912841253-1.6820955967778386j),(-3.195564496967594+6.667485081187911j)
"(1.8947368421052628, -6.428571428571429)","(1.8947368421052628, -6.428571428571429)",(-2.411605582716426-3.0144410665879757j),(-1.6134558226578306-9.667235701401266j),(1.497552217527495+1.904841165945611j),(-7.1189131430189425-1.280928664308272j)
"(2.1578947368421053, -6.428571428571429)","(2.1578947368421053, -6.428571428571429)",(1.7472593201262692-3.470168528254638j),(8.842485933271888-2.4427565427004785j),(-2.0253146180489896+0.36945837591281316j),(-1.5753933548440913-8.337207417976249j)
"(2.4210526315789473, -6.428571428571429)","(2.4210526315789473, -6.428571428571429)",(2.6465134680582283+0.6258045175689292j),(1.362740190284839+7.335673980469581j),(0.28297821604257334-0.8617353211266136j),(6.293821997847274-4.59652510663618j)
"(2.6842105263157894, -6.428571428571429)","(2.6842105263157894, -6.428571428571429)",(-0.4266699712790115-0.0932388197416681j),(-5.394343952447041-0.20651612088045246j),(0.950667105229255+0.17837641136830162j),(3.163666933380752-0.2515767497128535j)
"(2.9473684210526314, -6.428571428571429)","(2.9473684210526314, -6.428571428571429)",(0.6333272703239003-2.152877057968795j),(1.1596310712866398-3.5338473995349777j),(-0.7856191055897966+0.25563270201896965j),(1.525969845274858-3.180416476390377j)
"(3.2105263157894735, -6.428571428571429)","(3.2105263157894735, -6.428571428571429)",(3.131090693857674-1.3195809459639325j),(2.337858838411085+1.7052015142047976j),(0.0066899125560537925-0.7912804121523579j),(7.048723330605883-4.872663939944237j)
"(3.473684210526316, -6.428571428571429)","(3.473684210526316, -6.428571428571429)",(2.015493115809335+1.7876439038123881j),(-2.483030241574264+1.1387224822214335j),(-0.12906743351993005+1.2628254395089324j),(8.6585770225222+2.961383789706799j)
"(3.7368421052631575, -6.428571428571429)","(3.7368421052631575, -6.428571428571429)",(0.7370346258682627+1.6326786393292907j),(0.8365790209541336-2.4946188763394224j),(0.5107197773921075-0.6902574558502832j),(0.8638050792585472+8.082912250177579j)
"(4.0, -6.428571428571429)","(4.0, -6.428571428571429)",(-1.2861414299628022+1.5710377436824676j),(0.9238627640309891+2.1759404376138063j),(-0.24457454993520455+0.22122260763922869j),(-4.537712503984191+2.315950185794368j)
"(-1.0, -6.142857142857143)","(-1.0, -6.142857142857143)",(-0.5784220459260677+0.9331349398118896j),(-1.2421959701722587-2.041474438524265j),(2.3013990700134372-1.5685924157970506j),(-2.794469237619382+6.409471673756984j)
"(-0.736842105263158, -6.142857142857143)","(-0.736842105263158, -6.142857142857143)",(2.821366447894283+1.6659961625131054j),(2.9254837697808767+2.327360798898462j),(-1.5506236885917837-1.5708729322880697j),(7.089239262493756+4.2415006209289245j)
"(0.5789473684210527, -6.142857142857143)","(0.5789473684210527, -6.142857142857143)",(4.739017073049423+2.5239193256540955j),(10.325620083279869-1.2913872812225566j),(-0.15320077091355155-0.13561198400893926j),(4.044631906781953+8.998757242193783j)
"(0.8421052631578947, -6.142857142857143)","(0.8421052631578947, -6.142857142857143)",(0.15400272726098674+1.7534486272250716j),(6.49464781098756+0.35579582622114114j),(1.4163606004307188-1.7829614486993792j),(-7.449000229635319+6.687511504153453j)
"(1.1052631578947367, -6.142857142857143)","(1.1052631578947367, -6.142857142857143)",(-0.21237801413974525-1.9400955484886357j),(4.8973546739978655-0.5162322347145565j),(3.2466516222375996+1.5745986244558907j),(-8.781140338654701-6.8786530352072415j)
"(1.3684210526315788, -6.142857142857143)","(1.3684210526315788, -6.142857142857143)",(3.7936758714410908-0.6384003871096186j),(7.014855696326511+1.365524096487253j),(-1.3855228446308336+3.1381571917343094j),(5.751694762627596-6.418882449550418j)
"(1.6315789473684208, -6.142857142857143)","(1.6315789473684208, -6.142857142857143)",(1.9226491250012074+3.836412055495551j),(3.986497046822775+8.446952548084852j),(-2.514190117240187-0.8360682233552862j),(4.295640445421035+3.898351841757088j)
"(1.8947368421052628, -6.142857142857143)","(1.8947368421052628, -6.142857142857143)",(-2.7614182480357337+1.4619988168566922j),(-7.356048718686395+6.70764394158872j),(1.1075472833155993-2.261357171272419j),(-2.035753308736406-0.06029031974622323j)
"(2.1578947368421053, -6.142857142857143)","(2.1578947368421053, -6.142857142857143)",(-0.6318330045376925-3.2982264130510637j),(-6.457102177004924-6.233442920414793j),(0.8099735445412944+1.4672621584703223j),(3.7516296188505525-5.128498477208721j)
"(2.4210526315789473, -6.142857142857143)","(2.4210526315789473, -6.142857142857143)",(5.4683859545275775-0.9902691531260698j),(5.427325803421346-4.437679848146132j),(-0.6718830288042291+0.45128118586727334j),(11.649715088965618+1.0155912029006493j)
"(2.6842105263157894, -6.142857142857143)","(2.6842105263157894, -6.142857142857143)",(2.4483057164660567+4.856226346178098j),(2.1417331087746003+4.414469084147696j),(0.06008828449786749-1.059264473758556j),(5.143095756125702+11.213474428145155j)
"(2.9473684210526314, -6.142857142857143)","(2.9473684210526314, -6.142857142857143)",(-2.3979870718257494+2.578779658500978j),(-3.369041336574772+0.6202317239538297j),(0.49317884048333216+0.3270070328487642j),(-4.318098719385809+6.789100218700342j)
"(3.2105263157894735, -6.142857142857143)","(3.2105263157894735, -6.142857142857143)",(-1.1119122217361426-1.5738649471200006j),(0.4986074096000961-2.824664039033875j),(-1.2282147189282442-0.0052362546845199295j),(-2.6061293558802796-1.891694547641607j)
"(3.473684210526316, -6.142857142857143)","(3.473684210526316, -6.142857142857143)",(1.769968513596461+1.0842642346971787j),(1.9494733173117471+1.954605621150857j),(1.0023875749730649+0.4565202807981727j),(2.3580446485045705+0.8416668021425069j)
"(3.7368421052631575, -6.142857142857143)","(3.7368421052631575, -6.142857142857143)",(-1.6011615105776955+1.5848671028729968j),(-2.5515482388624404-0.054223839024346576j),(-0.40217862426968987-0.3189408837164599j),(-1.8497576686009567+5.127766031359798j)
"(4.0, -6.142857142857143)","(4.0, -6.142857142857143)",(-1.2874879202275924-0.791593183768177j),(1.6995526296045402-1.5159887474657059j),(0.09637373984890302+0.24307216371361484j),(-5.658390130136221-1.10186296755244j)
"(-1.0, -5.857142857142858)","(-1.0, -5.857142857142858)",(-1.790092508790274-0.09981610195006947j),(-1.2825994266269292+2.821118920375539j),(-2.560180854302292-1.358099836381606j),(-1.5274972454416007-1.7624673898441416j)
"(-0.736842105263158, -5.857142857142858)","(-0.736842105263158, -5.857142857142858)",(-0.03974478893565481+0.3298676423750598j),(0.05130843508294314-3.26678162335207j),(-0.6492888000652035+2.2430420525514414j),(0.47874599817529595+2.013342497925808j)
"(0.5789473684210527, -5.857142857142858)","(0.5789473684210527, -5.857142857142858)",(-6.188739108364405-2.7273348016637353j),(-7.600549538793738-6.919185041188572j),(-0.14221025411206695+0.426185646319908j),(-10.823457532187412-1.6890050101225424j)
"(0.8421052631578947, -5.857142857142858)","(0.8421052631578947, -5.857142857142858)",(-4.314539545185449-5.285368734000664j),(-3.990630768859016-4.840484663875662j),(-2.6469957087340203-0.2369799228343501j),(-6.305992157963312-10.77864161529198j)
"(1.1052631578947367, -5.857142857142858)","(1.1052631578947367, -5.857142857142858)",(0.6892835258175527-5.103305810808481j),(-4.018789515279813-3.2984562984815864j),(-0.2835369352905949-3.726189926516704j),(6.3701770280230665-8.28527120742715j)
"(1.3684210526315788, -5.857142857142858)","(1.3684210526315788, -5.857142857142858)",(3.682162578223398-1.4614921183975957j),(-3.585377387393658-6.847502045992971j),(3.1693209709406687-0.43623716065973833j),(11.462544151123183+2.8992628514599215j)
"(1.6315789473684208, -5.857142857142858)","(1.6315789473684208, -5.857142857142858)",(2.8357091175196936+2.262540757591081j),(4.838318832992009-8.487881099245488j),(0.7114320591680169+2.608989887830291j),(2.957376460399055+12.66651348418844j)
"(1.8947368421052628, -5.857142857142858)","(1.8947368421052628, -5.857142857142858)",(-0.14592274375765038+2.8945359504293897j),(9.679676367843058+2.6384982689742533j),(-2.4349907383515745-0.23146859453245683j),(-7.682453860764435+6.276578176846374j)
"(2.1578947368421053, -5.857142857142858)","(2.1578947368421053, -5.857142857142858)",(-1.086973848310385+2.070842755309827j),(-2.0788937207268807+8.433096373471312j),(0.6205987095453447-0.968747152313256j),(-1.8026265337496192-1.251820955228575j)
"(2.4210526315789473, -5.857142857142858)","(2.4210526315789473, -5.857142857142858)",(-0.7747201509142607+0.6812381607263164j),(-6.025223695927929-2.4508030418403837j),(0.9815784212206089+0.5182562837608772j),(2.7194848219645373+3.976261240258456j)
"(2.6842105263157894, -5.857142857142858)","(2.6842105263157894, -5.857142857142858)",(-0.7622356804749073+1.7389591871550618j),(2.5878235304797266-3.6087440483909408j),(-0.7446942055150453+0.11069139196329628j),(-4.129836366389403+8.71493021789283j)
"(2.9473684210526314, -5.857142857142858)","(2.9473684210526314, -5.857142857142858)",(-2.517336974572058+0.1454897688525439j),(2.0314393814427554+2.513056798735218j),(0.04802160041591297-1.0133181252123664j),(-9.631471905574843-1.06326936696522j)
"(3.2105263157894735, -5.857142857142858)","(3.2105263157894735, -5.857142857142858)",(-1.550361656730415-2.3404580178442655j),(-2.803614654025805+0.6946811049430646j),(-0.3509222035044883+1.2431718374255198j),(-1.4965481126609521-8.959226995901382j)
"(3.473684210526316, -5.857142857142858)","(3.473684210526316, -5.857142857142858)",(2.796851722375074-1.5862610432367674j),(1.2203264716656634-2.4537488522465964j),(0.3668548893904784-0.6294410321679622j),(6.803373806069081-1.6755932452957436j)
"(3.7368421052631575, -5.857142857142858)","(3.7368421052631575, -5.857142857142858)",(0.7417529430085575+3.045907925811014j),(0.696829676955291+2.326751922736318j),(-0.3269164661137714+0.29094316366768014j),(1.855345618184153+6.5200286910290455j)
"(4.0, -5.857142857142858)","(4.0, -5.857142857142858)",(-2.10308975272112+0.5113967238933999j),(-2.010882128624135-1.0989037129980312j),(-0.07487339994371442+0.11186644725733777j),(-4.223513729595511+2.521227437420893j)
"(-1.0, -5.571428571428571)","(-1.0, -5.571428571428571)",(0.5913106730738162-0.8050284259151366j),(3.800596788465496-0.7127685116410496j),(-0.043975816384715705+2.97388206379474j),(-1.9826889528593314-4.6761988298991j)
"(-0.736842105263158, -5.571428571428571)","(-0.736842105263158, -5.571428571428571)",(-1.5486048477444943+1.9849897711843145j),(-2.2224886421974492+1.6153308877839194j),(2.4199096913408216-0.5275171438467505j),(-4.843235592376855+4.867155569615775j)
"(0.5789473684210527, -5.571428571428571)","(0.5789473684210527, -5.571428571428571)",(3.649721352756739+6.370809028463015j),(-0.3008472008141352+10.124163907453633j),(0.7397493869248223-0.16498417135111604j),(10.51026187215953+9.153247349286525j)
"(0.8421052631578947, -5.571428571428571)","(0.8421052631578947, -5.571428571428571)",(-1.4303089180277992+5.781071972774872j),(-0.7668234268917857+6.005163811279221j),(1.3849479706712962+2.710571901420161j),(-4.909051297862908+8.627480205625233j)
"(1.1052631578947367, -5.571428571428571)","(1.1052631578947367, -5.571428571428571)",(-2.375117082081321+4.116847347829083j),(0.44539914848973927+5.555000335588887j),(-3.0879718310708952+2.1084596593469707j),(-4.482778563662808+4.6870820485513915j)
"(1.3684210526315788, -5.571428571428571)","(1.3684210526315788, -5.571428571428571)",(-4.016906026528998+3.3436617086035647j),(-3.442144905647181+7.592183595261966j),(-2.0156021606214116-2.2166278014012915j),(-6.5929710133184045+4.655429331950019j)
"(1.6315789473684208, -5.571428571428571)","(1.6315789473684208, -5.571428571428571)",(-5.597388953609695-0.36119654519531164j),(-10.120875285513268+0.8567509157811384j),(2.067914986959644-1.991994702765688j),(-8.73920656227546+0.05165415139861462j)
"(1.8947368421052628, -5.571428571428571)","(1.8947368421052628, -5.571428571428571)",(-2.8861596769019475-3.8662642342089892j),(-2.8720318005972407-9.600329313697966j),(0.4860072473848373+1.9967354592162332j),(-6.27245447749344-3.9951988481452347j)
"(2.1578947368421053, -5.571428571428571)","(2.1578947368421053, -5.571428571428571)",(2.2580210016233524-2.2133402895316396j),(7.9847262054978945-2.2785397539426726j),(-0.9817522120198804+0.290255415419763j),(-0.22891098860795667-4.65173653007201j)
"(2.4210526315789473, -5.571428571428571)","(2.4210526315789473, -5.571428571428571)",(0.5010053598507914+1.9309400531936491j),(0.6740315947377067+5.923736768563387j),(0.39003500507072963-1.046420449247685j),(0.43894947974393816+0.9155038402652453j)
"(2.6842105263157894, -5.571428571428571)","(2.6842105263157894, -5.571428571428571)",(-2.0473954258629665+0.11960547895184742j),(-4.009692662945916-0.46813031565070484j),(0.6151339794226696+0.2926763743405943j),(-2.7476275940656527+0.5342703781656528j)
"(2.9473684210526314, -5.571428571428571)","(2.9473684210526314, -5.571428571428571)",(-0.42947191127441997-2.616543529631212j),(1.2519108199618247-2.876822543960441j),(-1.3389829284135477-0.26396475208605313j),(-1.201343625371537-4.708843292847142j)
"(3.2105263157894735, -5.571428571428571)","(3.2105263157894735, -5.571428571428571)",(2.407129891805578+0.15762294399375554j),(1.6878661800429509+2.3681794629329547j),(0.8760109029147737+0.3907955985878978j),(4.65751259245901-2.2861062295395858j)
"(3.473684210526316, -5.571428571428571)","(3.473684210526316, -5.571428571428571)",(-0.19351648352708453+1.7909681701615665j),(-2.6220643286082925-0.39639228658132286j),(-0.5363886841564848-0.3576362290402979j),(2.577903562183524+6.126933026106321j)
"(3.7368421052631575, -5.571428571428571)","(3.7368421052631575, -5.571428571428571)",(-1.6144414614355873+1.5035330062926722j),(1.8713171770236572-1.370603249574389j),(-0.09159975882773534+0.10648513906368445j),(-6.6230418025026845+5.774717129388721j)
"(4.0, -5.571428571428571)","(4.0, -5.571428571428571)",(-2.8296251289791248-0.3213597267641477j),(-0.46297957915123356+2.423710394786684j),(-0.2894093932076184+0.10219630290225593j),(-7.736486414578523-3.489985877981383j)
"(-1.0, -5.285714285714286)","(-1.0, -5.285714285714286)",(-0.8730075860860494-0.8240649853308968j),(-3.3790511046213854-3.2568540890443085j),(2.695290420902494-1.295240055206671j),(-1.9352620745392572+2.079899188258289j)
"(-0.736842105263158, -5.285714285714286)","(-0.736842105263158, -5.285714285714286)",(-0.3825900068705162+0.17366195795675515j),(2.065624253294369+0.6837726895903651j),(-1.6853046033211003-2.0138121998716323j),(-1.5280896705848175+1.8510253841515327j)
"(0.5789473684210527, -5.285714285714286)","(0.5789473684210527, -5.285714285714286)",(3.2793997199243883-2.100032152020298j),(7.738012030926771-6.262931141803795j),(-0.7993076665255583-0.8061534072642387j),(2.899494795371953+0.7689880930071396j)
"(0.8421052631578947, -5.285714285714286)","(0.8421052631578947, -5.285714285714286)",(1.239207538070499-2.904783843747304j),(4.703463018907064-3.496392527120058j),(1.7973832876701394-2.883895379040221j),(-2.7832236923657057-2.334063625081636j)
"(1.1052631578947367, -5.285714285714286)","(1.1052631578947367, -5.285714285714286)",(1.5036084844961117-2.5405293970139153j),(4.067019328913817-4.471489688920981j),(3.2590747466517147+1.5113806409336539j),(-2.815268622077197-4.661479143054419j)
"(1.3684210526315788, -5.285714285714286)","(1.3684210526315788, -5.285714285714286)",(3.2926185989807477-0.6193592327177218j),(8.728533156544517-2.00328450862796j),(-0.6055433676936696+2.932462319063709j),(1.7548660080913976-2.787255508588914j)
"(1.6315789473684208, -5.285714285714286)","(1.6315789473684208, -5.285714285714286)",(1.0936874584818548+2.228061161313939j),(6.57418278923557+8.168231811979755j),(-2.6510913205061706-1.1618192779298044j),(-0.6420290932838346-0.32222905010813285j)
"(1.8947368421052628, -5.285714285714286)","(1.8947368421052628, -5.285714285714286)",(-2.3000493636594683+1.6248040066432332j),(-6.617613017557931+7.370957930242043j),(1.0752403072325918-0.9791419060203721j),(-1.3577753806530668-1.5174040042919716j)
"(2.1578947368421053, -5.285714285714286)","(2.1578947368421053, -5.285714285714286)",(-1.7426877106136196-2.457194309391868j),(-5.579916792045552-5.49637802024704j),(0.898764873092205+0.973758562653629j),(-0.5469112128875113-2.848963470582194j)
