index,"(0, 0)","(1, 0)","(2, 0)","(3, 0)","(4, 0)","(5, 0)","(6, 0)","(7, 0)","(0, 1)","(1, 1)","(2, 1)","(3, 1)","(4, 1)","(5, 1)","(6, 1)","(7, 1)","(0, 2)","(1, 2)","(2, 2)","(3, 2)","(4, 2)","(5, 2)","(6, 2)","(7, 2)","(0, 3)","(1, 3)","(2, 3)","(3, 3)","(4, 3)","(5, 3)","(6, 3)","(7, 3)","(0, 4)","(1, 4)","(2, 4)","(3, 4)","(4, 4)","(5, 4)","(6, 4)","(7, 4)","(0, 5)","(1, 5)","(2, 5)","(3, 5)","(4, 5)","(5, 5)","(6, 5)","(7, 5)","(0, 6)","(1, 6)","(2, 6)","(3, 6)","(4, 6)","(5, 6)","(6, 6)","(7, 6)","(0, 7)","(1, 7)","(2, 7)","(3, 7)","(4, 7)","(5, 7)","(6, 7)","(7, 7)"
"(4, 2)",0.0,0.0,2.4035555555555548e-05,0.0006249244444444441,0.0016223999999999989,0.0006249244444444441,2.403555555555553e-05,0.0,0.0,0.0,0.0003004444444444444,0.007811555555555554,0.020279999999999992,0.0078115555555555525,0.00030044444444444416,0.0,0.0,0.0,0.0008112,0.021091199999999994,0.054755999999999985,0.021091199999999994,0.0008111999999999993,0.0,0.0,0.0,0.0003124622222222222,0.008124017777777777,0.021091199999999994,0.008124017777777775,0.00031246222222222197,0.0,0.0,0.0,1.2017777777777776e-05,0.0003124622222222222,0.0008111999999999998,0.00031246222222222224,1.201777777777777e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(5, 2)",0.0,0.0,0.0,2.4035555555555538e-05,0.0006249244444444443,0.0016223999999999995,0.0006008888888888887,4.807111111111112e-05,0.0,0.0,0.0,0.0003004444444444442,0.007811555555555553,0.020279999999999996,0.007511111111111109,0.0006008888888888891,0.0,0.0,0.0,0.0008111999999999996,0.021091199999999994,0.054756,0.020279999999999996,0.0016224000000000006,0.0,0.0,0.0,0.00031246222222222213,0.008124017777777775,0.021091199999999997,0.007811555555555554,0.0006249244444444448,0.0,0.0,0.0,1.2017777777777774e-05,0.00031246222222222224,0.0008112000000000001,0.00030044444444444443,2.403555555555557e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(6, 2)",0.0,0.0,0.0,0.0,2.403555555555553e-05,0.0006008888888888887,0.0009614222222222218,0.00031800888888888887,0.0,0.0,0.0,0.0,0.00030044444444444416,0.007511111111111109,0.012017777777777775,0.0039751111111111116,0.0,0.0,0.0,0.0,0.0008111999999999993,0.020279999999999996,0.032448,0.0107328,0.0,0.0,0.0,0.0,0.000312462222222222,0.007811555555555554,0.012498488888888888,0.004134115555555556,0.0,0.0,0.0,0.0,1.201777777777777e-05,0.0003004444444444444,0.000480711111111111,0.0001590044444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(7, 2)",0.0,0.0,0.0,0.0,0.0,4.807111111111111e-05,0.00031800888888888887,0.00032725333333333354,0.0,0.0,0.0,0.0,0.0,0.0006008888888888891,0.0039751111111111116,0.00409066666666667,0.0,0.0,0.0,0.0,0.0,0.0016224000000000006,0.0107328,0.011044800000000009,0.0,0.0,0.0,0.0,0.0,0.0006249244444444448,0.004134115555555557,0.004254293333333337,0.0,0.0,0.0,0.0,0.0,2.4035555555555565e-05,0.0001590044444444445,0.00016362666666666683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016362666666666664,0.0001590044444444444,2.4035555555555545e-05,0.0,0.0,0.0,0.0,0.0,0.004254293333333333,0.004134115555555555,0.0006249244444444441,0.0,0.0,0.0,0.0,0.0,0.011044799999999995,0.010732799999999995,0.0016223999999999987,0.0,0.0,0.0,0.0,0.0,0.004254293333333332,0.0041341155555555545,0.0006249244444444441,0.0,0.0,0.0,0.0,0.0,0.0001636266666666666,0.00015900444444444438,2.4035555555555538e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001590044444444444,0.0004807111111111111,0.0003004444444444443,1.2017777777777774e-05,0.0,0.0,0.0,0.0,0.004134115555555555,0.012498488888888888,0.007811555555555553,0.0003124622222222222,0.0,0.0,0.0,0.0,0.010732799999999995,0.032447999999999984,0.02027999999999999,0.0008111999999999996,0.0,0.0,0.0,0.0,0.0041341155555555545,0.01249848888888889,0.0078115555555555525,0.0003124622222222222,0.0,0.0,0.0,0.0,0.00015900444444444438,0.0004807111111111109,0.0003004444444444442,1.2017777777777774e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(2, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4035555555555545e-05,0.0003004444444444443,0.0008111999999999999,0.0003124622222222222,1.2017777777777776e-05,0.0,0.0,0.0,0.0006249244444444443,0.007811555555555553,0.021091199999999997,0.008124017777777777,0.0003124622222222222,0.0,0.0,0.0,0.0016223999999999987,0.02027999999999999,0.05475599999999997,0.021091199999999994,0.0008111999999999997,0.0,0.0,0.0,0.0006249244444444441,0.0078115555555555525,0.021091199999999994,0.008124017777777777,0.0003124622222222223,0.0,0.0,0.0,2.4035555555555538e-05,0.0003004444444444442,0.0008111999999999996,0.00031246222222222213,1.2017777777777774e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(3, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2017777777777776e-05,0.0003124622222222222,0.0008111999999999999,0.0003124622222222222,1.2017777777777772e-05,0.0,0.0,0.0,0.0003124622222222222,0.008124017777777777,0.021091199999999994,0.008124017777777777,0.00031246222222222213,0.0,0.0,0.0,0.0008111999999999996,0.021091199999999994,0.05475599999999998,0.021091199999999994,0.0008111999999999993,0.0,0.0,0.0,0.00031246222222222224,0.008124017777777777,0.021091199999999994,0.008124017777777777,0.0003124622222222221,0.0,0.0,0.0,1.2017777777777774e-05,0.00031246222222222213,0.0008111999999999996,0.0003124622222222221,1.2017777777777769e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(4, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2017777777777778e-05,0.0003124622222222222,0.0008111999999999999,0.00031246222222222224,1.201777777777777e-05,0.0,0.0,0.0,0.0003124622222222222,0.008124017777777777,0.021091199999999994,0.008124017777777775,0.000312462222222222,0.0,0.0,0.0,0.0008111999999999997,0.021091199999999994,0.05475599999999998,0.02109119999999999,0.0008111999999999993,0.0,0.0,0.0,0.0003124622222222223,0.008124017777777775,0.021091199999999994,0.008124017777777777,0.00031246222222222197,0.0,0.0,0.0,1.2017777777777774e-05,0.0003124622222222221,0.0008111999999999994,0.00031246222222222213,1.2017777777777766e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(5, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2017777777777772e-05,0.00031246222222222224,0.0008112,0.0003004444444444444,2.4035555555555565e-05,0.0,0.0,0.0,0.0003124622222222221,0.008124017777777775,0.021091199999999997,0.007811555555555554,0.0006249244444444448,0.0,0.0,0.0,0.0008111999999999993,0.02109119999999999,0.054755999999999985,0.02027999999999999,0.0016224000000000002,0.0,0.0,0.0,0.0003124622222222221,0.008124017777777777,0.021091199999999994,0.007811555555555555,0.0006249244444444448,0.0,0.0,0.0,1.2017777777777769e-05,0.00031246222222222213,0.0008111999999999999,0.0003004444444444444,2.403555555555556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(6, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2017777777777769e-05,0.0003004444444444444,0.000480711111111111,0.00015900444444444446,0.0,0.0,0.0,0.0,0.00031246222222222197,0.007811555555555554,0.012498488888888888,0.004134115555555557,0.0,0.0,0.0,0.0,0.0008111999999999993,0.02027999999999999,0.03244799999999999,0.0107328,0.0,0.0,0.0,0.0,0.00031246222222222197,0.007811555555555553,0.012498488888888888,0.004134115555555557,0.0,0.0,0.0,0.0,1.2017777777777766e-05,0.0003004444444444443,0.0004807111111111109,0.00015900444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(7, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4035555555555565e-05,0.0001590044444444445,0.0001636266666666668,0.0,0.0,0.0,0.0,0.0,0.0006249244444444448,0.004134115555555556,0.004254293333333337,0.0,0.0,0.0,0.0,0.0,0.0016224000000000002,0.0107328,0.011044800000000009,0.0,0.0,0.0,0.0,0.0,0.0006249244444444448,0.004134115555555557,0.0042542933333333385,0.0,0.0,0.0,0.0,0.0,2.403555555555556e-05,0.00015900444444444443,0.00016362666666666677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016362666666666666,0.00015900444444444443,2.4035555555555548e-05,0.0,0.0,0.0,0.0,0.0,0.004254293333333332,0.0041341155555555545,0.0006249244444444441,0.0,0.0,0.0,0.0,0.0,0.011044799999999994,0.010732799999999994,0.0016223999999999982,0.0,0.0,0.0,0.0,0.0,0.004254293333333333,0.004134115555555555,0.0006249244444444443,0.0,0.0,0.0,0.0,0.0,0.00016362666666666658,0.00015900444444444433,2.4035555555555525e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015900444444444443,0.0004807111111111111,0.0003004444444444443,1.2017777777777776e-05,0.0,0.0,0.0,0.0,0.0041341155555555545,0.01249848888888889,0.0078115555555555525,0.00031246222222222224,0.0,0.0,0.0,0.0,0.010732799999999994,0.03244799999999998,0.02027999999999999,0.0008111999999999996,0.0,0.0,0.0,0.0,0.004134115555555555,0.012498488888888886,0.0078115555555555525,0.0003124622222222222,0.0,0.0,0.0,0.0,0.00015900444444444435,0.0004807111111111108,0.00030044444444444416,1.201777777777777e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
