index,"(0, 0)","(1, 0)","(2, 0)","(3, 0)","(4, 0)","(5, 0)","(6, 0)","(7, 0)","(0, 1)","(1, 1)","(2, 1)","(3, 1)","(4, 1)","(5, 1)","(6, 1)","(7, 1)","(0, 2)","(1, 2)","(2, 2)","(3, 2)","(4, 2)","(5, 2)","(6, 2)","(7, 2)","(0, 3)","(1, 3)","(2, 3)","(3, 3)","(4, 3)","(5, 3)","(6, 3)","(7, 3)","(0, 4)","(1, 4)","(2, 4)","(3, 4)","(4, 4)","(5, 4)","(6, 4)","(7, 4)","(0, 5)","(1, 5)","(2, 5)","(3, 5)","(4, 5)","(5, 5)","(6, 5)","(7, 5)","(0, 6)","(1, 6)","(2, 6)","(3, 6)","(4, 6)","(5, 6)","(6, 6)","(7, 6)","(0, 7)","(1, 7)","(2, 7)","(3, 7)","(4, 7)","(5, 7)","(6, 7)","(7, 7)"
"(2, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4035555555555548e-05,0.0003004444444444443,0.0008111999999999999,0.0003124622222222222,1.2017777777777776e-05,0.0,0.0,0.0,0.0006249244444444441,0.0078115555555555525,0.021091199999999994,0.008124017777777777,0.0003124622222222223,0.0,0.0,0.0,0.0016223999999999982,0.02027999999999999,0.054755999999999964,0.02109119999999999,0.0008111999999999998,0.0,0.0,0.0,0.0006249244444444441,0.007811555555555553,0.02109119999999999,0.008124017777777777,0.00031246222222222224,0.0,0.0,0.0,2.4035555555555528e-05,0.00030044444444444416,0.0008111999999999993,0.000312462222222222,1.201777777777777e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(3, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2017777777777776e-05,0.0003124622222222222,0.0008111999999999999,0.0003124622222222222,1.2017777777777774e-05,0.0,0.0,0.0,0.0003124622222222222,0.008124017777777777,0.021091199999999994,0.008124017777777775,0.0003124622222222221,0.0,0.0,0.0,0.0008111999999999996,0.02109119999999999,0.05475599999999997,0.02109119999999999,0.0008111999999999991,0.0,0.0,0.0,0.00031246222222222224,0.008124017777777777,0.0210912,0.008124017777777777,0.0003124622222222221,0.0,0.0,0.0,1.201777777777777e-05,0.000312462222222222,0.0008111999999999993,0.000312462222222222,1.2017777777777764e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(4, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2017777777777776e-05,0.00031246222222222224,0.0008111999999999998,0.00031246222222222224,1.201777777777777e-05,0.0,0.0,0.0,0.0003124622222222223,0.008124017777777777,0.021091199999999994,0.008124017777777777,0.00031246222222222197,0.0,0.0,0.0,0.0008111999999999998,0.02109119999999999,0.05475599999999997,0.021091199999999987,0.0008111999999999991,0.0,0.0,0.0,0.00031246222222222224,0.008124017777777777,0.02109119999999999,0.008124017777777775,0.000312462222222222,0.0,0.0,0.0,1.201777777777777e-05,0.00031246222222222197,0.0008111999999999993,0.000312462222222222,1.2017777777777762e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(5, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2017777777777774e-05,0.00031246222222222224,0.0008112000000000001,0.0003004444444444444,2.4035555555555565e-05,0.0,0.0,0.0,0.0003124622222222221,0.008124017777777777,0.021091199999999994,0.007811555555555553,0.0006249244444444448,0.0,0.0,0.0,0.0008111999999999991,0.021091199999999987,0.05475599999999998,0.020279999999999986,0.0016224,0.0,0.0,0.0,0.00031246222222222213,0.008124017777777775,0.0210912,0.007811555555555556,0.0006249244444444447,0.0,0.0,0.0,1.2017777777777762e-05,0.000312462222222222,0.0008111999999999993,0.0003004444444444442,2.4035555555555548e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(6, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.201777777777777e-05,0.00030044444444444443,0.000480711111111111,0.0001590044444444445,0.0,0.0,0.0,0.0,0.00031246222222222197,0.007811555555555555,0.012498488888888888,0.004134115555555557,0.0,0.0,0.0,0.0,0.0008111999999999991,0.020279999999999986,0.032447999999999984,0.010732799999999999,0.0,0.0,0.0,0.0,0.000312462222222222,0.007811555555555556,0.012498488888888888,0.004134115555555556,0.0,0.0,0.0,0.0,1.2017777777777762e-05,0.0003004444444444442,0.0004807111111111108,0.0001590044444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(7, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.403555555555557e-05,0.0001590044444444445,0.00016362666666666683,0.0,0.0,0.0,0.0,0.0,0.0006249244444444448,0.004134115555555557,0.0042542933333333385,0.0,0.0,0.0,0.0,0.0,0.0016224,0.010732799999999999,0.011044800000000007,0.0,0.0,0.0,0.0,0.0,0.0006249244444444447,0.004134115555555556,0.004254293333333337,0.0,0.0,0.0,0.0,0.0,2.4035555555555548e-05,0.00015900444444444438,0.00016362666666666674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(0, 5)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001636266666666666,0.00015900444444444438,2.4035555555555538e-05,0.0,0.0,0.0,0.0,0.0,0.004254293333333333,0.004134115555555555,0.0006249244444444441,0.0,0.0,0.0,0.0,0.0,0.011044799999999999,0.010732799999999999,0.001622399999999999,0.0,0.0,0.0,0.0,0.0,0.004090666666666667,0.0039751111111111116,0.0006008888888888887,0.0,0.0,0.0,0.0,0.0,0.00032725333333333343,0.000318008888888889,4.807111111111112e-05,0.0,0.0,0.0,0.0,0.0
"(1, 5)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015900444444444438,0.0004807111111111109,0.0003004444444444442,1.2017777777777774e-05,0.0,0.0,0.0,0.0,0.004134115555555555,0.012498488888888886,0.007811555555555553,0.00031246222222222224,0.0,0.0,0.0,0.0,0.010732799999999999,0.032448000000000005,0.020279999999999992,0.0008111999999999999,0.0,0.0,0.0,0.0,0.0039751111111111116,0.012017777777777777,0.007511111111111108,0.00030044444444444443,0.0,0.0,0.0,0.0,0.000318008888888889,0.0009614222222222229,0.0006008888888888891,2.403555555555557e-05,0.0,0.0,0.0,0.0
"(2, 5)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4035555555555538e-05,0.0003004444444444442,0.0008111999999999996,0.00031246222222222213,1.2017777777777774e-05,0.0,0.0,0.0,0.0006249244444444443,0.0078115555555555525,0.02109119999999999,0.008124017777777777,0.00031246222222222224,0.0,0.0,0.0,0.001622399999999999,0.020279999999999992,0.054755999999999985,0.021091199999999997,0.0008112000000000001,0.0,0.0,0.0,0.0006008888888888887,0.007511111111111108,0.020279999999999996,0.007811555555555554,0.0003004444444444444,0.0,0.0,0.0,4.807111111111111e-05,0.0006008888888888891,0.0016224000000000008,0.0006249244444444448,2.403555555555557e-05,0.0,0.0,0.0
"(3, 5)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2017777777777774e-05,0.00031246222222222213,0.0008111999999999996,0.0003124622222222221,1.2017777777777769e-05,0.0,0.0,0.0,0.0003124622222222222,0.008124017777777777,0.0210912,0.008124017777777777,0.00031246222222222213,0.0,0.0,0.0,0.0008111999999999999,0.021091199999999997,0.054755999999999985,0.021091199999999997,0.0008111999999999996,0.0,0.0,0.0,0.0003004444444444444,0.007811555555555554,0.020279999999999996,0.007811555555555557,0.0003004444444444443,0.0,0.0,0.0,2.403555555555557e-05,0.0006249244444444447,0.0016224000000000002,0.0006249244444444448,2.4035555555555555e-05,0.0,0.0
"(4, 5)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2017777777777774e-05,0.0003124622222222221,0.0008111999999999994,0.00031246222222222213,1.2017777777777766e-05,0.0,0.0,0.0,0.00031246222222222224,0.008124017777777777,0.02109119999999999,0.008124017777777775,0.000312462222222222,0.0,0.0,0.0,0.0008112000000000001,0.021091199999999997,0.05475599999999998,0.021091199999999994,0.0008111999999999993,0.0,0.0,0.0,0.00030044444444444443,0.007811555555555553,0.020279999999999992,0.007811555555555556,0.0003004444444444443,0.0,0.0,0.0,2.403555555555557e-05,0.0006249244444444448,0.0016224000000000006,0.0006249244444444447,2.403555555555555e-05,0.0
"(5, 5)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2017777777777769e-05,0.00031246222222222213,0.0008111999999999999,0.0003004444444444443,2.403555555555556e-05,0.0,0.0,0.0,0.0003124622222222221,0.008124017777777775,0.0210912,0.007811555555555556,0.0006249244444444447,0.0,0.0,0.0,0.0008111999999999996,0.021091199999999994,0.05475599999999999,0.02028,0.0016224000000000008,0.0,0.0,0.0,0.0003004444444444443,0.007811555555555556,0.020279999999999996,0.00751111111111111,0.0006008888888888892,0.0,0.0,0.0,2.403555555555556e-05,0.0006249244444444447,0.0016224000000000008,0.0006008888888888892,4.807111111111116e-05
"(6, 5)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2017777777777766e-05,0.0003004444444444444,0.0004807111111111109,0.00015900444444444443,0.0,0.0,0.0,0.0,0.000312462222222222,0.007811555555555556,0.012498488888888888,0.004134115555555556,0.0,0.0,0.0,0.0,0.0008111999999999993,0.02028,0.032448,0.010732800000000002,0.0,0.0,0.0,0.0,0.00030044444444444427,0.007511111111111109,0.012017777777777778,0.003975111111111112,0.0,0.0,0.0,0.0,2.403555555555555e-05,0.0006008888888888892,0.0009614222222222226,0.00031800888888888914
"(7, 5)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.403555555555556e-05,0.00015900444444444443,0.00016362666666666677,0.0,0.0,0.0,0.0,0.0,0.0006249244444444447,0.004134115555555556,0.004254293333333337,0.0,0.0,0.0,0.0,0.0,0.0016224000000000008,0.010732800000000002,0.011044800000000013,0.0,0.0,0.0,0.0,0.0,0.0006008888888888892,0.003975111111111112,0.00409066666666667,0.0,0.0,0.0,0.0,0.0,4.8071111111111164e-05,0.00031800888888888914,0.00032725333333333376
"(0, 6)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016362666666666658,0.00015900444444444435,2.4035555555555528e-05,0.0,0.0,0.0,0.0,0.0,0.004090666666666667,0.0039751111111111116,0.0006008888888888887,0.0,0.0,0.0,0.0,0.0,0.006545066666666667,0.006360177777777778,0.0009614222222222218,0.0,0.0,0.0,0.0,0.0,0.002164906666666667,0.0021037511111111113,0.0003180088888888888,0.0,0.0,0.0,0.0,0.0
"(1, 6)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015900444444444433,0.0004807111111111108,0.00030044444444444416,1.201777777777777e-05,0.0,0.0,0.0,0.0,0.0039751111111111116,0.012017777777777777,0.007511111111111108,0.0003004444444444444,0.0,0.0,0.0,0.0,0.006360177777777778,0.019228444444444447,0.012017777777777777,0.00048071111111111113,0.0,0.0,0.0,0.0,0.0021037511111111113,0.0063601777777777795,0.0039751111111111116,0.00015900444444444446,0.0,0.0,0.0,0.0
"(2, 6)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4035555555555525e-05,0.00030044444444444416,0.0008111999999999993,0.000312462222222222,1.201777777777777e-05,0.0,0.0,0.0,0.0006008888888888887,0.007511111111111108,0.020279999999999996,0.007811555555555554,0.00030044444444444443,0.0,0.0,0.0,0.0009614222222222218,0.012017777777777777,0.032448,0.01249848888888889,0.00048071111111111113,0.0,0.0,0.0,0.00031800888888888887,0.0039751111111111116,0.0107328,0.004134115555555556,0.0001590044444444445,0.0,0.0,0.0
"(3, 6)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.201777777777777e-05,0.000312462222222222,0.0008111999999999993,0.00031246222222222197,1.2017777777777762e-05,0.0,0.0,0.0,0.00030044444444444443,0.007811555555555554,0.020279999999999996,0.007811555555555553,0.0003004444444444443,0.0,0.0,0.0,0.00048071111111111113,0.01249848888888889,0.032448,0.012498488888888888,0.0004807111111111109,0.0,0.0,0.0,0.0001590044444444445,0.004134115555555556,0.0107328,0.004134115555555556,0.00015900444444444443,0.0,0.0
"(4, 6)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.201777777777777e-05,0.000312462222222222,0.0008111999999999993,0.000312462222222222,1.2017777777777762e-05,0.0,0.0,0.0,0.0003004444444444444,0.007811555555555557,0.020279999999999992,0.007811555555555556,0.00030044444444444427,0.0,0.0,0.0,0.00048071111111111113,0.012498488888888888,0.03244799999999999,0.01249848888888889,0.0004807111111111108,0.0,0.0,0.0,0.00015900444444444452,0.004134115555555557,0.0107328,0.004134115555555556,0.00015900444444444438,0.0
"(5, 6)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2017777777777764e-05,0.000312462222222222,0.0008111999999999993,0.0003004444444444442,2.4035555555555548e-05,0.0,0.0,0.0,0.0003004444444444443,0.007811555555555556,0.020279999999999996,0.007511111111111109,0.0006008888888888892,0.0,0.0,0.0,0.0004807111111111109,0.01249848888888889,0.032448,0.012017777777777778,0.0009614222222222226,0.0,0.0,0.0,0.0001590044444444444,0.004134115555555556,0.0107328,0.003975111111111112,0.0003180088888888891
"(6, 6)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2017777777777762e-05,0.0003004444444444442,0.0004807111111111108,0.00015900444444444438,0.0,0.0,0.0,0.0,0.0003004444444444443,0.00751111111111111,0.012017777777777778,0.003975111111111112,0.0,0.0,0.0,0.0,0.0004807111111111108,0.012017777777777778,0.019228444444444444,0.00636017777777778,0.0,0.0,0.0,0.0,0.0001590044444444444,0.003975111111111112,0.006360177777777779,0.0021037511111111126
"(7, 6)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4035555555555548e-05,0.0001590044444444444,0.00016362666666666674,0.0,0.0,0.0,0.0,0.0,0.0006008888888888892,0.003975111111111112,0.00409066666666667,0.0,0.0,0.0,0.0,0.0,0.0009614222222222226,0.00636017777777778,0.006545066666666674,0.0,0.0,0.0,0.0,0.0,0.00031800888888888914,0.0021037511111111126,0.0021649066666666696
"(0, 7)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032725333333333343,0.000318008888888889,4.807111111111111e-05,0.0,0.0,0.0,0.0,0.0,0.002164906666666667,0.0021037511111111113,0.00031800888888888887,0.0,0.0,0.0,0.0,0.0,0.0022278400000000013,0.0021649066666666683,0.0003272533333333335,0.0,0.0,0.0,0.0,0.0
"(1, 7)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000318008888888889,0.0009614222222222229,0.0006008888888888891,2.403555555555557e-05,0.0,0.0,0.0,0.0,0.0021037511111111113,0.0063601777777777795,0.0039751111111111116,0.0001590044444444445,0.0,0.0,0.0,0.0,0.0021649066666666683,0.006545066666666674,0.00409066666666667,0.00016362666666666683,0.0,0.0,0.0,0.0
"(2, 7)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.807111111111112e-05,0.0006008888888888891,0.0016224000000000008,0.0006249244444444447,2.403555555555557e-05,0.0,0.0,0.0,0.0003180088888888888,0.0039751111111111116,0.0107328,0.004134115555555556,0.00015900444444444452,0.0,0.0,0.0,0.0003272533333333335,0.00409066666666667,0.011044800000000009,0.004254293333333337,0.00016362666666666683,0.0,0.0,0.0
"(3, 7)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.403555555555557e-05,0.0006249244444444448,0.0016224000000000002,0.0006249244444444448,2.403555555555556e-05,0.0,0.0,0.0,0.00015900444444444446,0.004134115555555556,0.0107328,0.004134115555555557,0.0001590044444444444,0.0,0.0,0.0,0.00016362666666666683,0.004254293333333337,0.011044800000000007,0.004254293333333337,0.00016362666666666677,0.0,0.0
"(4, 7)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.403555555555557e-05,0.0006249244444444448,0.0016224000000000006,0.0006249244444444447,2.403555555555555e-05,0.0,0.0,0.0,0.0001590044444444445,0.004134115555555556,0.0107328,0.004134115555555556,0.0001590044444444444,0.0,0.0,0.0,0.00016362666666666683,0.004254293333333337,0.011044800000000007,0.004254293333333337,0.00016362666666666674,0.0
"(5, 7)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4035555555555555e-05,0.0006249244444444447,0.0016224000000000008,0.0006008888888888892,4.8071111111111164e-05,0.0,0.0,0.0,0.00015900444444444443,0.004134115555555556,0.0107328,0.003975111111111112,0.00031800888888888914,0.0,0.0,0.0,0.00016362666666666677,0.004254293333333337,0.011044800000000013,0.00409066666666667,0.0003272533333333338
"(6, 7)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.403555555555555e-05,0.0006008888888888892,0.0009614222222222226,0.00031800888888888914,0.0,0.0,0.0,0.0,0.00015900444444444438,0.003975111111111112,0.006360177777777779,0.0021037511111111126,0.0,0.0,0.0,0.0,0.00016362666666666674,0.00409066666666667,0.006545066666666673,0.0021649066666666696
"(7, 7)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.807111111111116e-05,0.00031800888888888914,0.00032725333333333376,0.0,0.0,0.0,0.0,0.0,0.0003180088888888891,0.0021037511111111126,0.0021649066666666696,0.0,0.0,0.0,0.0,0.0,0.0003272533333333338,0.0021649066666666696,0.002227840000000004
