index,x,value
"(-1.5, -1.5)","(-1.5, -1.5)",(2.7394315291794675-1.4083884189722184j)
"(-1.4318181818181819, -1.5)","(-1.4318181818181819, -1.5)",(1.5786073867758208-2.9893702553192116j)
"(-1.3636363636363638, -1.5)","(-1.3636363636363638, -1.5)",(0.3153762543387295-4.767862238905379j)
"(-1.2954545454545454, -1.5)","(-1.2954545454545454, -1.5)",(-3.858468282745468-3.34274292127098j)
"(-1.2272727272727273, -1.5)","(-1.2272727272727273, -1.5)",(-5.222103647121248-0.5598874971059492j)
"(-1.1590909090909092, -1.5)","(-1.1590909090909092, -1.5)",(-4.719204777328012+4.687744437828875j)
"(-1.0909090909090908, -1.5)","(-1.0909090909090908, -1.5)",(-0.08757315579147762+8.2958738170553j)
"(-1.0227272727272727, -1.5)","(-1.0227272727272727, -1.5)",(4.53350514399923+6.055101604485578j)
"(-0.9545454545454546, -1.5)","(-0.9545454545454546, -1.5)",(7.370855156779714+0.37430592323850453j)
"(-0.8863636363636365, -1.5)","(-0.8863636363636365, -1.5)",(6.259425566348147-3.5663387049462365j)
"(-0.8181818181818182, -1.5)","(-0.8181818181818182, -1.5)",(0.7565994071055409-3.2761132706774134j)
"(-0.75, -1.5)","(-0.75, -1.5)",(-1.75098863996285-1.5838728639744628j)
"(-0.6818181818181819, -1.5)","(-0.6818181818181819, -1.5)",(-0.46894903887393846+0.8171726366735166j)
"(-0.6136363636363638, -1.5)","(-0.6136363636363638, -1.5)",(1.769523540004828+0.46613908624483724j)
"(-0.5454545454545455, -1.5)","(-0.5454545454545455, -1.5)",(4.533338401457929-0.3370601396633567j)
"(-0.4772727272727273, -1.5)","(-0.4772727272727273, -1.5)",(6.003462447497498-3.3048671954053113j)
"(-0.40909090909090917, -1.5)","(-0.40909090909090917, -1.5)",(2.4885371253144863-4.573862612908379j)
"(-0.34090909090909105, -1.5)","(-0.34090909090909105, -1.5)",(1.8055894260690917-4.455913713794651j)
"(-0.27272727272727293, -1.5)","(-0.27272727272727293, -1.5)",(0.8904289229979025-1.066911877627325j)
"(-0.20454545454545459, -1.5)","(-0.20454545454545459, -1.5)",(5.000190564437101+1.3275851648143182j)
"(-0.13636363636363646, -1.5)","(-0.13636363636363646, -1.5)",(6.577210508275451+2.142192801397335j)
"(-0.06818181818181834, -1.5)","(-0.06818181818181834, -1.5)",(11.294463673164733+4.786735022818613j)
"(0.0, -1.5)","(0.0, -1.5)",(11.021841124270878+4.759154885488872j)
"(0.06818181818181812, -1.5)","(0.06818181818181812, -1.5)",(12.401152928704214+4.945813709114786j)
"(0.13636363636363624, -1.5)","(0.13636363636363624, -1.5)",(10.702214381826105+6.492394106143443j)
"(0.20454545454545436, -1.5)","(0.20454545454545436, -1.5)",(7.774378942577458+5.476824183299779j)
"(0.2727272727272725, -1.5)","(0.2727272727272725, -1.5)",(5.273036171016266+3.9766949708368067j)
"(0.34090909090909083, -1.5)","(0.34090909090909083, -1.5)",(3.0112143902968285+1.5031678937508308j)
