index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)","(18,)","(19,)","(20,)","(21,)","(22,)","(23,)","(24,)","(25,)","(26,)","(27,)","(28,)","(29,)","(30,)","(31,)","(32,)","(33,)","(34,)","(35,)","(36,)","(37,)","(38,)","(39,)","(40,)","(41,)","(42,)","(43,)","(44,)","(45,)","(46,)","(47,)","(48,)","(49,)","(50,)","(51,)","(52,)","(53,)","(54,)","(55,)","(56,)","(57,)","(58,)","(59,)","(60,)","(61,)","(62,)","(63,)","(64,)","(65,)","(66,)","(67,)","(68,)","(69,)","(70,)","(71,)","(72,)","(73,)","(74,)","(75,)","(76,)","(77,)","(78,)","(79,)","(80,)","(81,)","(82,)","(83,)","(84,)","(85,)","(86,)","(87,)","(88,)","(89,)","(90,)","(91,)","(92,)","(93,)","(94,)","(95,)","(96,)","(97,)","(98,)","(99,)"
"(0,)",(3.915222279253682e-06+3.461467306238885e-06j),(5.81190265515641e-06+1.0089339207532442e-05j),(4.833813226549525e-07+2.7415153781127095e-05j),(-1.061861497362372e-05+1.706042720394813e-05j),(-3.0816691905843815e-05+1.504522350436076e-05j),(-3.0356146191690557e-05-1.4697672838641946e-06j),(-2.989402906432127e-05-2.0599636078751638e-05j),(-1.5069892080267628e-05-3.014691689724497e-05j),(2.8346571501777125e-06-4.987889833494841e-05j),(1.858196857079081e-05-3.271644784601624e-05j),(6.670394130324346e-05-4.049685021399678e-05j),(8.092231288646951e-05-3.003395888421637e-06j),(5.554019427160863e-05+2.9872780497268718e-05j),(4.545105057088068e-05+7.397932072233643e-05j),(-2.1846860136187906e-06+7.083465638837544e-05j),(-4.7404096903571974e-05+8.670088404405304e-05j),(-8.813143415067079e-05+5.7401685846556104e-05j),(-7.304392993938754e-05-4.584858391982229e-06j),(-8.291380633631755e-05-4.4659911679784726e-05j),(-5.447775201302867e-05-8.377100654780834e-05j),(-7.394624142840249e-06-8.238592841331855e-05j),(4.9844660952135965e-05-0.00010735175999422721j),(5.96744713585988e-05-3.1560769395694795e-05j),(0.00011177018038454947-5.301855275322268e-06j),(6.147400598734268e-05+3.0788041332025385e-05j),(4.837629642422123e-05+7.830143241297651e-05j),(1.2746563033947252e-05+0.00011268040491010908j),(-5.481500901781614e-05+0.00012058681654264697j),(-9.364183237543189e-05+5.764338487481674e-05j),(-8.490958460362035e-05+4.192378741742804e-05j),(-7.503537913348225e-05+5.5137573414993653e-05j),(-7.471615651985253e-05+0.00010476864612082957j),(-2.9896984984500982e-05+9.58139296821871e-05j),(1.3810002373095026e-06+8.116882200822784e-05j),(2.6204833319508004e-05+6.876851282815713e-05j),(5.371472211517891e-05+6.838060627675213e-05j),(5.332688879517617e-05+3.8743590591946026e-05j),(9.46486916079667e-05+4.4113034882773234e-05j),(6.770194729513034e-05+3.1323966324077883e-06j),(5.9985025968735594e-05-7.312894678594311e-06j),(9.492212559831069e-05-4.027042247690278e-05j),(8.95604460361375e-05-4.812162364661992e-05j),(6.418698911642482e-05-5.1331498548810986e-05j),(5.5500932584214355e-05-7.248446542000785e-05j),(5.8245646656138964e-05-0.00010081061814972727j),(3.0718051207446364e-05-6.96855635808711e-05j),(3.283532472875406e-05-8.188863092692107e-05j),(2.9888806017621542e-05-0.00010750134883874915j),(1.4310785295979974e-05-6.121762859714739e-05j),(2.2385603584879024e-05-8.207023164984205e-05j),(2.0849825278093615e-05-7.819549226625672e-05j),(2.2392987962144435e-05-8.971323841459907e-05j),(2.1979889599042218e-05-6.272870091470906e-05j),(3.904983597341554e-05-7.90284744167558e-05j),(4.978307128593902e-05-7.973308180867964e-05j),(6.0499191844563935e-05-7.019968683825807e-05j),(4.2714392631052655e-05-3.780371977278254e-05j),(7.942466767035558e-05-4.866277640232533e-05j),(0.0001102293802965456-4.529578797266851e-05j),(6.727242023128943e-05-9.937621963971326e-06j),(8.513980094639535e-05+7.915844510497825e-06j),(0.00011713107877606664+4.303858834875298e-05j),(9.743393428431635e-05+6.888175359720837e-05j),(7.739584834524742e-05+9.40947269282129e-05j),(5.1757984304351804e-05+0.00012727471237778353j),(6.170647662691465e-06+0.00012943759301308939j),(-2.5424178681423985e-05+9.648805819877672e-05j),(-4.547352435148937e-05+6.203139015512386e-05j),(-8.433064826177927e-05+5.988659304466307e-05j),(-7.97496861840593e-05+1.9016060733386536e-05j),(-0.00013535419178431422+1.1625433122443275e-05j),(-0.00012026500965554751+5.989589939804656e-05j),(-7.09555331218753e-05+0.00011759117326890463j),(2.1434991687213174e-06+7.492195549449782e-05j),(4.980037245319985e-05+9.156247751096884e-05j),(8.056015941602126e-05+5.1904083935980775e-05j),(9.624707623572749e-05+3.870374334530841e-06j),(8.145922578834007e-05-4.254762805198826e-05j),(4.571591576496715e-05-7.312210323836967e-05j),(5.607086455746522e-06-8.112135613876767e-05j),(-3.589981204879117e-05-7.733205540321375e-05j),(-6.304912050957195e-05-4.470932423461961e-05j),(-7.308586114689648e-05-7.658002459284617e-06j),(-8.649860012779983e-05+3.937847879670682e-05j),(-5.5783601621657174e-05+7.713348783160832e-05j),(-1.2168583090645687e-05+9.25304633603739e-05j),(2.3891918542443308e-05+6.039978857917096e-05j),(3.8138907545644524e-05+2.7947706003782666e-05j),(6.128765867451849e-05+8.855543352717258e-06j),(5.679466788875373e-05-2.2578676026700446e-05j),(2.7103674732469917e-05-3.799936923969922e-05j),(9.947162037999991e-06-7.287734666396083e-05j),(-1.5258531609102447e-05-3.4910730702251584e-05j),(-2.481085628378067e-05-1.8554083021458956e-05j),(-2.8684450879999384e-05-4.138035258969492e-06j),(-4.721957552692896e-05+1.703914468272189e-05j),(-2.1691218165441756e-05+2.684119073734139e-05j),(-2.6790166801872354e-06+1.7487811052045813e-05j),(5.169417887536988e-06+1.9120858491773187e-05j),(4.327793261699859e-06+5.4032607206945546e-06j)
"(1,)",(5.81190265515641e-06+1.0089339207532444e-05j),(1.566993715535549e-05+2.205516220158002e-05j),(3.7386710133300532e-06+3.160144556923161e-05j),(-1.5735729842187538e-05+4.3240077435491897e-05j),(-3.996597174732822e-05+3.456837030410682e-05j),(-6.230679478075488e-05+1.0207474532345587e-05j),(-7.095148524053119e-05-2.274195415110837e-05j),(-4.709590162289677e-05-5.8470133506133145e-05j),(-1.6766865063038924e-05-8.764061044195001e-05j),(2.9507908556874548e-05-8.726148775232813e-05j),(6.084703523286133e-05-4.882173117703991e-05j),(8.766037607213902e-05-1.265791714430152e-05j),(0.00011232059153555004+3.438542304397984e-05j),(6.81440767543395e-05+8.163054280726432e-05j),(2.0763822639985497e-05+0.00011798128722287829j),(-3.933619352648507e-05+0.00010300236597491114j),(-9.297967167322101e-05+9.257747504638873e-05j),(-0.0001182595749781661+2.04933342631584e-05j),(-0.00010252044777826282-3.700718751632324e-05j),(-8.713792224280883e-05-9.014146960233204e-05j),(-2.958189607700341e-05-0.00013482587284150733j),(3.933167181448953e-05-0.00013485400488731517j),(0.00010371571125149525-9.673016110766138e-05j),(0.00012577724398113397-2.9362725981592917e-05j),(0.00014108160440073816+3.936813954549722e-05j),(9.26929915110731e-05+8.99950604972722e-05j),(3.744672010253436e-05+0.00014586085802644738j),(-3.787608544324878e-05+0.0001572999319993634j),(-0.00012104023935126088+0.0001313046218188077j),(-0.00013722316791563404+8.95934295234333e-05j),(-0.00010890003304488241+0.00011602168954781526j),(-5.9115347364766514e-05+0.00014049013502719857j),(-1.5113426586335403e-05+0.00015694978967911228j),(3.5851052556608736e-05+0.00014757565175095013j),(7.366952380301236e-05+0.000124589986701073j),(0.00012022485143941663+0.00010104017886177714j),(0.00011594975473733026+5.475683294322363e-05j),(0.00016110719221652085+2.0644648357815814e-05j),(0.00017097391979459733-1.9409074224421528e-05j),(0.00013822698579724947-5.0731703982784975e-05j),(0.00010760561439391488-6.0438744122559814e-05j),(9.922849654477306e-05-9.328782975931909e-05j),(9.370321073689866e-05-0.0001229111582194607j),(5.940113858914604e-05-0.00010806198659738466j),(4.8645774244428335e-05-0.00012544146212360808j),(3.412432817231224e-05-0.0001424894842492262j),(2.2801317412620758e-05-0.0001319429060342703j),(1.6056026247120217e-05-0.0001368423544943266j),(8.185195262072967e-06-0.00012201825343390502j),(1.1163330621439106e-05-0.00014578869882476064j),(1.4326155343262857e-05-0.0001215401176761799j),(2.0702325799132504e-05-0.00013690476338910996j),(3.0907035321333715e-05-0.00014993648279601037j),(4.619690122642132e-05-0.0001563718026662723j),(6.595973368697528e-05-0.00014232403800033052j),(8.754551988323992e-05-0.00013485574451993916j),(0.00010619831345632386-0.00011397211072605461j),(0.000125007122097002-9.370108756925384e-05j),(0.0001413710027088809-6.601460953399477e-05j),(0.00015471945030501427-3.22826233681785e-05j),(0.00016028099475735012+5.6526181510464515e-06j),(0.00014088314494822274+4.706681873120122e-05j),(0.00012627969979467748+8.507314410750423e-05j),(9.918060186225755e-05+0.00012031699942446524j),(6.213725231110488e-05+0.00015508274939357727j),(8.656175095781845e-06+0.0001493399037759282j),(-4.105834540130321e-05+0.00014723545379351558j),(-0.00010164334992535524+0.00014432092803306527j),(-0.00012666656550559436+8.334792889842233e-05j),(-0.0001635226862803291+3.876184551218836e-05j),(-0.00017170493735271683+2.5635606108044662e-05j),(-0.00014248023144271664+8.571855888707085e-05j),(-8.310536896962506e-05+0.00014446287868421248j),(-5.235207505960978e-06+0.00017789965663022263j),(7.981035377649609e-05+0.00013790917152001344j),(0.00012284222528784064+7.540180595881702e-05j),(0.0001502789370199818+9.080371308297852e-06j),(0.00012144310428138311-6.366983545643449e-05j),(8.191176954670245e-05-0.00012165100899098568j),(9.355985896228501e-06-0.00015098309182786951j),(-5.9511077869816484e-05-0.00011812671466250219j),(-9.451955903902896e-05-6.29964690745689e-05j),(-0.00012707733054854775-1.2315472699500998e-05j),(-0.00011549221287144962+5.37514966543327e-05j),(-7.277400153760569e-05+0.00010398709655570301j),(-1.0176519166163712e-05+0.00011910289257845651j),(3.94653448558016e-05+9.518296069719982e-05j),(9.668706534083108e-05+6.50335284593747e-05j),(0.00010875186954505266+1.3991103416888258e-05j),(9.286025377220644e-05-4.0823397513652846e-05j),(5.501936053905926e-05-6.994642249272135e-05j),(9.825928824722828e-06-8.221410681749424e-05j),(-3.124270109660446e-05-7.652733183678047e-05j),(-5.372122382639901e-05-4.208357151476299e-05j),(-6.286262925630534e-05-1.0188583800492976e-05j),(-5.542229370394705e-05+1.9813896407344927e-05j),(-3.075529090727778e-05+3.657315024852822e-05j),(-1.0487787868903107e-05+4.305286839506569e-05j),(6.139005644642018e-06+3.3429800878813755e-05j),(5.026551523442974e-06+1.2630180841408732e-05j)
"(2,)",(4.833813226549525e-07+2.7415153781127095e-05j),(3.7386710133300532e-06+3.160144556923161e-05j),(7.558396976007891e-06+1.1952296961422925e-05j),(2.7042023530531185e-06+1.6651617689384566e-05j),(-9.577357289612496e-06+2.4902073507541023e-05j),(-2.5965174596382995e-05+1.9479226294978136e-05j),(-3.52268708741284e-05+4.71147066065789e-06j),(-4.267153269048839e-05-1.2316365662504406e-05j),(-3.0995819459676274e-05-3.863350251983646e-05j),(-1.2529830387944981e-05-5.88891216362968e-05j),(1.875553967930502e-05-6.220256435166363e-05j),(4.873737853100337e-05-4.0914566139474386e-05j),(5.611883828472846e-05-1.0728631142610559e-05j),(7.654903808584069e-05+1.8522902432537463e-05j),(4.829718821584638e-05+4.93655129501396e-05j),(1.6299493565284096e-05+7.73756814594965e-05j),(-2.2445154715608e-05+8.723081753769966e-05j),(-6.003320449324651e-05+5.720735922259839e-05j),(-7.482688504132341e-05+1.3541700501027257e-05j),(-8.812910415750448e-05-2.0490591411449827e-05j),(-5.797668811633983e-05-5.527658749753673e-05j),(-2.3720782517857535e-05-8.442759736913466e-05j),(2.5718678275467198e-05-9.57183324947218e-05j),(6.488766340969787e-05-6.013975705198423e-05j),(9.680944975984033e-05-2.780111472235183e-05j),(0.00010114566320431125+2.7218960079306603e-05j),(8.359729722653232e-05+7.41472248847504e-05j),(3.077015851221494e-05+9.921014402248095e-05j),(-2.4910954618294407e-05+0.00011349331627622222j),(-4.174647352210337e-05+0.00010287073797663173j),(-1.4225849848503965e-05+0.00011541061294809443j),(1.8958868316866777e-05+0.0001076333072167349j),(4.3563726883320525e-05+8.418044085309242e-05j),(7.781721519603373e-05+7.054294028907984e-05j),(8.099635942651663e-05+3.4103668761663006e-05j),(9.963204928627393e-05+1.6960196814193564e-05j),(0.00010059470673158682-1.6204168641010542e-05j),(9.86660974560087e-05-4.781498326092832e-05j),(8.725527701000974e-05-6.834172138780968e-05j),(6.293397840814696e-05-7.64810004191452e-05j),(4.508189745729856e-05-9.269649987770651e-05j),(2.5490589947885812e-05-8.708874972136297e-05j),(7.426092339954335e-06-9.646262893864187e-05j),(-7.095462341317067e-06-0.00010009640071951333j),(-1.539792042871621e-05-9.454967378074942e-05j),(-1.900232953485274e-05-8.327734102174815e-05j),(-2.3423154852350427e-05-8.395390208196983e-05j),(-2.5526862507006614e-05-7.974856814068543e-05j),(-3.0053281967049287e-05-8.876043777219025e-05j),(-2.7805849563323298e-05-8.169178327812772e-05j),(-2.5833908148306716e-05-9.506652197992414e-05j),(-2.5257395147038492e-05-0.00010285671285012624j),(-1.1432107822444515e-05-9.02653206947469e-05j),(-7.814589335641392e-07-9.486303529255875e-05j),(1.629800143255271e-05-0.00010337088465396884j),(3.05910031754288e-05-8.388276491089106e-05j),(5.185753248234349e-05-8.855417954043743e-05j),(6.464056957016865e-05-6.966054630276642e-05j),(9.181781908023576e-05-6.297412875653143e-05j),(9.558541212772611e-05-3.474157222529914e-05j),(0.00010548200861874678-7.974324917354588e-06j),(0.00011085775496246924+2.3760920556253448e-05j),(8.379341204922937e-05+4.8657813689235096e-05j),(7.194200931688103e-05+8.051324007938822e-05j),(4.4386524338975e-05+0.0001005191008440049j),(8.758815930369045e-06+0.00010827901829336592j),(-3.0132908331382927e-05+0.00011072421019772517j),(-5.8254753478466206e-05+7.501334264730073e-05j),(-9.360931554495994e-05+6.225179556622256e-05j),(-9.928279274311969e-05+2.2311046482502015e-05j),(-0.00012115828998640016+2.120205290341473e-05j),(-8.766317387511288e-05+4.773895273731579e-05j),(-6.681735193280684e-05+0.00011338859464287039j),(-2.478199213033119e-06+0.0001197492089424042j),(5.346607604111622e-05+9.236139583523788e-05j),(8.152421949829058e-05+5.5439648799642756e-05j),(9.012222110999407e-05+2.3713013648906746e-06j),(8.283702760772598e-05-4.544377601546458e-05j),(5.9642356769811335e-05-8.714013794236125e-05j),(4.2049551206787015e-06-8.776968276714459e-05j),(-4.3617423843410434e-05-8.873981582242454e-05j),(-6.914268272597159e-05-5.109629596574586e-05j),(-9.661639683359253e-05-8.686448283935766e-06j),(-7.053666279706824e-05+3.384145732142815e-05j),(-4.539691250048368e-05+6.230626516990526e-05j),(-5.510928367949677e-06+7.372340309755368e-05j),(2.8105422178781496e-05+7.367957823227049e-05j),(6.39320988342081e-05+4.7400058344816907e-05j),(6.204348680971864e-05+8.588795518090543e-06j),(6.665205228472008e-05-2.3993669540557185e-05j),(3.445408669782991e-05-4.2263744434394884e-05j),(1.0627398050451041e-05-5.927057943513328e-05j),(-1.7197987460221628e-05-4.979037181010682e-05j),(-3.5748420973161784e-05-3.9709983230061316e-05j),(-4.103041722959754e-05-1.1867545004936565e-05j),(-4.449517299018632e-05+8.817625136026173e-06j),(-3.584257141543729e-05+2.5761580106121996e-05j),(-1.710496820567909e-05+2.866328977365607e-05j),(-8.479545519387107e-06+2.6224969601576933e-05j),(-3.4062829570892817e-06+1.6036591481880974e-05j)
"(3,)",(-1.061861497362372e-05+1.706042720394813e-05j),(-1.5735729842187538e-05+4.3240077435491897e-05j),(2.7042023530531185e-06+1.6651617689384566e-05j),(5.881063008287549e-06+1.0415058608139927e-05j),(2.502247502171237e-06+2.0069260536822856e-05j),(-1.2133183832843754e-05+3.141754256232378e-05j),(-2.3566025695364982e-05+2.0212636625969273e-05j),(-4.582081353500993e-05+1.2491620690169419e-05j),(-4.368734201384254e-05-1.867838744168168e-05j),(-3.4761303609516795e-05-4.013989459575934e-05j),(-1.1975587069456885e-05-5.675362389975453e-05j),(1.7650418300185138e-05-4.840556799264166e-05j),(4.6320644616913176e-05-4.493548800036901e-05j),(7.065650072727262e-05-1.25934441121278e-05j),(6.292026225567433e-05+2.3102746901573962e-05j),(5.569443109018096e-05+6.07077850538751e-05j),(1.2166273795091532e-05+6.960167052149724e-05j),(-1.8614512895153274e-05+7.7553484172472e-05j),(-5.4265589502463327e-05+5.6552927079677095e-05j),(-8.251865811644265e-05+1.973736383248486e-05j),(-8.224968770246739e-05-1.8994237301989665e-05j),(-6.448633496479422e-05-6.881678488177062e-05j),(-2.599377965845187e-05-8.095030427907374e-05j),(2.119547649819165e-05-8.61331343932043e-05j),(6.202116847805655e-05-6.884381601247265e-05j),(9.919246207849436e-05-3.0444615905683705e-05j),(0.0001065988510537605+1.87830640381551e-05j),(6.403777115030957e-05+6.445174520907423e-05j),(3.92704158263957e-05+9.218502178922792e-05j),(1.792531399830464e-05+0.00010620259793827462j),(4.4135228908257926e-05+0.00011644208858045774j),(6.747051395676319e-05+8.102952279601413e-05j),(9.424540132211931e-05+5.288397923880056e-05j),(9.933531775748676e-05+2.3672467511387733e-05j),(9.712257571983164e-05-1.1516841964463105e-05j),(8.454699504765498e-05-3.547429112053795e-05j),(7.089955309547857e-05-6.322844513588693e-05j),(5.849868276661154e-05-8.209010674032016e-05j),(3.519466519080902e-05-8.37320500087094e-05j),(1.900619334493744e-05-9.233584383519144e-05j),(-5.024446514470046e-07-0.00010700414720584049j),(-1.5922379033947083e-05-8.945545486653336e-05j),(-3.087473051039571e-05-8.363256687967909e-05j),(-3.475711823114335e-05-7.24746021867952e-05j),(-4.727341516623421e-05-6.975134178104077e-05j),(-6.133405339035348e-05-8.389909239923594e-05j),(-5.4175230748629164e-05-6.719932338056437e-05j),(-6.166178389341365e-05-7.490799987620698e-05j),(-6.0279975418994955e-05-6.818745459520176e-05j),(-6.453390836322187e-05-8.246720282506723e-05j),(-5.4675072797685896e-05-8.166179420730774e-05j),(-5.054109740744717e-05-8.994395143537135e-05j),(-3.6544425778402445e-05-8.999932890655954e-05j),(-2.1934115773544923e-05-9.092315764962984e-05j),(-4.45414118199489e-06-9.230641118098343e-05j),(1.201631935359373e-05-0.00010271829489783035j),(3.565835563765929e-05-9.76390266469243e-05j),(5.1083933550214636e-05-7.93216698183809e-05j),(6.48216520580891e-05-6.250718052191663e-05j),(7.981881085501677e-05-4.347047397078923e-05j),(0.00010641733075887951-1.9248936169419054e-05j),(0.00011266781329838506+1.4390056918496108e-05j),(0.0001009862702473218+4.659239545171103e-05j),(8.446614269940565e-05+8.374686417174865e-05j),(4.40033953413817e-05+9.36365613439302e-05j),(1.0392813990405756e-05+0.00011823003974243295j),(-2.8814635462768613e-05+0.00010025622709796145j),(-7.414161498832943e-05+9.801570507855936e-05j),(-9.142755164308443e-05+4.948684600483034e-05j),(-0.00010774831515303686+1.8826128659084596e-05j),(-0.00011387516225275113+1.4246005036568399e-05j),(-0.00010715467560721789+5.346878409591998e-05j),(-6.410327618973866e-05+9.913704076912375e-05j),(-2.6460074889549253e-06+9.932647367330001e-05j),(4.91057242681571e-05+9.755123754842768e-05j),(7.956396251379e-05+5.901733236814731e-05j),(0.0001080922071614028+7.835757511305497e-06j),(0.00010113815529899199-4.663825190922995e-05j),(5.7387512268202586e-05-8.088297234459804e-05j),(1.137378086062144e-05-9.541710204577343e-05j),(-3.2406112346563673e-05-7.202429244497896e-05j),(-6.79510003700292e-05-5.4184012447042354e-05j),(-7.990230825908344e-05-1.0737162872786368e-05j),(-7.412028282172387e-05+2.5536355762220777e-05j),(-5.4954168201768624e-05+6.264776005201697e-05j),(-1.5494525161880167e-05+8.248191517823697e-05j),(2.592628071022978e-05+8.16289845891289e-05j),(4.9358221947780274e-05+4.778169417071232e-05j),(6.614290147446985e-05+1.818806165083766e-05j),(7.255875474027152e-05-1.803208596061835e-05j),(5.2035328961415195e-05-4.214741111275744e-05j),(2.18363048815661e-05-5.713850174542556e-05j),(-6.41580494303561e-06-5.5352844593014045e-05j),(-3.345823859373183e-05-5.0021785986197975e-05j),(-4.495155216394469e-05-2.920184048541975e-05j),(-4.950513210827835e-05-6.689616773712538e-06j),(-4.1690208483038466e-05+1.1485797378111355e-05j),(-3.348802206390083e-05+2.0523481549490973e-05j),(-2.4317219624834925e-05+2.2712030165563205e-05j),(-1.6644412932821805e-05+2.112960825445901e-05j)
"(4,)",(-3.0816691905843815e-05+1.504522350436076e-05j),(-3.996597174732822e-05+3.456837030410682e-05j),(-9.577357289612496e-06+2.4902073507541023e-05j),(2.502247502171237e-06+2.0069260536822856e-05j),(6.8411646963605765e-06+1.0220833989743071e-05j),(3.3130625021477e-06+2.0904019194133914e-05j),(-1.0791560845476049e-05+2.7124238859189596e-05j),(-2.876519648985519e-05+2.4802472331437347e-05j),(-3.9076714044361334e-05+6.34410094853218e-06j),(-3.78046692817348e-05-1.0929110382227321e-05j),(-3.352511079568411e-05-3.81090576814568e-05j),(-8.5584805584612e-06-5.286273117741995e-05j),(2.0392171255530204e-05-6.013341507466847e-05j),(4.732394553219543e-05-4.2701683885976674e-05j),(6.437291418947683e-05-1.1141899102039462e-05j),(6.284059628522294e-05+1.9978169346045935e-05j),(5.213740911721502e-05+5.1820749009636786e-05j),(1.336367401511377e-05+6.922114498575012e-05j),(-2.5649330084071256e-05+7.660520739127309e-05j),(-5.5417860708447794e-05+5.5176358776526915e-05j),(-7.735629938966296e-05+1.911018445514616e-05j),(-8.010181430277942e-05-2.5655092907650053e-05j),(-7.002820634403385e-05-7.033337769526863e-05j),(-2.75387469952109e-05-9.110389627983155e-05j),(2.437304177656533e-05-9.3824574511308e-05j),(5.942137675383298e-05-6.380546465716123e-05j),(8.85367925109048e-05-2.69965179834805e-05j),(9.544325806776325e-05+2.3655651888998175e-05j),(6.697399334016126e-05+5.518841530183334e-05j),(6.394076404107868e-05+8.235009263772338e-05j),(8.226980385879273e-05+7.075950790484086e-05j),(9.894012670298687e-05+3.59640349820951e-05j),(0.00010011841238134142+3.5722530620328135e-06j),(8.457075518337207e-05-2.555158457641815e-05j),(8.284202591359396e-05-5.699724220058126e-05j),(6.02510228400845e-05-7.139645482752108e-05j),(3.136166802978265e-05-9.763838160627264e-05j),(1.4128092489019054e-05-9.67259328349318e-05j),(-9.813176486402579e-06-8.590791825490861e-05j),(-2.8572214679679626e-05-8.572710767802981e-05j),(-3.86689975927119e-05-7.466377947641312e-05j),(-5.115355210458379e-05-6.680514224825241e-05j),(-7.717957230854317e-05-7.279651316092444e-05j),(-6.494481155295534e-05-4.7373662225846156e-05j),(-7.374851933122338e-05-4.7690592624376146e-05j),(-6.86100852805183e-05-4.257531946574874e-05j),(-8.372636446247504e-05-4.70348661443978e-05j),(-9.356064520937778e-05-4.673467967628314e-05j),(-7.097307602245626e-05-4.432483703959675e-05j),(-7.930655294524401e-05-5.093745987672998e-05j),(-6.273128867972393e-05-4.987253424041598e-05j),(-6.58117846702532e-05-6.678956789768935e-05j),(-5.1992188876163116e-05-7.206761761189191e-05j),(-4.71284084775363e-05-9.315243500988494e-05j),(-2.875096780002316e-05-9.869426548742329e-05j),(-2.981774965103009e-06-8.865262285386213e-05j),(1.6979015566183723e-05-9.472011238028191e-05j),(4.468214126156642e-05-9.546502803182134e-05j),(6.246272075612054e-05-7.48360297459942e-05j),(8.497601023759904e-05-5.459905711885557e-05j),(9.75026681606526e-05-2.707322829499392e-05j),(0.00010700067740181614+5.27367843567981e-06j),(8.89069036640016e-05+3.753036439011022e-05j),(8.199345102404618e-05+7.38550792836214e-05j),(4.213014251410982e-05+8.746930302769156e-05j),(1.0307903104065516e-05+0.00011812473106164672j),(-3.309731338133776e-05+0.0001231142577849008j),(-6.981298969416264e-05+9.018797851993566e-05j),(-9.502151160366464e-05+5.110043257017159e-05j),(-0.00011952410904510064+1.4375127535572322e-05j),(-0.00011660593995750103+4.4350057934964494e-06j),(-0.00011054862443577949+4.379349791754618e-05j),(-7.323327746660353e-05+9.36252255714999e-05j),(-1.79642700034554e-05+0.00011355535019351322j),(4.2534222877543125e-05+9.278956562175841e-05j),(7.963864784842425e-05+7.206442491372361e-05j),(0.00011956521704810057+1.994697284422229e-05j),(9.414557511953044e-05-3.7049802491869184e-05j),(6.0222964522483374e-05-7.587729201898334e-05j),(1.6084239837035334e-05-8.71437838277771e-05j),(-2.7697211931071084e-05-9.010815621295213e-05j),(-6.559967844104399e-05-6.228605730129448e-05j),(-8.673008400532019e-05-2.1948624065375e-05j),(-8.765310132631618e-05+2.1671172302655325e-05j),(-5.9781993217011154e-05+5.3493725075240935e-05j),(-2.847105983545146e-05+7.858810489120537e-05j),(1.2678546873644044e-05+7.843108262903776e-05j),(4.889570180042676e-05+6.800083503933072e-05j),(6.915541517120067e-05+3.49340017951838e-05j),(5.6071286501011675e-05-1.5846564136012094e-06j),(5.7775030347389635e-05-3.50546647680745e-05j),(3.232416025014467e-05-5.1825469277993946e-05j),(7.54197665770887e-06-5.784009478451926e-05j),(-1.8300674823424182e-05-5.557770192686105e-05j),(-3.045646790252277e-05-3.518013934013379e-05j),(-4.571168782476287e-05-2.2018730800730184e-05j),(-4.5245483190462046e-05-6.510079868543489e-06j),(-4.949979519625918e-05+2.4118630531426266e-06j),(-3.506405629932111e-05+9.312222289111295e-06j),(-2.186950498844471e-05+7.040609730434752e-06j)
