index,x,value
"(-5.0, -2.0)","(-5.0, -2.0)",(-0.009127598887928832-0.0066591479844607514j)
"(-4.966555183946488, -2.0)","(-4.966555183946488, -2.0)",(-0.02163820527322496+0.004467852375640249j)
"(-4.933110367892977, -2.0)","(-4.933110367892977, -2.0)",(-0.010017600831163109-0.0047602467493262635j)
"(-4.8996655518394645, -2.0)","(-4.8996655518394645, -2.0)",(-0.011332075647693615+0.007862862093932757j)
"(-4.866220735785953, -2.0)","(-4.866220735785953, -2.0)",(-0.003080021208988772-0.0005876687562684597j)
"(-4.832775919732441, -2.0)","(-4.832775919732441, -2.0)",(0.005349903964886861+0.015232835066103623j)
"(-4.79933110367893, -2.0)","(-4.79933110367893, -2.0)",(0.00219947586350067+0.018740228488077437j)
"(-4.765886287625418, -2.0)","(-4.765886287625418, -2.0)",(-0.007424022512324835+0.011030935233038027j)
"(-4.7324414715719065, -2.0)","(-4.7324414715719065, -2.0)",(-0.0013668098475129874+0.005527732416157366j)
"(-4.698996655518394, -2.0)","(-4.698996655518394, -2.0)",(0.014048596692612103+0.011166522389632562j)
"(-4.665551839464883, -2.0)","(-4.665551839464883, -2.0)",(0.00613228803023928-0.00015068530992454784j)
"(-4.632107023411371, -2.0)","(-4.632107023411371, -2.0)",(0.008903456870524924+0.003305872886437925j)
"(-4.59866220735786, -2.0)","(-4.59866220735786, -2.0)",(0.00843900698169305-0.004246077065413971j)
"(-4.565217391304348, -2.0)","(-4.565217391304348, -2.0)",(0.009815133955349182+0.0017895441573391986j)
"(-4.531772575250836, -2.0)","(-4.531772575250836, -2.0)",(0.0038357700971409156+0.0046529460613768244j)
"(-4.498327759197324, -2.0)","(-4.498327759197324, -2.0)",(-0.005201275658510534-0.001725032624136823j)
"(-4.464882943143813, -2.0)","(-4.464882943143813, -2.0)",(0.008978787714307325+0.003328921887051285j)
"(-4.431438127090301, -2.0)","(-4.431438127090301, -2.0)",(2.0702872577129956e-05-0.010740920657790691j)
"(-4.39799331103679, -2.0)","(-4.39799331103679, -2.0)",(-0.0003271043879384574-0.005649446480430151j)
"(-4.364548494983278, -2.0)","(-4.364548494983278, -2.0)",(-0.006125631158727877-0.01055238971280921j)
"(-4.331103678929766, -2.0)","(-4.331103678929766, -2.0)",(-0.010765774185258495-0.007863093358280481j)
"(-4.297658862876254, -2.0)","(-4.297658862876254, -2.0)",(-0.004002173391888857-0.004843517845447819j)
"(-4.264214046822742, -2.0)","(-4.264214046822742, -2.0)",(0.00045622421123161654+0.004181855571370128j)
"(-4.230769230769231, -2.0)","(-4.230769230769231, -2.0)",(-0.02552019708873162+0.006543817030598657j)
"(-4.19732441471572, -2.0)","(-4.19732441471572, -2.0)",(-0.005293023239506607+0.009492533035921692j)
"(-4.1638795986622075, -2.0)","(-4.1638795986622075, -2.0)",(0.004629554111357595+0.011382794681289778j)
"(-4.130434782608695, -2.0)","(-4.130434782608695, -2.0)",(-0.023258176481557938+0.008150707861695016j)
"(-4.096989966555184, -2.0)","(-4.096989966555184, -2.0)",(0.005440887961509076+0.014608304939910112j)
"(-4.063545150501672, -2.0)","(-4.063545150501672, -2.0)",(-0.004815588792043167+0.011836984412976802j)
"(-4.030100334448161, -2.0)","(-4.030100334448161, -2.0)",(0.005627632546961608+0.011591001261531932j)
"(-3.9966555183946486, -2.0)","(-3.9966555183946486, -2.0)",(0.0158012813806195+0.005325313772787047j)
"(-3.9632107023411374, -2.0)","(-3.9632107023411374, -2.0)",(0.003998874420372986+0.0021225404589205153j)
"(-3.9297658862876252, -2.0)","(-3.9297658862876252, -2.0)",(0.013752638882994167+0.021242931661316394j)
"(-3.896321070234114, -2.0)","(-3.896321070234114, -2.0)",(0.01445653733478642-0.005251654358393175j)
"(-3.862876254180602, -2.0)","(-3.862876254180602, -2.0)",(0.010247930357292415-0.0006305517881546189j)
"(-3.8294314381270906, -2.0)","(-3.8294314381270906, -2.0)",(0.00546503690933893-0.005168492709933781j)
"(-3.7959866220735785, -2.0)","(-3.7959866220735785, -2.0)",(-0.005405964528749498-0.0145373381293067j)
"(-3.7625418060200673, -2.0)","(-3.7625418060200673, -2.0)",(0.004297686585901925-0.015410159479884878j)
"(-3.729096989966555, -2.0)","(-3.729096989966555, -2.0)",(-0.006155369068028578-0.008962822214777242j)
"(-3.6956521739130435, -2.0)","(-3.6956521739130435, -2.0)",(-0.009170999852294269-0.022423343130105976j)
"(-3.6622073578595318, -2.0)","(-3.6622073578595318, -2.0)",(-0.002255185799584061-0.02025024850363503j)
"(-3.62876254180602, -2.0)","(-3.62876254180602, -2.0)",(-0.004783984652923674-0.016512985313892645j)
"(-3.5953177257525084, -2.0)","(-3.5953177257525084, -2.0)",(-0.009593009728020638-0.007465151079740981j)
"(-3.5618729096989967, -2.0)","(-3.5618729096989967, -2.0)",(-0.014321320860746244+0.005101616355713146j)
"(-3.528428093645485, -2.0)","(-3.528428093645485, -2.0)",(-0.00486923932600372+0.012741425191488503j)
"(-3.4949832775919734, -2.0)","(-3.4949832775919734, -2.0)",(-0.0058314764848149655+0.005337639835246632j)
"(-3.4615384615384617, -2.0)","(-3.4615384615384617, -2.0)",(-0.006324532765587001+0.009744469218375339j)
"(-3.42809364548495, -2.0)","(-3.42809364548495, -2.0)",(-0.010247585067361734+0.014451797522869814j)
"(-3.3946488294314383, -2.0)","(-3.3946488294314383, -2.0)",(-0.0030956120867619845+0.008761316804883236j)
"(-3.361204013377926, -2.0)","(-3.361204013377926, -2.0)",(-0.002178407431624322+0.01873424114178995j)
"(-3.327759197324415, -2.0)","(-3.327759197324415, -2.0)",(0.00010050876125371612+0.016658329331748347j)
"(-3.294314381270903, -2.0)","(-3.294314381270903, -2.0)",(0.003366472270576029+0.01245246263907758j)
"(-3.2608695652173916, -2.0)","(-3.2608695652173916, -2.0)",(0.018281255386828493+0.01482745488168346j)
"(-3.2274247491638794, -2.0)","(-3.2274247491638794, -2.0)",(0.015099263883112904+0.0029522047181362696j)
"(-3.193979933110368, -2.0)","(-3.193979933110368, -2.0)",(0.025907177408659266-0.004556116896388489j)
"(-3.160535117056856, -2.0)","(-3.160535117056856, -2.0)",(0.012150009598357433+0.0061965829376895865j)
"(-3.127090301003345, -2.0)","(-3.127090301003345, -2.0)",(0.007294556323704146-0.0077678446386710035j)
"(-3.0936454849498327, -2.0)","(-3.0936454849498327, -2.0)",(0.0033269765868445635-0.011191657985308755j)
"(-3.0602006688963215, -2.0)","(-3.0602006688963215, -2.0)",(0.008608132364051117-0.013256020906551721j)
"(-3.0267558528428093, -2.0)","(-3.0267558528428093, -2.0)",(0.009236966287790546-0.014799853666719875j)
"(-2.9933110367892977, -2.0)","(-2.9933110367892977, -2.0)",(0.007452339105931758-0.006355614302815215j)
"(-2.959866220735786, -2.0)","(-2.959866220735786, -2.0)",(0.0015382203980145535-0.0012099127720875875j)
"(-2.9264214046822743, -2.0)","(-2.9264214046822743, -2.0)",(2.5767424302823127e-05-0.011216370442615805j)
"(-2.8929765886287626, -2.0)","(-2.8929765886287626, -2.0)",(-0.0028731291621906943-0.006612511748295795j)
"(-2.859531772575251, -2.0)","(-2.859531772575251, -2.0)",(-0.01916463175166857-0.006860173505576322j)
"(-2.8260869565217392, -2.0)","(-2.8260869565217392, -2.0)",(-0.013082281552491604-0.011372662426983097j)
"(-2.7926421404682276, -2.0)","(-2.7926421404682276, -2.0)",(-0.008998939452401164+0.009244104674096965j)
"(-2.759197324414716, -2.0)","(-2.759197324414716, -2.0)",(-0.0021256771531803957+0.005159875585941272j)
"(-2.725752508361204, -2.0)","(-2.725752508361204, -2.0)",(0.0002169921466648908+0.0036559934029720123j)
"(-2.6923076923076925, -2.0)","(-2.6923076923076925, -2.0)",(-0.027586196519336262+0.010397773466059367j)
"(-2.658862876254181, -2.0)","(-2.658862876254181, -2.0)",(0.008284954452384882-0.002028201064230506j)
"(-2.625418060200669, -2.0)","(-2.625418060200669, -2.0)",(-0.0026902937641349917-0.00162524296396386j)
"(-2.5919732441471575, -2.0)","(-2.5919732441471575, -2.0)",(-0.003989083062554517+0.01196225956587918j)
"(-2.558528428093646, -2.0)","(-2.558528428093646, -2.0)",(0.0016948539618930722-0.0028279249341758663j)
"(-2.525083612040134, -2.0)","(-2.525083612040134, -2.0)",(0.01337206381489104+0.012164737787672693j)
"(-2.491638795986622, -2.0)","(-2.491638795986622, -2.0)",(0.00710395859994753+0.0063296995785052605j)
"(-2.4581939799331103, -2.0)","(-2.4581939799331103, -2.0)",(-0.0026935604258100996-0.007954435225857792j)
"(-2.4247491638795986, -2.0)","(-2.4247491638795986, -2.0)",(0.009269116954984197+0.010615902591459883j)
"(-2.391304347826087, -2.0)","(-2.391304347826087, -2.0)",(-0.004507580059411919-0.002438769537774973j)
