index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(0.021450319060675502+0.2397205147911676j)
"(-2.8983050847457625, -3.0)","(-2.8983050847457625, -3.0)",(0.11878564627911539+0.17885217744278095j)
"(-2.7966101694915255, -3.0)","(-2.7966101694915255, -3.0)",(0.19325138927451288+0.10235650973732627j)
"(-2.694915254237288, -3.0)","(-2.694915254237288, -3.0)",(0.2228805613508686+0.00043417807640388703j)
"(-2.593220338983051, -3.0)","(-2.593220338983051, -3.0)",(0.20262474323786034-0.10300141672097787j)
"(-2.4915254237288136, -3.0)","(-2.4915254237288136, -3.0)",(0.1388500466316818-0.1858016045769815j)
"(-2.389830508474576, -3.0)","(-2.389830508474576, -3.0)",(0.04639820512014092-0.23224178044942764j)
"(-2.288135593220339, -3.0)","(-2.288135593220339, -3.0)",(-0.05576786218034306-0.2354199102017018j)
"(-2.1864406779661016, -3.0)","(-2.1864406779661016, -3.0)",(-0.14902446024729818-0.19729244407287333j)
"(-2.084745762711864, -3.0)","(-2.084745762711864, -3.0)",(-0.21862044220705495-0.12684359599506956j)
"(-1.9830508474576272, -3.0)","(-1.9830508474576272, -3.0)",(-0.2557172439723083-0.03720425706398944j)
"(-1.8813559322033897, -3.0)","(-1.8813559322033897, -3.0)",(-0.2578516158114483+0.057427757073733245j)
"(-1.7796610169491525, -3.0)","(-1.7796610169491525, -3.0)",(-0.22810708354818465+0.14439137908871727j)
"(-1.6779661016949152, -3.0)","(-1.6779661016949152, -3.0)",(-0.17347947404247427+0.21429768595487464j)
"(-1.5762711864406778, -3.0)","(-1.5762711864406778, -3.0)",(-0.1029545663931289+0.2617926422343024j)
"(-1.4745762711864405, -3.0)","(-1.4745762711864405, -3.0)",(-0.02572681494611103+0.2854670045345834j)
"(-1.3728813559322033, -3.0)","(-1.3728813559322033, -3.0)",(0.05016338655962328+0.2871635023843575j)
"(-1.271186440677966, -3.0)","(-1.271186440677966, -3.0)",(0.11865647861258911+0.27097015366620597j)
"(-1.1694915254237288, -3.0)","(-1.1694915254237288, -3.0)",(0.1759788678635486+0.242158174762825j)
"(-1.0677966101694913, -3.0)","(-1.0677966101694913, -3.0)",(0.22052671600469553+0.20625303986264673j)
"(-0.9661016949152543, -3.0)","(-0.9661016949152543, -3.0)",(0.25246754123122706+0.16834509135488346j)
"(-0.8644067796610169, -3.0)","(-0.8644067796610169, -3.0)",(0.2731994365547049+0.1326714362387577j)
"(-0.7627118644067794, -3.0)","(-0.7627118644067794, -3.0)",(0.28478354505873477+0.10244457848625321j)
"(-0.6610169491525424, -3.0)","(-0.6610169491525424, -3.0)",(0.2894299655757595+0.07986860755906008j)
"(-0.5593220338983049, -3.0)","(-0.5593220338983049, -3.0)",(0.2890815383119112+0.0662688339241182j)
"(-0.45762711864406747, -3.0)","(-0.45762711864406747, -3.0)",(0.28511151025966386+0.062260944223926966j)
"(-0.35593220338983045, -3.0)","(-0.35593220338983045, -3.0)",(0.27813388608706835+0.06789603361069287j)
"(-0.254237288135593, -3.0)","(-0.254237288135593, -3.0)",(0.2679201933179212+0.08273439391534182j)
"(-0.15254237288135553, -3.0)","(-0.15254237288135553, -3.0)",(0.25342164093270986+0.10582175162353692j)
"(-0.05084745762711851, -3.0)","(-0.05084745762711851, -3.0)",(0.23290705762975075+0.13556667210779272j)
"(0.05084745762711895, -3.0)","(0.05084745762711895, -3.0)",(0.20423811920985457+0.1695478636230084j)
"(0.15254237288135597, -3.0)","(0.15254237288135597, -3.0)",(0.16530579961034936+0.20431492513925945j)
"(0.25423728813559343, -3.0)","(0.25423728813559343, -3.0)",(0.11463642389551798+0.2352820441805551j)
"(0.3559322033898309, -3.0)","(0.3559322033898309, -3.0)",(0.0521346034064412+0.2568419141477569j)
"(0.4576271186440679, -3.0)","(0.4576271186440679, -3.0)",(-0.02013778160504604+0.26283093376589556j)
"(0.5593220338983054, -3.0)","(0.5593220338983054, -3.0)",(-0.09733249693212297+0.24743696431522874j)
"(0.6610169491525424, -3.0)","(0.6610169491525424, -3.0)",(-0.1715980757593699+0.20654132877480538j)
"(0.7627118644067798, -3.0)","(0.7627118644067798, -3.0)",(-0.23256419880369314+0.1393260495756953j)
"(0.8644067796610173, -3.0)","(0.8644067796610173, -3.0)",(-0.26874671287523944+0.049781770355838396j)
"(0.9661016949152543, -3.0)","(0.9661016949152543, -3.0)",(-0.26989324603015263-0.052417824756160886j)
"(1.0677966101694913, -3.0)","(1.0677966101694913, -3.0)",(-0.22996635641677332-0.15226447538255494j)
"(1.1694915254237293, -3.0)","(1.1694915254237293, -3.0)",(-0.15008256743093462-0.23142710982130688j)
"(1.2711864406779663, -3.0)","(1.2711864406779663, -3.0)",(-0.0404250504754045-0.27196751704643174j)
"(1.3728813559322033, -3.0)","(1.3728813559322033, -3.0)",(0.07990475377469115-0.2611942694254572j)
"(1.4745762711864412, -3.0)","(1.4745762711864412, -3.0)",(0.18579349107372484-0.19643926629168293j)
"(1.5762711864406782, -3.0)","(1.5762711864406782, -3.0)",(0.25171911550297915-0.08810858643072875j)
"(1.6779661016949152, -3.0)","(1.6779661016949152, -3.0)",(0.2589618073477302+0.040577801834730434j)
"(1.7796610169491531, -3.0)","(1.7796610169491531, -3.0)",(0.20237282828787517+0.15801675448221136j)
"(1.8813559322033901, -3.0)","(1.8813559322033901, -3.0)",(0.09419795332627288+0.23236292409848586j)
"(1.9830508474576272, -3.0)","(1.9830508474576272, -3.0)",(-0.037124931094675954+0.24137404630063994j)
"(2.084745762711865, -3.0)","(2.084745762711865, -3.0)",(-0.15387822653310912+0.1807787966644239j)
"(2.186440677966102, -3.0)","(2.186440677966102, -3.0)",(-0.22031720421470852+0.06779876602160147j)
"(2.288135593220339, -3.0)","(2.288135593220339, -3.0)",(-0.21489060717614894-0.062387172102157766j)
"(2.389830508474577, -3.0)","(2.389830508474577, -3.0)",(-0.13899035401732235-0.1671054677148313j)
"(2.491525423728814, -3.0)","(2.491525423728814, -3.0)",(-0.018348766944178328-0.21065703431065247j)
"(2.593220338983051, -3.0)","(2.593220338983051, -3.0)",(0.10450034548118904-0.17775615612500079j)
"(2.694915254237289, -3.0)","(2.694915254237289, -3.0)",(0.18489198064800666-0.08052712769263237j)
"(2.796610169491526, -3.0)","(2.796610169491526, -3.0)",(0.19283223425529278+0.04448930643396744j)
"(2.898305084745763, -3.0)","(2.898305084745763, -3.0)",(0.12538026770316305+0.1491912931282025j)
"(3.0, -3.0)","(3.0, -3.0)",(0.006324308246400597+0.2603500095335152j)
"(-3.0, -2.8983050847457625)","(-3.0, -2.8983050847457625)",(0.12560477421680022+0.17007409181953145j)
"(-2.8983050847457625, -2.8983050847457625)","(-2.8983050847457625, -2.8983050847457625)",(0.1969239100390181+0.08678425788874117j)
"(-2.7966101694915255, -2.8983050847457625)","(-2.7966101694915255, -2.8983050847457625)",(0.21823905346735725-0.020318808550610596j)
"(-2.694915254237288, -2.8983050847457625)","(-2.694915254237288, -2.8983050847457625)",(0.18581125931546782-0.12400970397436156j)
"(-2.593220338983051, -2.8983050847457625)","(-2.593220338983051, -2.8983050847457625)",(0.10913116323995153-0.2000023926899531j)
"(-2.4915254237288136, -2.8983050847457625)","(-2.4915254237288136, -2.8983050847457625)",(0.007027715023385315-0.23242449205324592j)
"(-2.389830508474576, -2.8983050847457625)","(-2.389830508474576, -2.8983050847457625)",(-0.09788382123920088-0.21636132160470967j)
"(-2.288135593220339, -2.8983050847457625)","(-2.288135593220339, -2.8983050847457625)",(-0.18470232871170633-0.15739051630732756j)
"(-2.1864406779661016, -2.8983050847457625)","(-2.1864406779661016, -2.8983050847457625)",(-0.2383641505475205-0.06882596338470186j)
"(-2.084745762711864, -2.8983050847457625)","(-2.084745762711864, -2.8983050847457625)",(-0.25171294883437756+0.032198107246992694j)
"(-1.9830508474576272, -2.8983050847457625)","(-1.9830508474576272, -2.8983050847457625)",(-0.2255018886250498+0.1286593740411741j)
"(-1.8813559322033897, -2.8983050847457625)","(-1.8813559322033897, -2.8983050847457625)",(-0.16680550435981337+0.20673336913357027j)
"(-1.7796610169491525, -2.8983050847457625)","(-1.7796610169491525, -2.8983050847457625)",(-0.08655828051883001+0.2575870601543961j)
"(-1.6779661016949152, -2.8983050847457625)","(-1.6779661016949152, -2.8983050847457625)",(0.0030624178115984235+0.27783918211411235j)
