index,cp
"(0,)",(0.20510544906689548-0.11434228382381006j)
"(1,)",(-0.059368079429061846-0.2174287779643887j)
"(2,)",(-0.1604206245512722+0.3394797836803078j)
"(3,)",(0.2843952137631774+0.1007743917053078j)
"(4,)",(0.11366891098607758-0.37505268510711154j)
"(5,)",(-0.2806042448950707-0.20101301626453466j)
"(6,)",(-0.37664446552487135+0.06816972956791277j)
"(7,)",(-0.3860018075410364+0.20050013472870176j)
"(8,)",(-0.4148920211166082+0.1599415663299901j)
"(9,)",(-0.3997779393344294-0.06504441453809506j)
"(10,)",(-0.1599896822417019-0.4112743540559112j)
"(11,)",(0.3824537133792454-0.19992882162881256j)
"(12,)",(0.15766663610426632+0.3372658559153042j)
"(13,)",(-0.2408797208181042-0.01066644723754149j)
"(14,)",(0.06746924451980209-0.23212263707986575j)
"(15,)",(0.09395172675915588+0.21921610671157424j)
"(16,)",(-0.41106316577363666-0.03751452179414247j)
"(17,)",(0.10152867866506385-0.31829550037316295j)
"(18,)",(0.2688319604829133+0.24493501764184283j)
"(19,)",(-0.17289590317261858+0.4094141672236309j)
"(20,)",(-0.3660124749275299+0.0701926761994945j)
"(21,)",(-0.4093266140020777-0.16938964397185272j)
"(22,)",(-0.31317775504330464-0.167142235559109j)
"(23,)",(-0.37555682545876823-0.06471036349871741j)
"(24,)",(-0.27331637622893407+0.2248233841260332j)
"(25,)",(0.06594336002247399+0.3557310148070964j)
"(26,)",(0.3351354655542844-0.1192002858144165j)
"(27,)",(-0.20670039287109385-0.19502753906889658j)
"(28,)",(-0.2106590297749218+0.23895966835186402j)
"(29,)",(0.06474751124389001+0.09762080735251971j)
