index,value
"(0,)",(-18.582192067609128-12.473166566460332j)
"(1,)",(6.880799469191938+10.91012001027307j)
"(2,)",(2.0363616343614597-8.801366138142622j)
"(3,)",(-1.6598117737648064+1.4020926966266982j)
"(4,)",(6.689106321900416-3.4722222951599124j)
"(5,)",(3.020382908494155-4.963050161715254j)
"(6,)",(6.510277726634069-3.1031108049617737j)
"(7,)",(7.172849503486942-5.549398539422388j)
"(8,)",(6.9525377867940055-4.553422593696746j)
"(9,)",(7.852123200055761-4.893750589977277j)
"(10,)",(6.943223247001521-4.962931071637797j)
"(11,)",(6.362653972010654-4.429711094556351j)
"(12,)",(5.20221107419346-4.283878738107184j)
"(13,)",(3.6295679844602526-3.623147813669221j)
"(14,)",(2.064391080729192-2.930800662260442j)
"(15,)",(0.3033768521091398-2.1024137299704493j)
"(16,)",(-1.2721347353745844-1.1271702090731814j)
"(17,)",(-2.6131485031620887-0.2314623334321675j)
"(18,)",(-3.637818993420742+0.5586758891582497j)
"(19,)",(-4.289445447791151+1.0769961592097232j)
"(20,)",(-4.667831509414711+1.2624186800445978j)
"(21,)",(-4.8572352240111805+1.145481871555704j)
"(22,)",(-4.9684326165563455+0.8345123629747777j)
"(23,)",(-5.038419428742391+0.5466937215989609j)
"(24,)",(-4.9798531390244944+0.5007239007357551j)
"(25,)",(-4.595990671747267+0.8413380874518648j)
"(26,)",(-3.6243364330031334+1.5450435203446722j)
"(27,)",(-1.8628576919145976+2.372800784658528j)
"(28,)",(0.6984177393951638+2.91788042419915j)
"(29,)",(3.7835816765112655+2.7321882195746676j)
"(30,)",(6.8295289301405955+1.513187615921777j)
"(31,)",(9.1098177633871-0.7262496389033224j)
"(32,)",(9.951904690063799-3.5812316050671757j)
"(33,)",(8.979160974590666-6.319663063123777j)
"(34,)",(6.281918637304647-8.086399906157602j)
"(35,)",(2.441349351693866-8.180247551288598j)
"(36,)",(-1.6143937664500987-6.303663418663489j)
"(37,)",(-4.877441567845887-2.689933521751139j)
"(38,)",(-6.5564304664326+1.9413117058129115j)
"(39,)",(-6.298315626861697+6.582693431613743j)
"(40,)",(-4.264975098849389+10.218551181159594j)
"(41,)",(-1.0513189649033237+12.08853107560693j)
"(42,)",(2.5117611229613575+11.854484537365089j)
"(43,)",(5.593709449135629+9.633276837850755j)
"(44,)",(7.563807772084162+5.907489833978318j)
"(45,)",(8.103944261247129+1.3617908593132917j)
"(46,)",(7.221882945306713-3.295332856237569j)
"(47,)",(5.184457480845991-7.4749873617329765j)
"(48,)",(2.407683985828367-10.789824739418997j)
"(49,)",(-0.6578686058553274-13.072170201485319j)
"(50,)",(-3.61832055476712-14.34331131270205j)
"(51,)",(-6.1909282528882486-14.75632572563926j)
"(52,)",(-8.221558262432879-14.533545152546978j)
"(53,)",(-9.673464419172076-13.913396742775983j)
"(54,)",(-10.598823437327498-13.113679893297508j)
"(55,)",(-11.103676208559472-12.311923791133097j)
"(56,)",(-11.314037568547965-11.639457737047278j)
"(57,)",(-11.347636385620085-11.184174706543237j)
"(58,)",(-11.29308139109471-10.99702032922244j)
"(59,)",(-11.19663041975843-11.098253245188772j)
"(60,)",(-11.056111438106727-11.48088649485535j)
"(61,)",(-10.821669299471647-12.110133155910287j)
"(62,)",(-10.403436079271865-12.919097689384223j)
"(63,)",(-9.686593410897846-13.802303606856551j)
"(64,)",(-8.554244068424001-14.610134231128743j)
"(65,)",(-6.917450154937118-15.148537960432622j)
"(66,)",(-4.74997540434499-15.189039900193462j)
"(67,)",(-2.122171912967971-14.493949723137966j)
"(68,)",(0.7749560245308267-12.858815000083197j)
"(69,)",(3.6263442216294557-10.169793068326765j)
"(70,)",(6.0217603013167285-6.466510511451309j)
"(71,)",(7.522347221139465-1.992389475085567j)
"(72,)",(7.760795939263035+2.788120571757956j)
"(73,)",(6.558319942177762+7.228652613846849j)
"(74,)",(4.02212711181914+10.605368926661207j)
"(75,)",(0.5900819924337113+12.274542714428645j)
"(76,)",(-3.0157651346371974+11.856857494499138j)
"(77,)",(-5.938204722275071+9.377934947206318j)
"(78,)",(-7.394462441081345+5.324240589285839j)
"(79,)",(-6.922899657568223+0.5701374612396026j)
"(80,)",(-4.536036183822816-3.8483419649848756j)
"(81,)",(-0.7476725763907528-6.976008601871582j)
"(82,)",(3.517198432523739-8.243920528324491j)
"(83,)",(7.268551999407029-7.609480124454231j)
"(84,)",(9.627982476573425-5.474783240148621j)
"(85,)",(10.14883545067141-2.709758288473809j)
"(86,)",(8.991003598818036-0.05557868117380549j)
"(87,)",(6.4288158376138504+1.819925585501732j)
"(88,)",(3.4581136376975508+2.4833298786736684j)
"(89,)",(0.560109667639533+2.5252944434772084j)
"(90,)",(-2.0049799330978773+1.5517604804120095j)
"(91,)",(-3.071219902274632+0.7836357979751147j)
"(92,)",(-4.655617896997352+0.6128767531254304j)
"(93,)",(-4.619588886898642-0.6398425206375644j)
"(94,)",(-4.314416348468109+1.523560720231473j)
"(95,)",(-6.783796977510743+0.3044183264618021j)
"(96,)",(-2.128767125666447+0.8363019400229277j)
"(97,)",(-7.404170470590496+5.756177612012697j)
"(98,)",(-3.834871038749366-4.867390541685634j)
"(99,)",(5.463904292379776+10.885653775247778j)
