index,value
"(0,)",(-3060.7800477067917+1892.0802975946199j)
"(1,)",(2846.020104203798-1747.6079407604284j)
"(2,)",(821.5766241778304-44.73723424529257j)
"(3,)",(-2734.715319832153+2095.723571919285j)
"(4,)",(-1921.7567750641492-678.6301409322141j)
"(5,)",(187.4965812565424-3345.562006263518j)
"(6,)",(-882.8262708283519-3.6528443743445678j)
"(7,)",(3107.2290640060237+1497.7887429814439j)
"(8,)",(384.00258409187063-3373.477751638124j)
"(9,)",(3479.815901956471+1862.6502113733795j)
"(10,)",(-2550.5944148744334-3261.459712302821j)
"(11,)",(130.4911809185337-1427.7391166593006j)
"(12,)",(-2620.2830634982265+4177.5235499433j)
"(13,)",(2555.330945634906-4078.62463448782j)
"(14,)",(-1603.2364071725112+1577.3218414138698j)
"(15,)",(-393.4539296047317-598.3839930096458j)
"(16,)",(4140.614335783668+1662.0761579894781j)
"(17,)",(-3780.429907619323+406.2415444648664j)
"(18,)",(1495.6240577586218+1965.6992639836694j)
"(19,)",(-1257.6740953417182+1481.6861690535388j)
"(20,)",(365.56815899616413-9.484099159516973j)
"(21,)",(1089.6434405515404-1757.7212912649725j)
"(22,)",(-1238.6057608676374-318.93002274089304j)
"(23,)",(2118.184195705316+2203.2177714243694j)
"(24,)",(429.8439308412459-3379.6494155208957j)
"(25,)",(-1162.0704566143654+2827.3858848129407j)
"(26,)",(-1947.7786461800415+840.9463666414536j)
"(27,)",(105.72409037155808-2636.173898553706j)
"(28,)",(41.405159548365646+1228.4892800598072j)
"(29,)",(1839.4119011747953+2114.54196939508j)
