index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)","(18,)","(19,)","(20,)","(21,)","(22,)","(23,)","(24,)","(25,)","(26,)","(27,)","(28,)","(29,)","(30,)","(31,)","(32,)","(33,)","(34,)","(35,)","(36,)","(37,)","(38,)","(39,)","(40,)","(41,)","(42,)","(43,)","(44,)","(45,)","(46,)","(47,)","(48,)","(49,)","(50,)","(51,)"
"(10,)",(0.0009651481525576658-2.823273259317014e-05j),(0.0002903694975864357-0.0008259256590223581j),(-0.0007180697172087702-9.474636871402911e-05j),(-6.95139596554897e-05+0.000810362779562225j),(0.0004883330620460524-8.328394716734438e-05j),(-0.00022077032648865072-0.0006063204981684304j),(-0.00042526886133905376+0.00018342126593796516j),(0.0002177520980957122+0.00037345788266498933j),(0.00013067315474390642-0.0003742473435970566j),(-0.00028818976772500434-0.00014352890284560283j),(-0.00017566094063725963+0.00026519314736525286j),(-0.0002302764467104725-0.00021460162668019683j),(0.000198665361800326-0.0002985704284783746j),(0.00025941663899437277+0.0003482728025649083j),(-0.0006253717576740674+0.00021985313286113173j),(-8.660175949098427e-05-0.0005970082648337173j),(0.0007485619398161006+6.28831603468014e-05j),(-8.845522433211469e-05+0.0007868097669325299j),(-0.0007455541522854952-0.00022441099720345322j),(0.00021364402191412528-0.0010918824465340636j),(0.001033488992483683+0.0005076157900065139j),(-5.61771359472194e-05+0.0012708218243903061j),(-0.001450404729789063-6.738482678748946e-05j),(-0.00025969208175726747-0.0013172661618500725j),(0.0011831974152539193-0.0010515684074006249j),(0.0015002381075046047+0.0010599989183371942j),(6.571866057227914e-05+0.0019303310668468364j),(-0.0015216210462964661+0.0012236409020448087j),(-0.002071637405410351-0.0002336581113952724j),(-0.0015364062876101745-0.001587923307553833j),(-0.0005159465012101057-0.0022337070102080832j),(0.0005974268792999106-0.0022618732144655575j),(0.001295587194703024-0.002014213353792837j),(0.0016954367621900522-0.0017439860336167755j),(0.0018772702784567853-0.001575622785025814j),(0.001807124613958808-0.0016458309770194602j),(0.0015510794755824592-0.0018644178412053915j),(0.0008542224083337837-0.00220844837525864j),(5.1962747635672896e-05-0.0023109034269709473j),(-0.0011466525544388147-0.0019195887370958079j),(-0.001954204543883613-0.0008920077796309642j),(-0.0018146260727613145+0.0007576373567898273j),(-0.0008129564628327412+0.0017561147023203059j),(0.0009765284680037784+0.0015515749885100575j),(0.0017129162736546316-7.876048510841203e-05j),(0.000503574725294689-0.0013810735885493757j),(-0.0012109735057696217-0.0006410132654704156j),(-0.001160812935130392+0.0008546799090965548j),(0.0008046189464862714+0.0009431371716163187j),(0.0012102981737451572+2.656591866490852e-05j),(0.0005256608165851237-0.000516336657602171j),(0.0003034726301529938-0.0006771759061184003j)
"(11,)",(6.160964866298059e-05+0.0009848929909918587j),(0.0009821157926525926+0.0003032595762125361j),(0.00020232922679380184-0.0010399382723274894j),(-0.0007963159425471102-0.00020294918332006286j),(-6.330265043089564e-05+0.0007300583968368298j),(0.0006397776420408668-0.00015365311683838208j),(-0.00010081791615208359-0.0005417636392208767j),(-0.0004161004526829881+0.00011203349333692656j),(0.0003141467645866531+0.0003304633846561536j),(0.00023159906052550226-0.00034685519426816224j),(-0.0002302764467104725-0.00021460162668019683j),(-0.00016349974207933722+0.00029016502540904536j),(-0.0003491388781671444-0.0001565369678228549j),(0.00027374747331208356-0.0003575005653311506j),(0.00026254767725077767+0.00044760203055986824j),(-0.0005916626291290158+0.0003038208068683618j),(-0.0002563470033434892-0.0006054092767830122j),(0.0008320403546755705-0.00012784971022469788j),(-4.263733969695614e-05+0.0007259892429166816j),(-0.0009051008041449225-9.678858834813029e-05j),(0.0001686197097136055-0.0011498749619569411j),(0.0012004876028469363+0.00019905904543508548j),(-0.00014385130142977856+0.00144285398732081j),(-0.001453578638354828-4.7616502015271875e-05j),(-0.00039062559389970434-0.0016400718382980843j),(0.0013422129974908618-0.0008852359212470546j),(0.0017037341704942309+0.0007359522200730559j),(0.00010300584169640826+0.0020445506201266636j),(-0.001423917276144699+0.0016122412313702367j),(-0.0022255835650124224-0.00014138816876043862j),(-0.0018130194365734902-0.0015359436035601603j),(-0.0006307133401555498-0.0023563529170368886j),(0.0006336037172574236-0.002484079290684069j),(0.0013442883967560637-0.0022504882476250183j),(0.0018495530663475085-0.0019147998751495778j),(0.002051748895915113-0.0017237659900297662j),(0.001996613541991091-0.0017805959898772098j),(0.0017149478533106945-0.0020208002198265104j),(0.0010659855419075895-0.0023705111381354086j),(8.698736538266482e-05-0.0025338026357274515j),(-0.0012677852996971638-0.00208207064774614j),(-0.002132217134249863-0.0010040948464334076j),(-0.0021481974033841045+0.0005778928565864234j),(-0.0008812997116444463+0.0018841910582803217j),(0.0010136367464592887+0.0015900415138464478j),(0.001750726725370295-3.899073007080136e-05j),(0.0006418658351101081-0.001529716340202047j),(-0.001249409138359325-0.0011252552634565885j),(-0.0012392040109611769+0.0008958740429128912j),(-0.00024273391587410927+0.0008624354069818341j),(0.000439721690905955+0.000800170442073252j),(0.0008464501098671889+0.00024136905119391246j)
"(12,)",(-0.0011122396924468094+0.00022811720177540559j),(-0.00017339423152966195+0.0012057320935091858j),(0.000977633220502331+3.126697167117848e-05j),(0.0002253781733975154-0.0010195371177412012j),(-0.0006723577261157844-0.00021707057905445595j),(8.773117119904901e-05+0.0007760107672145896j),(0.0006776791100169406-1.146178337384177e-05j),(-9.859182472690262e-05-0.0004932337548189442j),(-0.0005285754434555224+0.00023573612523525463j),(0.0002798408625781654+0.00041162765804737784j),(0.000198665361800326-0.0002985704284783746j),(-0.0003491388781671444-0.0001565369678228549j),(-0.000151320564036638+0.00029890759530328096j),(-0.00030417594939210145-0.00023450385336153026j),(0.00036651810901002917-0.00037505115248178035j),(0.00035911327653496126+0.00044786620967217215j),(-0.0006563253587252017+0.00031770356806932613j),(-7.81581531871199e-05-0.0007579385321892687j),(0.0006716181947899767+5.441621156631502e-05j),(-0.00020487309623350766+0.000927477043588689j),(-0.0009131210751900688-0.00014323145863198367j),(0.0003997076865017846-0.001026122286605302j),(0.0010110906783985594+0.0004292487115364436j),(-0.0003153715157683352+0.0013813999929996321j),(-0.0013867389440140655-8.120723217071544e-05j),(-0.000312391248601929-0.0016095500052719076j),(0.001380199619166204-0.0007916083321837386j),(0.0016847472934917425+0.0010195147291767374j),(0.00019904400113820514+0.001961953647314995j),(-0.0015365985893117098+0.0014140527164840913j),(-0.0022336248233962045-0.00017573409770953646j),(-0.0016477838175103037-0.0015783344989385825j),(-0.00047745504396989137-0.0023523278512237616j),(0.0005252564588357955-0.0023992007159312854j),(0.0013617796050849208-0.0020997251331669785j),(0.0017722770122715825-0.001826447725294807j),(0.001967461759209503-0.0016446757855846012j),(0.0018826019163064288-0.0017300951179497395j),(0.0015972531933778874-0.0019703745689341736j),(0.0009278227315422286-0.00230295232233006j),(-3.2812120761808624e-05-0.0024323165136463515j),(-0.0012104174581828902-0.0020298575546993888j),(-0.0021012995800855747-0.0008973827347383271j),(-0.0019412094491048832+0.000911588146461851j),(-0.0006079967575948888+0.0018982186127709853j),(0.0011270350159404779+0.001625453702312402j),(0.0018043132211224228-0.00020198997466482218j),(0.0004438596867771432-0.0015141978792066735j),(-0.0007826211604524471-0.0010775895942384084j),(-0.0004532246556256569-0.00022433920616822891j),(-0.00048087236843830783+0.0011516906303281524j),(-0.00022566450288631168+0.0008680822998438276j)
"(13,)",(-0.0004544406472913637-0.0010425779582715943j),(-0.0012485184011076383+7.042474958479768e-05j),(-0.0001946160866493368+0.0011620056588760733j),(0.0010169996911952716+0.00023185680568615414j),(0.00012184318290334662-0.0008757989047884981j),(-0.0010235038812166919-0.00020794736484746438j),(2.263337140353116e-05+0.0006681970811828036j),(0.0005930587982795791-4.61665575209015e-05j),(-0.00018666897037585592-0.0007205274957826026j),(-0.0006193949717909086+0.00020754398601854524j),(0.00025941663899437277+0.0003482728025649083j),(0.00027374747331208356-0.0003575005653311506j),(-0.00030417594939210145-0.00023450385336153026j),(-9.739534344851005e-05+0.00027978798237053673j),(-0.0003237463647812516-0.0001348053135267926j),(0.0001421029960429811-0.00037773089169417597j),(0.00037182147817092076+0.00027071275105791794j),(-0.00044735994460966396+0.00026947963580660326j),(-0.00011437430073997008-0.0006577363899403369j),(0.0007546026978982555-2.787749964117612e-05j),(-3.216948403621e-05+0.0007798596130398005j),(-0.0008556943786286431-8.07528729084393e-05j),(0.00022533897236877047-0.001053310131623703j),(0.0010395355986435306+0.0003342681872409553j),(-0.000140902095489086+0.0011287737360270347j),(-0.0011670262076700735+8.701119140526059e-05j),(-0.0004478211005633639-0.0015203258116324996j),(0.001284164459033113-0.0008893208862951549j),(0.001554600292652835+0.0007103363968485531j),(0.00017796065816302688+0.0018912429968124603j),(-0.0013531026074934155+0.001310024796101271j),(-0.002073021709158593-3.190755124757524e-06j),(-0.0016722244168345644-0.001389803580858676j),(-0.0006471728962195661-0.002155776070791202j),(0.0004609436511505885-0.002295934376245286j),(0.0012945462629591763-0.0020294699775937554j),(0.0017009777327637564-0.001752214556421479j),(0.001864145620426888-0.0016049218651828085j),(0.0018170288222480143-0.0016496442915372308j),(0.0015740758115286352-0.0018556098181887132j),(0.0009916945197069736-0.002172149330769609j),(2.921495721924587e-05-0.002304690640488373j),(-0.000954128073254718-0.0020475323912246095j),(-0.0019417764491059565-0.0009138450939802164j),(-0.002007080661715287+0.0004934139752344993j),(-0.0008419241888475098+0.0017125348295265875j),(0.0007864134822589855+0.0015608334667714338j),(0.0016543818662282568+0.0002447513242632648j),(0.0006014304561358085-0.0014279739053816957j),(-0.00020953345620529313-0.0009251307210793658j),(-0.0004451520782123251-0.0001153094752806192j),(-0.0008517420311998253-8.513802922823109e-05j)
"(14,)",(0.0007977844759718544-0.0007849532085611242j),(-0.00028990555355961874-0.0013921608207021683j),(-0.0013584304437326393+0.0003251613264678661j),(-0.00024762417220888116+0.0010084866233871688j),(0.0009082245940921137+0.0001270559747828149j),(0.0001088101496434625-0.0010353482452951375j),(-0.0008152184885187187-3.5100906686287484e-05j),(-1.0671122800094835e-05+0.0005565303192320992j),(0.0006403435976791197+9.392131242906687e-05j),(-1.2028388223233306e-06-0.0006223560251756731j),(-0.0006253717576740674+0.00021985313286113173j),(0.00026254767725077767+0.00044760203055986824j),(0.00036651810901002917-0.00037505115248178035j),(-0.0003237463647812516-0.0001348053135267926j),(-0.00015084733902301345+0.00022046731264171196j),(-0.00024378889724615822-0.00014806322568556898j),(0.0001951053222248078-0.00029251732377492224j),(0.0003202444562494995+0.000266333045537401j),(-0.0005153287262838928+0.00025407537178356583j),(-8.511725225475293e-05-0.00044038702055180715j),(0.0007059102385441095-8.949341429794299e-05j),(-0.00010099631459937346+0.0005823504412959374j),(-0.0007728206546346407-5.714408359534573e-05j),(0.0003454014381309046-0.0009410018514786688j),(0.0009217082056364386+0.0001616297115285782j),(-6.947858581886187e-05+0.0011097369691942497j),(-0.0010666127135208416-2.51157580982569e-05j),(-0.0003163501111617941-0.0013197590527595758j),(0.0011938864551255576-0.000756490049205718j),(0.0012982428128738128+0.0007929106299961548j),(-4.254061629463413e-05+0.0016389188884522999j),(-0.0012972094522030807+0.00112126000419233j),(-0.0018207756776264972-0.00010329918019989059j),(-0.0013732015941207076-0.0013735436814356606j),(-0.00047105836350838144-0.001989906367289997j),(0.0004809284887412904-0.0020406334310759723j),(0.0011065435641217968-0.0018326577661937574j),(0.0015283065269982054-0.0015579636793752003j),(0.0016839859463822846-0.001412476435571773j),(0.0016203190708840008-0.0014764625092219892j),(0.0013612362356669565-0.0016860373130924181j),(0.0008298600106981185-0.0019458943712842656j),(-5.509123115661551e-05-0.002064243192925785j),(-0.000996130483886916-0.0017175122205558798j),(-0.0016997549732228176-0.0009255856177646302j),(-0.0017375773752596423+0.0005571998043810076j),(-0.0007184823480539307+0.001543854864052277j),(0.000838426832628279+0.0013766118375921827j),(0.0012236769370585346+0.0003089877370622402j),(0.000660426409174044-0.0004390395390446848j),(-0.00017049578196829312-0.0008086425065095064j),(-1.4720307160799016e-05-0.00042550748476670355j)
"(15,)",(0.0013004322318598013+0.00030437010541540653j),(0.0010871539403905243-0.000924808680858654j),(-0.0006362555143121357-0.0012449513668092646j),(-0.0012572899226812187-3.079006375281308e-05j),(-5.421666568222969e-06+0.0009479251180636387j),(0.0010300288108033373+0.0002488146535569463j),(0.000287651685377134-0.0008965509618243684j),(-0.0006791986285225466-0.000164121332220184j),(9.922626286256924e-06+0.0008414498972555644j),(0.0006147748768540171+3.3596720413567175e-05j),(-8.660175949098427e-05-0.0005970082648337173j),(-0.0005916626291290158+0.0003038208068683618j),(0.00035911327653496126+0.00044786620967217215j),(0.0001421029960429811-0.00037773089169417597j),(-0.00024378889724615822-0.00014806322568556898j),(-0.00018728062049097808+0.0002993126235195427j),(-0.000260029934918238-8.434266074566842e-05j),(0.00021837047655571393-0.0002471235959366304j),(0.0002892718862173974+0.0004280080589749612j),(-0.0006693465980176204+0.00028746723981763815j),(-0.00022071809491146547-0.0006047009055554849j),(0.0006096505060083961-4.215104598279285e-05j),(-5.1676333298611886e-05+0.0007978295070290175j),(-0.000837368660638955-0.00022280044400767437j),(0.0001741463237331539-0.0009890768157684465j),(0.000980744664698066+0.00035389511962444117j),(-0.00024859103798204946+0.0012012130604620393j),(-0.0013960025206957518+5.765118182221311e-05j),(-0.00034460981987113166-0.0015040990475507006j),(0.001204552356451833-0.0011579872611073986j),(0.001585139405375015+0.0009141958336790236j),(0.00016991031776355717+0.001924763172772459j),(-0.0014437216165910946+0.0015022413777959543j),(-0.0022168643564827064-0.00013666722776468145j),(-0.0017212801244185323-0.0016388877277978527j),(-0.0006297051353127108-0.0023235182614335j),(0.0006095488635606792-0.0024594388129024203j),(0.0013320105867484146-0.0022226113446529388j),(0.0018218441828042184-0.0019029875684258995j),(0.002020518316913944-0.0017247217641839126j),(0.0019821526626356972-0.001763983143633151j),(0.0016982884818150332-0.002006428540099675j),(0.0010832898294296143-0.0023422708382870687j),(0.00017657726758693948-0.002515065977824918j),(-0.001067526120065108-0.0021984497853885583j),(-0.0020506833411717213-0.0010495525501045017j),(-0.0021132998647421363+0.0005599215404265175j),(-0.0008989376825698103+0.0019177342616404566j),(0.0004970047797182153+0.0015578297522798083j),(0.0008667834362609884+0.0006129559729771559j),(0.0014079542363225558-0.00047782312434740764j),(0.0005006683135222053-0.00020883964749964485j)
"(16,)",(0.0003058002627907335+0.0013061415835056301j),(0.0014428911214525789+0.0007259771091304715j),(0.0012045771671369537-0.0011419040192932421j),(-0.00020153034009755353-0.0013485833125013325j),(-0.0010564838505890955+5.235975205097099e-05j),(-2.473396528334519e-05+0.0012397214804294907j),(0.0011046567488993031+0.0002812135803530424j),(0.00020371617596884269-0.0008131791737391768j),(-0.000894349709049869-7.267173198224707e-05j),(-0.0001651515779235372+0.0007322171766714556j),(0.0007485619398161006+6.28831603468014e-05j),(-0.0002563470033434892-0.0006054092767830122j),(-0.0006563253587252017+0.00031770356806932613j),(0.00037182147817092076+0.00027071275105791794j),(0.0001951053222248078-0.00029251732377492224j),(-0.000260029934918238-8.434266074566842e-05j),(-0.0001292824941020146+0.00024559095663677437j),(-0.0002310198041647789-9.266949557640784e-05j),(0.00020837061861703006-0.00024270969728531886j),(0.00036582566762716835+0.00030422008557305934j),(-0.00035546515202781987+0.00021488203275898526j),(-0.00017908580820975086-0.0006432052121423304j),(0.0005478292754778751-0.00015578670106487178j),(3.8915015466871405e-05+0.0005631816441142986j),(-0.0007872538506324641-0.00020659311171618316j),(0.00027109734625075467-0.0009450841770497972j),(0.0009183118759246417+0.00032374602027480953j),(-0.00020852549671566224+0.001037096159340558j),(-0.0012352832660911667+6.461927159275547e-05j),(-0.00041374225266130516-0.0012813584453003034j),(0.0010874000641397498-0.0008278878202634531j),(0.001391496211154639+0.000766031202032082j),(0.0001405705181168578+0.0016622979129804778j),(-0.0012517839055716927+0.0012075558096889356j),(-0.0018668358067495674-5.958971402627911e-05j),(-0.0014237134880049332-0.0013005662872698617j),(-0.00044905208298636986-0.001992618679681576j),(0.0005032278874586409-0.002036045876101814j),(0.0011122939348715423-0.001845139265514209j),(0.0015467966877055223-0.0015620816559937635j),(0.0016955439011157362-0.0014218065359872113j),(0.0016295448245886336-0.001486141071677504j),(0.001380442416383239-0.0016883923210994339j),(0.0008874485167414847-0.0019431409677203272j),(-1.2080941828906004e-05-0.0020669102369579293j),(-0.0010370308951427572-0.0016862355153860183j),(-0.001710518599779729-0.0008048496903949974j),(-0.0017208916101590706+0.0005092703592474525j),(-0.0007518909652204581+0.0015317983002976555j),(-0.00016323445022280818+0.00045808981250031655j),(0.0005357321741691785+0.0007498164640918188j),(0.0007232523606023408+0.0005424211694168366j)
"(17,)",(-0.0009272219364114796+0.0011120511273275766j),(6.939857696333032e-05+0.0018536984520225543j),(0.0016030743955024469+0.0006407790799515111j),(0.0011809509239227218-0.0010234112320883673j),(-0.0002803203970770108-0.0010965600868893602j),(-0.0013426306618767008+0.00010956130832422953j),(-0.00011010368680632884+0.0011144787393234249j),(0.0010240953381234804+0.00017633872182067973j),(0.0001994656298732727-0.0010258235489229207j),(-0.0007818563258446286-0.00029781139926229037j),(-8.845522433211469e-05+0.0007868097669325299j),(0.0008320403546755705-0.00012784971022469788j),(-7.81581531871199e-05-0.0007579385321892687j),(-0.00044735994460966396+0.00026947963580660326j),(0.0003202444562494995+0.000266333045537401j),(0.00021837047655571393-0.0002471235959366304j),(-0.0002310198041647789-9.266949557640784e-05j),(-0.00019058931511087648+0.0002646492500003557j),(-0.0002994032585067995-0.00015506012366515033j),(0.00022827304001422522-0.0004337232945843206j),(0.0002527550122936054+0.0002844568404654348j),(-0.000524237453811062+0.00031730769328935617j),(-0.00027800050791106665-0.0006070229621497182j),(0.000792669443314536-2.5114876715741343e-05j),(-3.5028246464996745e-05+0.00095684773260877j),(-0.0008327950659366424-0.00022381291117026615j),(6.545893068904942e-05-0.0009745870981379525j),(0.0012102202578792944+8.556662057309388e-05j),(-0.00011905531748697001+0.001333992354061133j),(-0.0013325567359748058+0.00023667982059192013j),(-0.000667807818782012-0.0014422231892036001j),(0.0012574112918369502-0.0009067231271539096j),(0.0015779231741702008+0.0007407135075588857j),(0.00011760694489398643+0.001939462921382353j),(-0.001483709047607162+0.0014411131121178057j),(-0.0021660485608292557-0.00017763811663758434j),(-0.001622355234595132-0.0015664097675566321j),(-0.0006116711455733764-0.0022564154121635766j),(0.0004678856189375471-0.0023518898112427885j),(0.0013457057793072205-0.002064353668552565j),(0.0017367232571926215-0.0017837982952947785j),(0.00192561470939289-0.001610470224187461j),(0.00186782230754727-0.0016706124488318134j),(0.0015771646353143396-0.0019094472170699526j),(0.001021044554205869-0.0022152313116345214j),(0.00011708318775347373-0.002357060155035008j),(-0.0010105790947740356-0.00201721267481637j),(-0.001954695327418724-0.0008639648385038637j),(-0.0019955485551488394+0.0005617712139399018j),(-0.0008129628991307266+0.0007683190981698995j),(-8.166675527817511e-05+0.0005542613024767145j),(-8.03741245478653e-05+0.0005544105458436857j)
"(18,)",(-0.0016158534327096732+8.928021904001072e-05j),(-0.001348614284241027+0.0012959639483298769j),(0.00042821023020805867+0.0017428170999397071j),(0.0014544467498263344+0.0007748319465452221j),(0.001067944831416381-0.0008403601500323805j),(-0.0005502386613168807-0.0013233168472470476j),(-0.0014052390518147727+0.00014113832379358576j),(-0.00024681012174735935+0.0010048773988033106j),(0.0010425621225079135+0.0004225818512513939j),(0.0002236481507383706-0.0009085044033167776j),(-0.0007455541522854952-0.00022441099720345322j),(-4.263733969695614e-05+0.0007259892429166816j),(0.0006716181947899767+5.441621156631502e-05j),(-0.00011437430073997008-0.0006577363899403369j),(-0.0005153287262838928+0.00025407537178356583j),(0.0002892718862173974+0.0004280080589749612j),(0.00020837061861703006-0.00024270969728531886j),(-0.0002994032585067995-0.00015506012366515033j),(-0.00016213862749004269+0.0003068383871119493j),(-0.00026714020785330463-0.0001222841560220103j),(0.00010414504501850387-0.00043231560770746373j),(0.0005334226984782645+0.0002702581620805536j),(-0.00036025947885081147+0.0003683577702015588j),(-0.0002796439043000516-0.0005872943394820623j),(0.0008108625849634051-0.0001488522298166434j),(-2.078009781902997e-06+0.000901276208486005j),(-0.0008699341392537206-0.00019077633348350343j),(0.00021521629125803828-0.0010878516682937558j),(0.0013056834495618922+1.7483154723406933e-05j),(-0.00014372108265255768+0.0012076147006414018j),(-0.0012746933484603928+0.0001516657707413793j),(-0.0004303963496467528-0.0013929880376932872j),(0.0012268296811756025-0.0010223147732808453j),(0.0016692886198030968+0.0007468829400451263j),(0.00038424913317433134+0.0018280874434493213j),(-0.001567614508652793+0.0014228651926575238j),(-0.002184225708321785-0.00010029440112324379j),(-0.0017229513411292456-0.001502185725839986j),(-0.0006118929638583364-0.0022635478535188067j),(0.0004385091912060585-0.0023833283366465545j),(0.0012710309147535989-0.002126481413168622j),(0.001739533793235278-0.0018322099867539134j),(0.0019423703676199888-0.0016392798678469614j),(0.0018878603378046943-0.001695201520771132j),(0.0016320802782164594-0.0019136287211446673j),(0.0010651970232214635-0.002231674892192239j),(1.4654241777577614e-05-0.002393865577774314j),(-0.0010722961390472092-0.00202912279079659j),(-0.0020091158190430813-0.000987670713051309j),(-0.0005764369717092177-0.00014147193555766373j),(-0.0010763836639095677+0.0003397144293222076j),(-0.0005021662540950544+0.00028946850129292034j)
"(19,)",(-0.0012496938836595707-0.0011027754771419723j),(-0.002087084410601283-0.0001589392332152511j),(-0.0012345168472862789+0.0014122170126283282j),(-8.233747344440213e-06+0.0018339735923808404j),(0.0012859961761530869+0.0005682203182605818j),(0.0011504103004194753-0.0010006441726367744j),(-0.0005368000531675735-0.0013861490199190238j),(-0.0011581176767771952+0.00014442847318510733j),(-0.00023208549957510257+0.0010637073178478536j),(0.0009521821955333147+0.0003496494148469682j),(0.00021364402191412528-0.0010918824465340636j),(-0.0009051008041449225-9.678858834813029e-05j),(-0.00020487309623350766+0.000927477043588689j),(0.0007546026978982555-2.787749964117612e-05j),(-8.511725225475293e-05-0.00044038702055180715j),(-0.0006693465980176204+0.00028746723981763815j),(0.00036582566762716835+0.00030422008557305934j),(0.00022827304001422522-0.0004337232945843206j),(-0.00026714020785330463-0.0001222841560220103j),(-0.00016850709735411642+0.00022641526647196937j),(-0.0002762585998823812-0.00010874572267847543j),(0.0001952519522323521-0.0003604448050358425j),(0.00029177220868913735+0.0003180607157714395j),(-0.0004974590511711241+0.00018373016962340498j),(-0.00019668829655272157-0.0005896569651859382j),(0.0006156930010077224+1.6230240319215217e-05j),(2.2392686811230804e-05+0.0007009341828587334j),(-0.0008287575963577823-0.00021218726547276708j),(0.00020292283848304235-0.0009469968562670542j),(0.0008244590558605292+0.0003406026996487506j),(-0.00015013432628826565+0.001229139550357404j),(-0.0012605175703102659+0.0001634078294531294j),(-0.0004754547722051851-0.0013838407480706069j),(0.0011206072071795348-0.0010301242515625446j),(0.0014995268946789157+0.0007075161406471932j),(7.789972431489892e-05+0.0017524130994726744j),(-0.001414187535702776+0.0011988759367970434j),(-0.001930130827484437-0.00015560482369137403j),(-0.0014706446733266962-0.0014083814920095993j),(-0.0005618177141068994-0.0020641187762920113j),(0.00047279086256250667-0.002156775708268532j),(0.00118713252249196-0.001920982890139603j),(0.0016145489885966268-0.0016372046196401378j),(0.0017650677645104206-0.0014963351898208657j),(0.0017220058060030234-0.0015406475029930138j),(0.001464999978192104-0.001755878952451953j),(0.0009298058379917256-0.002044207078338813j),(3.860135181021332e-05-0.0021773185675272116j),(-0.0009692469887285233-0.0018660642006697156j),(-0.0003432906463714494-0.00042959799102469865j),(-0.0010475082627939615-0.00012698390213142604j),(-0.0005018568561828943-0.0002008363946693821j)
"(20,)",(-0.0005271715391891051-0.0016148754330996009j),(-0.0015913979833046606-0.0013997732293477652j),(-0.0020777894040340406-3.2652324465421306e-06j),(-0.0014153358571123767+0.001204080968835618j),(7.419632622000953e-05+0.001475790252639395j),(0.0015484737355415702+0.0006700130988837885j),(0.0013137296888630094-0.0009249078164681685j),(-0.00023263204128738283-0.0012481751937710648j),(-0.0014246213411883352+3.445555547812119e-05j),(-0.00016742270806976664+0.0012834164335158492j),(0.001033488992483683+0.0005076157900065139j),(0.0001686197097136055-0.0011498749619569411j),(-0.0009131210751900688-0.00014323145863198367j),(-3.216948403621e-05+0.0007798596130398005j),(0.0007059102385441095-8.949341429794299e-05j),(-0.00022071809491146547-0.0006047009055554849j),(-0.00035546515202781987+0.00021488203275898526j),(0.0002527550122936054+0.0002844568404654348j),(0.00010414504501850387-0.00043231560770746373j),(-0.0002762585998823812-0.00010874572267847543j),(-0.00016541499601318934+0.00022854731466966446j),(-0.00017335048982456796-0.00015195571326838132j),(0.00032012193692701805-0.00023536419690085256j),(0.00020518708113596498+0.000329848282882495j),(-0.0004655272596185134+0.00016685857351992684j),(1.1834192441571229e-05-0.0006247813892021585j),(0.0005639986018818472+9.179127202328015e-05j),(-0.00033104046831652147+0.0006479142432398521j),(-0.0007937542261267788-0.0003534903509437603j),(0.00047720935296793226-0.000860857317069368j),(0.000793284237726917+0.0003564492841034844j),(-0.00040283133069932316+0.0009484950860007161j),(-0.0011414503508930319-9.666611682719494e-05j),(-0.00031051711708249876-0.0013400677025358228j),(0.0012057357003540357-0.0008717865909513307j),(0.0012193433955135769+0.0008118670859501122j),(-0.0001812049971472843+0.001668741419589211j),(-0.0012954300452078533+0.0011044326949080458j),(-0.0018647816521412724-0.00031685073671505623j),(-0.0012392190886995477-0.0015150101629611736j),(-0.00040443179139478365-0.002001868872398047j),(0.0005467267946755873-0.002012182726766526j),(0.0011284289503007538-0.0018112982322750924j),(0.0015113299617564187-0.0015686440329471935j),(0.001675593910721478-0.0014155221970666902j),(0.0016097878326231808-0.0014837385686752472j),(0.001328274171543828-0.0017091993954230467j),(0.0008490910097630689-0.001951537565975081j),(-3.155620958719743e-05-0.002054429997839033j),(-0.00028773711004377285-0.001008829106203959j),(-0.0005578552085097571-0.0008765207176566467j),(-0.0007658627634568612-0.0006896688692029031j)
