index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)","(18,)","(19,)","(20,)","(21,)","(22,)","(23,)","(24,)","(25,)","(26,)","(27,)","(28,)","(29,)","(30,)","(31,)","(32,)","(33,)","(34,)","(35,)","(36,)","(37,)","(38,)","(39,)","(40,)","(41,)","(42,)","(43,)","(44,)","(45,)","(46,)","(47,)","(48,)","(49,)","(50,)","(51,)"
"(21,)",(0.0002144886200402862-0.0017212508580685835j),(-0.0005577446499766167-0.0021569736408329518j),(-0.0017342199598602552-0.0012488926628923403j),(-0.0019478967531909566-0.0002217970126055859j),(-0.0012171209140597991+0.0011404435890758648j),(2.35764553763389e-05+0.0018631400471242768j),(0.0014418138742997876+0.0008522348226582902j),(0.0010087571354782175-0.0008443886370165618j),(-0.00033477695521652535-0.0013752213701423758j),(-0.0013009031066490693-1.0054939904189561e-05j),(-5.61771359472194e-05+0.0012708218243903061j),(0.0012004876028469363+0.00019905904543508548j),(0.0003997076865017846-0.001026122286605302j),(-0.0008556943786286431-8.07528729084393e-05j),(-0.00010099631459937346+0.0005823504412959374j),(0.0006096505060083961-4.215104598279285e-05j),(-0.00017908580820975086-0.0006432052121423304j),(-0.000524237453811062+0.00031730769328935617j),(0.0005334226984782645+0.0002702581620805536j),(0.0001952519522323521-0.0003604448050358425j),(-0.00017335048982456796-0.00015195571326838132j),(-0.00017896183957673414+0.00024443752894831084j),(-0.00025319184051057-0.00015393942484931745j),(0.00020622637586749674-0.0002682527124632445j),(0.0002489951611937714+0.00045478187792466083j),(-0.0005010689768843274+0.0002039689206458122j),(-9.675154292249152e-05-0.0006126654677313224j),(0.0005269838878915376+8.701804327202638e-05j),(-8.611601388101682e-05+0.0007714891885580751j),(-0.0008943261325838333-0.0002252941190573305j),(0.0001958353042251692-0.0010923383506675384j),(0.001164707037410237+0.00025222397062413764j),(-0.00037037997097650173+0.0012812047524480674j),(-0.0012924425742183705-0.00014446434503177108j),(-0.0003902933172448984-0.0014354561527426726j),(0.0012505530347913926-0.0010573217455906341j),(0.0015414462943886475+0.0007619150997663237j),(0.00013034763258886988+0.0018531395180366671j),(-0.0014985800815483922+0.001260875476672078j),(-0.002157592532021146-0.0001722582888351086j),(-0.001598892231962464-0.0014914663381562544j),(-0.0004924035126731846-0.002233792816964912j),(0.0004625084216198872-0.002324834044302215j),(0.001308736847533219-0.0020691445628414577j),(0.001732433298707158-0.001790601487280497j),(0.0019071541479764602-0.0016276198238981048j),(0.001844935919289602-0.0016913263949221628j),(0.0015866579324700413-0.001909309173665867j),(0.000988983516036058-0.0022169632846957017j),(0.0002898837756011592-0.0011942360669298538j),(-3.5302013864413424e-05-0.0006078457363517867j),(-5.318928564479777e-05-0.0006059499350063014j)
"(22,)",(0.0008882843986829851-0.0015358712781275623j),(0.000569891589485407-0.002254361370442631j),(-0.000701751161576662-0.0021872848548479653j),(-0.0015178834867904506-0.0014607429523152153j),(-0.001764372491565329-0.00022187782205973657j),(-0.0014147918261975152+0.001283318869910063j),(0.00012123738950219057+0.0018666709469063259j),(0.0012430391162496306+0.0008574909454994025j),(0.0012696432505533866-0.0009480040097747402j),(-0.00033404397867299325-0.0014491776520384224j),(-0.001450404729789063-6.738482678748946e-05j),(-0.00014385130142977856+0.00144285398732081j),(0.0010110906783985594+0.0004292487115364436j),(0.00022533897236877047-0.001053310131623703j),(-0.0007728206546346407-5.714408359534573e-05j),(-5.1676333298611886e-05+0.0007978295070290175j),(0.0005478292754778751-0.00015578670106487178j),(-0.00027800050791106665-0.0006070229621497182j),(-0.00036025947885081147+0.0003683577702015588j),(0.00029177220868913735+0.0003180607157714395j),(0.00032012193692701805-0.00023536419690085256j),(-0.00025319184051057-0.00015393942484931745j),(-0.0001585428299149898+0.00024024041828800543j),(-0.00027480499796429304-0.0001460052981261313j),(0.00019761521194669373-0.0001711744920869027j),(0.000248094077058841+0.00029945483261666046j),(-0.00047442985383061136+0.0001581334721380632j),(-0.00010937390673842471-0.00043988368623048055j),(0.000745989390761583+8.018927680327185e-05j),(-0.00013261977391955984+0.0006509829714013798j),(-0.0007155779260108616-0.00032284537638760575j),(0.00017478543863855904-0.000749342332154081j),(0.0008584101069461766+0.00040551157866035157j),(-0.00030080674923210754+0.0010094977102194245j),(-0.0011120201345571508-7.906715225646618e-05j),(-0.00021059354649247814-0.0011857726891424459j),(0.0011704316522282746-0.0006464093856784508j),(0.0013586978095098507+0.0007392551451220817j),(9.504296024153078e-05+0.001694431709596144j),(-0.0013721178603055514+0.001120783719515546j),(-0.0018124449232808123-0.0002866863043729502j),(-0.001337253428492824-0.0013774279379233545j),(-0.0003707849876557597-0.0019853025718956866j),(0.0005151251394338797-0.0020206523582585755j),(0.0011741063962724223-0.0017901145903622766j),(0.0015267539219770761-0.001549105434295489j),(0.0016632923063860914-0.0014250707430546376j),(0.001605346033651457-0.0014841907287008018j),(0.0010755696746130047-0.0012258972918986007j),(0.0005718906079468935-0.0009195559232781209j),(0.00023783525184862742-0.0010432003936872033j),(0.0002863103644401385-0.0010317445332914997j)
"(23,)",(0.0012410685761196723-0.0013163042783346254j),(0.0012993879366292407-0.0019964445874386784j),(0.0004379330845114476-0.0023225362422873894j),(-0.0003886512575929982-0.0021083849637518978j),(-0.0013924144353669205-0.0011648078805091538j),(-0.0021287038044273286-3.827450682746044e-05j),(-0.0013609523719254819+0.0012799844861502887j),(0.00013791084174375994+0.001621734269194661j),(0.0014772076169266447+0.0008963774137095529j),(0.0013418198265841578-0.0008493073076338351j),(-0.00025969208175726747-0.0013172661618500725j),(-0.001453578638354828-4.7616502015271875e-05j),(-0.0003153715157683352+0.0013813999929996321j),(0.0010395355986435306+0.0003342681872409553j),(0.0003454014381309046-0.0009410018514786688j),(-0.000837368660638955-0.00022280044400767437j),(3.8915015466871405e-05+0.0005631816441142986j),(0.000792669443314536-2.5114876715741343e-05j),(-0.0002796439043000516-0.0005872943394820623j),(-0.0004974590511711241+0.00018373016962340498j),(0.00020518708113596498+0.000329848282882495j),(0.00020622637586749674-0.0002682527124632445j),(-0.00027480499796429304-0.0001460052981261313j),(-0.00014142178744745468+0.00029643552336459364j),(-0.00034023904238219855-8.468537622405737e-05j),(0.0002572283675315889-0.0003889228714797625j),(0.0002751108618060313+0.0004183712025939302j),(-0.0006546190937357674+0.00017318630452744274j),(-6.535362051210186e-05-0.0007418107941142414j),(0.0006599791289607679+6.656524415812308e-05j),(-6.119429389435568e-05+0.0008220486468730767j),(-0.0009613283257446561-0.0003197171548783177j),(0.00031968143758804104-0.0011924297068415235j),(0.0010694816751484213+0.00038708059664299287j),(-0.0003987964700140727+0.0012298739856027216j),(-0.0014538554816682966-8.920478732325089e-05j),(-0.0005452097897764927-0.001679868165767904j),(0.0015671503797104805-0.0010084942850856122j),(0.0016086700578915858+0.0008361251206668166j),(0.00010268282587705695+0.0020773820899578003j),(-0.0016478862705610754+0.001380853825483232j),(-0.002282896833615939-0.0003172719800362266j),(-0.0016779643587721657-0.0016747426838698675j),(-0.0006412717109110901-0.0023973428345927133j),(0.0005368725285197993-0.002508578361967515j),(0.0014241019322612958-0.0022016585611739333j),(0.0018793724362456748-0.001886336620597974j),(0.002041370808920235-0.0017335741089429747j),(0.00197665849262651-0.0018018105357605672j),(0.0004940171908791788-0.0004517213480243801j),(0.0003769626963022457-0.0005478277245087386j),(0.0004025553558099574-0.0005304601160773617j)
"(24,)",(0.001393836330442587-0.001178562966633628j),(0.0016669203032044888-0.0017441483853122973j),(0.0011827283935478996-0.0020911907658263053j),(0.0005615769955558666-0.0021690582968113634j),(-0.0004247496654015384-0.0018664291979981634j),(-0.0015935259171634796-0.0014241941044689339j),(-0.00204575670104794-0.00014879260159547048j),(-0.0013291270566741721+0.0011930679697529885j),(0.0001658871134224563+0.0018094780887667628j),(0.0015490005696748004+0.0007910361440070648j),(0.0011831974152539193-0.0010515684074006249j),(-0.00039062559389970434-0.0016400718382980843j),(-0.0013867389440140655-8.120723217071544e-05j),(-0.000140902095489086+0.0011287737360270347j),(0.0009217082056364386+0.0001616297115285782j),(0.0001741463237331539-0.0009890768157684465j),(-0.0007872538506324641-0.00020659311171618316j),(-3.5028246464996745e-05+0.00095684773260877j),(0.0008108625849634051-0.0001488522298166434j),(-0.00019668829655272157-0.0005896569651859382j),(-0.0004655272596185134+0.00016685857351992684j),(0.0002489951611937714+0.00045478187792466083j),(0.00019761521194669373-0.0001711744920869027j),(-0.00034023904238219855-8.468537622405737e-05j),(-0.00015967151780251507+0.0002514609000473268j),(-0.00022823930210471086-0.0001406239076926218j),(0.0003091233614335274-0.00024237420495247104j),(0.00019371796433153356+0.00045037096221882823j),(-0.0005143181681430653+0.00018653878143076524j),(-0.00012840742707320745-0.0005594770376905651j),(0.0006766079893225584+5.224323717040042e-05j),(-0.0001865954093170115+0.0008060010938522437j),(-0.0008198709281909876-0.00025163296225551795j),(0.00040704558985698533-0.0008302893434228045j),(0.0010223425020882454+0.00027315908358709816j),(-0.0001568289415017375+0.0011048934901903627j),(-0.0013823707621887457-3.544291608046176e-05j),(-0.00016042672041376434-0.0014137478609485882j),(0.0011815281693528283-0.0007126002825535182j),(0.0013773846012185185+0.0007087400775100464j),(3.7718280648919564e-05+0.0017674097147302214j),(-0.0013869010787940195+0.0012683143982659402j),(-0.002060304631796516-0.00020385279551495252j),(-0.001516482313042699-0.001495388311015436j),(-0.0005458063958210812-0.0021090318156334136j),(0.0005561461135869988-0.002213244754897403j),(0.001201731354343988-0.0019903847655399366j),(0.0016536125390048428-0.0016890883942959158j),(0.0013562530262280735-0.0011613337428379449j),(0.0013796424775888527-0.0011361674823417716j),(0.00043965371575037615-0.00040088977526847727j),(0.000429372008237504-0.00041126168650955103j)
"(25,)",(0.0013822221814176563-0.0011933597152784402j),(0.0018473868443892349-0.001582365242235372j),(0.0016643279893146506-0.001792200806768435j),(0.0012239347103050464-0.0019387822116277947j),(0.0004096343980598737-0.0019300024502128129j),(-0.0006262430890618523-0.002182081685518931j),(-0.0015898836615541151-0.0013978601984940247j),(-0.001819105674515821-0.00015296110996264176j),(-0.001503646126726762+0.001218726560489311j),(6.911405260811153e-05+0.0017680730605305786j),(0.0015002381075046047+0.0010599989183371942j),(0.0013422129974908618-0.0008852359212470546j),(-0.000312391248601929-0.0016095500052719076j),(-0.0011670262076700735+8.701119140526059e-05j),(-6.947858581886187e-05+0.0011097369691942497j),(0.000980744664698066+0.00035389511962444117j),(0.00027109734625075467-0.0009450841770497972j),(-0.0008327950659366424-0.00022381291117026615j),(-2.078009781902997e-06+0.000901276208486005j),(0.0006156930010077224+1.6230240319215217e-05j),(1.1834192441571229e-05-0.0006247813892021585j),(-0.0005010689768843274+0.0002039689206458122j),(0.000248094077058841+0.00029945483261666046j),(0.0002572283675315889-0.0003889228714797625j),(-0.00022823930210471086-0.0001406239076926218j),(-0.00020515995262444748+0.0002326183738614014j),(-0.00025320626345080806-0.00013656279257404653j),(0.000211207411917155-0.00026299796364601954j),(0.00031516983601907777+0.0002225273824461897j),(-0.0004890978928447948+0.00016030327883084734j),(-5.822253274465728e-05-0.0005582141302391563j),(0.0006761396994363284-8.427641817447372e-05j),(-0.00021011934139950072+0.000694455377995295j),(-0.0008133564099574704-0.0003114484070635986j),(0.0003176373293717206-0.0008821949921327829j),(0.0010581840534157317+0.0003479847856216874j),(-0.0001263141633440769+0.0011873246378305054j),(-0.001198599089734947+0.00014101478771179365j),(-0.0006017389150309588-0.001343649493306891j),(0.0014221354864367582-0.0009405643904186391j),(0.0014697156054849865+0.0008196158485160795j),(0.0002710171659384707+0.0018317396622380658j),(-0.0015342925271275719+0.001305452110538172j),(-0.002113786510118537-0.00010530525849895104j),(-0.0015760828133689327-0.001497973552667866j),(-0.0005781410831221447-0.002221408169964539j),(0.0004998977134499111-0.0023133208771554995j),(0.0012236997091074184-0.0020937372936325597j),(0.0012564590583075237-0.001362471787157817j),(0.0009300975449213274-0.0008258117837382987j),(0.000967069597363182-0.0007879869629497331j),(0.0009658470268435776-0.0007893717047895242j)
"(26,)",(0.0012177165909721724-0.0013450453728718699j),(0.0018056123372338592-0.001625745520782478j),(0.0018688131069977243-0.0016094033648371526j),(0.0016171066437012916-0.0016646066863826483j),(0.0010622871916046532-0.001744602266215269j),(0.000574549444489195-0.0022843190978310227j),(-0.0005404509286105271-0.002138441860434121j),(-0.001395665137392664-0.001324282963184168j),(-0.002106204241374288-0.00014283625353420985j),(-0.0014351951521846856+0.0012853059010476662j),(6.571866057227914e-05+0.0019303310668468364j),(0.0017037341704942309+0.0007359522200730559j),(0.001380199619166204-0.0007916083321837386j),(-0.0004478211005633639-0.0015203258116324996j),(-0.0010666127135208416-2.51157580982569e-05j),(-0.00024859103798204946+0.0012012130604620393j),(0.0009183118759246417+0.00032374602027480953j),(6.545893068904942e-05-0.0009745870981379525j),(-0.0008699341392537206-0.00019077633348350343j),(2.2392686811230804e-05+0.0007009341828587334j),(0.0005639986018818472+9.179127202328015e-05j),(-9.675154292249152e-05-0.0006126654677313224j),(-0.00047442985383061136+0.0001581334721380632j),(0.0002751108618060313+0.0004183712025939302j),(0.0003091233614335274-0.00024237420495247104j),(-0.00025320626345080806-0.00013656279257404653j),(-0.00010208759890518364+0.00025548010681980326j),(-0.0002597404448693781-0.00013946478924092918j),(0.00020814735789837925-0.00028080146244572403j),(0.00014935996910169237+0.0003232531923788826j),(-0.0005249540264424951+0.00018048402466253467j),(-9.394354156947895e-05-0.0005712595170850523j),(0.0005861216320550827-1.1727504446826138e-05j),(-8.602330128507122e-05+0.0006999697194703766j),(-0.000856436346308413-0.0002941020733096232j),(0.0003105813513189165-0.0007779362212067304j),(0.0010657926090209826+0.00029293157024317426j),(-0.00019479645263436075+0.0012057989468477865j),(-0.0013519319605507887-3.14448138049826e-05j),(-0.0003074245885697158-0.0012966814204827396j),(0.0011737085535848885-0.0009475605996518774j),(0.0014135688892282661+0.0006091077817054956j),(6.372848066532519e-05+0.0017269071478941214j),(-0.001347662297464983+0.0012180528331653439j),(-0.0019262027984004414-0.00021500307235291426j),(-0.0013748180511647427-0.0014969051942729957j),(-0.00047796449500455795-0.002054910157026574j),(0.0004575050501672898-0.0021041056762198095j),(0.0008314455400752561-0.0014554436110520213j),(0.0007407803257353777-0.0008527361970584949j),(0.0008171724372575472-0.0007881829394950392j),(0.0008448414356422127-0.0007594275163053643j)
"(27,)",(0.0007668545074836091-0.0016029004561601888j),(0.0015034611978203953-0.0018761114287724479j),(0.0018403239913422735-0.001636807300439114j),(0.0017915632210922532-0.0015065122911170497j),(0.0014123229308325297-0.001514682110653791j),(0.001238081537784942-0.0020536571981664927j),(0.0005158674535814008-0.0022248802529273915j),(-0.0005008816985901634-0.0019938691725048543j),(-0.001524122038464701-0.0015485234920244793j),(-0.0019696999569661514-0.00012717267679185416j),(-0.0015216210462964661+0.0012236409020448087j),(0.00010300584169640826+0.0020445506201266636j),(0.0016847472934917425+0.0010195147291767374j),(0.001284164459033113-0.0008893208862951549j),(-0.0003163501111617941-0.0013197590527595758j),(-0.0013960025206957518+5.765118182221311e-05j),(-0.00020852549671566224+0.001037096159340558j),(0.0012102202578792944+8.556662057309388e-05j),(0.00021521629125803828-0.0010878516682937558j),(-0.0008287575963577823-0.00021218726547276708j),(-0.00033104046831652147+0.0006479142432398521j),(0.0005269838878915376+8.701804327202638e-05j),(-0.00010937390673842471-0.00043988368623048055j),(-0.0006546190937357674+0.00017318630452744274j),(0.00019371796433153356+0.00045037096221882823j),(0.000211207411917155-0.00026299796364601954j),(-0.0002597404448693781-0.00013946478924092918j),(-0.00017297322784476453+0.00018949333227528543j),(-0.0002527784800287579-0.00014153639690532297j),(0.00021048200177071667-0.000253290629749659j),(0.00022459189245393224+0.00030218736779524954j),(-0.0004373289361811994+0.00026419882554668266j),(-5.470404244574548e-05-0.0004933310633840849j),(0.0005937989483500942-1.6620753307734783e-06j),(-8.096859519080613e-05+0.0006258717131498045j),(-0.0007502073602132053-0.0001989279909835979j),(0.00020844267735653247-0.0007920286341521868j),(0.0007714754656100289+0.0002614666160306211j),(-0.0001985114012261489+0.0010083295070778423j),(-0.0009777212033575866-6.029573613612229e-05j),(-0.0004989096319130288-0.0010823235115531426j),(0.001089388518611443-0.0007944083091077169j),(0.0013175445939758465+0.0006566144290630758j),(0.00013747140486484086+0.001489916346219938j),(-0.0011084403634169862+0.00118406053181177j),(-0.0017758212748093015-0.00018006102885404008j),(-0.0012956636261457857-0.001310957916322846j),(-0.0003931262193751742-0.0018845394743782094j),(0.0004104370952686543-0.0019410587088318817j),(0.00014813046180798671-0.0004909855586777286j),(0.0006592925205201939-0.0008033008674494104j),(0.0006540380027495392-0.0008044699061344374j)
"(28,)",(0.00015894789668979552-0.0017480806258576924j),(0.0009711713737315265-0.0021534856779358348j),(0.0015576128863309202-0.0018747261811529056j),(0.0017348996764709947-0.0015630535159276717j),(0.0015874857008761208-0.0013572159930314378j),(0.0016714964452979185-0.0017670667974161744j),(0.001193689753714708-0.002003415786408238j),(0.0004835689753612332-0.002048440374591758j),(-0.0005589224081831765-0.0021557179022912622j),(-0.0014949016811394164-0.0015209458558428114j),(-0.002071637405410351-0.0002336581113952724j),(-0.001423917276144699+0.0016122412313702367j),(0.00019904400113820514+0.001961953647314995j),(0.001554600292652835+0.0007103363968485531j),(0.0011938864551255576-0.000756490049205718j),(-0.00034460981987113166-0.0015040990475507006j),(-0.0012352832660911667+6.461927159275547e-05j),(-0.00011905531748697001+0.001333992354061133j),(0.0013056834495618922+1.7483154723406933e-05j),(0.00020292283848304235-0.0009469968562670542j),(-0.0007937542261267788-0.0003534903509437603j),(-8.611601388101682e-05+0.0007714891885580751j),(0.000745989390761583+8.018927680327185e-05j),(-6.535362051210186e-05-0.0007418107941142414j),(-0.0005143181681430653+0.00018653878143076524j),(0.00031516983601907777+0.0002225273824461897j),(0.00020814735789837925-0.00028080146244572403j),(-0.0002527784800287579-0.00014153639690532297j),(-0.00020377384903018988+0.00029479353108968596j),(-0.0002592268147991636-9.467544309942573e-05j),(0.00018696300588888322-0.0003370840586476574j),(0.0003074480683748861+0.00035022167486680367j),(-0.0006330861175139515+0.0003655764137301083j),(-0.00023807937192238732-0.0005110202091587267j),(0.0006290650146308161-0.00011490250371663023j),(-0.00023090583787006247+0.0007122000206999203j),(-0.001004329740303914-0.00027085202510922424j),(0.00032256568830349805-0.0010038840084289238j),(0.001181212704210701+0.00022032485165911754j),(-0.00013680659205027835+0.001115207390713693j),(-0.0014760699701584306-2.1153845929964192e-05j),(-0.0005835127997857344-0.0014061738218595157j),(0.0013682368826826953-0.001018168645877986j),(0.0016962436337340735+0.0007182438912014324j),(0.00022593125034016533+0.0018660385639530709j),(-0.0014997106930591904+0.0013560683819355966j),(-0.0021750055407320852-4.280183741051712e-05j),(-0.0016688691953634426-0.001527005522174229j),(-0.00058780543941838-0.002330255125267493j),(-1.916545118223637e-05-0.0012486943715287555j),(0.0005889908582185581-0.0018029770866944282j),(0.0005276939288202677-0.0011629066718549753j)
"(29,)",(-0.0005946123096054655-0.0015954196161105745j),(9.438939643424669e-06-0.002282679190541927j),(0.000968873706256164-0.002175184821104362j),(0.0014584636266503036-0.0017923100955216723j),(0.0015469574114933442-0.0013953672883194003j),(0.0018441544798260604-0.001611389220186793j),(0.0016484226615218662-0.0016985311718021384j),(0.0011222634326863198-0.0018439907004920012j),(0.00048719628051013895-0.0022892758617271774j),(-0.0005722900255482513-0.002117005205325896j),(-0.0015364062876101745-0.001587923307553833j),(-0.0022255835650124224-0.00014138816876043862j),(-0.0015365985893117098+0.0014140527164840913j),(0.00017796065816302688+0.0018912429968124603j),(0.0012982428128738128+0.0007929106299961548j),(0.001204552356451833-0.0011579872611073986j),(-0.00041374225266130516-0.0012813584453003034j),(-0.0013325567359748058+0.00023667982059192013j),(-0.00014372108265255768+0.0012076147006414018j),(0.0008244590558605292+0.0003406026996487506j),(0.00047720935296793226-0.000860857317069368j),(-0.0008943261325838333-0.0002252941190573305j),(-0.00013261977391955984+0.0006509829714013798j),(0.0006599791289607679+6.656524415812308e-05j),(-0.00012840742707320745-0.0005594770376905651j),(-0.0004890978928447948+0.00016030327883084734j),(0.00014935996910169237+0.0003232531923788826j),(0.00021048200177071667-0.000253290629749659j),(-0.0002592268147991636-9.467544309942573e-05j),(-0.00011247098047700422+0.00023147474714070088j),(-0.00019354198452326774-0.00010023434134494457j),(5.4450369179291726e-05-0.0003495772161925774j),(0.000308554100188665+0.00020144073631264066j),(-0.00021903588591885533+0.00020904132765718557j),(-0.0003214540545386937-0.0004467662363172942j),(0.0005930611236233466-0.00015585335091109387j),(9.952403266709744e-07+0.0006668687415474022j),(-0.0007072753649592276-2.8673085413486943e-05j),(9.147758254277841e-05-0.0007723389145073937j),(0.0008118633020821984+6.328227261454819e-05j),(5.5849196222474325e-05+0.0010255660384215837j),(-0.0011943425799580615+0.00019988452515972167j),(-0.0005710138421880774-0.0009974109113462008j),(0.0009195891538262537-0.000934398174784006j),(0.0013215779548081947+0.0005627734237854984j),(0.0002705064655981338+0.0015692282472775374j),(-0.001132969620334245+0.0013180883514362248j),(-0.001785856155336749+7.5427311835731024e-06j),(-0.0015020789221547412-0.0012050214894437044j),(-0.0007529390367686692-0.0013264690328472063j),(-6.298370946321129e-05-0.00103404402500001j),(-7.667192580154977e-05-0.0010397808827706202j)
"(30,)",(-0.0014082737489294055-0.0008567749273184246j),(-0.0010759163756240444-0.0019077421051530636j),(0.00018302838788207906-0.002338638083209175j),(0.0009065310378172974-0.0020608539422904814j),(0.0013199296724815334-0.0015842154118443353j),(0.001831791068946996-0.0016224814187634164j),(0.0018091198344313548-0.0015549429203976857j),(0.0015255625165057414-0.001580072864530743j),(0.0013335540317727932-0.001986166909010615j),(0.0006199693738809536-0.0022117365352493606j),(-0.0005159465012101057-0.0022337070102080832j),(-0.0018130194365734902-0.0015359436035601603j),(-0.0022336248233962045-0.00017573409770953646j),(-0.0013531026074934155+0.001310024796101271j),(-4.254061629463413e-05+0.0016389188884522999j),(0.001585139405375015+0.0009141958336790236j),(0.0010874000641397498-0.0008278878202634531j),(-0.000667807818782012-0.0014422231892036001j),(-0.0012746933484603928+0.0001516657707413793j),(-0.00015013432628826565+0.001229139550357404j),(0.000793284237726917+0.0003564492841034844j),(0.0001958353042251692-0.0010923383506675384j),(-0.0007155779260108616-0.00032284537638760575j),(-6.119429389435568e-05+0.0008220486468730767j),(0.0006766079893225584+5.224323717040042e-05j),(-5.822253274465728e-05-0.0005582141302391563j),(-0.0005249540264424951+0.00018048402466253467j),(0.00022459189245393224+0.00030218736779524954j),(0.00018696300588888322-0.0003370840586476574j),(-0.00019354198452326774-0.00010023434134494457j),(-0.0001823472462008679+0.00020200024097454842j),(-0.00019306487000686015-0.00016234892019791603j),(0.00027064392595834504-0.00032018516827957047j),(0.0002765635185008958+0.0004267466387065793j),(-0.0005122358671919469+5.076185126619347e-05j),(-2.9661571766823025e-05-0.0006831212822183747j),(0.0006343603212691964+6.299355071609389e-05j),(-0.00020204302007921046+0.0009772224949365735j),(-0.0009438657555883829-0.0003058789350196881j),(0.00021251339236069336-0.0008386985021401264j),(0.0009969272574808633+0.0002870868873321829j),(-0.00032300693546639107+0.001201578319565642j),(-0.0012640226335786835-0.00019394399076673677j),(-0.00028431434452568194-0.0014585427461300004j),(0.0012336787649050462-0.0008652621729017831j),(0.0014609396231736898+0.0008199912639000083j),(8.190127873993669e-06+0.0017778959979103638j),(-0.001569499652989784+0.0011412777725664787j),(-0.0019957157757233422-0.00026501785626869954j),(-0.0005207768239569975-0.00017610367880168323j),(-0.0007194496564408885-0.0008468387665351603j),(-0.0005751126321341554-0.0009509813298112427j)
"(31,)",(-0.0015335877628796617+0.0003286857462448044j),(-0.0018109560916168062-0.0009520678648856748j),(-0.000953354832045093-0.002035221265165189j),(4.1756049914813175e-06-0.0021976996111192745j),(0.0008131760106787732-0.0018541603887697409j),(0.0015321910574691536-0.0018714103093425377j),(0.0017765787742050308-0.0015882456856406847j),(0.0016877794977655423-0.0014337384410207474j),(0.0016587132292669323-0.001763738265031055j),(0.0012392020177060777-0.0019816204097518296j),(0.0005974268792999106-0.0022618732144655575j),(-0.0006307133401555498-0.0023563529170368886j),(-0.0016477838175103037-0.0015783344989385825j),(-0.002073021709158593-3.190755124757524e-06j),(-0.0012972094522030807+0.00112126000419233j),(0.00016991031776355717+0.001924763172772459j),(0.001391496211154639+0.000766031202032082j),(0.0012574112918369502-0.0009067231271539096j),(-0.0004303963496467528-0.0013929880376932872j),(-0.0012605175703102659+0.0001634078294531294j),(-0.00040283133069932316+0.0009484950860007161j),(0.001164707037410237+0.00025222397062413764j),(0.00017478543863855904-0.000749342332154081j),(-0.0009613283257446561-0.0003197171548783177j),(-0.0001865954093170115+0.0008060010938522437j),(0.0006761396994363284-8.427641817447372e-05j),(-9.394354156947895e-05-0.0005712595170850523j),(-0.0004373289361811994+0.00026419882554668266j),(0.0003074480683748861+0.00035022167486680367j),(5.4450369179291726e-05-0.0003495772161925774j),(-0.00019306487000686015-0.00016234892019791603j),(-0.00014687302820240528+0.00020662633680307944j),(-0.00019177279688101904-9.135597601290531e-05j),(0.00018511607944446038-0.00023703286715692288j),(0.00019522947835932876+0.0002725912177352559j),(-0.00035357197047531063+0.00015335122802061604j),(-0.00014099080978957756-0.0005032113200528986j),(0.0005056939130532604+1.0834142979097554e-05j),(-0.0001590032979729144+0.0005601507915554939j),(-0.0006697270472973868-0.00021963033242293183j),(0.00036860533913067985-0.0008107435679361576j),(0.0008083282372243867+0.0002666833888747925j),(-6.476771728534486e-05+0.0010407342002435908j),(-0.0010610602751408352-8.956483676070795e-05j),(-0.0003384995193432994-0.0010342909669034386j),(0.0011070778868386144-0.0007174614168904209j),(0.001147090661776687+0.0006538653578080971j),(0.00012920933738671774+0.001452416744154521j),(-0.0006586143577428613+0.0010715134266647427j),(-0.001318664407478345+0.00033203062858161794j),(-0.0004401561949210221-0.0001756454909595654j),(-0.0004629623499739896-8.263525554925889e-05j)
