index,x,value
"(-5.0, -2.0)","(-5.0, -2.0)",(-23.360110069992558+58.383226277919675j)
"(-4.898989898989899, -2.0)","(-4.898989898989899, -2.0)",(31.63433857658323+53.39262708236884j)
"(-4.797979797979798, -2.0)","(-4.797979797979798, -2.0)",(60.2137330192564+8.922377856790213j)
"(-4.696969696969697, -2.0)","(-4.696969696969697, -2.0)",(40.11410525945222-44.47568689040065j)
"(-4.595959595959596, -2.0)","(-4.595959595959596, -2.0)",(-5.571073871199909-62.77106859608132j)
"(-4.494949494949495, -2.0)","(-4.494949494949495, -2.0)",(-53.449660104207766-25.93681666520584j)
"(-4.393939393939394, -2.0)","(-4.393939393939394, -2.0)",(-56.569495769159126+23.632216959400193j)
"(-4.292929292929293, -2.0)","(-4.292929292929293, -2.0)",(-13.234157269463712+53.74422466416649j)
"(-4.191919191919192, -2.0)","(-4.191919191919192, -2.0)",(32.79675605969533+41.37848989988909j)
"(-4.090909090909091, -2.0)","(-4.090909090909091, -2.0)",(48.908576539007655-3.5136059140288474j)
"(-3.9898989898989896, -2.0)","(-3.9898989898989896, -2.0)",(29.59383975145339-38.78930553465965j)
"(-3.888888888888889, -2.0)","(-3.888888888888889, -2.0)",(-10.993115490406634-39.633764952538485j)
"(-3.787878787878788, -2.0)","(-3.787878787878788, -2.0)",(-33.777091983276186-13.27401102919299j)
"(-3.686868686868687, -2.0)","(-3.686868686868687, -2.0)",(-28.55835069260545+15.45253808840026j)
"(-3.5858585858585856, -2.0)","(-3.5858585858585856, -2.0)",(-3.521699167483286+28.09369196811436j)
"(-3.484848484848485, -2.0)","(-3.484848484848485, -2.0)",(20.309449769543235+10.46173539680817j)
"(-3.383838383838384, -2.0)","(-3.383838383838384, -2.0)",(17.260902219557444-5.35780702306217j)
"(-3.282828282828283, -2.0)","(-3.282828282828283, -2.0)",(-2.888488236247697-11.999433478215561j)
"(-3.1818181818181817, -2.0)","(-3.1818181818181817, -2.0)",(-11.081573371871533+2.765034408977903j)
"(-3.080808080808081, -2.0)","(-3.080808080808081, -2.0)",(3.001016181100725+17.47252137183507j)
"(-2.9797979797979797, -2.0)","(-2.9797979797979797, -2.0)",(22.535455443730974+12.773116233388265j)
