index,cp
"(0,)",(0.0003954227323272869+0.0010874136806938814j)
"(1,)",(0.0016934241370505918+0.0030773239826692536j)
"(2,)",(0.00292531988005073+0.002870405353091182j)
"(3,)",(0.0030664341846343853+0.0024889681023986866j)
"(4,)",(0.0029160553904369587+0.0028529487578246274j)
"(5,)",(0.00199965886702105+0.0038062460600035283j)
"(6,)",(-0.00022740608885117927+0.0035706241140190526j)
"(7,)",(-0.002303272853900503+0.0026168401858137976j)
"(8,)",(-0.003433688780789879+0.00015814753636828933j)
"(9,)",(-0.002412529705322632-0.002650866249452063j)
"(10,)",(0.0013908080790063818-0.0025640217642108115j)
"(11,)",(0.0033685341437216195+8.046187993030932e-05j)
"(12,)",(0.0009426341574999983+0.002746241546690025j)
"(13,)",(-0.002238162883098526+0.001435027446482543j)
"(14,)",(-0.0022668874567967805-0.0011522051178883043j)
"(15,)",(0.0010001776694392465-0.002670695224727741j)
"(16,)",(0.00291760867317185+0.00015707113984735614j)
"(17,)",(0.0013013300207590818+0.003041211606418861j)
"(18,)",(-0.0017121937302453578+0.002225322849348484j)
"(19,)",(-0.003191009561881831-0.0011711425421870492j)
"(20,)",(-0.0011547959906212106-0.0032952896118531444j)
"(21,)",(0.0016259816079164842-0.0026686844678783317j)
"(22,)",(0.00313007612924123-0.0008867510559908478j)
"(23,)",(0.0028351971920953815+0.0013316763745453866j)
"(24,)",(0.0019399063031512423+0.0029267102997882883j)
"(25,)",(0.0006748698178629591+0.0031195891400063822j)
"(26,)",(-0.0002710503341205814+0.003508343034440399j)
"(27,)",(-0.000608580048729382+0.0030486713443139374j)
"(28,)",(-0.0005876735960497702+0.002996124354656707j)
"(29,)",(-9.700356741859222e-05+0.0032143289169535728j)
"(30,)",(0.000680482793295395+0.003041315767682141j)
"(31,)",(0.001959498477007178+0.0025397019619095773j)
"(32,)",(0.002790776567953435+0.0012240247224638316j)
"(33,)",(0.003265246484852839-0.0009317278149616864j)
"(34,)",(0.0012016132881492198-0.002770275456205417j)
"(35,)",(-0.0010536358656133928-0.0027309704833054396j)
"(36,)",(-0.0027848942545718723-0.0004581173445088048j)
"(37,)",(-0.0018856125618329908+0.0019205555517549087j)
"(38,)",(0.0010580427665840574+0.002369024559745765j)
"(39,)",(0.0034737699267457737-0.0003101705005832943j)
"(40,)",(0.0007805739846273686-0.003050780124477198j)
"(41,)",(-0.0027396890838285166-0.0015864563698188756j)
"(42,)",(-0.002382556853020833+0.002017448013872297j)
"(43,)",(0.0017759729252445826+0.0025456972936698445j)
"(44,)",(0.003311662781431979-0.0002722490143295365j)
"(45,)",(0.0008230566084502922-0.0031317619854640145j)
"(46,)",(-0.002366685146356622-0.0022197252732305706j)
"(47,)",(-0.0032599243274648157+0.0003498734496865103j)
"(48,)",(-0.001956120110460628+0.002738134777077964j)
"(49,)",(-0.00022878683748759265+0.0011776106603126125j)
"(50,)",(0.0004160572676587846+0.0012157671468451359j)
"(51,)",(0.00033157121011365934+0.0010033363834158024j)
