index,value
"(0,)",(-1.0595466844879382-3.05803010667918j)
"(1,)",(0.4342440902673055-0.9045795179193077j)
"(2,)",(-1.2039436491064655+0.5636893970330831j)
"(3,)",(0.11240696927256344+0.708590778141184j)
"(4,)",(-0.38122385375356993-0.34714568609965885j)
"(5,)",(-1.1085187228814721+0.5970979795065893j)
"(6,)",(2.1781761051754875-0.5294391581126795j)
"(7,)",(-2.1584185553402153-0.11668914985332601j)
"(8,)",(0.258807861316791-0.34978858900827j)
"(9,)",(0.4950072269529586+0.6155004263061651j)
"(10,)",(-1.2756036058350486-0.5136770879662675j)
"(11,)",(1.833156060234718-0.009616426248709897j)
"(12,)",(-0.8667478223342528+0.11213722003297866j)
"(13,)",(-0.4300560813616616-1.9534742110004908j)
"(14,)",(1.6020632715950538+3.942065169705286j)
"(15,)",(-2.228152114060662-3.5502354914255374j)
"(16,)",(2.895994256208855+3.4839787456446194j)
"(17,)",(-1.6885902329465323-1.274168349325322j)
"(18,)",(1.4942016435208605-0.3268184970577803j)
"(19,)",(-0.6944888402703929+1.1849491921236117j)
"(20,)",(0.14617537208668674-2.243761174899043j)
"(21,)",(-0.5096759788834804+2.0632800220107645j)
"(22,)",(0.7025524316021207-2.500231658685557j)
"(23,)",(-0.861954610661255+1.4945044058282089j)
"(24,)",(-0.4193850514049755-0.5457249018559232j)
"(25,)",(2.4778135962355416+0.2656857512668479j)
"(26,)",(-4.617466103514219-0.06625643984641538j)
"(27,)",(4.812812586069926-0.025749695022755592j)
"(28,)",(-3.666117828937506+0.35356582004366643j)
"(29,)",(2.0604096198118613-0.3573405501494552j)
"(30,)",(-1.0881703153028681+1.8161795182554585j)
"(31,)",(0.29140138136766314-2.5596229659500356j)
"(32,)",(-1.1444320597565836+3.6473679646133217j)
"(33,)",(2.073171241609071-3.945492110532859j)
"(34,)",(-2.273309190522049+3.4645239079403067j)
"(35,)",(1.8892912190728333-2.8168713204304794j)
"(36,)",(-1.261058384293608+1.280873179439988j)
"(37,)",(0.6628078440633294-0.8911918594523194j)
"(38,)",(1.2482700461853606+0.38546072133510545j)
"(39,)",(-2.518554676614078+0.971832010586797j)
"(40,)",(3.382163745750522-2.0008965509445042j)
"(41,)",(-1.9884002398665057+3.2754790325868552j)
"(42,)",(-0.9188131714191055-3.108138184506563j)
"(43,)",(2.1957913282057504+1.7658084573544972j)
"(44,)",(-1.9941365598647622-0.8022798772783541j)
"(45,)",(1.2053697616200454+0.20024766913327174j)
"(46,)",(0.5706202688925694+0.6682267901965782j)
"(47,)",(-1.6477101193173311-0.9422466094237667j)
"(48,)",(1.785263959620557+1.0928029146457123j)
"(49,)",(-1.06810959318122+2.2229854856950215j)
"(50,)",(1.9602199267369018+2.959500105829722j)
"(51,)",(-0.21599326586506917-0.490150391940559j)
